epoch,loss,swd,color,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,gradcos_swd_color,gradcos_swd_identity,gradcos_color_identity
1,89.22725677490234,0.3207469880580902,0.7556953430175781,0.11101444810628891,0.20196039974689484,7.823129251700681e-05,2.9192782999016345,0.012801899807527661,73.3690018003108,20.04822400008561,2.1191973999375477,9.536413499794435,95.54922510014148,108.07216334342957,10304,95.34370073870136,107.83970240680416,0.7562492969306438,-0.20125867409478929,-0.16468897581196604
2,77.79875946044922,0.27504831552505493,0.5896986126899719,0.23521964251995087,0.20176631212234497,0.00015646258503401362,0.07140259986044839,0.012716699624434114,67.29224010009784,10.02707399992505,2.099545100121759,9.550323400297202,79.43157589976909,89.05515742301941,10304,115.70357403395676,129.72171184167522,0.5538602904816191,0.13064691003622994,0.061753308788254455
3,69.59261322021484,0.2533828616142273,0.48966264724731445,0.2367352694272995,0.20176628232002258,0.00023469387755102041,0.07131179980933666,0.012528799823485315,67.16611050028587,10.091922299878206,2.1606998002389446,9.461795699666254,79.4312614002265,88.96606278419495,10304,115.81944482576937,129.72222546085132,0.4862380737751453,0.41078503470636935,0.02441467890153963
4,67.69969177246094,0.25399455428123474,0.46570974588394165,0.2105003297328949,0.20137812197208405,0.00031292517006802724,0.07233939995057881,0.012815700087230653,67.21132840018254,10.02253929991275,2.1437077000155114,9.551426699617878,79.39039110019803,89.01575779914856,10304,115.75478605989645,129.7890066695275,0.5669595377206627,0.17903273605742437,0.13786111365581954
5,66.28726959228516,0.247239887714386,0.46026599407196045,0.2062663435935974,0.20108695328235626,0.000391156462585034,0.07329340011347085,0.012501000135671347,67.2229885000852,10.006428199936636,2.140319900063332,9.553590399795212,79.38223760022083,89.01078200340271,10304,115.76125687342122,129.80233754422835,0.5090738778018467,-0.09683984860521064,-0.2803577246686274
6,66.0306167602539,0.24944929778575897,0.4612564146518707,0.18501345813274384,0.20137810707092285,0.00046938775510204083,0.07560579996788874,0.012875600252300501,67.3592490000301,10.046204399841372,2.108853500103578,9.55330509977648,79.52718250022735,89.15785074234009,10304,115.57030496145353,129.56576199553584,0.5181902363242225,0.12733393834874734,0.26059615872999603
7,65.6981430053711,0.2479640394449234,0.4591763913631439,0.1848241537809372,0.2015722095966339,0.0005,0.06993170012719929,0.01271680009085685,67.07214169990038,10.053330799972173,2.199920599872712,9.530899500183295,79.33810989983613,88.94146919250488,10304,115.85147056316359,129.8745333485854,0.6563058571602598,0.17829403316263112,0.25872888143244094
8,63.818817138671875,0.24493533372879028,0.4434187710285187,0.1635858565568924,0.20128107070922852,0.0004977379457430006,0.08006860024761409,0.012424499960616231,67.30769900017185,10.051773400162347,2.0516164001310244,9.567875199660193,79.42351330042584,89.07292413711548,10304,115.68049550207213,129.73488041286072,0.6890525650415921,0.009019309166948576,0.0803288856208782
9,61.1120719909668,0.23740148544311523,0.4133470356464386,0.1611495018005371,0.2011840045452118,0.0004951373057625004,0.0689723000396043,0.012339299893938005,67.14166919974377,10.13413970003603,2.1095416002208367,9.507401300244965,79.39768979989458,88.97639274597168,10304,115.8059984452056,129.7770757054657,0.5326945468352638,-0.26003908986028235,-0.42862877967990065
10,63.815589904785156,0.24581673741340637,0.44852393865585327,0.15056271851062775,0.2018633782863617,0.0004922020900568512,0.06895000010263175,0.012687699869275093,67.29905869992217,10.02232039993396,2.115891400258988,9.534901099978015,79.4499581999844,89.0561535358429,10304,115.70227986382653,129.6916981889869,0.5722040362728559,-0.14991931990113272,-0.16694009532144102
11,62.448646545410156,0.24232922494411469,0.43702420592308044,0.14160163700580597,0.20205742120742798,0.0004889368245159224,0.0767966999555938,0.012552200176287442,67.22523959982209,10.133191300090402,2.065288200043142,9.528205700276885,79.43627130013192,89.04347538948059,10304,115.71875373158775,129.71404411806634,0.5909701679659223,0.009944881094416463,0.05897288829559974
