epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_struct_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,7.601603116989136,0.35489825290162114,0.08650495394598692,2.481536182463169,2.9912205745279787,0.0,0.0,0.01737026955233887,2.7792431312799453,0.045769427050836385,0.12602225326932967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,47.54910850524902
2,8.460844271183014,0.6126106484234333,0.05937529666349292,1.2677993547916413,1.8968218898773193,0.0,0.0,0.003936277459142729,0.6298043973743915,0.04042229329235852,0.1613662714511156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001988303923565381,37.14119625091553
3,8.472396998405456,0.6460329726338386,0.04506648440845311,1.2287451696395875,2.044864667057991,0.0,0.0,0.0019111511413939298,0.30578418500721455,0.03285339961759746,0.16824438869953157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001953503690480396,37.18987417221069
4,8.265292375087737,0.6433748143911362,0.030246860813349485,1.1896432834863662,2.319666877388954,0.0,0.0,0.0012825885752681644,0.20521417289972305,0.024956902116537096,0.16867915377020837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018964561979789495,37.18975019454956
5,8.16658663034439,0.6411184224486352,0.02493076059035957,1.217941015958786,2.5794275987148283,0.0,0.0,0.001074241444875952,0.17187863156199457,0.02184680126607418,0.15787030227482318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018185661446562003,37.21050500869751
6,8.111540596485138,0.6399758288264275,0.02293367074802518,1.277471986413002,2.6722503447532655,0.0,0.0,0.0009845576289808377,0.15752922020852567,0.020045682857744395,0.14247535228729247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00017217514421272203,37.20860838890076
7,8.95026068687439,0.6390926969051361,0.022075771037489176,1.347932252883911,2.666979854106903,0.0,0.5597080388665199,0.0009241755123366601,0.14786808222532272,0.018547834968194364,0.12582128569483758,6.1609486389160155,0.0,0.0,0.20000000298023224,0.125,0.0,1.0,0.00016083959896778498,37.811726808547974
8,9.373405470848084,0.6490512028336525,0.019509103265590966,1.4115345215797424,2.912297205924988,0.0,0.4921173930168152,0.0009309069442679174,0.14894511125981807,0.017284766430966558,0.10989742316305637,4.06598237991333,0.0,0.0,0.4000000059604645,0.25,0.0,1.0,0.00014812909747525697,38.659626960754395
9,9.639591608047485,0.6499680650234222,0.015973349176347254,1.4395552986860276,3.1185756027698517,0.4286548317968845,0.4696221446990967,0.0008308551824302413,0.13293682865798473,0.014769333745352924,0.09900579988956451,3.097024736404419,0.0,0.1666666716337204,0.6000000238418579,0.375,0.0,1.0,0.00013435661446562004,51.95730018615723
10,10.019514131546021,0.6521972846984864,0.015183726283721626,1.484013239145279,3.1894123339653015,0.4177526016533375,0.4530057319998741,0.0007787006557919085,0.12459210503846407,0.013823402361012996,0.0894151197746396,2.778204641342163,0.0,0.3333333432674408,0.800000011920929,0.5,0.0,1.0,0.00011986127417882196,52.916271924972534
11,10.28899676322937,0.6548373618721962,0.014409153666347265,1.530977868437767,3.180952922105789,0.3956202445924282,0.43053456529974937,0.0007488937821472064,0.11982300583273173,0.012972728689201176,0.08061383698135614,2.4297358322143556,0.0,0.5,1.0,0.625,0.0,1.0,0.00010500000000000002,51.67829203605652
12,10.359579544067383,0.6589435330033302,0.014236902128905058,1.5625295466184617,3.1371892380714415,0.35460494995117187,0.40280060783028604,0.0007341958876349963,0.11747134283185005,0.012153712990693748,0.07401346191763877,1.946337685585022,0.0,0.6666666865348816,1.2000000476837158,0.75,0.0,1.0,9.01387258211781e-05,53.239062786102295
13,10.417355461120605,0.6596526426076889,0.013123238743282854,1.588272003531456,3.099890444278717,0.28979662284255026,0.3992828661203384,0.0007090778963174671,0.1134524642303586,0.011591892866417765,0.06903396040201187,1.6489913582801818,0.0,0.8333333134651184,1.399999976158142,0.875,0.0,1.0,7.564338553438001e-05,51.58203601837158
14,10.531371641159058,0.6594727340340615,0.011712046288885176,1.606564576625824,3.026841515302658,0.23721520513296127,0.40017568215727806,0.0006915907448274084,0.11065451998263598,0.011314111263491213,0.06538711467757821,1.4946845626831056,0.0,1.0,1.600000023841858,1.0,0.0,1.0,6.187090252474307e-05,53.30307602882385
15,10.680534734725953,0.6606437212228775,0.010386779615655541,1.6231501311063767,3.0130789506435396,0.20178477168083192,0.40037540897727014,0.0006754714433918707,0.1080754317343235,0.011133936732076109,0.06248419236391783,1.3887502837181092,0.0,1.1666666269302368,1.7999999523162842,1.125,0.0,1.0,4.916040103221507e-05,52.89599347114563
16,10.851843271255493,0.6621934607625007,0.009739303197711706,1.6383548700809478,2.9902820670604706,0.17910405494272708,0.3973157945275307,0.000667748446285259,0.10683975178748369,0.011030156761407853,0.0601458727940917,1.3152653694152832,0.0,1.3333333730697632,2.0,1.25,0.0,1.0,3.782485578727799e-05,51.8080792427063
17,10.964134664535523,0.6638588634133339,0.008999107559211551,1.6481116604804993,2.9866945087909698,0.16286226063966752,0.39755711078643796,0.000657404372759629,0.10518470015376806,0.011038580886088311,0.05852060161530972,1.2630121755599975,0.0,1.5,2.0,1.375,0.0,1.0,2.8143385534380006e-05,53.071619272232056
18,11.032609114646911,0.6612315914034843,0.008605114393867552,1.6556283670663834,2.955683555603027,0.15260572195053101,0.39861180275678637,0.0006514196435455233,0.10422714345157147,0.010927162542939186,0.05726813057437539,1.2189956605434418,0.0,1.6666666269302368,2.0,1.5,0.0,1.0,2.0354380202105065e-05,52.14518690109253
19,11.014873723983765,0.6630302742123604,0.008252191885840148,1.6609683859348296,2.9709466350078584,0.144098891466856,0.39770869463682174,0.0006472909371950664,0.1035665499791503,0.010986581738106906,0.05637748783454299,1.1893238484859467,0.0,1.8333333730697632,2.0,1.5,0.0,1.0,1.4649630951960417e-05,53.27399158477783
20,10.999520463943481,0.6629794257879257,0.008001326879020781,1.6659750723838807,2.942770379781723,0.13811059914529322,0.3990326926112175,0.00064491466677282,0.10318634696304799,0.011048542875796557,0.05560916082933545,1.1710552716255187,0.0,2.0,2.0,1.5,0.0,1.0,1.1169607643461924e-05,52.07200360298157
