mode,snr,mean_intra,mean_inter,median_intra,median_inter,num_intra_pairs,num_inter_pairs
pixel_gram,3.392783326292116,0.02597231455529254,0.08811843576841057,0.026663443073630333,0.08462848886847496,5,40
pixel_swd_patch_3_25,1.943456797183585,0.054035467095673084,0.10501559581607581,0.07109522819519043,0.10181738063693047,5,40
latent_swd_patch_3_25,1.645076922150454,0.1855825074017048,0.30529750008136036,0.21824076771736145,0.2842928618192673,5,40
pixel_tree_swd_patch_3_25,1.3695652173913044,0.2875,0.39375,0.21875,0.3984375,5,40
latent_gram,1.2826884092400912,0.1573629269376397,0.20184760242700578,0.06521110236644745,0.16988754272460938,5,40
latent_tree_swd_patch_3_25,1.196705426356589,0.80625,0.96484375,0.703125,0.9921875,5,40
