epoch,loss,swd,repulsive,color,oob,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,35.981170654296875,20.135257720947266,9.826493263244629,1.967125654220581,0.000151864776853472,4.052149772644043,0.20205076038837433,1e-05,0.5878206000197679,0.005313500529155135,30.30710729956627,6.589602899271995,0.1103364999871701,0.02158020157366991,37.01236019935459,38.02378869056702,10240,269.3050943274454,276.6643344235735
2,32.86449432373047,17.81722068786621,9.467418670654297,1.572973608970642,0.00043139554327353835,4.006449222564697,0.20400388538837433,2e-05,0.5549914003349841,0.005476499674841762,21.002743099583313,1.2911374000832438,0.0864464002661407,0.023478201124817133,22.38580339960754,23.368820905685425,10240,438.19070039210663,457.4327674198874
3,24.414562225341797,12.157254219055176,7.175417900085449,0.6114056706428528,0.007772139739245176,4.462712287902832,0.20283202826976776,3e-05,0.5360590007621795,0.004780198913067579,20.983129900414497,1.260494299698621,0.08771650004200637,0.020280600292608142,22.33612089906819,23.312820434570312,10240,439.243292279437,458.45024058887446
4,17.45996856689453,8.75439453125,4.141053676605225,0.2733370363712311,0.0071437545120716095,4.2840399742126465,0.20126952230930328,4e-05,0.5965203996747732,0.006050400668755174,20.969251699745655,1.4458186000119895,0.09102870081551373,0.02325629792176187,22.512149401241913,23.54817295074463,10240,434.8532695686778,454.8654958479929
5,14.174076080322266,7.120295524597168,2.756854772567749,0.160099059343338,0.005830364767462015,4.130997657775879,0.20097656548023224,5e-05,0.5795556011144072,0.005890899337828159,20.978187599685043,1.2670963003765792,0.08792100031860173,0.022492999909445643,22.339095799718052,23.352798461914062,10240,438.49134469688306,458.3891887033871
6,12.9454345703125,6.421412467956543,2.456462860107422,0.13297903537750244,0.002083421917632222,3.932497024536133,0.19882811605930328,6e-05,0.5753060011193156,0.005221499130129814,21.123589900089428,1.2564528004731983,0.08101279940456152,0.020635200897231698,22.466276999097317,23.486265659332275,10240,435.9994964091336,455.79425555963
7,12.251263618469238,6.036706924438477,2.280073404312134,0.10747088491916656,0.0013782742898911238,3.8256325721740723,0.19921875,7e-05,0.5820810992736369,0.005534399999305606,21.063556700013578,1.300569099606946,0.08680250053294003,0.024074699729681015,22.45646270015277,23.484248876571655,10240,436.03693921910457,455.99345438898257
8,11.64070987701416,5.660435676574707,2.21962833404541,0.0918688252568245,0.000759785994887352,3.668017864227295,0.19453123211860657,8e-05,0.5577964996919036,0.0050588001031428576,20.953045000089332,1.3176687993109226,0.08919969876296818,0.021545202005654573,22.364972298266366,23.367775678634644,10240,438.2103004079468,457.85882778820877
9,11.298815727233887,5.487817287445068,2.12355899810791,0.0918785110116005,0.0008226251229643822,3.594740629196167,0.20742186903953552,9e-05,0.5570502006448805,0.004878300707787275,21.06559979938902,1.2609385000541806,0.08543549966998398,0.021804500836879015,22.41685209982097,23.406005144119263,10240,437.49456333742586,456.7991952840595
10,11.024642944335938,5.295148849487305,2.072603940963745,0.08590903133153915,0.0007648943574167788,3.5702168941497803,0.20058593153953552,0.0001,0.561750999186188,0.005146299488842487,21.047221899963915,1.292379799997434,0.08665490057319403,0.022006700048223138,22.431402900023386,23.417435884475708,10240,437.28100935203065,456.50287882749075
11,10.799124717712402,5.226635456085205,2.0474259853363037,0.09061697870492935,0.0008293483988381922,3.4336183071136475,0.20185546576976776,9.933543077861571e-05,0.6322375994641334,0.005243999417871237,20.930837200721726,1.3806712001096457,0.0913042991887778,0.024662101175636053,22.40805669943802,23.490077018737793,10240,435.9287537385108,456.9784938225729
12,10.644814491271973,5.195032119750977,2.024407148361206,0.0991729199886322,0.00084980099927634,3.3253536224365234,0.2011718899011612,9.860471227032953e-05,0.5703051995951682,0.005116300191730261,21.014285299461335,1.3125488997902721,0.08308460121043026,0.021329699316993356,22.415035100653768,23.428388357162476,10240,437.0765860584452,456.83622416907724
13,10.472615242004395,5.031151294708252,2.031825542449951,0.08486884832382202,0.0007894914015196264,3.3239784240722656,0.2050780951976776,9.780897119011768e-05,0.576951100025326,0.004984699888154864,21.016315600601956,1.3371792000252753,0.08865989977493882,0.023879598826169968,22.447139400290325,23.449992895126343,10240,436.6739062905302,456.1828488429826
14,10.39680290222168,5.0277276039123535,2.002993106842041,0.08426352590322495,0.0007574337068945169,3.2810604572296143,0.19853514432907104,9.694943451304938e-05,0.7069527998100966,0.006146400701254606,20.822080899961293,1.331383099546656,0.08474259939976037,0.022654499392956495,22.244352999608964,23.400686025619507,10240,437.59400851706044,460.34155276082925
15,10.501136779785156,5.145380020141602,2.015422821044922,0.08224122226238251,0.001066331984475255,3.257026195526123,0.20283205807209015,9.602742758238022e-05,0.581717899767682,0.00519599998369813,21.086044999072328,1.2440822999924421,0.08257719990797341,0.019888900686055422,22.417900498956442,23.43863582611084,10240,436.88549435938387,456.77783253952236
16,10.508773803710938,5.1450605392456055,2.040891408920288,0.08810223639011383,0.0008529534097760916,3.2338664531707764,0.20332029461860657,9.504437206596892e-05,0.5671941004693508,0.005148099269717932,21.0015964997001,1.3237503003329039,0.07960689999163151,0.01991830114275217,22.410101799294353,23.407140731811523,10240,437.47333847073884,456.93679090393226
17,10.675747871398926,5.330731391906738,2.0022544860839844,0.10209693014621735,0.0009673265740275383,3.2396957874298096,0.2055663764476776,9.400178376416844e-05,0.6033707996830344,0.005481400992721319,20.926201799651608,1.348533300217241,0.09035649988800287,0.020950699457898736,22.370573000749573,23.415135145187378,10240,437.3239759884399,457.74419813282776
18,10.48077392578125,5.305857181549072,2.0213587284088135,0.09621237963438034,0.0008902614936232567,3.056455135345459,0.19912110269069672,9.29012702725719e-05,0.5585133002605289,0.005079800030216575,21.003117898479104,1.2755847005173564,0.08323070011101663,0.02138620149344206,22.367013099137694,23.35744547843933,10240,438.40410585362537,457.81705204056857
19,10.345619201660156,5.212306022644043,2.0382773876190186,0.09576915204524994,0.0008531661005690694,2.9984140396118164,0.20673827826976776,9.174452850321653e-05,0.5563008994795382,0.004792100517079234,21.043749700067565,1.2627242002636194,0.07881630002520978,0.019205299438908696,22.390082300873473,23.381799697875977,10240,437.94746907057845,457.3453488199336
20,10.086858749389648,5.049305438995361,2.035148859024048,0.09341683983802795,0.0008179725264199078,2.908170223236084,0.19521485269069672,9.053334206806832e-05,0.603732199408114,0.005453299731016159,20.972042799927294,1.3569070005323738,0.09230290027335286,0.02370140003040433,22.426706000464037,23.443596839904785,10240,436.79304289049486,456.59848574231637
21,9.867606163024902,4.999571800231934,2.032869338989258,0.0917462632060051,0.0009222502703778446,2.742494821548462,0.1997070461511612,8.926957852882176e-05,0.5849911994300783,0.005205699475482106,20.997312400490046,1.2638992010615766,0.08399130101315677,0.021185197634622455,22.35040860204026,23.380663633346558,10240,437.9687489022018,458.1571720825381
22,9.718816757202148,4.9330525398254395,2.0379374027252197,0.09380491077899933,0.0008075492223724723,2.653212785720825,0.20400390028953552,8.795518651725495e-05,0.5743161004502326,0.0050586003344506025,20.939142999937758,1.284238801104948,0.08945029973983765,0.022275299532338977,22.317890701116994,23.335482120513916,10240,438.8167318385143,458.82472215385013
23,9.531684875488281,4.839081287384033,2.0265090465545654,0.09556808322668076,0.0009347490849904716,2.569589376449585,0.20156250894069672,8.65921927305807e-05,0.5764145003631711,0.005471699638292193,21.03160349931568,1.3101940997876227,0.0874044990632683,0.021140000550076365,22.434673797804862,23.44039535522461,10240,436.85270000011394,456.436322287955
24,9.582082748413086,4.909538745880127,2.044515371322632,0.09786798059940338,0.0007105217082425952,2.529449939727783,0.20429690182209015,8.518269880642627e-05,0.5573756007943302,0.005917199421674013,21.103443200467154,1.3194252999965101,0.08577520051039755,0.022230599774047732,22.514560900395736,23.50704526901245,10240,435.6140843229928,454.8167759212223
25,9.490925788879395,4.851860046386719,2.047194004058838,0.09072063118219376,0.0007285013562068343,2.5004215240478516,0.19277344644069672,8.37288780822606e-05,0.5599489000160247,0.0050985002890229225,21.04667990002781,1.2394521003589034,0.08033399959094822,0.022072999505326152,22.371564500266686,23.37220597267151,10240,438.1272359131764,457.7239110781873
26,9.26087760925293,4.76647424697876,2.015023946762085,0.09414943307638168,0.000698049203492701,2.3845322132110596,0.2041015625,8.223297224426529e-05,0.5681459004990757,0.005404699360951781,21.03996610082686,1.2714544993359596,0.08604859956540167,0.02186720073223114,22.402873899089172,23.414018630981445,10240,437.34483009466925,457.08421366494076
27,9.267767906188965,4.77533483505249,2.0150227546691895,0.0918845608830452,0.0007301738951355219,2.3847949504852295,0.203125,8.069728787081711e-05,0.6010219994932413,0.005745201138779521,20.99612310063094,1.321760300314054,0.08839399949647486,0.021540898829698563,22.412022601580247,23.438350677490234,10240,436.8908094644351,456.89762954629487
28,9.156573295593262,4.697031497955322,2.039245843887329,0.08832892775535583,0.000767541176173836,2.331198215484619,0.20156249403953552,7.912419287591132e-05,0.5425189000088722,0.004790899809449911,21.037578700575978,1.3273201000411063,0.0876921999733895,0.0204387994017452,22.457381900399923,23.427958488464355,10240,437.0846057731429,455.9747901787984
29,9.16469669342041,4.726870059967041,2.0348689556121826,0.09203989803791046,0.0007637967355549335,2.3101539611816406,0.20439453423023224,7.751611285800982e-05,0.5657615000382066,0.004945800639688969,21.06307419994846,1.2896272991783917,0.0850475006736815,0.022740799700841308,22.442694800440222,23.4486083984375,10240,436.6996892098016,456.2731922816657
30,9.14140510559082,4.725207805633545,2.034479856491089,0.09381009638309479,0.0007174764759838581,2.28719162940979,0.19980467855930328,7.58755273599443e-05,0.5849004008341581,0.005199998850002885,20.97188530047424,1.3636493992526084,0.08620470040477812,0.02178720128722489,22.42693939898163,23.447757959365845,10240,436.71552810062127,456.5937338942014
31,8.997458457946777,4.669875621795654,2.0087032318115234,0.08873879909515381,0.0008350535063073039,2.2293055057525635,0.1997070014476776,7.420496604564074e-05,0.553322900319472,0.004997600102797151,21.009941200027242,1.2784636004362255,0.08046140032820404,0.02142909890972078,22.37386380089447,23.368695974349976,10240,438.1930430024706,457.67687204704544
