epoch,loss,swd,repulsive,color,oob,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,attn_entropy,attn_max_prob,id_swd_ratio,health_warning_count
1,5.69151496887207,3.3181118965148926,0.0,0.1450633555650711,0.0031001099850982428,2.225238561630249,0.20205079019069672,6.666666666666667e-07,0.5322095991577953,0.006084400461986661,17.734635199652985,5.9684729995206,0.12137849908322096,18.25498010101728,23.830571098718792,42.62257933616638,10240,240.24824774766952,429.7001510194833,0.7455645203590393,0.16233748197555542,0.6722927093505859,0.0
2,5.370822429656982,3.274543046951294,0.0,0.13754478096961975,0.0031724937725812197,1.9555634260177612,0.20400391519069672,1.3333333333333334e-06,0.4826656002551317,0.005422600079327822,11.170969500439242,1.685882899677381,0.09896949981339276,18.81401240010746,12.961244500009343,32.26098036766052,10240,317.4113087482275,790.0475914942133,0.7458428740501404,0.1619180291891098,0.5982464551925659,0.0
3,4.955020904541016,3.243957996368408,0.0,0.13448397815227509,0.0031829748768359423,1.5733962059020996,0.20283202826976776,2.0000000000000003e-06,0.49365360010415316,0.005535099655389786,11.175362800480798,1.707322699483484,0.10207829996943474,18.782579800812528,12.990298899589106,32.269909143447876,10240,317.32348406934216,788.2805529843428,0.7462697625160217,0.16181130707263947,0.4853307902812958,0.0
4,4.562584400177002,3.219597339630127,0.0,0.13482312858104706,0.003172650234773755,1.2049920558929443,0.20126953721046448,2.666666666666667e-06,0.5430484998505563,0.005524299340322614,11.173621700145304,1.682411800371483,0.10074030072428286,18.830565399024636,12.962298100581393,32.33870887756348,10240,316.64838688425465,789.9833749033058,0.7481273412704468,0.16007675230503082,0.3748544156551361,0.0
5,4.270837306976318,3.244067907333374,0.0,0.13915061950683594,0.0029684407636523247,0.8846508264541626,0.20097656548023224,3.3333333333333333e-06,0.48340820078738034,0.005465000867843628,11.174333800794557,1.6658501992933452,0.1004779995419085,18.833960700314492,12.946127000497654,32.26660895347595,10240,317.3559395337974,790.9701488025238,0.7500225901603699,0.15843218564987183,0.27333760261535645,0.0
6,3.9567952156066895,3.1921002864837646,0.0,0.12380148470401764,0.002947593340650201,0.6379464268684387,0.19882813096046448,4.000000000000001e-06,0.4851901999209076,0.0058406994212418795,11.189631999004632,1.7039709996897727,0.09983520023524761,18.805393102345988,12.999278898350894,32.293111085891724,10240,317.09549361051404,787.7360029023656,0.7535921931266785,0.1551240235567093,0.20027537643909454,0.0
7,3.8486526012420654,3.2207188606262207,0.0,0.1288280040025711,0.002313845558091998,0.49679213762283325,0.19921875,4.666666666666667e-06,0.47632789914496243,0.00532340002246201,11.167602100642398,1.6788434986956418,0.09897920023649931,18.811948800226673,12.950748199597001,32.24139595031738,10240,317.6041141574454,790.6879079247827,0.7555958032608032,0.15369684994220734,0.15461640059947968,0.0
8,3.7711803913116455,3.178961753845215,0.0,0.1265610307455063,0.0020322271157056093,0.4636245369911194,0.19453124701976776,5.333333333333334e-06,0.48489169985987246,0.005374100292101502,11.173922900343314,1.7137327995151281,0.10286280093714595,18.780480698216707,12.99589260108769,32.26407790184021,10240,317.38083546518936,787.9412606982428,0.7583770751953125,0.1511787623167038,0.14616826176643372,0.0
9,3.966165542602539,3.197685956954956,0.0,0.13227485120296478,0.0020138525869697332,0.6341909170150757,0.20742188394069672,6e-06,0.48113720025867224,0.005257699638605118,11.17062330013141,1.683065899880603,0.10004169936291873,18.801978600677103,12.958988599013537,32.244853019714355,10240,317.57006284814855,790.1851229948214,0.7589696645736694,0.1505461186170578,0.1985817700624466,0.0
10,4.93274450302124,3.2486934661865234,0.0,0.1239556074142456,0.0026676724664866924,1.5574274063110352,0.20058594644069672,6.666666666666667e-06,0.4852047993335873,0.005492799682542682,11.175109999720007,1.7140123001299798,0.0999733991920948,18.77557420078665,12.994588498724625,32.25769877433777,10240,317.4435991741082,788.0203363888762,0.7579349279403687,0.15118418633937836,0.4795669615268707,0.0
