epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,1.010768051147461,0.307508659362793,0.0231101655960083,0.44641780853271484,0.9576008605957032,0.0,0.0,0.0,0.017530407905578613,0.3506081771850586,0.038006458282470706,0.18419765472412108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,47.75949287414551
2,0.8297879028320313,0.4632582092285156,0.015986841917037965,0.5980935287475586,1.250821533203125,0.0,0.0,0.0,0.005829601883888245,0.11659200668334961,0.006766303181648254,0.17245769500732422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019986980580168453,37.3116819858551
3,0.771512222290039,0.4756957244873047,0.014423714876174927,0.7777698516845704,1.3671815490722656,0.0,0.0,0.0,0.004489224255084991,0.08978446960449218,0.00454515665769577,0.13924705505371093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019947958005998598,37.09209203720093
4,0.7225082397460938,0.4841581726074219,0.013596274852752686,1.0150650024414063,1.4875999450683595,0.0,0.0,0.0,0.0037893614172935484,0.07578724384307861,0.003939632475376129,0.10029870986938477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019883039235653812,37.21400713920593
5,0.6828362274169922,0.4913546752929687,0.013699580430984497,1.2855116271972655,1.580819091796875,0.0,0.0,0.0,0.0034277164936065674,0.06855433940887451,0.0036780792474746704,0.060772676467895505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019792402206971158,37.21150255203247
6,0.6364914703369141,0.49578262329101563,0.012978253364562988,1.5876278686523437,1.7167210388183594,0.0,0.0,0.0,0.0031269600987434386,0.06253918647766113,0.00341473788022995,0.019426960945129395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019676295349746153,37.15581130981445
7,0.6160384750366211,0.49884532928466796,0.01289879560470581,1.747927703857422,1.77157958984375,0.0,0.0,0.0,0.0029352417588233946,0.05870484828948975,0.003241918683052063,0.0004092681407928467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019535036904803964,37.17008972167969
8,0.6116491317749023,0.5011882019042969,0.012173194885253907,1.7585684204101562,1.823975830078125,0.0,0.0,0.0,0.0027749225497245788,0.05549845695495605,0.0031078031659126284,5.4140463471412656e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019369014051723418,37.16679263114929
9,0.6223626708984376,0.5031305694580078,0.011460314989089965,1.7615841674804686,1.9081483459472657,0.0,0.5125281524658203,1.3371771240234376,0.0026037174463272093,0.052074370384216306,0.00293409138917923,3.4101465716958044e-05,0.0,0.0,0.0,0.008333327174186706,0.008333327174186706,0.0,0.0,1.0,0.0001917868184760471,37.71410012245178
10,0.6356459045410157,0.5058170318603515,0.01115222454071045,1.762606658935547,1.9561981201171874,0.0,0.4967390823364258,1.3174040222167969,0.0024600863456726075,0.049201736450195314,0.002867039442062378,4.830183461308479e-05,0.0,0.0,0.0,0.016666654348373413,0.016666654348373413,0.0,0.0,1.0,0.00018964561979789498,37.52147936820984
11,0.6490438079833984,0.5070865631103516,0.011158720254898072,1.7633401489257812,2.0850015258789063,0.0,0.4817245101928711,1.2870225524902343,0.002376605272293091,0.047532114982604984,0.0027690139412879945,3.3271205611526964e-05,0.0,0.0,0.0,0.02500005006790161,0.02500005006790161,0.0,0.0,1.0,0.00018727241335952173,37.425822496414185
12,0.6600081634521484,0.5076128768920899,0.010899214744567872,1.7623971557617188,2.1531390380859374,0.0,0.47344512939453126,1.2538784790039061,0.002291862666606903,0.04583725452423096,0.002673327326774597,3.68614518083632e-05,0.0,0.0,0.0,0.033333308696746826,0.033333308696746826,0.0,0.0,1.0,0.00018467370395481534,37.4998574256897
13,0.7454651641845703,0.5139616012573243,0.010764195919036865,1.7618218994140624,2.158591613769531,0.365493049621582,0.41735641479492186,1.1570261383056641,0.0022218704223632814,0.04443739891052246,0.0026112428307533265,1.796871074475348e-05,5.5612060546875,0.0,0.009999992251396179,0.04166661739349365,0.04166661739349365,0.012500025033950805,0.0,1.0,0.00018185661446562006,53.03830099105835
14,0.7941970825195312,0.5277689361572265,0.010859185457229614,1.7585435485839844,2.079648132324219,0.3157462501525879,0.36192447662353516,1.0811527252197266,0.002163312137126923,0.043266220092773436,0.0025471031665802004,6.543951574712992e-05,3.843866882324219,0.0,0.019999984502792358,0.05000010013580322,0.05000010013580322,0.02500005006790161,0.0,1.0,0.0001788288663384123,53.01162314414978
15,0.8262112426757813,0.5328464126586914,0.010322831869125366,1.7609561157226563,2.071544494628906,0.2850670051574707,0.33757614135742187,1.0502187347412109,0.0021086347103118895,0.04217270374298096,0.0025096917152404785,5.44944079592824e-05,3.07520751953125,0.0,0.0300000524520874,0.05833337783813477,0.05833337783813477,0.037499935626983644,0.0,1.0,0.00017559875842035252,53.13068151473999
16,0.8478777313232422,0.5438161849975586,0.010075725317001342,1.75845703125,2.0548463439941407,0.2466783332824707,0.3036565017700195,1.0035760498046875,0.0020628051459789278,0.04125608444213867,0.002465478777885437,5.801394116133452e-05,2.409954376220703,0.0,0.039999969005584717,0.06666661739349365,0.06666661739349365,0.05000010013580322,0.0,1.0,0.00017217514421272208,53.15720748901367
17,0.8537075805664063,0.5539141464233398,0.009676283001899719,1.754691162109375,2.0107685852050783,0.20626317977905273,0.2774902153015137,0.9624589538574219,0.002021394073963165,0.040427865982055666,0.002399081140756607,3.804438281804323e-05,1.8002421569824218,0.0,0.05000010013580322,0.07499987125396729,0.07499987125396729,0.0625,0.0,1.0,0.0001685674076040916,52.91377592086792
18,0.8662461090087891,0.555883903503418,0.009037697315216064,1.7547721862792969,1.9793629455566406,0.1506873607635498,0.2692958641052246,0.9376890563964844,0.0019847002625465395,0.039694023132324216,0.002353901267051697,5.1409890875220296e-05,1.6017955017089844,0.0,0.0600001049041748,0.0833332347869873,0.0833332347869873,0.07499987125396729,0.0,1.0,0.00016478543714973463,53.04592323303223
19,0.8843843841552734,0.5609748458862305,0.008899075388908386,1.7562619018554688,2.0048887634277346,0.11088066101074219,0.2623270416259766,0.913959732055664,0.0019320511817932128,0.03864103555679321,0.0023660172522068025,3.9006774313747884e-05,1.472154541015625,0.0,0.06999991416931152,0.09166654586791992,0.09166654586791992,0.08749982833862305,0.0,1.0,0.000160839598967785,53.062493562698364
20,0.9028060150146484,0.5670877456665039,0.00881198763847351,1.7548353576660156,1.9681100463867187,0.08993760108947754,0.2514098930358887,0.8807109069824218,0.0019047462940216065,0.038094942569732664,0.0023464247584342956,3.098574234172702e-05,1.3724423217773438,0.0,0.07999993801116943,0.10000020027160644,0.10000020027160644,0.10000020027160644,0.0,1.0,0.00015674070832642764,53.05753517150879
21,0.9060713958740234,0.5710664749145508,0.008680492043495178,1.7525540161132813,1.982855224609375,0.07676638603210449,0.24168228149414062,0.855028076171875,0.001876453161239624,0.03752907037734985,0.0023188744485378265,1.668724464252591e-05,1.2579488372802734,0.0,0.0900001049041748,0.10000020027160644,0.10000020027160644,0.11249987602233887,0.0,1.0,0.00015250000000000007,53.309814453125
22,0.9056410217285156,0.5729845428466797,0.008082659840583801,1.7546461486816407,1.9251341247558593,0.06732002258300782,0.23699945449829102,0.8419795989990234,0.001853499859571457,0.03706998825073242,0.0022471392154693602,2.165707992389798e-05,1.1528775024414062,0.0,0.10000020027160644,0.10000020027160644,0.10000020027160644,0.125,0.0,1.0,0.00014812909747525702,53.15967130661011
23,0.9061707305908203,0.5799442291259765,0.007389916181564331,1.7494703674316405,1.8947236633300781,0.05942434787750244,0.22625734329223632,0.8163739013671875,0.0018340122699737548,0.03668024063110351,0.0022245009243488313,4.835189611185342e-06,1.0526062774658203,0.0,0.11000005722045898,0.10000020027160644,0.10000020027160644,0.1375002384185791,0.0,1.0,0.00014363998109220112,53.307528495788574
24,0.9045243835449219,0.5842778015136719,0.007107531428337097,1.7478257751464843,1.8627606201171876,0.05260533332824707,0.2196259880065918,0.7996282196044922,0.001805139034986496,0.036102783679962155,0.002170448005199432,1.572042121551931e-05,0.9541253662109375,0.0,0.1200002098083496,0.10000020027160644,0.10000020027160644,0.14999974250793457,0.0,1.0,0.00013904495520680363,53.04360103607178
25,0.901253433227539,0.5875110626220703,0.006738746166229248,1.7466893005371094,1.851189422607422,0.047817230224609375,0.21369943618774415,0.785865707397461,0.0017845128476619721,0.03569024562835693,0.0021646103262901307,1.2066479539498687e-05,0.8651286315917969,0.0,0.12999974250793456,0.10000020027160644,0.10000020027160644,0.16250022888183593,0.0,1.0,0.0001343566144656201,53.023892879486084
26,0.9017989349365234,0.5934454345703125,0.00646081805229187,1.7452000427246093,1.833822021484375,0.043616042137146,0.2075193214416504,0.7690586090087891,0.0017654004693031312,0.03530800580978394,0.002133451849222183,1.6822676407173276e-05,0.79516845703125,0.0,0.13999982833862304,0.10000020027160644,0.10000020027160644,0.1749996566772461,0.0,1.0,0.00012958780928473956,53.029096364974976
