experiment_id,epoch,epoch_num,skip_routing_mode,w_kinetic,w_cycle,terminal_swd_weight,w_color,clip_style,clip_content,content_lpips,one_minus_content_lpips,all_clip_style,all_clip_content,all_content_lpips,one_minus_all_content_lpips,transfer_clip_style,transfer_clip_content,transfer_content_lpips,one_minus_transfer_content_lpips,clip_style_photo_to_art,clip_content_photo_to_art,content_lpips_photo_to_art,delta_lpips_1_to_3,status
S-add__K-2_C-0_W-10_Col-15,epoch_0004,4,add_proj,2,0,10,15,0.706946,0.753961,0.491455,0.508545,0.706946,0.753961,0.491455,0.508545,0.68897,0.751104,0.498127,0.501873,0.657651,0.70647,0.563444,0.019355,ok
S-add__K-2_C-0_W-10_Col-15,epoch_0005,5,add_proj,2,0,10,15,0.705727,0.747358,0.4961,0.5039,0.705727,0.747358,0.4961,0.5039,0.688314,0.744334,0.502808,0.497192,0.655569,0.705145,0.556538,0.019355,ok
S-add__K-2_C-0_W-10_Col-15,epoch_0006,6,add_proj,2,0,10,15,0.707264,0.749839,0.495796,0.504204,0.707264,0.749839,0.495796,0.504204,0.68961,0.74682,0.50252,0.49748,0.656081,0.703981,0.561045,0.019355,ok
S-add__K-2_C-0_W-10_Col-15,epoch_0007,7,add_proj,2,0,10,15,0.708722,0.745108,0.501243,0.498757,0.708722,0.745108,0.501243,0.498757,0.691737,0.741984,0.508247,0.491753,0.659783,0.700577,0.565101,0.019355,ok
S-add__K-2_C-0_W-10_Col-15,epoch_0008,8,add_proj,2,0,10,15,0.708106,0.739617,0.502817,0.497183,0.708106,0.739617,0.502817,0.497183,0.691678,0.736256,0.509964,0.490036,0.660014,0.69689,0.562473,0.019355,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0001,1,add_proj,2,0,20,0,0.697588,0.870219,0.386633,0.613367,0.697588,0.870219,0.386633,0.613367,0.665883,0.866785,0.394761,0.605239,0.64394,0.822529,0.430546,-0.0084,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0002,2,add_proj,2,0,20,0,0.696282,0.872433,0.380168,0.619832,0.696282,0.872433,0.380168,0.619832,0.664132,0.868344,0.388432,0.611568,0.638227,0.841408,0.402275,-0.0084,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0003,3,add_proj,2,0,20,0,0.698078,0.872102,0.378233,0.621767,0.698078,0.872102,0.378233,0.621767,0.666047,0.867397,0.386609,0.613391,0.639724,0.841037,0.404502,-0.0084,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0004,4,add_proj,2,0,20,0,0.701179,0.867569,0.381559,0.618441,0.701179,0.867569,0.381559,0.618441,0.670094,0.862584,0.389825,0.610175,0.644873,0.833337,0.413129,-0.0084,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0005,5,add_proj,2,0,20,0,0.704033,0.85616,0.396675,0.603325,0.704033,0.85616,0.396675,0.603325,0.674375,0.850691,0.405216,0.594784,0.651585,0.81808,0.432178,-0.0084,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0006,6,add_proj,2,0,20,0,0.705289,0.850803,0.402078,0.597922,0.705289,0.850803,0.402078,0.597922,0.676048,0.845179,0.411177,0.588823,0.652864,0.812728,0.433471,-0.0084,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0007,7,add_proj,2,0,20,0,0.705535,0.846709,0.406293,0.593707,0.705535,0.846709,0.406293,0.593707,0.676514,0.840858,0.415893,0.584107,0.651557,0.810203,0.432736,-0.0084,ok
S-add__K-2_C-0_W-20_Col-0,epoch_0008,8,add_proj,2,0,20,0,0.706571,0.839407,0.413184,0.586816,0.706571,0.839407,0.413184,0.586816,0.677882,0.833474,0.422608,0.577392,0.652355,0.805256,0.436506,-0.0084,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0001,1,add_proj,2,0,20,15,0.705495,0.779349,0.472288,0.527712,0.705495,0.779349,0.472288,0.527712,0.684064,0.776691,0.478428,0.521572,0.656934,0.729437,0.528621,0.030935,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0002,2,add_proj,2,0,20,15,0.705252,0.750877,0.496134,0.503866,0.705252,0.750877,0.496134,0.503866,0.687665,0.748635,0.502375,0.497625,0.658876,0.708971,0.56477,0.030935,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0003,3,add_proj,2,0,20,15,0.704809,0.737698,0.503223,0.496777,0.704809,0.737698,0.503223,0.496777,0.688492,0.735004,0.509404,0.490596,0.657703,0.698963,0.564951,0.030935,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0004,4,add_proj,2,0,20,15,0.703657,0.727778,0.512779,0.487221,0.703657,0.727778,0.512779,0.487221,0.688146,0.72473,0.519009,0.480991,0.657323,0.692887,0.564314,0.030935,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0005,5,add_proj,2,0,20,15,0.70483,0.72372,0.519196,0.480804,0.70483,0.72372,0.519196,0.480804,0.689408,0.72049,0.525189,0.474811,0.659734,0.685721,0.576851,0.030935,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0006,6,add_proj,2,0,20,15,0.707053,0.721363,0.52391,0.47609,0.707053,0.721363,0.52391,0.47609,0.691925,0.718163,0.529951,0.470049,0.663396,0.681779,0.582695,0.030935,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0007,7,add_proj,2,0,20,15,0.713245,0.727134,0.518043,0.481957,0.713245,0.727134,0.518043,0.481957,0.698432,0.723711,0.524882,0.475118,0.668907,0.68615,0.572338,0.030935,ok
S-add__K-2_C-0_W-20_Col-15,epoch_0008,8,add_proj,2,0,20,15,0.711499,0.721939,0.520813,0.479187,0.711499,0.721939,0.520813,0.479187,0.697135,0.718389,0.527727,0.472273,0.668442,0.684371,0.571256,0.030935,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0001,1,add_proj,2,2,10,0,0.677787,0.895848,0.339691,0.660309,0.677787,0.895848,0.339691,0.660309,0.642189,0.893476,0.34565,0.65435,0.600183,0.883692,0.331779,-0.004325,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0002,2,add_proj,2,2,10,0,0.680124,0.899352,0.329919,0.670081,0.680124,0.899352,0.329919,0.670081,0.644737,0.896817,0.337461,0.662539,0.602894,0.885955,0.330447,-0.004325,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0003,3,add_proj,2,2,10,0,0.681201,0.899036,0.335366,0.664634,0.681201,0.899036,0.335366,0.664634,0.645902,0.89646,0.344022,0.655978,0.605778,0.886286,0.337655,-0.004325,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0004,4,add_proj,2,2,10,0,0.685679,0.89443,0.341559,0.658441,0.685679,0.89443,0.341559,0.658441,0.651118,0.890998,0.351063,0.648937,0.612172,0.877437,0.351282,-0.004325,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0005,5,add_proj,2,2,10,0,0.687907,0.891063,0.343156,0.656844,0.687907,0.891063,0.343156,0.656844,0.653791,0.887079,0.352571,0.647429,0.616055,0.871031,0.358218,-0.004325,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0006,6,add_proj,2,2,10,0,0.68975,0.890716,0.347009,0.652991,0.68975,0.890716,0.347009,0.652991,0.655836,0.886463,0.357065,0.642935,0.618433,0.87014,0.361741,-0.004325,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0007,7,add_proj,2,2,10,0,0.689329,0.891325,0.348878,0.651122,0.689329,0.891325,0.348878,0.651122,0.655129,0.887215,0.359026,0.640974,0.617436,0.873134,0.360123,-0.004325,ok
S-add__K-2_C-2_W-10_Col-0,epoch_0008,8,add_proj,2,2,10,0,0.689962,0.886766,0.354954,0.645046,0.689962,0.886766,0.354954,0.645046,0.655998,0.882351,0.365223,0.634777,0.618591,0.868577,0.362347,-0.004325,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0001,1,add_proj,2,2,10,15,0.69742,0.849356,0.407148,0.592852,0.69742,0.849356,0.407148,0.592852,0.667696,0.846678,0.415541,0.584459,0.648243,0.80163,0.477806,0.008618,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0002,2,add_proj,2,2,10,15,0.699915,0.839362,0.417121,0.582879,0.699915,0.839362,0.417121,0.582879,0.671134,0.835876,0.425319,0.574681,0.646963,0.795342,0.477266,0.008618,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0003,3,add_proj,2,2,10,15,0.701115,0.835547,0.415766,0.584234,0.701115,0.835547,0.415766,0.584234,0.672847,0.831951,0.424141,0.575859,0.647959,0.790561,0.480951,0.008618,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0004,4,add_proj,2,2,10,15,0.703958,0.817215,0.437709,0.562291,0.703958,0.817215,0.437709,0.562291,0.677677,0.813328,0.446333,0.553667,0.652494,0.771106,0.511672,0.008618,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0005,5,add_proj,2,2,10,15,0.702897,0.810638,0.439038,0.560962,0.702897,0.810638,0.439038,0.560962,0.677124,0.806496,0.447444,0.552556,0.650249,0.766025,0.500816,0.008618,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0006,6,add_proj,2,2,10,15,0.703458,0.811309,0.438631,0.561369,0.703458,0.811309,0.438631,0.561369,0.677691,0.807157,0.446975,0.553025,0.650708,0.764495,0.507182,0.008618,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0007,7,add_proj,2,2,10,15,0.70469,0.808226,0.444476,0.555524,0.70469,0.808226,0.444476,0.555524,0.679513,0.803951,0.453259,0.546741,0.652312,0.761156,0.511463,0.008618,ok
S-add__K-2_C-2_W-10_Col-15,epoch_0008,8,add_proj,2,2,10,15,0.705109,0.800094,0.449853,0.550147,0.705109,0.800094,0.449853,0.550147,0.680923,0.795682,0.458717,0.541283,0.653718,0.75301,0.513983,0.008618,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0001,1,add_proj,2,2,20,0,0.683795,0.889528,0.357614,0.642386,0.683795,0.889528,0.357614,0.642386,0.648955,0.886395,0.365255,0.634745,0.613549,0.87191,0.357731,-0.006047,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0002,2,add_proj,2,2,20,0,0.688147,0.894124,0.350538,0.649462,0.688147,0.894124,0.350538,0.649462,0.653303,0.890838,0.359698,0.640302,0.619594,0.877627,0.368842,-0.006047,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0003,3,add_proj,2,2,20,0,0.689367,0.891244,0.351567,0.648433,0.689367,0.891244,0.351567,0.648433,0.65512,0.887815,0.361088,0.638912,0.621758,0.87638,0.367589,-0.006047,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0004,4,add_proj,2,2,20,0,0.693116,0.88465,0.3594,0.6406,0.693116,0.88465,0.3594,0.6406,0.659792,0.880368,0.369247,0.630753,0.628378,0.86639,0.382636,-0.006047,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0005,5,add_proj,2,2,20,0,0.696039,0.879012,0.367934,0.632066,0.696039,0.879012,0.367934,0.632066,0.663328,0.873941,0.378306,0.621694,0.633285,0.858677,0.394077,-0.006047,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0006,6,add_proj,2,2,20,0,0.696551,0.878871,0.367767,0.632233,0.696551,0.878871,0.367767,0.632233,0.663983,0.873849,0.378415,0.621585,0.632742,0.857937,0.390962,-0.006047,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0007,7,add_proj,2,2,20,0,0.696399,0.877192,0.3736,0.6264,0.696399,0.877192,0.3736,0.6264,0.663776,0.872042,0.384802,0.615198,0.632003,0.857698,0.393261,-0.006047,ok
S-add__K-2_C-2_W-20_Col-0,epoch_0008,8,add_proj,2,2,20,0,0.697501,0.871796,0.379052,0.620948,0.697501,0.871796,0.379052,0.620948,0.665298,0.866304,0.390293,0.609707,0.633636,0.854557,0.396956,-0.006047,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0001,1,add_proj,2,2,20,15,0.698528,0.844074,0.409446,0.590554,0.698528,0.844074,0.409446,0.590554,0.669076,0.840793,0.417101,0.582899,0.644599,0.797562,0.460697,0.037698,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0002,2,add_proj,2,2,20,15,0.701372,0.826594,0.420243,0.579757,0.701372,0.826594,0.420243,0.579757,0.674146,0.822662,0.428404,0.571596,0.648489,0.787083,0.472977,0.037698,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0003,3,add_proj,2,2,20,15,0.704384,0.802081,0.447144,0.552856,0.704384,0.802081,0.447144,0.552856,0.679922,0.797814,0.455818,0.544182,0.656329,0.757796,0.513546,0.037698,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0004,4,add_proj,2,2,20,15,0.704851,0.792916,0.455404,0.544596,0.704851,0.792916,0.455404,0.544596,0.681398,0.788227,0.463939,0.536061,0.655073,0.750283,0.512457,0.037698,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0005,5,add_proj,2,2,20,15,0.70687,0.785513,0.463458,0.536542,0.70687,0.785513,0.463458,0.536542,0.684505,0.78089,0.471551,0.528449,0.657436,0.742768,0.526315,0.037698,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0006,6,add_proj,2,2,20,15,0.707295,0.772975,0.478233,0.521767,0.707295,0.772975,0.478233,0.521767,0.68619,0.768364,0.486491,0.513509,0.660446,0.731442,0.544732,0.037698,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0007,7,add_proj,2,2,20,15,0.708016,0.777199,0.47249,0.52751,0.708016,0.777199,0.47249,0.52751,0.686637,0.772221,0.481218,0.518782,0.659438,0.734294,0.531098,0.037698,ok
S-add__K-2_C-2_W-20_Col-15,epoch_0008,8,add_proj,2,2,20,15,0.706492,0.766379,0.477994,0.522006,0.706492,0.766379,0.477994,0.522006,0.686108,0.761387,0.486595,0.513405,0.657837,0.72691,0.529063,0.037698,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0001,1,add_proj,2,5,10,0,0.676918,0.895858,0.336225,0.663775,0.676918,0.895858,0.336225,0.663775,0.641887,0.893605,0.342911,0.657089,0.597737,0.885847,0.326271,0.006886,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0002,2,add_proj,2,5,10,0,0.676711,0.893554,0.34847,0.65153,0.676711,0.893554,0.34847,0.65153,0.641753,0.891062,0.354921,0.645079,0.599329,0.886088,0.329677,0.006886,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0003,3,add_proj,2,5,10,0,0.680568,0.893633,0.343111,0.656889,0.680568,0.893633,0.343111,0.656889,0.646172,0.890454,0.352047,0.647953,0.604422,0.881585,0.335445,0.006886,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0004,4,add_proj,2,5,10,0,0.682202,0.895328,0.341674,0.658326,0.682202,0.895328,0.341674,0.658326,0.647535,0.892049,0.351041,0.648959,0.609217,0.882185,0.343137,0.006886,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0005,5,add_proj,2,5,10,0,0.681858,0.895871,0.336603,0.663397,0.681858,0.895871,0.336603,0.663397,0.646856,0.892752,0.345128,0.654872,0.606633,0.882203,0.336007,0.006886,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0006,6,add_proj,2,5,10,0,0.684242,0.891383,0.341656,0.658344,0.684242,0.891383,0.341656,0.658344,0.649813,0.887831,0.350023,0.649977,0.610782,0.876614,0.344128,0.006886,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0007,7,add_proj,2,5,10,0,0.684819,0.891896,0.34301,0.65699,0.684819,0.891896,0.34301,0.65699,0.650208,0.888254,0.352148,0.647852,0.610183,0.878938,0.343996,0.006886,ok
S-add__K-2_C-5_W-10_Col-0,epoch_0008,8,add_proj,2,5,10,0,0.684695,0.888934,0.350478,0.649522,0.684695,0.888934,0.350478,0.649522,0.650264,0.885195,0.35977,0.64023,0.610002,0.877242,0.348432,0.006886,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0001,1,add_proj,2,5,10,15,0.693605,0.856542,0.407471,0.592529,0.693605,0.856542,0.407471,0.592529,0.662856,0.853412,0.417403,0.582597,0.640066,0.811608,0.450842,-0.00033,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0002,2,add_proj,2,5,10,15,0.696251,0.850942,0.413658,0.586342,0.696251,0.850942,0.413658,0.586342,0.666063,0.847617,0.422936,0.577064,0.644425,0.805815,0.478532,-0.00033,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0003,3,add_proj,2,5,10,15,0.696244,0.849804,0.407141,0.592859,0.696244,0.849804,0.407141,0.592859,0.666102,0.84655,0.416174,0.583826,0.642397,0.805516,0.473329,-0.00033,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0004,4,add_proj,2,5,10,15,0.699113,0.843644,0.416487,0.583513,0.699113,0.843644,0.416487,0.583513,0.669767,0.840167,0.425598,0.574402,0.646375,0.79588,0.497685,-0.00033,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0005,5,add_proj,2,5,10,15,0.697525,0.8421,0.41021,0.58979,0.697525,0.8421,0.41021,0.58979,0.668247,0.838355,0.418888,0.581112,0.640974,0.797462,0.474457,-0.00033,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0006,6,add_proj,2,5,10,15,0.697279,0.833487,0.415736,0.584264,0.697279,0.833487,0.415736,0.584264,0.668729,0.829801,0.423994,0.576006,0.641921,0.788424,0.479536,-0.00033,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0007,7,add_proj,2,5,10,15,0.697788,0.832317,0.419189,0.580811,0.697788,0.832317,0.419189,0.580811,0.669352,0.828635,0.4275,0.5725,0.641663,0.789054,0.482683,-0.00033,ok
S-add__K-2_C-5_W-10_Col-15,epoch_0008,8,add_proj,2,5,10,15,0.698453,0.826898,0.424531,0.575469,0.698453,0.826898,0.424531,0.575469,0.67053,0.822951,0.432874,0.567126,0.640996,0.784673,0.483191,-0.00033,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0001,1,add_proj,2,5,20,0,0.681308,0.889919,0.354952,0.645048,0.681308,0.889919,0.354952,0.645048,0.646525,0.886762,0.363184,0.636816,0.609551,0.876095,0.355341,-0.011734,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0002,2,add_proj,2,5,20,0,0.682156,0.893728,0.343704,0.656296,0.682156,0.893728,0.343704,0.656296,0.647446,0.890668,0.352003,0.647997,0.605248,0.88174,0.341965,-0.011734,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0003,3,add_proj,2,5,20,0,0.685881,0.894776,0.343218,0.656782,0.685881,0.894776,0.343218,0.656782,0.651374,0.891443,0.352895,0.647105,0.613838,0.880101,0.356948,-0.011734,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0004,4,add_proj,2,5,20,0,0.688828,0.888685,0.352693,0.647307,0.688828,0.888685,0.352693,0.647307,0.654946,0.884573,0.363002,0.636998,0.61848,0.871764,0.367523,-0.011734,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0005,5,add_proj,2,5,20,0,0.690681,0.884214,0.35451,0.64549,0.690681,0.884214,0.35451,0.64549,0.657306,0.87967,0.36492,0.63508,0.621547,0.866242,0.374814,-0.011734,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0006,6,add_proj,2,5,20,0,0.692938,0.880708,0.362183,0.637817,0.692938,0.880708,0.362183,0.637817,0.660044,0.875641,0.373413,0.626587,0.624011,0.862786,0.383329,-0.011734,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0007,7,add_proj,2,5,20,0,0.692698,0.881139,0.365527,0.634473,0.692698,0.881139,0.365527,0.634473,0.659653,0.876087,0.377022,0.622978,0.624013,0.864189,0.38194,-0.011734,ok
S-add__K-2_C-5_W-20_Col-0,epoch_0008,8,add_proj,2,5,20,0,0.693295,0.875999,0.370789,0.629211,0.693295,0.875999,0.370789,0.629211,0.660617,0.870628,0.38214,0.61786,0.624569,0.860941,0.383901,-0.011734,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0001,1,add_proj,2,5,20,15,0.694973,0.855344,0.403322,0.596678,0.694973,0.855344,0.403322,0.596678,0.663945,0.85164,0.412406,0.587594,0.643326,0.810883,0.449219,0.006,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0002,2,add_proj,2,5,20,15,0.695599,0.858613,0.393511,0.606489,0.695599,0.858613,0.393511,0.606489,0.664706,0.854772,0.402843,0.597157,0.639335,0.818982,0.441458,0.006,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0003,3,add_proj,2,5,20,15,0.698109,0.844773,0.409322,0.590678,0.698109,0.844773,0.409322,0.590678,0.668588,0.840574,0.419685,0.580315,0.64549,0.802841,0.46653,0.006,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0004,4,add_proj,2,5,20,15,0.700254,0.829442,0.422409,0.577591,0.700254,0.829442,0.422409,0.577591,0.672079,0.824724,0.43256,0.56744,0.647684,0.788656,0.481437,0.006,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0005,5,add_proj,2,5,20,15,0.70148,0.822013,0.42921,0.57079,0.70148,0.822013,0.42921,0.57079,0.674034,0.817094,0.439161,0.560839,0.649117,0.778454,0.492681,0.006,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0006,6,add_proj,2,5,20,15,0.702278,0.821841,0.428792,0.571208,0.702278,0.821841,0.428792,0.571208,0.675061,0.816906,0.438502,0.561498,0.649816,0.77673,0.497367,0.006,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0007,7,add_proj,2,5,20,15,0.702922,0.818639,0.433872,0.566128,0.702922,0.818639,0.433872,0.566128,0.676281,0.813705,0.443892,0.556108,0.649147,0.777763,0.491752,0.006,ok
S-add__K-2_C-5_W-20_Col-15,epoch_0008,8,add_proj,2,5,20,15,0.703,0.809524,0.44018,0.55982,0.703,0.809524,0.44018,0.55982,0.677102,0.804255,0.450176,0.549824,0.649451,0.769104,0.494778,0.006,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0001,1,add_proj,4,0,10,0,0.677106,0.896494,0.330541,0.669459,0.677106,0.896494,0.330541,0.669459,0.641622,0.894621,0.335322,0.664678,0.60236,0.877402,0.333406,-0.004024,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0002,2,add_proj,4,0,10,0,0.679126,0.901102,0.327076,0.672924,0.679126,0.901102,0.327076,0.672924,0.643116,0.898931,0.333211,0.666789,0.604812,0.88457,0.328834,-0.004024,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0003,3,add_proj,4,0,10,0,0.679455,0.901613,0.326517,0.673483,0.679455,0.901613,0.326517,0.673483,0.643292,0.899315,0.33294,0.66706,0.603718,0.88754,0.327123,-0.004024,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0004,4,add_proj,4,0,10,0,0.683183,0.89963,0.327992,0.672008,0.683183,0.89963,0.327992,0.672008,0.647764,0.89698,0.335155,0.664845,0.61028,0.880921,0.340543,-0.004024,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0005,5,add_proj,4,0,10,0,0.686707,0.896402,0.334341,0.665659,0.686707,0.896402,0.334341,0.665659,0.651915,0.893103,0.341822,0.658178,0.616918,0.872198,0.353349,-0.004024,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0006,6,add_proj,4,0,10,0,0.686682,0.896855,0.333104,0.666896,0.686682,0.896855,0.333104,0.666896,0.651968,0.893647,0.340734,0.659266,0.616022,0.872728,0.346712,-0.004024,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0007,7,add_proj,4,0,10,0,0.686597,0.896062,0.337241,0.662759,0.686597,0.896062,0.337241,0.662759,0.651591,0.892651,0.344982,0.655018,0.614994,0.874061,0.344042,-0.004024,ok
S-add__K-4_C-0_W-10_Col-0,epoch_0008,8,add_proj,4,0,10,0,0.688102,0.892456,0.343679,0.656321,0.688102,0.892456,0.343679,0.656321,0.65337,0.888802,0.351803,0.648197,0.617716,0.868393,0.349844,-0.004024,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0001,1,add_proj,4,0,10,15,0.699709,0.836969,0.416751,0.583249,0.699709,0.836969,0.416751,0.583249,0.671287,0.834083,0.423975,0.576025,0.64693,0.783158,0.48221,-0.001474,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0002,2,add_proj,4,0,10,15,0.70101,0.831237,0.420355,0.579645,0.70101,0.831237,0.420355,0.579645,0.673063,0.827676,0.427242,0.572758,0.645329,0.784403,0.479083,-0.001474,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0003,3,add_proj,4,0,10,15,0.701066,0.8311,0.415277,0.584723,0.701066,0.8311,0.415277,0.584723,0.673294,0.827768,0.4221,0.5779,0.643909,0.788304,0.472851,-0.001474,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0004,4,add_proj,4,0,10,15,0.704344,0.814292,0.437414,0.562586,0.704344,0.814292,0.437414,0.562586,0.678707,0.81076,0.44461,0.55539,0.648917,0.767567,0.50938,-0.001474,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0005,5,add_proj,4,0,10,15,0.703674,0.80543,0.442819,0.557181,0.703674,0.80543,0.442819,0.557181,0.678828,0.80157,0.450162,0.549838,0.64845,0.760741,0.503572,-0.001474,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0006,6,add_proj,4,0,10,15,0.704814,0.804606,0.444093,0.555907,0.704814,0.804606,0.444093,0.555907,0.680044,0.800734,0.451369,0.548631,0.649073,0.756271,0.510494,-0.001474,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0007,7,add_proj,4,0,10,15,0.706777,0.801819,0.449795,0.550205,0.706777,0.801819,0.449795,0.550205,0.682607,0.797687,0.457349,0.542651,0.651868,0.752161,0.51593,-0.001474,ok
S-add__K-4_C-0_W-10_Col-15,epoch_0008,8,add_proj,4,0,10,15,0.706543,0.796799,0.450707,0.549293,0.706543,0.796799,0.450707,0.549293,0.683072,0.792659,0.458457,0.541543,0.652872,0.74922,0.511168,-0.001474,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0001,1,add_proj,4,0,20,0,0.686648,0.889248,0.3483,0.6517,0.686648,0.889248,0.3483,0.6517,0.652407,0.886775,0.354598,0.645402,0.621557,0.85753,0.368974,-0.005213,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0002,2,add_proj,4,0,20,0,0.685986,0.893469,0.343825,0.656175,0.685986,0.893469,0.343825,0.656175,0.651064,0.890927,0.350777,0.649223,0.615998,0.873201,0.351168,-0.005213,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0003,3,add_proj,4,0,20,0,0.688164,0.89391,0.343088,0.656912,0.688164,0.89391,0.343088,0.656912,0.653457,0.890834,0.350245,0.649755,0.61839,0.874088,0.353623,-0.005213,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0004,4,add_proj,4,0,20,0,0.692076,0.890084,0.347955,0.652045,0.692076,0.890084,0.347955,0.652045,0.657946,0.886362,0.355454,0.644546,0.626869,0.862725,0.37085,-0.005213,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0005,5,add_proj,4,0,20,0,0.695131,0.884517,0.357463,0.642537,0.695131,0.884517,0.357463,0.642537,0.661885,0.880435,0.365368,0.634632,0.633063,0.852421,0.382931,-0.005213,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0006,6,add_proj,4,0,20,0,0.696325,0.882033,0.360806,0.639194,0.696325,0.882033,0.360806,0.639194,0.663364,0.87785,0.36905,0.63095,0.634415,0.848549,0.383238,-0.005213,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0007,7,add_proj,4,0,20,0,0.697288,0.87809,0.366512,0.633488,0.697288,0.87809,0.366512,0.633488,0.664493,0.873288,0.375553,0.624447,0.63363,0.84586,0.384064,-0.005213,ok
S-add__K-4_C-0_W-20_Col-0,epoch_0008,8,add_proj,4,0,20,0,0.698052,0.872129,0.373155,0.626845,0.698052,0.872129,0.373155,0.626845,0.66565,0.867228,0.382291,0.617709,0.635616,0.841845,0.387676,-0.005213,ok
