experiment_id,epoch,epoch_num,skip_routing_mode,skip_fusion_mode,semantic_attn_temperature,style_attn_temperature,base_dim,num_res_blocks,w_kinetic,w_cycle,terminal_swd_weight,w_color,w_low_freq,w_repulsive,w_nce,low_freq_kernel_size,swd_use_high_freq,swd_patch_sizes,swd_num_projections,semantic_swd_num_projections,batch_size,learning_rate,num_epochs,save_interval,virtual_length_multiplier,clip_style,clip_content,content_lpips,one_minus_content_lpips,all_clip_style,all_clip_content,all_content_lpips,one_minus_all_content_lpips,transfer_clip_style,transfer_clip_content,transfer_content_lpips,one_minus_transfer_content_lpips,clip_style_photo_to_art,clip_content_photo_to_art,content_lpips_photo_to_art,delta_lpips_1_to_3,cmmd_all,dino_structure_all,gram_micro_all,gram_macro_all,cmmd_transfer,dino_structure_transfer,gram_micro_transfer,gram_macro_transfer,cmmd_photo_to_art,dino_structure_photo_to_art,gram_micro_photo_to_art,gram_macro_photo_to_art,status,returncode,summary_exists
01_gold_no_skip,,,none,add_proj,0.08,0.08,96,2,1.0,,20.0,8.0,,0.2,,,True,1|3|5|9,64,,192,0.0003,100,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config_only,,False
01_gold_no_skip,epoch_0020,20,none,add_proj,0.08,0.08,96,2,1.0,,20.0,8.0,,0.2,,,True,1|3|5|9,64,,192,0.0003,100,20,1,0.7239462329546611,0.6553048308533334,0.6716198343733333,0.3283801656266667,0.7239462329546611,0.6553048308533334,0.6716198343733333,0.3283801656266667,0.7179649140437443,0.65140000615,0.6801840881333333,0.3198159118666667,0.7172579134504,0.6318817775833334,0.7358665955,,,,,,,,,,,,,,ok,0,True
01_gold_no_skip,epoch_0040,40,none,add_proj,0.08,0.08,96,2,1.0,,20.0,8.0,,0.2,,,True,1|3|5|9,64,,192,0.0003,100,20,1,0.7256811312039693,0.63528607212,0.6890679333466666,0.3109320666533334,0.7256811312039693,0.63528607212,0.6890679333466666,0.3109320666533334,0.7213415539264679,0.6312845243666667,0.6980472380833332,0.30195276191666676,0.722386039296786,0.6170952350000001,0.7331562264166667,,,,,,,,,,,,,,ok,0,True
01_gold_no_skip,epoch_0060,60,none,add_proj,0.08,0.08,96,2,1.0,,20.0,8.0,,0.2,,,True,1|3|5|9,64,,192,0.0003,100,20,1,0.727290450334549,0.62706866996,0.7220436669999999,0.2779563330000001,0.727290450334549,0.62706866996,0.7220436669999999,0.2779563330000001,0.7240410742163658,0.6228156020666666,0.73107314935,0.26892685065,0.7277767166495324,0.6030811673333333,0.7769803193333334,,,,,,,,,,,,,,ok,0,True
01_gold_no_skip,epoch_0080,80,none,add_proj,0.08,0.08,96,2,1.0,,20.0,8.0,,0.2,,,True,1|3|5|9,64,,192,0.0003,100,20,1,0.729556171655655,0.6251060244266666,0.7196977403866667,0.2803022596133333,0.729556171655655,0.6251060244266666,0.7196977403866667,0.2803022596133333,0.7266249704360962,0.6208398590166666,0.7281920301,0.2718079699,0.7294493357340495,0.5994137701666666,0.7725624568333332,,,,,,,,,,,,,,ok,0,True
01_gold_no_skip,epoch_0100,100,none,add_proj,0.08,0.08,96,2,1.0,,20.0,8.0,,0.2,,,True,1|3|5|9,64,,192,0.0003,100,20,1,0.7282828404903411,0.6245964343333333,0.7231609054133333,0.27683909458666667,0.7282828404903411,0.6245964343333333,0.7231609054133333,0.27683909458666667,0.7257406069835026,0.6209651140833333,0.7318878193666667,0.2681121806333333,0.7308460061748823,0.5967025329166666,0.76885581525,,,,,,,,,,,,,,ok,0,True
01_omf_swd_15,,,none,add_proj,0.08,0.08,96,2,2.0,,15.0,15.0,,0.1,,,True,1|3|5|9,64,,160,0.0003,160,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config_only,,False
01_omf_swd_15,epoch_0020,20,none,add_proj,0.08,0.08,96,2,2.0,,15.0,15.0,,0.1,,,True,1|3|5|9,64,,160,0.0003,160,20,1,0.7049340578715007,0.7849944251600001,0.48674325255999995,0.51325674744,0.7049340578715007,0.7849944251600001,0.48674325255999995,0.51325674744,0.6809229051073393,0.7814295361333333,0.4934032419833333,0.5065967580166667,0.6670777300993601,0.7316641845,0.5513256749166666,,,,,,,,,,,,,,ok,0,True
01_omf_swd_15,epoch_0040,40,none,add_proj,0.08,0.08,96,2,2.0,,15.0,15.0,,0.1,,,True,1|3|5|9,64,,160,0.0003,160,20,1,0.704940244237582,0.76905914932,0.5032044007866666,0.4967955992133334,0.704940244237582,0.76905914932,0.5032044007866666,0.4967955992133334,0.6823772079249222,0.7658063447666666,0.5100397561166667,0.48996024388333326,0.6677204459905625,0.7361787031666666,0.5553613021666667,,,,,,,,,,,,,,ok,0,True
01_omf_swd_15,epoch_0060,60,none,add_proj,0.08,0.08,96,2,2.0,,15.0,15.0,,0.1,,,True,1|3|5|9,64,,160,0.0003,160,20,1,0.7084361896514894,0.7646689147733334,0.51141937964,0.48858062036000005,0.7084361896514894,0.7646689147733334,0.51141937964,0.48858062036000005,0.6863108891248704,0.7598340773500001,0.5193526052833333,0.48064739471666673,0.6723251342773438,0.7234807507500002,0.5748334368333332,,,,,,,,,,,,,,ok,0,True
