baseline,style,phase,protocol,output_root,elapsed_sec,status,error
s2wat,monet,smoke,protocol_smoke_s2wat,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\s2wat\protocol_smoke_s2wat,14.37,ok,
