epoch,loss,gram,moment,code,cycle,nce,idt,lr,epoch_time_sec
1,10.294489860534668,0.012503032863605767,0.31511412654072046,0.012117200705688447,0.006888768730277661,0.0,3.6477439451232385e-05,0.0002,42.59898495674133
2,8.809978276491165,0.012775306502589956,0.27825842145830393,0.002564322203397751,0.0010656556696631014,0.0,4.007633421565515e-06,0.00019947958005998598,42.4734890460968
3,8.379296988248825,0.011747359181754291,0.2655414827167988,0.0013319105710252188,0.0009268667199648917,0.0,9.692872282585085e-05,0.00019792402206971155,42.20560669898987
4,8.31544479727745,0.011761442408896983,0.26315980684012175,0.0008231453466578387,0.0010509768362680916,0.0,0.0007026945986581268,0.0001953503690480396,42.409903049468994
5,7.7864540964365005,0.011287119938060641,0.24598014494404197,0.0005997189600748243,0.0009298640761699062,0.0,0.0015945752675179392,0.00019178681847604708,43.02456092834473
6,7.870899528264999,0.011465550633147359,0.24838156439363956,0.00040100478508975357,0.0008346579306817148,0.0,0.0029743330960627645,0.0001872724133595217,42.840144872665405
7,7.649058640003204,0.011274768796283752,0.24012420140206814,0.00029695683224417735,0.0011330577108310536,0.0,0.004746694263303652,0.00018185661446562003,41.05997562408447
8,7.869719445705414,0.012333042424870655,0.24607269000262022,0.0002297348337378935,0.0009761463625181932,0.0,0.006644276465522125,0.00017559875842035246,35.63579320907593
9,6.841277241706848,0.010155337397009134,0.2134780902415514,0.00020440982461877866,0.0008838887952151708,0.0,0.008603592927102,0.00016856740760409154,37.00650644302368
10,7.766294419765472,0.01114642748143524,0.24167436407878995,0.0001314650403401174,0.00158077543892432,0.0,0.010131728660780936,0.00016083959896778495,38.671488523483276
11,7.174364268779755,0.010754773393273354,0.22100236639380455,8.75345590429788e-05,0.0022172767530719284,0.0,0.010991084447596222,0.0001525,35.817782163619995
12,6.880589589476585,0.010187235777266324,0.211862126365304,7.397947183562792e-05,0.0018814389222825412,0.0,0.012429711990989745,0.00014363998109220104,35.78470468521118
13,6.685367166996002,0.00994879545760341,0.20468338299542665,6.614120570702653e-05,0.0022028869061614387,0.0,0.013559592771343887,0.00013435661446562,35.62788462638855
14,6.824987500905991,0.010674320306861773,0.20768744219094515,6.556576886396215e-05,0.002488192949385848,0.0,0.014906916592735797,0.00012475161062768713,35.34114933013916
15,7.407855898141861,0.011270917282672599,0.22473841533064842,6.50309755201306e-05,0.0033940748326131143,0.0,0.015722176642157137,0.0001149302040104271,35.57062602043152
16,6.802968680858612,0.010826051729964092,0.20679293386638165,5.6597363709443016e-05,0.0020568326362990774,0.0,0.0170991548220627,0.00010500000000000003,35.47375178337097
17,6.46649931371212,0.009647889499319717,0.1971601233817637,4.81578865674237e-05,0.0015034920470498037,0.0,0.018660279514733702,9.506979598957294e-05,35.54635548591614
18,6.701314568519592,0.010107198875630274,0.20456935930997133,4.186036085229716e-05,0.0012481594276323449,0.0,0.019819123204797506,8.524838937231286e-05,35.550535678863525
19,6.555855184793472,0.010222070559393615,0.19964902848005295,3.553219835339405e-05,0.0010019458313763607,0.0,0.020926972618326545,7.564338553438001e-05,35.543731927871704
20,6.203937143087387,0.009624446334782988,0.1885409550741315,2.972307299842214e-05,0.000824911767267622,0.0,0.021743218996562064,6.6360018907799e-05,37.214325189590454
21,6.229080319404602,0.01041377556975931,0.1881336602382362,3.119914924809564e-05,0.0009195093407470267,0.0,0.022636983427219093,5.7500000000000036e-05,37.72632122039795
22,6.1131651401519775,0.009763889305759221,0.18462807685136795,3.0399427259908407e-05,0.0009460599976591766,0.0,0.023379914928227663,4.9160401032215076e-05,35.66311740875244
23,6.510738670825958,0.009691994462627918,0.19790598656982183,2.745995402619883e-05,0.0008701856277184561,0.0,0.02390154282329604,4.143259239590851e-05,35.31562399864197
24,6.368121489882469,0.00968994974391535,0.19298963900655508,2.835158966263407e-05,0.0008472431800328195,0.0,0.024508804315701127,3.440124157964757e-05,35.57232117652893
25,6.396372467279434,0.009781569067854434,0.1939442241564393,3.1434288757736795e-05,0.0006821343740739394,0.0,0.025017751613631845,2.8143385534380013e-05,35.51375102996826
26,6.3962723314762115,0.010223235352896154,0.1934020770713687,2.610383319279208e-05,0.0006582271489605773,0.0,0.02543407480698079,2.2727586640478333e-05,37.96213412284851
27,6.67262190580368,0.01125831197714433,0.20167649071663618,2.2270556314651913e-05,0.0005289356249704724,0.0,0.02579083724413067,1.8213181523952916e-05,40.62350034713745
28,6.271729499101639,0.009720800386276096,0.18975979555398226,1.7977696245452535e-05,0.0005187035021663178,0.0,0.026119678397662938,1.4649630951960419e-05,37.94858384132385
29,6.754093676805496,0.010536639514612034,0.20490690600126982,1.4625287462877168e-05,0.0005140659795870306,0.0,0.026493765297345817,1.2075977930288462e-05,38.48315072059631
30,6.253472417593002,0.010162102786125615,0.1885997224599123,1.2756483158682386e-05,0.00046773196118010674,0.0,0.026710354955866933,1.0520419940014028e-05,36.510491371154785
