batch_size,checkpoint_dir,elapsed_sec,log_path,max_iter,returncode,stage,status
1,G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_smoke2\aesfa\checkpoints\aesfa,4.224,G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_smoke2\aesfa\logs\aesfa_train.log,1,1,train,failed
