src_style,tgt_style,src_image,gen_image,content_lpips,style_lpips,clip_dir,clip_style,clip_content,pred_style,class_correct
Hayao,Hayao,0.jpg,Hayao_0_to_Hayao.jpg,0.0021819957,0.7646274566650391,0.08415902405977249,0.8650062680244446,0.9980813,N/A,N/A
Hayao,cezanne,0.jpg,Hayao_0_to_cezanne.jpg,0.55269706,0.8073082566261292,0.6635035276412964,0.696764349937439,0.63488126,N/A,N/A
Hayao,monet,0.jpg,Hayao_0_to_monet.jpg,0.54563236,0.8261435627937317,0.6716992855072021,0.6843612790107727,0.61712074,N/A,N/A
Hayao,photo,0.jpg,Hayao_0_to_photo.jpg,0.53812665,0.8453062176704407,0.6621757745742798,0.7226285934448242,0.62595177,N/A,N/A
Hayao,vangogh,0.jpg,Hayao_0_to_vangogh.jpg,0.53536415,0.8067710399627686,0.5915625691413879,0.6775867938995361,0.70869744,N/A,N/A
Hayao,Hayao,1000.jpg,Hayao_1000_to_Hayao.jpg,0.003191204,0.7456204295158386,0.04940881207585335,0.8662935495376587,0.9976907,N/A,N/A
Hayao,cezanne,1000.jpg,Hayao_1000_to_cezanne.jpg,0.5774737,0.7795729637145996,0.5392698049545288,0.5667425394058228,0.60589063,N/A,N/A
Hayao,monet,1000.jpg,Hayao_1000_to_monet.jpg,0.57281125,0.787701427936554,0.6206907629966736,0.6038922071456909,0.5554136,N/A,N/A
Hayao,photo,1000.jpg,Hayao_1000_to_photo.jpg,0.5495131,0.818097710609436,0.5971984267234802,0.6272170543670654,0.6074614,N/A,N/A
Hayao,vangogh,1000.jpg,Hayao_1000_to_vangogh.jpg,0.5457189,0.780077338218689,0.5426532030105591,0.6103708148002625,0.6592739,N/A,N/A
Hayao,Hayao,1001.jpg,Hayao_1001_to_Hayao.jpg,0.0023570736,0.7298858761787415,-0.10847847908735275,0.8831571340560913,0.99961007,N/A,N/A
Hayao,cezanne,1001.jpg,Hayao_1001_to_cezanne.jpg,0.60281503,0.7528283596038818,0.5685847997665405,0.5951576232910156,0.5817185,N/A,N/A
