epoch,loss,semigroup,swd,identity,identity_ratio,delta_l1,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,12.344155311584473,0.0,0.24339818954467773,0.19976806640625,0.20205076038837433,0.0,0.0,0.0,0.0,0.0,0.00014,0.7339504000265151,0.012137899961089715,82.66301420007949,6.658678099978715,0.18066490005003288,11.130462799905217,89.51449510006933,101.38383603096008,10240,101.00229386539449,114.39488083524999
2,11.619236946105957,0.0,0.22829857468605042,0.2940008342266083,0.20400388538837433,0.0,0.0,0.0,0.0,0.0,0.00013991366068953813,0.7342983999405988,0.012745199972414412,84.01820789994963,4.600653400018928,0.19411220007168595,11.146200499977567,88.82571870001266,100.70957732200623,10240,101.67851233511671,115.28192678725313
3,11.23602294921875,0.0,0.22060604393482208,0.29721641540527344,0.20283202826976776,0.0,0.0,0.0,0.0,0.0,0.0001396548794082012,0.7508787999977358,0.01400040004227776,83.98451600001135,4.572948700006236,0.20207039995875675,11.182638299971586,88.77353550001862,100.7092432975769,10240,101.67884957434069,115.3496922514464
4,10.909822463989258,0.0,0.213998943567276,0.31172215938568115,0.20126952230930328,0.0,0.0,0.0,0.0,0.0,0.00013922436545749366,0.7218094000272686,0.011716800057911314,84.04918969993014,4.577278400000068,0.19276249999529682,11.160959400003776,88.83094739998342,100.71713280677795,10240,101.67088473065508,115.27514114976006
5,10.879508018493652,0.0,0.21337425708770752,0.3118526041507721,0.20097656548023224,0.0,0.0,0.0,0.0,0.0,0.00013862329884622974,0.809181999968132,0.011820000014267862,83.91977409996616,4.565786999984994,0.19644209995749407,11.183492700132774,88.69382319992292,100.68957901000977,10240,101.69870706264469,115.45336113111537
6,10.709907531738281,0.0,0.2098991572856903,0.32436254620552063,0.19882811605930328,0.0,0.0,0.0,0.0,0.0,0.00013785332705621128,0.7285664000082761,0.012442400009604171,82.36380829996779,4.510213499990641,0.1615771000069799,11.127792400104227,87.04804129997501,98.90716934204102,10240,103.53142313261445,117.6361908559445
7,10.548198699951172,0.0,0.20674662292003632,0.31420812010765076,0.19921875,0.0,0.0,0.0,0.0,0.0,0.00013691656052659465,0.7195095000206493,0.012019099987810478,81.41099450005277,4.438082800028496,0.20724290004000068,10.828672499905224,86.06833930010907,97.61971592903137,10240,104.89684284109559,118.97522460953331
8,10.455815315246582,0.0,0.20470909774303436,0.33467814326286316,0.19453123211860657,0.0,0.0,0.0,0.0,0.0,0.00013581556686932368,0.7149042999371886,0.011853999982122332,81.35105699994892,4.492971299987403,0.1560415000130888,10.8602618000441,86.01192379993154,97.58919644355774,10240,104.92964767798316,119.053260845773
9,10.533835411071777,0.0,0.20631204545497894,0.3328382968902588,0.20742186903953552,0.0,0.0,0.0,0.0,0.0,0.00013455336383148383,0.7091115000366699,0.01117650004744064,81.44872480002232,4.4569782000471605,0.1726335999846924,10.865557699900819,86.08951310010161,97.66640520095825,10240,104.84669706978762,118.94596253661369
10,10.189447402954102,0.0,0.19934909045696259,0.33469438552856445,0.20058593153953552,0.0,0.0,0.0,0.0,0.0,0.00013313341102386714,0.7085254000558052,0.01166550001653377,81.362707399996,4.518082300026435,0.1522743999667,10.852242399967508,86.04472960000567,97.60782241821289,10240,104.90962451887762,119.00787006481947
