batch_size,checkpoint_dir,elapsed_sec,log_path,max_iter,returncode,stage,status
1,G:\GitHub\Latent_Style\run_511\outputs\stytr2_smoke\checkpoints\stytr2,2.558,G:\GitHub\Latent_Style\run_511\outputs\stytr2_smoke\logs\stytr2_train.log,1,1,train,failed
