epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,1.0124905377626419,0.2872606964688748,0.024179941629990934,0.45425710186362267,0.9608096534013748,0.0,0.0,0.0,0.0183159663900733,0.36631932884454727,0.0390946723241359,0.184001397639513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,48.228224992752075
2,0.8419287037849427,0.45891182467341424,0.017534570395946504,0.5865355680882931,1.2875741213560103,0.0,0.0,0.0,0.006125854949932546,0.12251709900796413,0.007267460380680859,0.1758265768736601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019986980580168453,38.034838914871216
3,0.7792424657940864,0.473799699395895,0.014702283428050578,0.7461394742131233,1.433086740374565,0.0,0.0,0.0,0.004645722655113787,0.09291445311158895,0.004552303362870589,0.1446145735681057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019947958005998598,38.1138551235199
4,0.7335131990909577,0.48269413605332373,0.013954795296303928,0.9679283621907234,1.5455601370334626,0.0,0.0,0.0,0.003967884507728741,0.07935769010335207,0.004060747293988243,0.10752069558948278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019883039235653812,37.91096472740173
5,0.6914201697707176,0.4905417849123478,0.013980565145611763,1.240899796485901,1.6536067062616349,0.0,0.0,0.0,0.003510309044504538,0.0702061807923019,0.003768939822912216,0.06721206236630678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019792402206971158,38.30586266517639
6,0.6500297704339028,0.49538849651813505,0.013970692111179232,1.5338596254587173,1.7607029032707215,0.0,0.0,0.0,0.0032316925504710524,0.06463385099545121,0.0035302667331416158,0.027064121011644602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019676295349746153,37.912729024887085
7,0.6175254702568054,0.49658135056495667,0.013347274200059473,1.7408287227153778,1.8309736025333405,0.0,0.0,0.0,0.0029976244934368877,0.05995249010622501,0.003244285696418956,0.0011139610412891443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019535036904803964,38.14503240585327
8,0.6120060756802559,0.5020258733630181,0.011855697841383517,1.755548791885376,1.880312272310257,0.0,0.0,0.0,0.002815977237187326,0.056319545060396194,0.00310466151102446,2.854314467818142e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019369014051723418,38.110390186309814
9,0.6235653719305992,0.5026972196996212,0.01158290175255388,1.7574857807159423,1.9519856238365174,0.0,0.5550523933768272,1.3385599058866502,0.0026423196168616414,0.052846392560750244,0.002934303528163582,4.144355964285751e-05,0.0,0.0,0.0,0.008333333767950535,0.008333333767950535,0.0,0.0,1.0,0.0001917868184760471,38.82607626914978
10,0.6398602995276451,0.5051925367116928,0.011815373497083783,1.7617770946025848,2.035456568002701,0.0,0.5491142213344574,1.3230240350961686,0.00252067256369628,0.0504134513810277,0.0028679855167865753,5.4541087415600486e-05,0.0,0.0,0.0,0.01666666753590107,0.01666666753590107,0.0,0.0,1.0,0.00018964561979789498,38.327820777893066
