epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,6.1682301182900705,0.27738651152580013,0.09849236857506537,2.8121015487178678,3.056544642294607,0.0,0.0,0.0,0.02300131513226417,2.760157923544607,0.06389192996486541,0.112455137314335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,67.05649733543396
2,7.154105894027218,0.6135722129575668,0.0526612151053644,1.18048095703125,3.23108156265751,0.0,0.0,0.0,0.0049600783855684345,0.5952094293409779,0.023529204630082654,0.16547229213099326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001999923018098721,51.05721974372864
3,6.996094734438004,0.6209230115336757,0.047596962221207156,1.2033275481193297,2.116207984185988,0.0,0.0,0.0,0.003083063950461726,0.3699677375055129,0.02862460574796123,0.16925994811519499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019996920845512174,51.00452756881714
4,6.9464687224357355,0.6421880414409022,0.022981011098431002,1.0950487198368195,2.0567948126023814,0.0,0.0,0.0,0.001759478521923865,0.21113734091481856,0.021505971108713457,0.17851408066288119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019993072358245745,51.09998393058777
5,6.9283481720955145,0.6454425934822329,0.01966909247059976,1.122988547048261,2.0616202815886466,0.0,0.0,0.0,0.0015238625628332938,0.18286352772866526,0.020723871646388885,0.1709338003589261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019987685326908672,50.89295268058777
6,6.9053654824533774,0.6464942193800404,0.018268521754972396,1.1655940394247732,2.067650579637097,0.0,0.0,0.0,0.0014092663843785563,0.1691119593958701,0.019448163047913584,0.1593383358370873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001998076060217565,51.103304386138916
7,6.86018322360131,0.6457587211362777,0.016864342074240406,1.2144684330109627,2.1004820792905745,0.0,0.0,0.0,0.0012794235540974524,0.15353081303258095,0.01801723434079078,0.14557460046583606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019972299277540986,50.89894676208496
8,6.8254261632119455,0.6450584165511593,0.016312164645041188,1.2719246648973035,2.1172347530241935,0.0,0.0,0.0,0.001208505683368252,0.14502068488828598,0.0166094264676494,0.1313542858246834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019962302689145934,51.06655693054199
9,6.90843742124496,0.6453253223050025,0.01598088106801433,1.3465385437011719,2.1181101645192792,0.47992669382402975,0.0,0.0,0.001147046805389466,0.13764556761710875,0.01541498976369058,0.11613527421028383,0.0,0.0,0.2222219128762522,0.0,0.0,0.0,0.0,1.0,0.0001995077241556768,70.22179698944092
10,6.9937542330834175,0.6458662709882182,0.015542720594713766,1.4260228064752394,2.1363653367565525,0.47679504271476497,0.0,0.0,0.0010991727392519674,0.13190067968060892,0.014365823999527962,0.10037924397376276,0.0,0.0,0.4444438257525044,0.0,0.0,0.0,0.0,1.0,0.00019937710277570083,68.9599769115448
11,7.8780552033455145,0.6558271838772681,0.017312667062205654,1.5378321986044607,2.1137606713079635,0.4550984290338332,0.0,0.0,0.0011634426491875802,0.13961312078660534,0.015115110143538444,0.08318685716198336,5.5528165755733365,0.0,0.6666664615754159,0.0,0.0,0.125,0.0,1.0,0.0001992311833781616,70.78466248512268
12,8.176805557743196,0.6571679884387601,0.016629245973402453,1.6219436891617314,2.2855094171339467,0.3982438733500819,0.0,0.0,0.0011802215970331622,0.14162657337803994,0.013201478027528333,0.06784431395992156,3.794947962607107,0.0,0.8888876515050088,0.0,0.0,0.25,0.0,1.0,0.00019906998900542347,70.47466373443604
13,8.279003512474798,0.6595433758151147,0.015364325815631498,1.6786235686271422,2.4106253347089215,0.23751932574856666,0.0,0.0,0.0010773728211079874,0.12928470488517516,0.011008751007818406,0.05654065070613738,3.0676276914535032,0.0,1.111112779186618,0.0,0.0,0.375,0.0,1.0,0.0001988935451119466,70.65065693855286
14,8.443363312752016,0.6615691031179121,0.01615023036156931,1.7353761734501008,2.4939178959015877,0.1471720818550356,0.0,0.0,0.0010107029830255816,0.12128435411760884,0.0101045552761324,0.047198080247448336,2.7563031104303177,0.0,1.3333329231508317,0.0,0.0,0.5,0.0,1.0,0.00019870187956026712,70.57209300994873
15,8.595217797064013,0.6649892868534211,0.01732564741565335,1.7909735402753275,2.5738463863249748,0.11772997917667512,0.0,0.0,0.0009917518905093593,0.11901024849184098,0.009527023761503158,0.03915596008300781,2.4250707318705897,0.0,1.5555568818123109,0.0,0.0,0.625,0.0,1.0,0.00019849502261659754,70.6183774471283
16,8.552601475869455,0.6656732866840978,0.018001740978610133,1.8328836502567414,2.6378963839623237,0.10389548732388404,0.42817441878780244,0.0,0.00098998514154265,0.11879824053856634,0.008888263856211016,0.03265229732759537,1.937071769468246,0.0,1.7777753030100176,0.03999997338941021,0.0,0.75,0.0,1.0,0.00019827300694604718,70.58707070350647
17,8.613448604460686,0.6622342755717616,0.017578684514568697,1.8625404604019657,2.697480724703881,0.09491670516229445,0.4315553172942131,0.0,0.0009638241101657191,0.11565888312555128,0.008437396057190434,0.02747021951983052,1.7559185643349924,0.0,2.0,0.07999994677882041,0.0,0.875,0.0,1.0,0.0001980358676074641,70.64596462249756
18,8.75831062563004,0.661742425733997,0.017523484845315258,1.8934695336126512,2.7652814311365925,0.09003012411056026,0.43059564405871975,0.0,0.0009471361915911398,0.11365629780677057,0.008204085211600027,0.022569396803455967,1.6664188754174016,0.0,2.222225558373236,0.11999990094092584,0.0,1.0,0.0,1.0,0.00019778364204789888,70.63846230506897
19,8.899958456716229,0.6605207996983682,0.01805980359354327,1.9227656702841482,2.821686283234627,0.08690664845128213,0.43217535941831525,0.0,0.000938821223474318,0.11265853912599626,0.007909681047162703,0.018219151804524082,1.5948697982295867,0.0,2.4444454562279487,0.15999989355764083,0.0,1.125,0.0,1.0,0.0001975163700966913,70.65229916572571
20,9.02366195186492,0.6597418631276777,0.018459421973074635,1.9469881365376134,2.8868587863060737,0.08336943964804372,0.4312707839473601,0.0,0.0009337642019794833,0.11205169462388562,0.007754453728275914,0.014521738213877524,1.5213997133316532,0.0,2.6666658463016635,0.20000017842938822,0.0,1.25,0.0,1.0,0.00019723409395918073,70.58968496322632
21,9.155532344695061,0.6605256603610131,0.01862683411567442,1.9690107530163181,2.9551654938728578,0.08164162789621661,0.4290453387844947,0.0,0.0009331410570490745,0.11197694655387633,0.007609482734434066,0.011174970096157442,1.4535074541645665,0.0,2.8888862363753782,0.2399998018818517,0.0,1.375,0.0,1.0,0.00019693685821004154,70.59216165542603
22,9.242476924773186,0.658722416047127,0.018918389274228002,1.9893567485194052,3.0064480689264115,0.07939335607713269,0.4268660391530683,0.0,0.0009361490487091003,0.11233789690079228,0.007445875675447525,0.008544434462824175,1.3848532399823588,0.0,3.1111137636246218,0.2800001944265058,0.0,1.5,0.0,1.0,0.00019662470978624422,70.65559840202332
