label,json,train_time_label,scope,aggregate_art_fid,aggregate_art_fid_fid,aggregate_art_fid_content_lpips,count,transfer_aggregate_art_fid,transfer_aggregate_art_fid_fid,transfer_aggregate_art_fid_content_lpips,transfer_count,wall_seconds,resolved_pair_count,missing_pair_count
IDT,idt_full.json,ref,paper_recompute_local_20260609,216.5097142982339,215.5097142982339,0.0,750,323.6599945942312,322.6599945942312,0.0,600,129.777470,750,0
SaMAM-2250,samam_2250_full.json,7.6h,paper_recompute_local_20260609,315.18296373078084,247.3843682468608,0.26949639320373536,750,380.76928200400187,297.75270457270153,0.27518540918827056,600,122.733194,750,0
Lat SaMAM,latent_samam_step1500_full.json,140.6m,paper_recompute_local_20260609,243.30662284135434,221.02489068653318,0.09750868082046509,750,337.6527030570197,307.0941488919801,0.09924622625112534,600,117.874695,750,0
LBM-K,lbm_k_e1_full.json,1.2m,paper_recompute_local_20260609,316.4518092580627,231.1645096373426,0.3844553351402283,750,383.86392471073304,278.620292450746,0.39862761497497556,600,102.725350,750,0
LBM-Knee,lbm_knee_e13_full.json,6.4m,paper_recompute_local_20260609,388.2101343827937,268.2313716526918,0.4508208096027374,750,419.5286537681689,288.7635993819572,0.459164035320282,600,113.546100,750,0
SaMST e15,samst_e15_full.json,5.8h,paper_recompute_local_20260609,395.71082631904153,247.82865742244462,0.6072965741157532,750,444.486319518232,276.86946028582526,0.6180838704109192,600,118.899798,750,0
Lat SaMST,latent_samst_batch1050_full.json,~35m,paper_recompute_local_20260609,658.8333420019692,341.04427310311985,0.9260775923728943,750,659.944176766184,341.67248730980157,0.9255909085273742,600,116.757692,750,0
Seedream-4.5,seedream_full.json,API,paper_recompute_local_20260609,311.5234732525203,217.77669489546787,0.42177445292472837,750,361.6120976902602,250.59163393074385,0.4394156038761139,600,169.469333,750,0
LBM-PS-v2,lbm_psv2_e13_full.json,6.8m,paper_recompute_local_20260609,465.6048257068951,278.2122000389464,0.681264591217041,750,473.8911956971697,281.11793229009425,0.6964471817016602,600,104.112019,750,0
