probe_family,variant,context,vs_base_forward_mean_abs,vs_base_predict_transport_base_mean_abs,vs_base_integrate_mean_abs,style_response_forward_mean_abs,style_response_predict_transport_base_mean_abs,style_response_integrate_mean_abs,semantic_attn_entropy,semantic_topology_attn_active,semantic_self_topology_gate,semantic_self_topology_blend,matched_target_conditioning_mode,matched_target_style_encoder_mode,style_code_spatial_mode,style_code_override_active,style_code_content_router_bypassed,style_spatial_source_target_latent,style_spatial_source_code_map,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_abs,style_spatial_map_abs
config_effect,h0_vertical_fm,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h0_vertical_fm,configured,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h0_vertical_fm,spatial,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h0_vertical_fm,code,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h2_euclidean_ot,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h2_euclidean_ot,configured,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h2_euclidean_ot,spatial,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h2_euclidean_ot,code,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h3_sde_noise,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h3_sde_noise,configured,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h3_sde_noise,spatial,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h3_sde_noise,code,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h4_unbalanced_ot,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h4_unbalanced_ot,configured,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h4_unbalanced_ot,spatial,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h4_unbalanced_ot,code,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h5_topogate_attention,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
config_effect,h5_topogate_attention,configured,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h5_topogate_attention,spatial,0.0,0.0,0.0,0.02723575010895729,0.02723575197160244,0.02692241221666336,2.793872594833374,1.0,1.0,1.0,auto,none,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980792224407196
config_effect,h5_topogate_attention,code,0.0,0.0,0.0,0.0,0.0,0.0,2.797032356262207,1.0,1.0,1.0,auto,none,none,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
