epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,gram,gram_w,moment,push,delta_tv,nce,idt,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,1.1895884852255545,0.26668577296759494,0.01995284454796904,0.40689632456789737,0.8646596272786459,0.0,0.0,0.0,0.020848079394268734,0.6254423408098119,0.052934820934008524,0.18088016715101016,0.14190448227749075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00015,105.17051243782043
2,0.6855571705807921,0.5132140292916246,0.014572258918516098,0.49594518189789144,1.5979766845703125,0.0,0.0,0.0,0.006632085769407211,0.19896261153682585,0.008895501654635193,0.16766893735495947,0.3907411226662256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001499960247789996,94.06945061683655
3,0.5737050374348959,0.5195547944755965,0.011331224954256447,0.622765858968099,1.6594454857610887,0.0,0.0,0.0,0.004816319993747178,0.14448959596695438,0.005507230117756833,0.145572385480327,0.4916260011734501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014998409955192628,93.9624342918396
4,0.5051455343923261,0.5115379825715096,0.01073094529490317,0.799968514391171,1.7190139934580813,0.0,0.0,0.0,0.004076225462780204,0.12228675555157405,0.004577777718984952,0.11947904607301117,0.5535679478799144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001499642256265155,94.07098031044006
5,0.4478514886671497,0.5034227268670195,0.01044594536545456,0.9975912442771337,1.8233288180443548,0.0,0.0,0.0,0.003690036073807747,0.11070107900968162,0.004034128240359727,0.092046142906271,0.6203995161159064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001499364051821672,94.01162147521973
6,0.396429205453524,0.4993535933956023,0.010337585403073219,1.200702872327579,1.9908023957283265,0.0,0.0,0.0,0.0034122604836699785,0.10236783181467364,0.0037201790399448847,0.0647079970247002,0.6737941208706107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014990064126970656,93.96814036369324
7,0.35301987842846944,0.49795232793336275,0.010554705896685201,1.3999660040742608,2.175868700909358,0.0,0.0,0.0,0.0032544184115625195,0.09763254145140289,0.0036215064346149404,0.038302270315026726,0.7186641898206485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014985693781104965,94.03852701187134
8,0.30845652344406294,0.4976551917291457,0.01051736262536818,1.601698024298555,2.4214034541960685,0.0,0.0,0.0,0.003117115266861454,0.09351346826040617,0.0034467658048034995,0.011686045636412918,0.7505909909484207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014980529959877315,94.0340588092804
9,0.28401485566169987,0.49600958055065525,0.010078400693913941,1.70066406906292,2.5949644683509745,0.0,0.0,0.0,0.0029881692701770415,0.08964508835987378,0.003299938735141549,0.00013589467452738873,0.773293197795909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000149745732295589,93.9532995223999
10,0.281467765890142,0.4963572512390793,0.010149787190139935,1.7118899437689012,2.7489605975407425,0.0,0.0,0.0,0.0028904798210308115,0.08671441642186975,0.003273215986067249,2.4599511356603714e-05,0.7954994939988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014967824243372323,93.97924399375916
11,0.2798970130182082,0.49691674017137094,0.01027509602167273,1.714182863953293,3.00905518890709,0.0,0.0,0.0,0.002810290103317589,0.08430869092223464,0.00321631117533612,4.702624464307421e-06,0.8172340803248908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014960283741419973,93.98690795898438
12,0.2764073238577894,0.49662608485068044,0.010164567860223914,1.7178052676621305,3.1302647744455645,0.0,0.0,0.0,0.0027261321903556904,0.08178397147886214,0.0030859936309117143,9.344482008287663e-06,0.8233411235194052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014951952550602867,94.56468987464905
13,0.27458252445344,0.49717088924941194,0.010109050940441828,1.72033445296749,3.160749209824429,0.0,0.0,0.0,0.002672551460163568,0.08017653290943433,0.003057784931634062,3.0135689553634453e-06,0.834716058546497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001494283158452996,93.99720191955566
14,0.27140775290868613,0.49808941092542425,0.009879360275883828,1.7213480959656418,3.238571002919187,0.0,0.0,0.0,0.0026083234497295913,0.0782497057350733,0.0030010586143821797,7.259840976887493e-07,0.8390940184234291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014932921843417962,93.99183917045593
15,0.2730056393531061,0.49890345911825856,0.010326195788639848,1.7217351441742272,3.270870413831485,0.0,0.0,0.0,0.002566318518371992,0.07698958407166184,0.002987402741627027,1.4501456071131973e-06,0.8389861404254872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014922224413981661,94.00939416885376
16,0.269058104484312,0.49878233222551244,0.009902117713805168,1.7224969351163475,3.3219378071446575,0.0,0.0,0.0,0.002523676522316471,0.07571028124901556,0.002922206796625609,1.009021039491379e-06,0.8483938401745211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014910740469314745,93.91287755966187
17,0.2701936537219632,0.49742450509020075,0.0103485930350519,1.7231986753402218,3.4348137968329975,0.0,0.0,0.0,0.002485259245800716,0.07455780685588878,0.002893741412829327,6.653630094582676e-07,0.8499418689358619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014898471268761157,94.02593064308167
18,0.26782501384776125,0.49866981916530156,0.010161617750762611,1.7233035179876512,3.475395940965222,0.0,0.0,0.0,0.002437951103333504,0.07313857540007561,0.002818629305849793,9.296908824434203e-07,0.8526580154254872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014885418157776999,93.99512362480164
19,0.2680488709480532,0.4993555212533602,0.010306089155135615,1.725393808016213,3.614255843623992,0.0,0.0,0.0,0.0024112873179938203,0.07233863748529906,0.002806359080858128,7.143960164118838e-06,0.8528791037938928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001487158256778299,94.03875923156738
20,0.26998573221186156,0.4988867646904402,0.010808160228113975,1.7260430448798723,3.7251370337701615,0.0,0.0,0.0,0.0023818238768526304,0.07145473008514733,0.002776897722674954,1.249761040252383e-06,0.8511802919449345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001485696601600748,93.98409175872803
21,0.2657858530680339,0.5003434868269069,0.010210440363935244,1.7276237241683468,3.767405520203293,0.0,0.0,0.0,0.002350420560888065,0.07051261778800719,0.002759364023003527,3.440119075759124e-06,0.8502121792044691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014841570105320086,94.04963088035583
22,0.26511610707929056,0.4986264218566238,0.010283102912287559,1.727942353935652,3.8421932753696235,0.0,0.0,0.0,0.0023322156680527554,0.06996648542342647,0.002693299965191913,7.842136647111626e-07,0.8516456850113407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014825396524055913,94.00887703895569
23,0.26563954096968456,0.5005217521421371,0.010429950170619514,1.7289650209488407,3.9566338651923725,0.0,0.0,0.0,0.002304730556344473,0.06914192117670531,0.0026905732129209785,1.7178551574307744e-06,0.8509365615024361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014808447045830406,94.01193523406982
24,0.26509153714743994,0.49950392528246806,0.010570390891003352,1.7293012065272177,4.089410269132224,0.0,0.0,0.0,0.0022690699946495796,0.06807208317582325,0.0026499353429322602,1.7678467757118645e-06,0.8546698785597279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014790723529344856,94.01849722862244
25,0.2645832184822329,0.49930420742240006,0.01063480620743126,1.730396721952705,4.104555519678259,0.0,0.0,0.0,0.0022440097665274014,0.06732030581402522,0.0026122980540798555,1.8106200181508577e-06,0.8501708328082997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001477222791818257,93.98940396308899
26,0.26378516740696406,0.499716071672337,0.010639657256423785,1.7311109317246305,4.138391966460853,0.0,0.0,0.0,0.0022172389491911856,0.06651718385757939,0.0025632887758234497,2.679818119573337e-07,0.843516113937542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014752962240595737,94.0244026184082
27,0.2665275450675718,0.5000159150810652,0.011063730844887354,1.7351461431031585,4.250765564621136,0.0,0.0,0.0,0.0022188203950082104,0.06656458044564852,0.002595832270960654,1.0495519100297844e-05,0.842303696499076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014732928609283014,94.05984807014465
28,0.2646998743857107,0.4985204717164399,0.011029417796801496,1.7353771578881048,4.383189211609543,0.0,0.0,0.0,0.0021827164837109145,0.0654814935499622,0.00253868551664455,9.760573526383729e-07,0.8332163492838541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001471212922115783,94.28971290588379
