epoch,loss,style_swd,style_moment,structure,tv,identity,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
41,9.078150431315104,0.13149815301100412,0.07622409860293071,3.8106020291646323,0.0,0.0,1.0,1.0,1.0,1.3250000000000007e-05,0.049050000015995465,9.495926800009329,9.544362783432007,768,80.46634620104402
42,9.100066502888998,0.13164019584655762,0.0762542262673378,3.8268333276112876,0.0,0.0,1.0,1.0,1.0,1.1099261318834413e-05,0.01728729999740608,8.99750800000038,9.014959812164307,768,85.19172752869089
43,9.034367879231771,0.13021798928578696,0.0754220982392629,3.818105936050415,0.0,0.0,1.0,1.0,1.0,9.106300144207984e-06,0.01732980001543183,8.97501990001183,8.992472648620605,768,85.40476351827513
44,8.957414309183756,0.1282751460870107,0.07485559582710266,3.818923075993856,0.0,0.0,1.0,1.0,1.0,7.292951775803846e-06,0.019890099996700883,8.95595669998147,8.976325750350952,768,85.55839230433155
45,9.014569282531738,0.12957539409399033,0.07469121863444646,3.8240842819213867,0.0,0.0,1.0,1.0,1.0,5.679083637813792e-06,0.01615610001317691,8.946297499991488,8.962510585784912,768,85.69027535856915
46,9.156201044718424,0.13259932895501456,0.07779200375080109,3.8444480895996094,0.0,0.0,1.0,1.0,1.0,4.2823776072812535e-06,0.01831849999143742,8.95649830000184,8.975069284439087,768,85.57037006182817
47,9.094379742940268,0.131870798766613,0.07574367026487987,3.8119734128316245,0.0,0.0,1.0,1.0,1.0,3.1181362877562775e-06,0.018251599991344847,8.920590199995786,8.93947172164917,768,85.91111688849529
48,9.231446266174316,0.13470820585886636,0.07723128547271092,3.8353946208953857,0.0,0.0,1.0,1.0,1.0,2.1991153507687394e-06,0.01661639998201281,8.94097709999187,8.958150625228882,768,85.73198108960995
49,9.206275622049967,0.13393462697664896,0.07599783192078273,3.8412906328837075,0.0,0.0,1.0,1.0,1.0,1.5353837820217611e-06,0.016958900014287792,8.958979600007297,8.975950241088867,768,85.56197164333147
50,9.222299893697103,0.1346557935078939,0.07685858011245728,3.8283823331197104,0.0,0.0,1.0,1.0,1.0,1.1342135634773018e-06,0.017300699997576885,8.947751200001221,8.96441102027893,768,85.67210921751148
