batch_size,checkpoint_dir,elapsed_sec,log_path,max_iter,returncode,stage,status
1,G:\GitHub\Latent_Style\run_511\outputs\stytr2_smoke4\checkpoints\stytr2,5.469,G:\GitHub\Latent_Style\run_511\outputs\stytr2_smoke4\logs\stytr2_train.log,1,1,train,failed
