"timestamp","relative_path","expected","exists_after"
"2026-06-05T13:25:21","Related_Works\runs\cut_5x5\video\head_20260404_140330","absent","False"
"2026-06-05T13:25:21","Related_Works\runs\cut_5x5\video\head_20260404_140349","absent","False"
"2026-06-05T13:25:21","Related_Works\runs\cut_5x5\video\head_20260404_140443","absent","False"
"2026-06-05T13:25:21","Related_Works\runs\cut_5x5\video\head_20260404_140525","absent","False"
"2026-06-05T13:25:21","Related_Works\runs\cut_5x5\video\head_20260404_140551","absent","False"
