"method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.707; content_lpips=0.451; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.708; content_lpips=0.456; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.711; content_lpips=0.452; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.711; content_lpips=0.458; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.710; content_lpips=0.464; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.701; content_lpips=0.432; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.703; content_lpips=0.437; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.704; content_lpips=0.433; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.704; content_lpips=0.447; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.709; content_lpips=0.444; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.710; content_lpips=0.444; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.711; content_lpips=0.455; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.712; content_lpips=0.464; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.702; content_lpips=0.419; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.705; content_lpips=0.429; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.434; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.706; content_lpips=0.440; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.707; content_lpips=0.445; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.710; content_lpips=0.453; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.711; content_lpips=0.461; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.710; content_lpips=0.462; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.702; content_lpips=0.422; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.706; content_lpips=0.442; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.444; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.708; content_lpips=0.455; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.707; content_lpips=0.462; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.709; content_lpips=0.465; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.710; content_lpips=0.466; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.709; content_lpips=0.466; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.700; content_lpips=0.436; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.702; content_lpips=0.431; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.701; content_lpips=0.445; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.702; content_lpips=0.452; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.704; content_lpips=0.455; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.708; content_lpips=0.454; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.709; content_lpips=0.463; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.709; content_lpips=0.468; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.698; content_lpips=0.412; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.702; content_lpips=0.423; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.703; content_lpips=0.431; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.704; content_lpips=0.446; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.708; content_lpips=0.447; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.710; content_lpips=0.446; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.710; content_lpips=0.456; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.711; content_lpips=0.464; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.700; content_lpips=0.424; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.704; content_lpips=0.430; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.437; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.705; content_lpips=0.450; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.708; content_lpips=0.453; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.709; content_lpips=0.452; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.709; content_lpips=0.458; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.708; content_lpips=0.463; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.697; content_lpips=0.387; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.696; content_lpips=0.380; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.698; content_lpips=0.378; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.701; content_lpips=0.383; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.704; content_lpips=0.397; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.705; content_lpips=0.401; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.706; content_lpips=0.406; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.707; content_lpips=0.413; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.694; content_lpips=0.401; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.699; content_lpips=0.400; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.699; content_lpips=0.409; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.701; content_lpips=0.413; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.703; content_lpips=0.412; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.706; content_lpips=0.414; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.707; content_lpips=0.417; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.707; content_lpips=0.426; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.696; content_lpips=0.392; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.699; content_lpips=0.389; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.700; content_lpips=0.391; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.700; content_lpips=0.402; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.703; content_lpips=0.402; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.704; content_lpips=0.401; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.706; content_lpips=0.409; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.705; content_lpips=0.419; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.695; content_lpips=0.392; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.697; content_lpips=0.396; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.699; content_lpips=0.403; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.700; content_lpips=0.413; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.702; content_lpips=0.410; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.704; content_lpips=0.409; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.704; content_lpips=0.414; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.704; content_lpips=0.420; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.693; content_lpips=0.396; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.698; content_lpips=0.399; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.699; content_lpips=0.400; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.699; content_lpips=0.408; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.703; content_lpips=0.411; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.705; content_lpips=0.408; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.706; content_lpips=0.419; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.708; content_lpips=0.427; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.695; content_lpips=0.392; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.698; content_lpips=0.403; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.700; content_lpips=0.403; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.700; content_lpips=0.406; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.702; content_lpips=0.416; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.705; content_lpips=0.416; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.706; content_lpips=0.420; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.706; content_lpips=0.427; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.698; content_lpips=0.390; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.698; content_lpips=0.407; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.698; content_lpips=0.406; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.698; content_lpips=0.411; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.702; content_lpips=0.409; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.705; content_lpips=0.408; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.706; content_lpips=0.415; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.706; content_lpips=0.423; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.696; content_lpips=0.405; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.698; content_lpips=0.408; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.699; content_lpips=0.408; training_csv_count=40"
"LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.700; content_lpips=0.413; training_csv_count=40"
