"remote_root","exp_dir","last_write","weight_count","weight_mb","exp_surface_class","master_log_hit","docs_hit_count","docs_hit_files","sample_weights","sample_summaries","sample_logs","preliminary_action"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_additive_base","2026-05-30 16:36:57","8","349.547","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_additive_base\epoch_0001.pt; exp\tokenizer_t01_additive_base\epoch_0002.pt; exp\tokenizer_t01_additive_base\epoch_0003.pt; exp\tokenizer_t01_additive_base\epoch_0004.pt; exp\tokenizer_t01_additive_base\epoch_0005.pt","exp\tokenizer_t01_additive_base\full_eval\epoch_0006\summary.json; exp\tokenizer_t01_additive_base\full_eval\epoch_0007\summary.json; exp\tokenizer_t01_additive_base\full_eval\epoch_0008\summary.json","exp\tokenizer_t01_additive_base\logs\training_20260530_162925.csv; exp\tokenizer_t01_additive_base\train.err.log; exp\tokenizer_t01_additive_base\train.log","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_big_tokonly_from_backbone_e16","2026-05-30 17:37:38","12","183.818","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_big_tokonly_from_backbone_e16\epoch_0001.pt; exp\tokenizer_t01_big_tokonly_from_backbone_e16\epoch_0002.pt; exp\tokenizer_t01_big_tokonly_from_backbone_e16\epoch_0003.pt; exp\tokenizer_t01_big_tokonly_from_backbone_e16\epoch_0004.pt; exp\tokenizer_t01_big_tokonly_from_backbone_e16\epoch_0005.pt","exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0008\summary.json; exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0010\summary.json; exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0012\summary.json","exp\tokenizer_t01_big_tokonly_from_backbone_e16\logs\training_20260530_173007.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b160","2026-05-30 16:51:41","2","87.408","frozen_local_exploratory_probe","False","0","","exp\tokenizer_t01_carrier_base_b160\epoch_0001.pt; exp\tokenizer_t01_carrier_base_b160\epoch_0002.pt","","exp\tokenizer_t01_carrier_base_b160\logs\training_20260530_165017.csv; exp\tokenizer_t01_carrier_base_b160\train.err.log; exp\tokenizer_t01_carrier_base_b160\train.log","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b176","2026-05-30 17:01:35","8","349.63","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_carrier_base_b176\epoch_0001.pt; exp\tokenizer_t01_carrier_base_b176\epoch_0002.pt; exp\tokenizer_t01_carrier_base_b176\epoch_0003.pt; exp\tokenizer_t01_carrier_base_b176\epoch_0004.pt; exp\tokenizer_t01_carrier_base_b176\epoch_0005.pt","exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0006\summary.json; exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0007\summary.json; exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0008\summary.json","exp\tokenizer_t01_carrier_base_b176\logs\training_20260530_165354.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b176_e16","2026-05-30 17:20:53","16","699.262","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_carrier_base_b176_e16\epoch_0001.pt; exp\tokenizer_t01_carrier_base_b176_e16\epoch_0002.pt; exp\tokenizer_t01_carrier_base_b176_e16\epoch_0003.pt; exp\tokenizer_t01_carrier_base_b176_e16\epoch_0004.pt; exp\tokenizer_t01_carrier_base_b176_e16\epoch_0005.pt","exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0012\summary.json; exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0014\summary.json; exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0016\summary.json","exp\tokenizer_t01_carrier_base_b176_e16\logs\training_20260530_170833.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_tokonly_from_backbone_e16","2026-05-30 20:06:31","24","361.539","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\epoch_0001.pt; exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\epoch_0002.pt; exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\epoch_0003.pt; exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\epoch_0004.pt; exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\epoch_0005.pt","exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0008\summary.json; exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0016\summary.json; exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0024\summary.json","exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\logs\training_20260530_195242.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16","2026-05-30 21:04:17","16","696.666","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16\epoch_0001.pt; exp\tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16\epoch_0002.pt; exp\tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16\epoch_0003.pt; exp\tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16\epoch_0004.pt; exp\tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16\epoch_0005.pt","","exp\tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16\logs\training_20260530_205202.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16","2026-05-30 20:43:03","10","150.745","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16\epoch_0001.pt; exp\tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16\epoch_0002.pt; exp\tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16\epoch_0003.pt; exp\tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16\epoch_0004.pt; exp\tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16\epoch_0005.pt","","exp\tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16\logs\training_20260530_203836.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16","2026-05-30 20:46:43","2","30.149","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16\epoch_0001.pt; exp\tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16\epoch_0002.pt","","exp\tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16\logs\training_20260530_204544.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_backbone_e16","2026-05-30 16:15:39","4","174.285","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_factorized_backbone_e16\epoch_0013.pt; exp\tokenizer_t01_factorized_backbone_e16\epoch_0014.pt; exp\tokenizer_t01_factorized_backbone_e16\epoch_0015.pt; exp\tokenizer_t01_factorized_backbone_e16\epoch_0016.pt","exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\summary.json","exp\tokenizer_t01_factorized_backbone_e16\logs\training_20260530_161045.csv; exp\tokenizer_t01_factorized_backbone_e16\logs\training_20260530_161215.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_base","2026-05-30 15:52:58","8","349.444","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_factorized_base\epoch_0001.pt; exp\tokenizer_t01_factorized_base\epoch_0002.pt; exp\tokenizer_t01_factorized_base\epoch_0003.pt; exp\tokenizer_t01_factorized_base\epoch_0004.pt; exp\tokenizer_t01_factorized_base\epoch_0005.pt","exp\tokenizer_t01_factorized_base\full_eval\epoch_0006\summary.json; exp\tokenizer_t01_factorized_base\full_eval\epoch_0007\summary.json; exp\tokenizer_t01_factorized_base\full_eval\epoch_0008\summary.json","exp\tokenizer_t01_factorized_base\logs\train.err.log; exp\tokenizer_t01_factorized_base\logs\train.out.log; exp\tokenizer_t01_factorized_base\logs\training_20260530_154500.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_tokonly_e12","2026-05-30 16:07:43","4","60.659","frozen_local_exploratory_probe","False","1","docs\experiments\2026-05-30-tokenizer-restart-design.md","exp\tokenizer_t01_factorized_tokonly_e12\epoch_0009.pt; exp\tokenizer_t01_factorized_tokonly_e12\epoch_0010.pt; exp\tokenizer_t01_factorized_tokonly_e12\epoch_0011.pt; exp\tokenizer_t01_factorized_tokonly_e12\epoch_0012.pt","exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\summary.json","exp\tokenizer_t01_factorized_tokonly_e12\logs\training_20260530_160527.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_e2_b80","2026-06-01 14:07:12","2","87.258","frozen_exploratory_weight_surface","False","0","","exp\wikiart_distinct5_ema_lancet_spectralstat_e2_b80\epoch_0001.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_e2_b80\epoch_0002.pt","","exp\wikiart_distinct5_ema_lancet_spectralstat_e2_b80\logs\training_20260601_133916.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48","2026-06-01 16:26:39","24","1047.094","frozen_exploratory_weight_surface","False","0","","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\epoch_0001.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\epoch_0002.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\epoch_0003.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\epoch_0004.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\epoch_0005.pt","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0004\summary.json; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0008\summary.json; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0016\summary.json","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\logs\training_20260601_155440.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64","2026-06-01 15:07:41","8","349.031","frozen_exploratory_weight_surface","False","0","","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\epoch_0001.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\epoch_0002.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\epoch_0003.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\epoch_0004.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\epoch_0005.pt","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0004\summary.json; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0006\summary.json; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0008\summary.json","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\logs\training_20260601_142533.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48","2026-06-01 15:46:54","16","698.062","frozen_exploratory_weight_surface","False","0","","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\epoch_0001.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\epoch_0002.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\epoch_0003.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\epoch_0004.pt; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\epoch_0005.pt","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0012\summary.json; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0014\summary.json; exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0016\summary.json","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\logs\training_20260601_152448.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b56","2026-06-01 15:21:33","1","43.629","frozen_exploratory_weight_surface","False","0","","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b56\epoch_0001.pt","","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b56\logs\training_20260601_151943.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4","2026-06-01 10:17:43","1","15.043","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\epoch_0001.pt","exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\summary.json","exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\logs\training_20260531_214729.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_centroid_gain_e1_from_spectral_b48","2026-05-31 09:42:26","1","43.625","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\epoch_0001.pt","exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\full_eval_epoch0001_b4\summary.json; exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\quick_eval_n6\summary.json","exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\logs\training_20260531_093246.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_deltafreq_high05_recover_e2_b48","2026-05-31 09:18:07","2","87.249","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\epoch_0001.pt; exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\epoch_0002.pt","exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\eval_quick_n6\summary.json","exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\logs\training_20260531_090612.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_direct_atom_residual_calib_b16","2026-05-30 22:16:48","1","43.59","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_direct_atom_residual_calib_b16\epoch_0001.pt","","exp\wikiart512_ema_direct_atom_residual_calib_b16\logs\training_20260530_221634.csv; exp\wikiart512_ema_direct_atom_residual_calib_b16\train_console.log","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_direct_atom_residual_calib_b64","2026-05-30 22:33:52","1","43.59","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_direct_atom_residual_calib_b64\epoch_0001.pt","","exp\wikiart512_ema_direct_atom_residual_calib_b64\logs\training_20260530_223319.csv; exp\wikiart512_ema_direct_atom_residual_calib_b64\train_console.err.log; exp\wikiart512_ema_direct_atom_residual_calib_b64\train_console.log","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_direct_atom_residual_calib_b80","2026-05-30 22:28:23","1","43.59","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_direct_atom_residual_calib_b80\epoch_0001.pt","","exp\wikiart512_ema_direct_atom_residual_calib_b80\logs\training_20260530_222431.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48","2026-05-31 02:07:59","12","523.085","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\epoch_0001.pt; exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\epoch_0002.pt; exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\epoch_0003.pt; exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\epoch_0004.pt; exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\epoch_0005.pt","exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\full_eval_epoch0012_b4\summary.json; exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\full_eval_epoch0012_b8_probe\summary.json","exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\full_eval_epoch0012_b8.log; exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\logs\training_20260531_004522.csv; exp\wikiart512_ema_direct_atom_residual_continue_e12_from_e8_b48\train_console.log","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_direct_atom_residual_e8_b48","2026-05-30 23:52:39","8","348.723","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_direct_atom_residual_e8_b48\epoch_0001.pt; exp\wikiart512_ema_direct_atom_residual_e8_b48\epoch_0002.pt; exp\wikiart512_ema_direct_atom_residual_e8_b48\epoch_0003.pt; exp\wikiart512_ema_direct_atom_residual_e8_b48\epoch_0004.pt; exp\wikiart512_ema_direct_atom_residual_e8_b48\epoch_0005.pt","exp\wikiart512_ema_direct_atom_residual_e8_b48\eval_smoke_epoch_0008\summary.json; exp\wikiart512_ema_direct_atom_residual_e8_b48\full_eval_latent_original\epoch_0008\summary.json; exp\wikiart512_ema_direct_atom_residual_e8_b48\full_eval_latent_original_diag\epoch_0006\summary.json; exp\wikiart512_ema_direct_atom_residual_e8_b48\full_eval_latent_original_diag\epoch_0007\summary.json; exp\wikiart512_ema_direct_atom_residual_e8_b48\full_eval_latent_original_diag\epoch_0008\summary.json","exp\wikiart512_ema_direct_atom_residual_e8_b48\eval_epoch_0008.log; exp\wikiart512_ema_direct_atom_residual_e8_b48\logs\training_20260530_224058.csv; exp\wikiart512_ema_direct_atom_residual_e8_b48\train_console.err.log; exp\wikiart512_ema_direct_atom_residual_e8_b48\train_console.log","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_lowcell_weighted_from_0790_e1_b48","2026-06-01 10:06:29","1","43.629","frozen_exploratory_weight_surface","False","1","docs\experiments\2026-06-01-main-table-gap-analysis.md","exp\wikiart512_ema_lowcell_weighted_from_0790_e1_b48\epoch_0001.pt","exp\wikiart512_ema_lowcell_weighted_from_0790_e1_b48\eval_quick_n6\summary.json","exp\wikiart512_ema_lowcell_weighted_from_0790_e1_b48\logs\training_20260601_100226.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_lowfreq_moment_hfguard_e2_from_spectral_b48","2026-05-31 07:44:41","2","87.249","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_lowfreq_moment_hfguard_e2_from_spectral_b48\epoch_0001.pt; exp\wikiart512_ema_lowfreq_moment_hfguard_e2_from_spectral_b48\epoch_0002.pt","exp\wikiart512_ema_lowfreq_moment_hfguard_e2_from_spectral_b48\eval_quick_n6\summary.json","exp\wikiart512_ema_lowfreq_moment_hfguard_e2_from_spectral_b48\logs\training_20260531_073230.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48","2026-05-31 08:04:10","1","43.624","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48\epoch_0001.pt","exp\wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48\eval_quick_n6\summary.json","exp\wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48\logs\training_20260531_075727.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48","2026-05-31 07:54:31","1","43.624","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48\epoch_0001.pt","exp\wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48\eval_quick_n6\summary.json","exp\wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48\logs\training_20260531_074805.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_lowspatial_guard_e1_from_spectral_b48","2026-05-31 10:12:52","1","43.625","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_lowspatial_guard_e1_from_spectral_b48\epoch_0001.pt","exp\wikiart512_ema_lowspatial_guard_e1_from_spectral_b48\full_eval_epoch0001_b4\summary.json; exp\wikiart512_ema_lowspatial_guard_e1_from_spectral_b48\quick_eval_n6\summary.json","exp\wikiart512_ema_lowspatial_guard_e1_from_spectral_b48\logs\training_20260531_100226.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_metric_budget_decoder_safety125_probe120_b80","2026-06-01 10:16:25","1","15.048","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_metric_budget_decoder_safety125_probe120_b80\epoch_0001.pt","exp\wikiart512_ema_metric_budget_decoder_safety125_probe120_b80\quick_eval_n6\summary.json","exp\wikiart512_ema_metric_budget_decoder_safety125_probe120_b80\logs\training_20260531_221505.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_metric_profile_budget_decoder_120b_b80","2026-06-01 08:54:32","1","15.057","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_metric_profile_budget_decoder_120b_b80\epoch_0001.pt","","","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_pair_budget_tokonly_e1_b80","2026-06-01 10:38:46","1","15.044","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_pair_budget_tokonly_e1_b80\epoch_0001.pt","","exp\wikiart512_ema_pair_budget_tokonly_e1_b80\logs\training_20260601_103736.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_pair_content_release_from_0790_e1_b160","2026-06-01 09:39:39","1","15.051","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_pair_content_release_from_0790_e1_b160\epoch_0001.pt","exp\wikiart512_ema_pair_content_release_from_0790_e1_b160\quick_eval_n6\summary.json","exp\wikiart512_ema_pair_content_release_from_0790_e1_b160\logs\training_20260601_093545.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_relative_margin_e1_from_spectral_b48","2026-05-31 10:34:27","1","43.625","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_relative_margin_e1_from_spectral_b48\epoch_0001.pt","exp\wikiart512_ema_relative_margin_e1_from_spectral_b48\quick_eval_n6\summary.json","exp\wikiart512_ema_relative_margin_e1_from_spectral_b48\logs\training_20260531_102923.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_relative_margin005_e1_from_spectral_b48","2026-05-31 10:42:41","1","43.625","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_relative_margin005_e1_from_spectral_b48\epoch_0001.pt","exp\wikiart512_ema_relative_margin005_e1_from_spectral_b48\quick_eval_n6\summary.json","exp\wikiart512_ema_relative_margin005_e1_from_spectral_b48\logs\training_20260531_103735.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_spatial_atom_tokonly_e1_b32","2026-05-31 16:19:07","1","19.365","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_spatial_atom_tokonly_e1_b32\epoch_0001.pt","exp\wikiart512_ema_spatial_atom_tokonly_e1_b32\quick_eval_trueint_n6\summary.json","exp\wikiart512_ema_spatial_atom_tokonly_e1_b32\logs\training_20260531_161212.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_spatial_proto_blend025_guard_e1_b48","2026-05-31 08:35:18","1","43.624","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\epoch_0001.pt","exp\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\eval_quick_n6\summary.json","exp\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\logs\training_20260531_082852.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
