period,source_root,dataset_key,method,event_type,path,time_hint,metric_hint,note
2026-04-07,I:\,legacy_style_transfer_experiments,IDT,log_evidence,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_175027.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-07,I:\,legacy_style_transfer_experiments,IDT,log_evidence,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_175421.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-07,I:\,legacy_style_transfer_experiments,IDT,log_evidence,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_175923.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-07,I:\,legacy_style_transfer_experiments,IDT,log_evidence,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_180052.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-07,I:\,legacy_style_transfer_experiments,IDT,log_evidence,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_180512.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-07,I:\,legacy_style_transfer_experiments,IDT,log_evidence,I:\Github\Latent_Style\experiments\in-idt\logs\training_20260407_154610.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-07T00:16:53,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\46_skip\logs\training_20260406_235743.csv,,,Curated remote experiment log.
2026-04-07T00:31:19,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls_01_safe_baseline\logs\training_20260407_002928.csv,,,Curated remote experiment log.
2026-04-07T00:32:26,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls_01_safe_baseline\logs\training_20260407_003226.csv,,,Curated remote experiment log.
2026-04-07T01:39:17,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_01_safe_baseline\logs\training_20260407_003414.csv,,,Curated remote experiment log.
2026-04-07T02:51:26,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_02_macro_only\logs\training_20260407_013929.csv,,,Curated remote experiment log.
2026-04-07T03:56:10,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_03_no_skip_extreme\logs\training_20260407_025137.csv,,,Curated remote experiment log.
2026-04-07T05:01:18,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_04_strong_identity\logs\training_20260407_035621.csv,,,Curated remote experiment log.
2026-04-07T06:14:42,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_05_high_style_push\logs\training_20260407_050129.csv,,,Curated remote experiment log.
2026-04-07T07:19:36,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_06_soft_attention\logs\training_20260407_061453.csv,,,Curated remote experiment log.
2026-04-07T08:24:39,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_07_sharp_attention\logs\training_20260407_071947.csv,,,Curated remote experiment log.
2026-04-07T09:29:36,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\repuls\repuls_08_high_lr_stress_test\logs\training_20260407_082450.csv,,,Curated remote experiment log.
2026-04-07T10:33:37,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\45_01_golden_funnel\logs\training_20260407_102845.csv,,,Curated remote experiment log.
2026-04-07T10:53:34,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\45_01_golden_funnel\logs\training_20260407_103359.csv,,,Curated remote experiment log.
2026-04-07T10:54:36,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\45_01_golden_funnel\logs\training_20260407_105436.csv,,,Curated remote experiment log.
2026-04-07T11:03:21,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\47_01_golden_funnel\logs\training_20260407_110321.csv,,,Curated remote experiment log.
2026-04-07T11:04:18,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\47_01_golden_funnel\logs\training_20260407_110418.csv,,,Curated remote experiment log.
2026-04-07T11:32:18,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\47_01_golden_funnel\logs\training_20260407_110541.csv,,,Curated remote experiment log.
2026-04-07T12:11:23,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_01_balanced\logs\training_20260407_120645.csv,,,Curated remote experiment log.
2026-04-07T12:12:52,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\src\45\45\45_01_golden_funnel\logs\training_20260405_215650.csv,,,Curated remote experiment log.
2026-04-07T12:12:52,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\src\45\45\45_01_golden_funnel\logs\training_20260405_215930.csv,,,Curated remote experiment log.
2026-04-07T12:12:55,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\src\45\45\45_02_naked_fusion\logs\training_20260405_222818.csv,,,Curated remote experiment log.
2026-04-07T12:12:58,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\src\45\45\45_03_macro_dictator\logs\training_20260405_225645.csv,,,Curated remote experiment log.
2026-04-07T12:13:01,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\src\45\45\45_04_micro_rebel\logs\training_20260405_232417.csv,,,Curated remote experiment log.
2026-04-07T13:02:31,I:\,cycle_nce,IDT,log_file,I:\Github\Latent_Style\Cycle-NCE\46_in-idt\logs\training_20260407_121940.csv,,,Curated remote experiment log.
2026-04-07T13:03:51,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_01_balanced\logs\training_20260407_130351.csv,,,Curated remote experiment log.
2026-04-07T13:04:49,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_01_balanced\logs\training_20260407_130449.csv,,,Curated remote experiment log.
2026-04-07T13:06:50,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_01_balanced\logs\training_20260407_130650.csv,,,Curated remote experiment log.
2026-04-07T13:07:36,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_01_balanced\logs\training_20260407_130736.csv,,,Curated remote experiment log.
2026-04-07T14:02:33,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_01_balanced\logs\training_20260407_130834.csv,,,Curated remote experiment log.
2026-04-07T14:45:54,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_02_balanced_repulse\logs\training_20260407_140244.csv,,,Curated remote experiment log.
2026-04-07T15:26:42,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_03_strong_style_repulse\logs\training_20260407_144606.csv,,,Curated remote experiment log.
2026-04-07T15:42:10,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\pure_base_04_macro_repulse\logs\training_20260407_152653.csv,,,Curated remote experiment log.
2026-04-07T16:20:31,I:\,legacy_style_transfer_experiments,IDT,log_file,I:\Github\Latent_Style\experiments\in-idt\logs\training_20260407_154610.csv,,,Curated remote experiment log.
2026-04-07T17:02:38,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\src\Layer-Norm\logs\training_20260407_165932.csv,,,Curated remote experiment log.
2026-04-07T17:09:40,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\src\Layer-Norm\logs\training_20260407_170304.csv,,,Curated remote experiment log.
2026-04-07T17:41:19,I:\,cycle_nce,,log_file,I:\Github\Latent_Style\Cycle-NCE\46_Layer-Norm\logs\training_20260407_172133.csv,,,Curated remote experiment log.
2026-04-07T17:42:32,I:\,legacy_style_transfer_experiments,IDT,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_174232.csv,,,Curated remote experiment log.
2026-04-07T17:53:29,I:\,legacy_style_transfer_experiments,IDT,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_175027.csv,,,Curated remote experiment log.
2026-04-07T17:58:49,I:\,legacy_style_transfer_experiments,IDT,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_175421.csv,,,Curated remote experiment log.
2026-04-07T18:00:01,I:\,legacy_style_transfer_experiments,IDT,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_175923.csv,,,Curated remote experiment log.
2026-04-07T18:04:22,I:\,legacy_style_transfer_experiments,IDT,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_180052.csv,,,Curated remote experiment log.
2026-04-07T18:53:17,I:\,legacy_style_transfer_experiments,IDT,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-idt_schedule\logs\training_20260407_180512.csv,,,Curated remote experiment log.
2026-04-07T19:32:36,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-repulse\logs\training_20260407_193117.csv,,,Curated remote experiment log.
2026-04-07T20:33:28,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\Layer-Norm-repulse\logs\training_20260407_193316.csv,,,Curated remote experiment log.
2026-04-07T21:34:23,I:\,cycle_nce,IDT,log_file,I:\Github\Latent_Style\Cycle-NCE\base_01_idt_08\logs\training_20260407_213333.csv,,,Curated remote experiment log.
2026-04-07T21:42:40,I:\,cycle_nce,IDT,log_file,I:\Github\Latent_Style\Cycle-NCE\base_01_idt_08\logs\training_20260407_213723.csv,,,Curated remote experiment log.
2026-04-07T22:38:56,I:\,cycle_nce,IDT,log_file,I:\Github\Latent_Style\Cycle-NCE\base_01_idt_08\logs\training_20260407_214327.csv,,,Curated remote experiment log.
2026-04-07T23:32:45,I:\,cycle_nce,IDT,log_file,I:\Github\Latent_Style\Cycle-NCE\base_02_idt_12\logs\training_20260407_223907.csv,,,Curated remote experiment log.
2026-04-07T23:35:52,I:\,cycle_nce,IDT,log_file,I:\Github\Latent_Style\Cycle-NCE\base_03_idt_16\logs\training_20260407_233256.csv,,,Curated remote experiment log.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_01_macro_base\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_01_macro_base\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_01_macro_base\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_01_macro_base\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_01_macro_base\logs\training_20260408_064300.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_01_macro_base\logs\training_20260408_073825.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_04_color_down_20\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_04_color_down_20\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_04_color_down_20\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_04_color_down_20\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_04_color_down_20\logs\training_20260408_080342.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_05_color_down_05\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_05_color_down_05\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_05_color_down_05\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_05_color_down_05\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_05_color_down_05\logs\training_20260408_082832.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_06_swd_up_80\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_06_swd_up_80\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_06_swd_up_80\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_06_swd_up_80\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_06_swd_up_80\logs\training_20260408_085321.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_07_attn_direct_qk\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_07_attn_direct_qk\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_07_attn_direct_qk\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_07_attn_direct_qk\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_07_attn_direct_qk\logs\training_20260408_091805.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_08_attn_raw_v\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_08_attn_raw_v\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_08_attn_raw_v\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_08_attn_raw_v\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_08_attn_raw_v\logs\training_20260408_094248.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_09_attn_no_smooth\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_09_attn_no_smooth\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_09_attn_no_smooth\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_09_attn_no_smooth\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_09_attn_no_smooth\logs\training_20260408_100734.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_10_attn_fully_unleashed\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_10_attn_fully_unleashed\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_10_attn_fully_unleashed\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_10_attn_fully_unleashed\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_10_attn_fully_unleashed\logs\training_20260408_103215.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_11_patch_bipolar\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_11_patch_bipolar\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_11_patch_bipolar\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_11_patch_bipolar\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_11_patch_bipolar\logs\training_20260408_105650.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_12_patch_bipolar_unleashed\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_12_patch_bipolar_unleashed\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_12_patch_bipolar_unleashed\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_12_patch_bipolar_unleashed\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_12_patch_bipolar_unleashed\logs\training_20260408_112440.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_13_sota_push_macro\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_13_sota_push_macro\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_13_sota_push_macro\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_13_sota_push_macro\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_13_sota_push_macro\logs\training_20260408_115215.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_14_sota_push_bipolar\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_14_sota_push_bipolar\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_14_sota_push_bipolar\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_14_sota_push_bipolar\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_14_sota_push_bipolar\logs\training_20260408_121915.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_15_sota_push_repulse\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_15_sota_push_repulse\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_15_sota_push_repulse\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_15_sota_push_repulse\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_15_sota_push_repulse\logs\training_20260408_124911.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_16_the_hail_mary\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_16_the_hail_mary\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_16_the_hail_mary\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_16_the_hail_mary\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_16_the_hail_mary\logs\training_20260408_131339.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_17_db_tsw_test\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_17_db_tsw_test\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_17_db_tsw_test\full_eval\epoch_0060\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,summary_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_17_db_tsw_test\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Attn_48\Attn_48_17_db_tsw_test\logs\training_20260408_135325.csv,,,Remote curated train/eval log after experiment-path filter.
2026-04-08,I:\,cycle_nce,,log_evidence,I:\Github\Latent_Style\Cycle-NCE\Gate\Gate_01_baseline\logs\training_20260408_201129.csv,,,Remote curated train/eval log after experiment-path filter.
