"remote_root","exp_dir","last_write","total_mb","weight_count","weight_mb","weight_names","config_exists","data_root","batch_size","num_epochs","style_tokenizer","style_spatial_mode","objective_mode","loss_type","w_flow","terminal_swd_weight","notes","params_raw","summary_count","summary_metrics","training_csv_count","latest_training_csv","latest_training_tail","remote_train_log_exists","remote_train_log_tail","top_level"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","runs","2026-05-30 14:58:06","78.028","0","0.000","","False","","","","","","","","","","","","23","o10e:clip=0.711;lpips=0.620;wall= | o10l1:clip=0.712;lpips=0.573;wall= | o10l2:clip=0.715;lpips=0.557;wall= | o10l3:clip=0.714;lpips=0.543;wall= | o10l4:clip=0.713;lpips=0.539;wall= | o10l5:clip=0.715;lpips=0.535;wall= | o10m1:clip=0.703;lpips=0.465;wall= | o10m2:clip=0.700;lpips=0.429;wall= | o10m3:clip=0.710;lpips=0.488;wall= | o10pb:clip=0.712;lpips=0.539;wall= | o10pc:clip=0.712;lpips=0.536;wall= | o10pn:clip=0.703;lpips=0.422;wall= | o10pr:clip=0.711;lpips=0.541;wall= | o10s:clip=0.710;lpips=0.589;wall= | epoch_0010:clip=0.702;lpips=0.443;wall= | epoch_0020:clip=0.705;lpips=0.450;wall= | o20a:clip=0.667;lpips=0.296;wall= | o20cahf:clip=0.689;lpips=0.455;wall= | o20d1:clip=0.713;lpips=0.555;wall= | o20d2:clip=0.715;lpips=0.550;wall= | o20d3:clip=0.716;lpips=0.544;wall= | o20k3p135:clip=0.697;lpips=0.446;wall= | o30e3:clip=0.676;lpips=0.329;wall=","42","exp\runs\o_debug_l5_tanh\logs\training_20260509_201500.csv","1,9.18598747253418,0.0,0.3493061661720276,0.0,6.625,0.0,0.0,0.0,0.0,0.19988389313220978,1.0,0.7467674016952515,0.8208964467048645,3.398848533630371,6.870922088623047,0.0002,1.8508645001566038,16.162092199825565,9.547966800135328,0.8809595001803245,26.591018500141217,61.02343010902405,10336,169.3775650030451","False","","2026-05-16_d0_resume_k05_p32;o_debug_d3;o_debug_l5;o_debug_l5_tanh;o10_l1;o10_l2;o10_l3;o10_l4;o10_l5;o10_m1;o10_m2;o10_m3;o10_off;o10_probe_base;o10_probe_cycle;o10_probe_nce;o10_probe_repulsive;o10_soft;o10e;o10l1;o10l2;o10l3;o10l4;o10l5;o10m1"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_random","2026-06-03 04:39:25","0.005","0","0.000","","False","","","","","","","","","","","6092023","0","","0","","","True","^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ | File '/home/xy/.local/lib/python3.12/site-packages/torch/nn/modules/module.py', line 1779, in _wrapped_call_impl | return self._call_impl(*args, **kwargs) | ^^^^^^^^^^^","launch_remote.cmd;remote_train.log"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_semantic","2026-06-03 04:24:41","0.005","0","0.000","","False","","","","","","","","","","","6092023","0","","0","","","True","metrics, _, _ = self._compute_omf_details( | ^^^^^^^^^^^^^^^^^^^^^^^^^^ | File '/mnt/i/Github/Latent_Style_TokenizerClean/SchrodingerBridge/src/losses.py', line 874, in _compute_omf_details | [end %date% %time% errorlevel=%errorlevel%]","launch_remote.cmd;remote_train.log"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","scripts","2026-05-30 14:58:06","0.103","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","eval_arch_stress_test_60.bat;eval_high_tension_phase_space_sweep.bat;eval_latent_anchor_stress_60.bat;eval_orthogonal_phase_space_sweep_60.bat;eval_semantic_full40_kinetic_sweep.bat;eval_semantic_overfit_small.bat;run_arch_stress_test_60.bat;run_high_tension_phase_space_sweep.bat;run_latent_anchor_stress_60.bat;run_omf_ablation_matrix.bat;run_omf_matrix_16.bat;run_orthogonal_phase_space_sweep_60.bat;run_semantic_full40_kinetic_sweep.bat;run_semantic_overfit_small.bat;tools_archive"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","smoke_lowfreq_moment_hfguard_b48","2026-06-05 04:08:57","0.351","0","0.000","","True","I:/wikiart_latents_512_ema","48","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\smoke_lowfreq_moment_hfguard_b48\logs\training_20260531_072927.csv","1,10.426156997680664,0.0,0.2190784215927124,0.0,0.0,10.0,0.0009765625,0.07074813544750214,0.0,0.0,0.1607143133878708,1.0,0.3485621213912964,0.6003020405769348,2.5200893878936768,12.389788627624512,5e-05,0.058846400352194905,7.9789332000073045,2.876683499896899,0.05050820019096136,10.906124900095165,13.590901374816895,336,24.722422062644597","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","spatial_prototype_init","2026-06-05 09:48:52","526.109","0","0.000","","False","","","","","","","","","","","","7","eval_blend015_quick_n6:clip=;lpips=;wall= | eval_blend025_gate_g2_min25_quick_n6:clip=;lpips=;wall= | eval_blend025_quick_n6:clip=;lpips=;wall= | eval_lowk5_a050_quick_n6:clip=;lpips=;wall= | eval_lowk5_a075_quick_n6:clip=;lpips=;wall= | eval_proto_gate_g2_min25_quick_n6:clip=;lpips=;wall= | eval_spectral_stat_e2_spatial_proto_n256_quick_n6:clip=;lpips=;wall=","0","","","False","","eval_blend015_quick_n6;eval_blend025_gate_g2_min25_quick_n6;eval_blend025_quick_n6;eval_lowk5_a050_quick_n6;eval_lowk5_a075_quick_n6;eval_proto_gate_g2_min25_quick_n6;eval_spectral_stat_e2_spatial_proto_n256_quick_n6"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_120b_b80","2026-05-31 23:00:03","0.445","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\split_axis_color_channel_operator_120b_b80\logs\training_20260531_225854.csv","1,10.494799613952637,0.0,0.25644105672836304,0.0,0.0,9.625,0.0009765625,0.07074841856956482,0.0,0.0,0.19833336770534515,1.0,0.36679932475090027,0.6045941114425659,3.062500238418579,13.561689376831055,0.001,1.3522968019824475,66.23164680041373,0.2799605985637754,0.13933690125122666,66.65094430022873,69.52848267555237,9600,138.0729109938646","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_realism4_120b_b80","2026-05-31 23:05:55","0.446","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\split_axis_color_channel_operator_realism4_120b_b80\logs\training_20260531_230445.csv","1,10.825846672058105,0.0,0.19914589822292328,0.0,0.0,10.0625,0.0009765625,0.07075116783380508,0.0,0.0,0.20572921633720398,1.0,0.32033827900886536,0.5981130003929138,2.972764492034912,13.166727066040039,0.001,1.398082000669092,66.25628520175815,0.2853462006896734,0.14306390075944364,66.68469530320726,69.6160626411438,9600,137.89920940352496","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_40b_lr2e4","2026-06-05 09:48:52","74.340","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","1","exp\split_axis_execdecoder_40b_lr2e4\logs\training_20260531_175949.csv","1,10.059971809387207,0.0,0.2267850935459137,0.0,0.0,9.6875,0.0009765625,0.07074850052595139,0.0,0.0,0.20156250894069672,1.0,0.3549104332923889,0.6047332882881165,2.434373378753662,12.88140869140625,0.0002,0.19514670106582344,13.36629859963432,0.1659094002097845,0.05852879979647696,13.590736799640581,14.274425983428955,1280,89.67085622118464","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound070_120b_lr2e4","2026-06-05 09:48:52","74.150","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","1","exp\split_axis_execdecoder_bound070_120b_lr2e4\logs\training_20260531_180918.csv","1,11.491729736328125,0.0,0.42341017723083496,0.0,0.0,10.75,0.0009765625,0.07074826210737228,0.0,0.0,0.20755209028720856,1.0,0.4419730007648468,0.6477342247962952,3.903867721557617,12.072345733642578,0.0002,0.5851351998280734,29.659919299418107,0.379132000496611,0.14324289839714766,30.182294198311865,31.588440418243408,3840,121.5634564149697","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound090_120b_lr2e4","2026-06-05 09:48:52","74.057","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","1","exp\split_axis_execdecoder_bound090_120b_lr2e4\logs\training_20260531_181513.csv","1,12.258031845092773,0.0,0.5248702764511108,0.0,0.0,11.375,0.0009765625,0.07074826210737228,0.0,0.0,0.20755209028720856,1.0,0.47490817308425903,0.673459529876709,4.559298992156982,12.045075416564941,0.0002,0.6171083000954241,30.57287250063382,0.3919848008081317,0.15482619917020202,31.119683500612155,32.55220627784729,3840,117.96435446568272","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","2026-06-05 09:48:52","147.953","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","2","quick_eval_n6:clip=;lpips=;wall= | quick_eval_n6_s115:clip=;lpips=;wall=","3","exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\logs\training_20260531_201847.csv","1,10.72270393371582,0.0,0.3231333792209625,0.0,0.0,9.9375,0.0009765625,0.07074826210737228,0.0,0.0,0.20755209028720856,1.0,0.4033135175704956,0.6206796169281006,3.2339704036712646,12.122723579406738,0.0002,0.559292200487107,28.82106479932554,0.3569807999301702,0.14191689784638584,29.319962497102097,30.68283176422119,3840,125.1514211435259","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;quick_eval_n6_s115;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_tokprobe_e1_b32","2026-06-05 09:48:52","76.752","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","1","exp\split_axis_execdecoder_tokprobe_e1_b32\logs\training_20260531_173356.csv","1,11.612251281738281,0.0,0.31194278597831726,0.0,0.0,7.28125,0.0009765625,0.07072094827890396,0.0,0.0,0.20573842525482178,1.0,0.3059528172016144,0.6475289463996887,3.900089979171753,12.330589294433594,5e-05,2.721433801110834,122.81702469848096,21.130446798400953,2.2367309003602713,146.1842023972422,313.31478667259216,17984,57.39914222048169","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivative_filter_rank4_120b","2026-06-05 09:48:52","75.148","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","1","exp\split_axis_geometry_derivative_filter_rank4_120b\logs\training_20260531_185220.csv","1,10.73906135559082,0.0,0.3348059058189392,0.0,0.0,9.9375,0.0009765625,0.07074832916259766,0.0,0.0,0.20755209028720856,1.0,0.4140549898147583,0.6278116106987,3.3928658962249756,12.015995025634766,0.0002,0.553196799941361,30.893307800171897,5.07876299880445,0.13987119984813035,36.11194199882448,45.27765965461731,3840,84.81003720801647","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivgate_fieldbound_g005_120b","2026-05-31 19:39:13","89.254","1","15.104","epoch_0001.pt","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval:clip=;lpips=;wall=","1","exp\split_axis_geometry_derivgate_fieldbound_g005_120b\logs\training_20260531_193803.csv","1,10.72437572479248,0.0,0.3232485353946686,0.0,0.0,9.9375,0.0009765625,0.07074877619743347,0.0,0.0,0.20755209028720856,1.0,0.40341219305992126,0.620613157749176,3.234360694885254,12.122797966003418,0.0002,0.5824634989257902,31.9001219982747,5.365883898921311,0.14635609975084662,37.412361996946856,47.059584617614746,3840,81.5986802943998","False","","config.json;epoch_0001.pt;logs;numeric_debug.jsonl;quick_eval;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_filter_rank4_120b","2026-06-05 09:48:52","75.090","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","1","exp\split_axis_geometry_filter_rank4_120b\logs\training_20260531_184727.csv","1,10.718626022338867,0.0,0.3318176865577698,0.0,0.0,9.9375,0.0009765625,0.0707482323050499,0.0,0.0,0.20755209028720856,1.0,0.41190674901008606,0.6287225484848022,3.3846638202667236,12.016693115234375,0.0002,0.5694011996965855,30.87179489969276,5.140642501646653,0.14252520073205233,36.154962602071464,45.3511917591095,3840,84.67252680804526","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_spatial_rank4_120b","2026-06-05 09:48:52","75.082","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","1","exp\split_axis_geometry_spatial_rank4_120b\logs\training_20260531_183843.csv","1,10.713129043579102,0.0,0.33178839087486267,0.0,0.0,9.9375,0.0009765625,0.0707482397556305,0.0,0.0,0.20755209028720856,1.0,0.4118872880935669,0.6287316679954529,3.3858001232147217,12.01686954498291,0.0002,0.594050798099488,30.639370599063113,2.202886502025649,0.1488464993890375,32.9911036004778,42.25611114501953,3840,90.87442966110707","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geostat_execdecoder_fieldbound_120b","2026-06-05 09:48:52","73.880","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval:clip=;lpips=;wall=","1","exp\split_axis_geostat_execdecoder_fieldbound_120b\logs\training_20260531_191757.csv","1,10.304036140441895,0.0,0.24037900567054749,0.0,0.0,9.5625,0.0009765625,0.07072021812200546,0.0,0.0,0.20755209028720856,1.0,0.35948947072029114,0.614355206489563,2.776773691177368,12.195272445678711,0.0002,0.587212200043723,30.434148799162358,0.36544310091994703,0.14772819983772933,30.947320099920034,32.35419750213623,3840,118.68630027823929","False","","config.json;logs;numeric_debug.jsonl;quick_eval;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_high_channel_operator_120b_b80","2026-05-31 23:21:10","0.449","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\split_axis_high_channel_operator_120b_b80\logs\training_20260531_232004.csv","1,10.834969520568848,0.0,0.3169255554676056,0.0,0.0,10.0,0.0009765625,0.07074841856956482,0.0,0.0,0.19833336770534515,1.0,0.39883527159690857,0.6146283745765686,3.46309757232666,13.551931381225586,0.001,1.3140730992890894,61.96318129939027,0.29672380117699504,0.13848860026337206,62.39839370083064,65.3318977355957,9600,146.94200433074968","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_spatial_gate_channel_tokonly_120b","2026-05-31 20:18:03","0.000","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geomnorm_120b","2026-06-05 09:48:52","73.925","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval:clip=;lpips=;wall=","1","exp\split_axis_tokenizer_geomnorm_120b\logs\training_20260531_192651.csv","1,10.566516876220703,0.0,0.27267664670944214,0.0,0.0,9.75,0.0009765625,0.07073332369327545,0.0,0.0,0.20755209028720856,1.0,0.37721168994903564,0.6212809085845947,2.980027198791504,12.156548500061035,0.0002,0.5716022008564323,30.391829100903124,3.472014400875196,0.1655830000527203,34.02942650183104,52.53977632522583,3840,73.08748282882026","False","","config.json;logs;numeric_debug.jsonl;quick_eval;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_120b","2026-06-05 09:48:52","73.920","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=;lpips=;wall=","2","exp\split_axis_tokenizer_geostat_120b\logs\training_20260531_190306.csv","1,10.577644348144531,0.0,0.2727539837360382,0.0,0.0,9.75,0.0009765625,0.07073353230953217,0.0,0.0,0.20755209028720856,1.0,0.3772708475589752,0.621222734451294,2.978938341140747,12.156391143798828,0.0002,0.556432900717482,29.679698300315067,3.384922498371452,0.16014629881829023,33.22476709750481,51.281432151794434,3840,74.88090404015036","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_g005_120b","2026-06-05 09:48:52","73.934","0","0.000","","True","I:/wikiart_latents_512_ema","32","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval:clip=;lpips=;wall=","1","exp\split_axis_tokenizer_geostat_g005_120b\logs\training_20260531_191316.csv","1,10.517192840576172,0.0,0.27266138792037964,0.0,0.0,9.75,0.0009765625,0.07073309272527695,0.0,0.0,0.20755209028720856,1.0,0.37721097469329834,0.6212388873100281,2.9797539710998535,12.156484603881836,0.0002,0.5987497982569039,30.371522100642323,3.4339838011655957,0.16525650047697127,33.97076240228489,52.50785946846008,3840,73.13190899176864","False","","config.json;logs;numeric_debug.jsonl;quick_eval;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","temp_anneal_proper","2026-05-30 14:58:06","0.002","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","config_anneal_cos.json;config_anneal_lin.json;config_cold.json;config_hot.json;config_softmax_baseline.json;config_softmax_sw30.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_control_probes","2026-05-31 21:12:34","1,977.872","0","0.000","","False","","","","","","","","","","","","52","atom_spatial_only:clip=;lpips=;wall= | baseline:clip=;lpips=;wall= | budget_high_150:clip=;lpips=;wall= | budget_high_half:clip=;lpips=;wall= | direct_only:clip=;lpips=;wall= | direct_spatial_only:clip=;lpips=;wall= | no_budget:clip=;lpips=;wall= | no_color:clip=;lpips=;wall= | no_geometry:clip=;lpips=;wall= | no_spectrum:clip=;lpips=;wall= | stats_only:clip=;lpips=;wall= | fieldbound_causal_n2:clip=;lpips=;wall= | zero_code:clip=;lpips=;wall= | zero_code_zero_spatial:clip=;lpips=;wall= | zero_spatial_prior:clip=;lpips=;wall= | baseline:clip=;lpips=;wall= | budget_high_half:clip=;lpips=;wall= | budget_realism_high_half:clip=;lpips=;wall= | budget_target_pareto125:clip=;lpips=;wall= | budget_target_pareto150:clip=;lpips=;wall= | fieldbound_or_budget_n6:clip=;lpips=;wall= | zero_spatial_prior:clip=;lpips=;wall= | baseline:clip=;lpips=;wall= | budget_high_150:clip=;lpips=;wall= | budget_high_half:clip=;lpips=;wall= | budget_realism_high_150:clip=;lpips=;wall= | budget_realism_high_half:clip=;lpips=;wall= | fieldbound_target_budget_n3:clip=;lpips=;wall= | baseline:clip=;lpips=;wall= | budget_realism_high_half:clip=;lpips=;wall= | budget_target_pareto125:clip=;lpips=;wall= | budget_target_pareto150:clip=;lpips=;wall= | fieldbound_target_budget_pareto_n3:clip=;lpips=;wall= | baseline:clip=;lpips=;wall= | budget_high_half:clip=;lpips=;wall= | budget_target_pareto125:clip=;lpips=;wall= | budget_target_safety125:clip=;lpips=;wall= | budget_target_safety150:clip=;lpips=;wall= | fieldbound_target_safety_budget_n6:clip=;lpips=;wall= | baseline:clip=;lpips=;wall= | no_budget:clip=;lpips=;wall= | stats_only:clip=;lpips=;wall= | truegrad_e1_core_n4:clip=;lpips=;wall= | zero_code:clip=;lpips=;wall= | zero_spatial_prior:clip=;lpips=;wall= | budget_high_150:clip=;lpips=;wall= | direct_only:clip=;lpips=;wall= | no_color:clip=;lpips=;wall= | no_geometry:clip=;lpips=;wall= | no_spectrum:clip=;lpips=;wall= | truegrad_e1_fields_n4:clip=;lpips=;wall= | zero_code_zero_spatial:clip=;lpips=;wall=","0","","","False","","fieldbound_causal_n2;fieldbound_or_budget_n6;fieldbound_or_budget_n6.err.log;fieldbound_or_budget_n6.log;fieldbound_target_budget_n3;fieldbound_target_budget_pareto_n3;fieldbound_target_safety_budget_n6;fieldbound_target_safety_budget_n6.err.log;fieldbound_target_safety_budget_n6.log;spatial_atom_tokonly_e1_specificity_n8.json;tokenizer_owned_spatial_specificity_n2.json;tokenizer_owned_spatial_tokonly_e1_specificity_n8.json;truegrad_e1_core_n4;truegrad_e1_fields_n4;truegrad_e1_target_specificity_n8.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_from_spectral_e120_b16","2026-06-05 09:48:52","74.401","0","0.000","","False","","","","","","","","","","","","1","quick_eval_n6:clip=;lpips=;wall=","0","","","False","","quick_eval_n6;train_log.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_metric_e300_b16","2026-06-05 09:48:52","73.158","0","0.000","","False","","","","","","","","","","","","1","quick_eval_n6:clip=;lpips=;wall=","0","","","False","","quick_eval_n6;train_log.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_metric_smoke_b16","2026-06-05 04:08:57","73.943","0","0.000","","False","","","","","","","","","","","","1","quick_eval_n6:clip=;lpips=;wall=","0","","","False","","quick_eval_n6;train_log.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_metric_smoke_b24","2026-05-31 06:01:29","0.000","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_additive_base","2026-05-30 16:36:57","388.860","8","349.547","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt","True","../../Latent_Style/latent-256","80","8","factorized","","omf","omf","0.0","20.0","","","3","epoch_0006:clip=0.708;lpips=0.451;wall= | epoch_0007:clip=0.707;lpips=0.435;wall= | epoch_0008:clip=0.708;lpips=0.442;wall=","1","exp\tokenizer_t01_additive_base\logs\training_20260530_162925.csv","8,7.151431083679199,0.0,0.21877671778202057,0.0,0.0,7.34375,0.00390625,0.07075687497854233,0.0,0.0,0.20009689033031464,1.0,0.3595326244831085,0.6174830198287964,2.4995155334472656,6.649837017059326,1.7231444411427765e-05,0.9402736998163164,15.563850700389594,3.8959966979455203,0.45987459900788963,19.919721997343004,44.705928325653076,10320,230.8418678799294","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;full_eval;logs;numeric_debug.jsonl;src;train.err.log;train.log"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_big_tokonly_from_backbone_e16","2026-05-30 17:37:38","222.402","12","183.818","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt","True","../../Latent_Style/latent-256","224","12","factorized","","omf","omf","0.0","20.0","","","3","epoch_0008:clip=0.712;lpips=0.439;wall= | epoch_0010:clip=0.712;lpips=0.439;wall= | epoch_0012:clip=0.712;lpips=0.438;wall=","1","exp\tokenizer_t01_big_tokonly_from_backbone_e16\logs\training_20260530_173007.csv","12,7.160243988037109,0.0,0.21866782009601593,0.0,0.0,6.96875,0.00390625,0.07072363048791885,0.0,0.0,0.20574535429477692,1.0,0.36071503162384033,0.6212438344955444,2.5553669929504395,7.397817134857178,1.3237046502538523e-05,0.941874900367111,15.544351099990308,0.6726156000513583,0.05113759986124933,16.268104299902916,26.935410261154175,10304,382.54475800059623","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;epoch_0009.pt;epoch_0010.pt;epoch_0011.pt;epoch_0012.pt;full_eval;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b160","2026-05-30 16:51:41","87.826","2","87.408","epoch_0001.pt;epoch_0002.pt","True","../../Latent_Style/latent-256","160","8","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\tokenizer_t01_carrier_base_b160\logs\training_20260530_165017.csv","2,7.463292598724365,0.0,0.2333114594221115,0.0,0.0,7.28125,0.00390625,0.07071981579065323,0.0,0.0,0.20458984375,1.0,0.3729565143585205,0.6108155846595764,2.5478515625,7.996269226074219,0.00019276855558857225,0.9216181996744126,15.578087500762194,1.9558965992182493,0.23876470094546676,17.77274880092591,38.54743432998657,10240,265.6467331221099","False","","config.json;epoch_0001.pt;epoch_0002.pt;logs;numeric_debug.jsonl;src;train.err.log;train.log"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b176","2026-05-30 17:01:35","387.371","8","349.630","epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt","True","../../Latent_Style/latent-256","176","8","factorized","","omf","omf","0.0","20.0","","","3","epoch_0006:clip=0.702;lpips=0.441;wall= | epoch_0007:clip=0.703;lpips=0.448;wall= | epoch_0008:clip=0.702;lpips=0.448;wall=","1","exp\tokenizer_t01_carrier_base_b176\logs\training_20260530_165354.csv","8,7.166666030883789,0.0,0.22539573907852173,0.0,0.0,6.90625,0.00390625,0.07076145708560944,0.0,0.0,0.19661055505275726,1.0,0.3646712899208069,0.6174544095993042,2.5762391090393066,7.633583068847656,1.7231444411427765e-05,0.9324583008419722,15.487293000333011,1.7859789007343352,0.21324229962192476,17.48651420068927,38.81204605102539,10208,263.0111276942152","False","","config.json;epoch_0001.pt;epoch_0002.pt;epoch_0003.pt;epoch_0004.pt;epoch_0005.pt;epoch_0006.pt;epoch_0007.pt;epoch_0008.pt;full_eval;logs;numeric_debug.jsonl;src"
