"remote_root","exp_dir","last_write","total_mb","weight_count","weight_mb","weight_names","config_exists","data_root","batch_size","num_epochs","style_tokenizer","style_spatial_mode","objective_mode","loss_type","w_flow","terminal_swd_weight","notes","params_raw","summary_count","summary_metrics","training_csv_count","latest_training_csv","latest_training_tail","remote_train_log_exists","remote_train_log_tail","top_level"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","armored_breakthrough_proper","2026-05-30 14:57:58","0.001","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","config_sinkhorn_baseline.json;config_sw30.json;config_sw60.json;config_sw80.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","artfid_wikiart5_compare","2026-05-31 14:33:51","0.008","0","0.000","","False","","","","","","","","","","","","1","artfid_wikiart5_compare:clip=;lpips=;wall=","0","","","False","","summary.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","axis_scale_probe","2026-05-31 22:38:36","90.266","6","90.266","color_x150.pt;color_x250.pt;geometry_x125.pt;specgeo_x120.pt;spectrum_x125.pt;spectrum_x175.pt","False","","","","","","","","","","","","0","","0","","","False","","color_x150.pt;color_x250.pt;geometry_x125.pt;specgeo_x120.pt;spectrum_x125.pt;spectrum_x175.pt"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","configs","2026-05-30 14:58:02","368.559","0","0.000","","False","","","","","","","","","","","","144","epoch_0020:clip=0.705;lpips=0.487;wall= | epoch_0040:clip=0.705;lpips=0.503;wall= | epoch_0060:clip=0.708;lpips=0.511;wall= | epoch_0080:clip=0.708;lpips=0.513;wall= | epoch_0100:clip=0.707;lpips=0.510;wall= | epoch_0120:clip=0.713;lpips=0.534;wall= | epoch_0140:clip=0.713;lpips=0.543;wall= | epoch_0160:clip=0.713;lpips=0.551;wall= | epoch_0020:clip=0.705;lpips=0.487;wall= | epoch_0040:clip=0.705;lpips=0.503;wall= | epoch_0060:clip=0.708;lpips=0.511;wall= | epoch_0080:clip=0.708;lpips=0.513;wall= | epoch_0100:clip=0.707;lpips=0.510;wall= | epoch_0120:clip=0.712;lpips=0.534;wall= | epoch_0140:clip=0.713;lpips=0.543;wall= | epoch_0160:clip=0.713;lpips=0.551;wall= | epoch_0020:clip=0.707;lpips=0.509;wall= | epoch_0040:clip=0.713;lpips=0.537;wall= | epoch_0060:clip=0.713;lpips=0.540;wall= | epoch_0080:clip=0.716;lpips=0.558;wall= | epoch_0100:clip=0.717;lpips=0.570;wall= | epoch_0120:clip=0.717;lpips=0.579;wall= | epoch_0140:clip=0.718;lpips=0.576;wall= | epoch_0160:clip=0.720;lpips=0.584;wall= | epoch_0020:clip=0.712;lpips=0.519;wall= | epoch_0040:clip=0.713;lpips=0.543;wall= | epoch_0060:clip=0.715;lpips=0.557;wall= | epoch_0080:clip=0.716;lpips=0.552;wall= | epoch_0100:clip=0.716;lpips=0.573;wall= | epoch_0120:clip=0.716;lpips=0.566;wall= | epoch_0140:clip=0.718;lpips=0.584;wall= | epoch_0160:clip=0.715;lpips=0.589;wall= | epoch_0020:clip=0.698;lpips=0.438;wall= | epoch_0040:clip=0.703;lpips=0.453;wall= | epoch_0060:clip=0.706;lpips=0.457;wall= | epoch_0080:clip=0.706;lpips=0.472;wall= | epoch_0100:clip=0.710;lpips=0.482;wall= | epoch_0120:clip=0.711;lpips=0.499;wall= | epoch_0140:clip=0.713;lpips=0.509;wall= | epoch_0160:clip=0.712;lpips=0.503;wall= | epoch_0020:clip=0.696;lpips=0.723;wall= | epoch_0040:clip=0.685;lpips=0.738;wall= | epoch_0060:clip=0.684;lpips=0.747;wall= | epoch_0080:clip=0.683;lpips=0.760;wall= | epoch_0100:clip=0.683;lpips=0.757;wall= | epoch_0120:clip=0.684;lpips=0.764;wall= | epoch_0140:clip=0.682;lpips=0.764;wall= | epoch_0160:clip=0.682;lpips=0.762;wall= | epoch_0020:clip=0.737;lpips=0.845;wall= | epoch_0040:clip=0.730;lpips=0.844;wall= | epoch_0060:clip=0.721;lpips=0.842;wall= | epoch_0080:clip=0.731;lpips=0.868;wall= | epoch_0100:clip=0.725;lpips=0.857;wall= | epoch_0120:clip=0.725;lpips=0.871;wall= | epoch_0020:clip=0.723;lpips=0.663;wall= | epoch_0040:clip=0.722;lpips=0.679;wall= | epoch_0060:clip=0.724;lpips=0.681;wall= | epoch_0080:clip=0.718;lpips=0.698;wall= | epoch_0100:clip=0.719;lpips=0.733;wall= | epoch_0120:clip=0.713;lpips=0.753;wall= | epoch_0140:clip=0.715;lpips=0.761;wall= | epoch_0160:clip=0.709;lpips=0.760;wall= | epoch_0020:clip=0.724;lpips=0.672;wall= | epoch_0040:clip=0.726;lpips=0.689;wall= | epoch_0060:clip=0.727;lpips=0.722;wall= | epoch_0080:clip=0.730;lpips=0.720;wall= | epoch_0100:clip=0.728;lpips=0.723;wall= | epoch_0020:clip=0.689;lpips=0.383;wall= | epoch_0040:clip=0.690;lpips=0.389;wall= | epoch_0060:clip=0.696;lpips=0.415;wall= | epoch_0010:clip=0.672;lpips=0.316;wall= | epoch_0020:clip=0.672;lpips=0.324;wall= | epoch_0030:clip=0.673;lpips=0.324;wall= | epoch_0040:clip=0.673;lpips=0.323;wall= | epoch_0050:clip=0.673;lpips=0.327;wall= | epoch_0060:clip=0.672;lpips=0.319;wall= | epoch_0070:clip=0.674;lpips=0.330;wall= | epoch_0080:clip=0.675;lpips=0.331;wall= | epoch_0010:clip=0.684;lpips=0.356;wall= | epoch_0020:clip=0.683;lpips=0.354;wall= | epoch_0030:clip=0.686;lpips=0.374;wall= | epoch_0040:clip=0.686;lpips=0.368;wall= | epoch_0050:clip=0.685;lpips=0.368;wall= | epoch_0060:clip=0.686;lpips=0.369;wall= | epoch_0070:clip=0.685;lpips=0.368;wall= | epoch_0080:clip=0.685;lpips=0.368;wall= | epoch_0010:clip=0.675;lpips=0.326;wall= | epoch_0020:clip=0.675;lpips=0.325;wall= | epoch_0010:clip=0.678;lpips=0.351;wall= | epoch_0020:clip=0.679;lpips=0.351;wall= | epoch_0030:clip=0.683;lpips=0.359;wall= | epoch_0040:clip=0.681;lpips=0.353;wall= | epoch_0050:clip=0.682;lpips=0.360;wall= | epoch_0060:clip=0.682;lpips=0.356;wall= | epoch_0010:clip=0.685;lpips=0.387;wall= | epoch_0020:clip=0.683;lpips=0.408;wall= | epoch_0030:clip=0.685;lpips=0.397;wall= | epoch_0040:clip=0.685;lpips=0.416;wall= | epoch_0050:clip=0.686;lpips=0.411;wall= | epoch_0060:clip=0.688;lpips=0.418;wall= | epoch_0010:clip=0.671;lpips=0.316;wall= | epoch_0020:clip=0.670;lpips=0.319;wall= | epoch_0030:clip=0.670;lpips=0.316;wall= | epoch_0040:clip=0.671;lpips=0.317;wall= | epoch_0050:clip=0.672;lpips=0.323;wall= | epoch_0060:clip=0.672;lpips=0.321;wall= | epoch_0010:clip=0.689;lpips=0.397;wall= | epoch_0020:clip=0.692;lpips=0.406;wall= | epoch_0030:clip=0.692;lpips=0.412;wall= | epoch_0040:clip=0.693;lpips=0.431;wall= | epoch_0050:clip=0.693;lpips=0.429;wall= | epoch_0060:clip=0.693;lpips=0.427;wall= | epoch_0010:clip=0.665;lpips=0.304;wall= | epoch_0020:clip=0.667;lpips=0.307;wall= | epoch_0030:clip=0.667;lpips=0.309;wall= | epoch_0040:clip=0.667;lpips=0.310;wall= | epoch_0050:clip=0.667;lpips=0.308;wall= | epoch_0060:clip=0.667;lpips=0.310;wall= | epoch_0010:clip=0.668;lpips=0.322;wall= | epoch_0020:clip=0.671;lpips=0.324;wall= | epoch_0030:clip=0.672;lpips=0.333;wall= | epoch_0040:clip=0.672;lpips=0.332;wall= | epoch_0050:clip=0.673;lpips=0.338;wall= | epoch_0060:clip=0.674;lpips=0.339;wall= | epoch_0010:clip=0.686;lpips=0.365;wall= | epoch_0020:clip=0.688;lpips=0.371;wall= | epoch_0030:clip=0.687;lpips=0.373;wall= | epoch_0040:clip=0.686;lpips=0.372;wall= | epoch_0050:clip=0.687;lpips=0.373;wall= | epoch_0060:clip=0.688;lpips=0.374;wall= | epoch_0010:clip=0.682;lpips=0.362;wall= | epoch_0020:clip=0.684;lpips=0.374;wall= | epoch_0030:clip=0.685;lpips=0.375;wall= | epoch_0040:clip=0.685;lpips=0.387;wall= | epoch_0050:clip=0.685;lpips=0.386;wall= | epoch_0060:clip=0.685;lpips=0.383;wall= | epoch_0010:clip=0.671;lpips=0.327;wall= | epoch_0020:clip=0.674;lpips=0.335;wall= | epoch_0030:clip=0.675;lpips=0.340;wall= | epoch_0040:clip=0.676;lpips=0.338;wall= | epoch_0050:clip=0.677;lpips=0.343;wall= | epoch_0060:clip=0.676;lpips=0.344;wall= | epoch_0010:clip=0.676;lpips=0.339;wall= | epoch_0020:clip=0.678;lpips=0.340;wall=","28","exp\configs\orthogonal_phase_space_sweep_60\g9_cryogenic_hard_match\logs\training_20260509_112646.csv","27,0.5929296016693115,0.0,0.05341878905892372,0.0,0.498046875,0.0,0.0,0.0,0.0,0.2042885273694992,1.0,0.12109375,0.6285087466239929,0.0001247516106276872,0.10872869990998879,28.530428699799813,4.954152299556881,0.32035250030457973,33.804933499661274,57.52505683898926,10260,178.3570597542807","False","","experiments_root;high_tension_phase_space_sweep;orthogonal_phase_space_sweep_10_validation;orthogonal_phase_space_sweep_20_validation;orthogonal_phase_space_sweep_30_validation;orthogonal_phase_space_sweep_60;orthogonal_phase_space_sweep_debug"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","decision_tree_clip_style","2026-05-30 14:58:02","0.006","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","dino_structure_compare.csv;dino_structure_compare_with_samst.csv;dino_structure_samst_protocol_a_800.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","delta_freq_gain","2026-06-05 09:48:52","147.184","0","0.000","","False","","","","","","","","","","","","2","eval_low100_high050_k5_quick_n6:clip=;lpips=;wall= | eval_low125_high075_k5_quick_n6:clip=;lpips=;wall=","0","","","False","","eval_low100_high050_k5_quick_n6;eval_low125_high075_k5_quick_n6"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","diagnostics","2026-06-01 07:36:46","2,872.709","0","0.000","","False","","","","","","","","","","","","52","axis_scale_color_x150_n6:clip=;lpips=;wall= | axis_scale_color_x250_n6:clip=;lpips=;wall= | axis_scale_geometry_x125_n6:clip=;lpips=;wall= | axis_scale_specgeo_x120_n6:clip=;lpips=;wall= | axis_scale_spectrum_x125_n6:clip=;lpips=;wall= | axis_scale_spectrum_x175_n6:clip=;lpips=;wall= | budget_only_safety125_probe120_b80_lr2e4_n6:clip=;lpips=;wall= | budget_only_safety125_smoke_b80_n6:clip=;lpips=;wall= | budget_only_safety125_smoke_b80_smoke1:clip=;lpips=;wall= | color_channel_operator_120b_b80_n6:clip=;lpips=;wall= | color_channel_operator_realism4_120b_b80_n6:clip=;lpips=;wall= | edit_eff_base_spectral_e2_n6:clip=;lpips=;wall= | edit_eff_base_spectral_e2_n6_hf1:clip=;lpips=;wall= | edit_eff_centroid_e1_n6:clip=;lpips=;wall= | edit_eff_centroid_e1_n6_hf1:clip=;lpips=;wall= | field_budget_release_release_s100_n6:clip=;lpips=;wall= | field_budget_release_release_s150_n6:clip=;lpips=;wall= | fieldbound_budget_safety125_ckpt_n6:clip=;lpips=;wall= | fieldbound_restored_n6:clip=;lpips=;wall= | high_channel_operator_120b_b80_n6:clip=;lpips=;wall= | integral_grid_base_e2_steps2_s075_n6:clip=;lpips=;wall= | integral_grid_base_e2_steps4_s075_n6:clip=;lpips=;wall= | local_patch_org_content_relative_release_120b_b80_n6:clip=;lpips=;wall= | local_patch_org_content_relative_release_20b_b80_n6:clip=;lpips=;wall= | local_patch_org_expr_only_safety125_n6:clip=;lpips=;wall= | local_patch_org_geometry_filter_g003_120b_b48_n6:clip=;lpips=;wall= | local_patch_org_relative_spatial_rank4_120b_b80_n6:clip=;lpips=;wall= | local_patch_org_spatial_gate_rank4_g010_q070_120b_b48_n6:clip=;lpips=;wall= | local_patch_org_x1_safety125_n6:clip=;lpips=;wall= | local_patch_org_x2_safety125_n6:clip=;lpips=;wall= | local_patch_org_x5_safety125_n6:clip=;lpips=;wall= | metric_budget_decoder_safety125_probe120_b80_n6:clip=;lpips=;wall= | pair_content_spatial_head_c120_g050_b020_120b_b80_n6:clip=0.785;lpips=0.354;wall= | pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80_n6:clip=0.785;lpips=0.354;wall= | pairrel_c090_g100_b040_from_spatial_gate_n6:clip=0.772;lpips=0.384;wall= | pairrel_c120_g050_b020_from_spatial_gate_n6:clip=0.785;lpips=0.354;wall= | pairrel_c120_g050_b020_spgain013_from_spatial_gate_n6:clip=0.784;lpips=0.354;wall= | pairrel_signed_spatial_head_c120_g050_b020_120b_b80_n6:clip=0.785;lpips=0.354;wall= | pairrel_signed_spatial_head_geomstat_w005_120b_b80_n6:clip=0.784;lpips=0.354;wall= | pairrel_signed_spatial_head_geomstat_w020_120b_b80_n6:clip=0.785;lpips=0.354;wall= | spatial_gate_channel_tokonly_n6:clip=;lpips=;wall= | spatial_gate_rank4_sameeval_n6:clip=0.785;lpips=0.359;wall= | true_integrate_base_e2_steps4_s100_n6:clip=;lpips=;wall= | true_integrate_base_e2_steps4_s125_n6:clip=;lpips=;wall= | true_integrate_base_e2_steps4_s150_n6:clip=;lpips=;wall= | true_integrate_centroid_gain_e1_n6:clip=;lpips=;wall= | true_integrate_delta_highgain15_n6:clip=;lpips=;wall= | true_integrate_delta_low13_high08_n6:clip=;lpips=;wall= | true_integrate_delta_lowgain15_n6:clip=;lpips=;wall= | true_integrate_probe_gain4_n6:clip=;lpips=;wall= | true_integrate_relative_margin005_e1_steps4_s100_n6:clip=;lpips=;wall= | true_integrate_stylepush_tsw40_kin025_e1_n6:clip=;lpips=;wall=","0","","","False","","axis_scale_color_x150_n6;axis_scale_color_x250_n6;axis_scale_geometry_x125_n6;axis_scale_probe_n6_summary.json;axis_scale_specgeo_x120_n6;axis_scale_spectrum_x125_n6;axis_scale_spectrum_x175_n6;budget_only_safety125_probe120_b80_lr2e4_n6;budget_only_safety125_smoke_b80_n6;budget_only_safety125_smoke_b80_n6_eval.cmd.txt;budget_only_safety125_smoke_b80_n6_eval.err.log;budget_only_safety125_smoke_b80_n6_eval.log;budget_only_safety125_smoke_b80_n6_eval.pid;budget_only_safety125_smoke_b80_smoke1;color_channel_operator_120b_b80_n6;color_channel_operator_realism4_120b_b80_n6;edit_eff_base_spectral_e2_n6;edit_eff_base_spectral_e2_n6_hf1;edit_eff_centroid_e1_n6;edit_eff_centroid_e1_n6_hf1;field_budget_release_release_s100_n6;field_budget_release_release_s150_n6;fieldbound_budget_safety125_ckpt_n6;fieldbound_restored_n6;high_channel_operator_120b_b80_n6"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","diffeomorphic_tangent_head_sweep","2026-05-30 14:58:02","0.020","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","tangent_head_frontier.csv;tangent_head_ledger.jsonl"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","field_budget_release_probe","2026-05-31 22:48:55","30.089","2","30.089","release_s100.pt;release_s150.pt","False","","","","","","","","","","","","0","","0","","","False","","release_s100.pt;release_s150.pt"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","field_scale_probe","2026-05-31 19:59:10","150.685","0","0.000","","False","","","","","","","","","","","","4","baseline_n3:clip=;lpips=;wall= | color140_n3:clip=;lpips=;wall= | geometry130_n3:clip=;lpips=;wall= | spectrum130_n3:clip=;lpips=;wall=","0","","","False","","baseline_n3;color140_n3;geometry130_n3;spectrum130_n3"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","formal_eval_750","2026-06-01 07:57:11","22.082","0","0.000","","False","","","","","","","","","","","","2","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80:clip=0.781;lpips=0.341;wall= | split_axis_geometry_derivgate_fieldbound_g005_120b:clip=0.781;lpips=0.345;wall=","0","","","False","","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80;split_axis_geometry_derivgate_fieldbound_g005_120b"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_history_backfill_20260601","2026-06-01 09:19:17","110.271","0","0.000","","False","","","","","","","","","","","","10","split_axis_execdecoder_bound070_120b_lr2e4:clip=0.781;lpips=0.348;wall= | split_axis_execdecoder_bound090_120b_lr2e4:clip=0.781;lpips=0.349;wall= | split_axis_geostat_execdecoder_fieldbound_120b:clip=0.780;lpips=0.339;wall= | split_axis_tokenizer_geomnorm_120b:clip=0.780;lpips=0.340;wall= | split_axis_tokenizer_geostat_g005_120b:clip=0.780;lpips=0.340;wall= | wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48:clip=0.780;lpips=0.333;wall= | wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48:clip=0.779;lpips=0.323;wall= | wikiart512_ema_spatial_atom_tokonly_e1_b32:clip=0.781;lpips=0.345;wall= | wikiart512_ema_spatial_proto_blend025_guard_e1_b48:clip=0.780;lpips=0.333;wall= | wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32:clip=0.781;lpips=0.346;wall=","0","","","False","","backfill.log;split_axis_execdecoder_bound070_120b_lr2e4;split_axis_execdecoder_bound090_120b_lr2e4;split_axis_geostat_execdecoder_fieldbound_120b;split_axis_tokenizer_geomnorm_120b;split_axis_tokenizer_geostat_g005_120b;wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48;wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48;wikiart512_ema_spatial_atom_tokonly_e1_b32;wikiart512_ema_spatial_proto_blend025_guard_e1_b48;wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_promoted_all5x5","2026-06-01 08:30:56","44.561","0","0.000","","False","","","","","","","","","","","","4","split_axis_execdecoder_40b_lr2e4:clip=0.771;lpips=0.387;wall= | split_axis_execdecoder_fieldbound_c045_s090_g110_120b:clip=0.773;lpips=0.387;wall= | split_axis_geometry_spatial_rank4_120b:clip=0.782;lpips=0.360;wall= | split_axis_tokenizer_geostat_120b:clip=0.772;lpips=0.385;wall=","0","","","False","","_start_test.err;_start_test.log;promoted_eval.err;promoted_eval.log;split_axis_execdecoder_40b_lr2e4;split_axis_execdecoder_fieldbound_c045_s090_g110_120b;split_axis_geometry_spatial_rank4_120b;split_axis_tokenizer_geostat_120b"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_promoted_all5x5_b2","2026-06-01 08:37:23","23.493","0","0.000","","False","","","","","","","","","","","","2","split_axis_geometry_derivative_filter_rank4_120b:clip=0.781;lpips=0.360;wall= | split_axis_geometry_filter_rank4_120b:clip=0.782;lpips=0.360;wall=","0","","","False","","promoted_eval_b2.err;promoted_eval_b2.log;split_axis_geometry_derivative_filter_rank4_120b;split_axis_geometry_filter_rank4_120b"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","kinetic_sweep","2026-05-30 14:58:02","4.169","0","0.000","","False","","","","","","","","","","","","9","epoch_0007:clip=0.689;lpips=0.337;wall= | epoch_0007:clip=0.689;lpips=0.340;wall= | epoch_0007:clip=0.687;lpips=0.344;wall= | PK_null:clip=0.690;lpips=0.339;wall= | epoch_0007:clip=0.692;lpips=0.348;wall= | epoch_0007:clip=0.683;lpips=0.331;wall= | epoch_0004:clip=0.685;lpips=0.335;wall= | epoch_0007:clip=0.678;lpips=0.328;wall= | epoch_0007:clip=0.686;lpips=0.340;wall=","11","exp\kinetic_sweep\TGK_light\checkpoints\logs\training_20260516_022701.csv","7,4.875267505645752,0.9657192826271057,0.010709826834499836,0.009098466485738754,0.8744731545448303,0.12965796887874603,0.0,0.0,1.798261046409607,0.05000011995434761,0.19988389313220978,0.49767082929611206,0.8817622065544128,0.6098982691764832,0.0,0.0,1.9407957549270194e-05,0.5344510999957492,173.81242170000678,19.80716040000425,0.5674873999996635,194.1870695000107,239.2899796962738,10336,43.19445391369621","False","","CK_05;CK_10;CK_loose;eval_results;PK_null;PK_null_hiSWD;sweep_results.json;TGK_05;TGK_05e2;TGK_10;TGK_CK;TGK_light;TGK_strongW"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","launch_logs","2026-06-01 15:23:44","0.000","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","distinct5_e8_e16_b48.err.log;distinct5_e8_e16_b48.out.log"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","legacy","2026-05-30 14:58:02","39.699","0","0.000","","False","","","","","","","","","","","","19","epoch_0020:clip=0.715;lpips=0.519;wall= | epoch_0040:clip=0.712;lpips=0.643;wall= | epoch_0040_adapter_style_branch:clip=0.685;lpips=0.389;wall= | epoch_0040_adapter_style_emb_only:clip=0.679;lpips=0.409;wall= | epoch_0040_steps24_strength125_step120:clip=0.685;lpips=0.388;wall= | epoch_0040_steps32_strength180_step160:clip=0.685;lpips=0.388;wall= | epoch_0040_steps4_strength100_step100:clip=0.687;lpips=0.397;wall= | epoch_0030:clip=0.698;lpips=0.525;wall= | epoch_0020:clip=0.718;lpips=0.598;wall= | epoch_0040:clip=0.698;lpips=0.641;wall= | epoch_0080:clip=0.688;lpips=0.686;wall= | epoch_0040:clip=0.651;lpips=0.669;wall= | epoch_0080:clip=0.635;lpips=0.710;wall= | epoch_0120:clip=0.626;lpips=0.747;wall= | epoch_0010:clip=0.666;lpips=0.298;wall= | epoch_0020:clip=0.682;lpips=0.356;wall= | epoch_0040:clip=0.686;lpips=0.367;wall= | epoch_0060:clip=0.686;lpips=0.376;wall= | epoch_0080:clip=0.686;lpips=0.373;wall=","18","exp\legacy\ot-exp\logs\training_20260508_200440.csv","42,4.418420791625977,0.0,0.5610409379005432,0.0,0.478515625,3.1521103382110596,0.10000015795230865,0.0,0.0,0.19982531666755676,1.0,0.2216796875,0.5365643501281738,3.0416159946027727e-05,0.08899880002718419,15.102281099796528,2.57326449987886,0.3484357000270393,18.023981299702427,29.01667356491089,10304,355.10617634890997","False","","artifacts;artifacts_omf_e30;artifacts_omf_monge_e20;horse2zebra_omf;launch_logs;ot-exp;ot-exp-80;ot-exp-struct"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_120b_b80","2026-06-01 00:26:27","0.457","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\local_patch_org_content_relative_release_120b_b80\logs\training_20260601_002521.csv","1,10.746131896972656,0.0,0.3123423755168915,0.0,0.0,9.9375,0.0009765625,0.07074888795614243,0.0,0.0,0.20781248807907104,1.0,0.39502036571502686,0.614490270614624,3.537461519241333,13.432164192199707,0.0005,1.3138268003240228,62.63946250244044,0.2775631982367486,0.13462250074371696,63.0516482014209,65.77110600471497,9600,145.96075059634546","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_120b_b80_smoke_b16_2b","2026-06-05 04:08:57","0.403","0","0.000","","True","I:/wikiart_latents_512_ema","16","1","factorized","","omf","omf","0.0","20.0","","","0","","2","exp\local_patch_org_content_relative_release_120b_b80_smoke_b16_2b\logs\training_20260601_002432.csv","1,11.648969650268555,0.0,0.3775034546852112,0.0,0.0,11.0,0.0009765625,0.07075882703065872,0.0,0.0,0.15625,1.0,0.43283337354660034,0.6193515062332153,3.707951545715332,9.680070877075195,0.0005,0.0068853001575917006,5.18444100022316,0.031413099728524685,0.012552700005471706,5.228406799957156,5.286663293838501,32,6.052967291731129","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_20b_b80","2026-06-01 00:30:18","0.412","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\local_patch_org_content_relative_release_20b_b80\logs\training_20260601_003002.csv","1,11.04129409790039,0.0,0.31854015588760376,0.0,0.0,10.5,0.0009765625,0.07074959576129913,0.0,0.0,0.1925000101327896,1.0,0.39865055680274963,0.6187933683395386,3.5919876098632812,12.9479341506958,0.0005,0.22424960019998252,15.059975499752909,0.09400489972904325,0.03134070010855794,15.18532109959051,15.730785369873047,1600,101.71138709096205","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_geometry_filter_g003_120b_b48","2026-05-31 23:47:00","0.446","0","0.000","","True","I:/wikiart_latents_512_ema","48","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\local_patch_org_geometry_filter_g003_120b_b48\logs\training_20260531_234559.csv","1,10.614712715148926,0.0,0.32637396454811096,0.0,0.0,9.75,0.0009765625,0.07074879854917526,0.0,0.0,0.19583332538604736,1.0,0.40387555956840515,0.6184981465339661,3.5612080097198486,12.893996238708496,0.0005,0.8086526996921748,41.45949320169166,5.652676301309839,0.13870769971981645,47.25087720272131,60.663959980010986,5760,94.94929117548446","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_relative_spatial_rank4_120b_b80","2026-06-01 00:39:57","0.460","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\local_patch_org_relative_spatial_rank4_120b_b80\logs\training_20260601_003829.csv","1,10.750164985656738,0.0,0.31637755036354065,0.0,0.0,9.9375,0.0009765625,0.0707482099533081,0.0,0.0,0.20781248807907104,1.0,0.39777839183807373,0.6185734272003174,3.6179232597351074,13.385090827941895,0.0005,1.382695599924773,63.36516739963554,2.7612054992932826,0.1436005998402834,66.2699734987691,88.25019240379333,9600,108.7816325212607","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_relative_spatial_rank4_120b_b80_smoke_b16_2b","2026-06-05 04:08:57","0.405","0","0.000","","True","I:/wikiart_latents_512_ema","16","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\local_patch_org_relative_spatial_rank4_120b_b80_smoke_b16_2b\logs\training_20260601_003737.csv","1,11.648637771606445,0.0,0.3771708309650421,0.0,0.0,11.0,0.0009765625,0.07075859606266022,0.0,0.0,0.15625,1.0,0.4326561987400055,0.6194470524787903,3.709010362625122,9.679713249206543,0.0005,0.006900500040501356,5.221339400159195,0.6556643000803888,0.014726300025358796,5.891730000264943,5.982264518737793,32,5.349144943318509","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_spatial_gate_rank4_g010_q070_120b_b48","2026-05-31 23:59:03","0.449","0","0.000","","True","I:/wikiart_latents_512_ema","48","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\local_patch_org_spatial_gate_rank4_g010_q070_120b_b48\logs\training_20260531_235807.csv","1,10.617403984069824,0.0,0.32646268606185913,0.0,0.0,9.75,0.0009765625,0.07074824720621109,0.0,0.0,0.19583332538604736,1.0,0.40390610694885254,0.6185336112976074,3.562779426574707,12.893880844116211,0.0005,0.7983048995956779,40.23159749945626,2.216700801393017,0.13972910004667938,42.58802740089595,55.65289545059204,5760,103.49865812666759","False","","config.json;logs;numeric_debug.jsonl;src"
