"remote_root","directory","epoch","checkpoint_path","checkpoint_mb","checkpoint_last_write","config_path","ablation_stage","ablation_axis","batch_size","num_epochs","data_root","style_tokenizer","tokenizer_projection_mode","tokenizer_content_adaptive","style_spatial_mode","train_log_path","train_log_lines","train_last_epoch","train_epoch_time_sec","train_sum_epoch_time_sec","samples_seen","samples_per_sec","cuda_peak_allocated_gb","eval_summary_path","eval_summary_kind","eval_timestamp","transfer_clip_style","transfer_content_lpips","transfer_art_fid","transfer_art_fid_fid","full_clip_style","full_content_lpips","full_art_fid","wall_total_sec","eval_total_sec","lancet_generation_sec","config_note"
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0001","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0001.pt","67.26","2026-06-03 22:38:39","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0001\summary.json","full_eval","2026-06-03 22:55:52","0.6657610585788886","0.3396798792833333",,,"0.6977518622477851","0.3331266479600001",,"111.99988173399925","26.8151981230003","6.143637165001564","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0002","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0002.pt","67.26","2026-06-03 22:39:46","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0002\summary.json","full_eval","2026-06-03 22:58:53","0.6637254176040491","0.3655321943833333",,,"0.6950702723264693","0.35692655492",,"121.9430976019994","38.02340559000004","8.513822389981215","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0003","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0003.pt","67.26","2026-06-03 22:40:54","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0003\summary.json","full_eval","2026-06-03 23:02:04","0.661764578272899","0.36060448111666676",,,"0.6929030705690384","0.35103963470666666",,"126.47379621800064","37.73737820600036","10.057204844009902","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0004","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0004.pt","67.26","2026-06-03 22:42:01","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0004\summary.json","full_eval","2026-06-03 23:05:19","0.6607113491992156","0.34854177225",,,"0.6925554782946903","0.33942727562666664",,"130.40203274800115","41.695251790999464","10.348172327012435","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0005","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0005.pt","67.26","2026-06-03 22:43:09","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0005\summary.json","full_eval","2026-06-03 23:08:32","0.661518538246552","0.35016551106666666",,,"0.6936501923004788","0.3406463328666666",,"127.11739125399981","38.203095566999764","10.530626894003944","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0006","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0006.pt","67.26","2026-06-03 22:44:17","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0006\summary.json","full_eval","2026-06-03 23:11:48","0.6626541547477245","0.3617854780333333",,,"0.6940375403165817","0.3516222944933334",,"130.2783281079992","38.98981357200137","10.729135983998276","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0007","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0007.pt","67.26","2026-06-03 22:45:24","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0007\summary.json","full_eval","2026-06-03 23:15:11","0.6655584088961283","0.3816842652",,,"0.6959628767967223","0.3700698167733333",,"138.85060355799942","42.591259288999936","10.573826673002259","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0008","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0008.pt","67.26","2026-06-03 22:46:32","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\config.json","f_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","9","8","67.0106086730957","546.339376449585","4972","74.19720695651917","8.867725372314453","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0008\summary.json","full_eval","2026-06-03 23:18:40","0.666298123896122","0.3846649028333334",,,"0.6963574084440866","0.3734877124266667",,"136.38432930499948","40.42383317399981","12.736426485002085","Longer-training sweep for the F low-LPIPS Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to decide whether any checkpoint deserves targetwise ArtFID."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0001","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0001.pt","67.702","2026-06-03 23:39:00","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0001\summary.json","full_eval","2026-06-03 23:50:22","0.6712508509556453","0.3722510408333334",,,"0.700999891837438","0.36226504592",,"99.50512621400048","24.86043718200017","5.637355593000393","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0002","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0002.pt","67.702","2026-06-03 23:40:04","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0002\summary.json","full_eval","2026-06-03 23:52:59","0.668066897491614","0.3713360708833333",,,"0.6979179910818735","0.3623212898666667",,"105.36358040800042","25.463482609000494","5.917547840977932","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
