"remote_root","directory","epoch","checkpoint_path","checkpoint_mb","checkpoint_last_write","config_path","ablation_stage","ablation_axis","batch_size","num_epochs","data_root","style_tokenizer","tokenizer_projection_mode","tokenizer_content_adaptive","style_spatial_mode","train_log_path","train_log_lines","train_last_epoch","train_epoch_time_sec","train_sum_epoch_time_sec","samples_seen","samples_per_sec","cuda_peak_allocated_gb","eval_summary_path","eval_summary_kind","eval_timestamp","transfer_clip_style","transfer_content_lpips","transfer_art_fid","transfer_art_fid_fid","full_clip_style","full_content_lpips","full_art_fid","wall_total_sec","eval_total_sec","lancet_generation_sec","config_note"
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0003","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0003.pt","67.702","2026-06-03 23:41:09","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0003\summary.json","full_eval","2026-06-03 23:55:40","0.6670163323978582","0.37743857948333337",,,"0.6963347673813501","0.36802641451999996",,"106.8814852659998","23.678842290999455","6.213424972005669","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0004","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0004.pt","67.702","2026-06-03 23:42:14","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0004\summary.json","full_eval","2026-06-03 23:58:16","0.6668556912740071","0.3757503867333333",,,"0.6959631377061207","0.36624003128000004",,"101.22834209699977","28.682112467999104","5.525035171991476","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0005","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0005.pt","67.702","2026-06-03 23:43:20","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0005\summary.json","full_eval_artfid","2026-06-05 02:17:47","0.6670102730890115","0.3587850992","408.30893303471623","300.9340823217969","0.6968854040702184","0.35041562665333337","365.0104045254382","101.55471802900001","28.40693625100002","5.112680981000011","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0006","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0006.pt","67.702","2026-06-03 23:44:25","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0006\summary.json","full_eval_artfid","2026-06-05 02:37:16","0.6693240416049957","0.3850040076333333","410.73704020008245","296.4270816549889","0.6979902493158976","0.37408567387999997","370.4722463692777","104.54114171100014","30.52436118300011","6.367656234999686","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0007","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0007.pt","67.702","2026-06-03 23:45:30","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0007\summary.json","full_eval_artfid","2026-06-05 02:56:53","0.6705300333599249","0.4013532969","410.32343420389236","292.8767445641096","0.6985541739861172","0.3896545574133334","371.2665286813901","99.20048128999997","28.093999058999998","5.348833313000796","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0008","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0008.pt","67.702","2026-06-03 23:46:35","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\config.json","k_longer_e8","aaai2027_longer_training","44","8","/mnt/i/wikiart_distinct5_samam_512_latents_ema/train","factorized","global_vq","True","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","9","8","64.67221856117249","526.95859503746","4972","76.87999747986161","8.86839771270752","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval_artfid\epoch_0008\summary.json","full_eval_artfid","2026-06-05 03:17:24","0.6704904128611089","0.40721832901666677","410.9300433144268","292.5433706541177","0.6980717715819675","0.3954093326666666","372.67656743624354","105.18277635000004","30.503645519999736","6.7843992059947595","Longer-training sweep for the K high-style Distinct5-512 base. Only extends training from the prior e3 family to eight epochs under the formal remote batch-44 setting; no architecture or loss changes. Use per-epoch CLIP-S/LPIPS to test whether K can reduce LPIPS without losing its style advantage."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44","epoch_0001","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\epoch_0001.pt","67.26","2026-06-03 15:18:18","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\config.json","h_base_reference","aaai2027_path_kinetic","44","3","I:\wikiart_distinct5_latents_512_ema","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\logs\training_20260603_151707.csv","4","3","63.742483615875244","198.706798791885","4972","78.00135353937965","8.86479139328003","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\full_eval\epoch_0001\summary.json","full_eval","2026-06-03 15:22:07","0.6604710305730502","0.4350599366333333",,,"0.6890949975649515","0.4272169886266666",,"87.72151049994864","18.199752900050953","5.182015601778403","AAAI 2027 Distinct5 path-stability packet base. H queue family, seed 42, remote RTX 3060 formal batch 44. Matches the current H-family executor while preparing weakened-kinetic controls for the bounded path-energy probe."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44","epoch_0002","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\epoch_0002.pt","67.26","2026-06-03 15:19:22","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\config.json","h_base_reference","aaai2027_path_kinetic","44","3","I:\wikiart_distinct5_latents_512_ema","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\logs\training_20260603_151707.csv","4","3","63.742483615875244","198.706798791885","4972","78.00135353937965","8.86479139328003","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\full_eval\epoch_0002\summary.json","full_eval","2026-06-03 15:23:49","0.6552742746472361","0.4259021642833333",,,"0.6821472762425739","0.4198360237333333",,"87.18359550018795","17.98762679984793","5.114104000618681","AAAI 2027 Distinct5 path-stability packet base. H queue family, seed 42, remote RTX 3060 formal batch 44. Matches the current H-family executor while preparing weakened-kinetic controls for the bounded path-energy probe."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44","epoch_0003","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\epoch_0003.pt","67.26","2026-06-03 15:20:26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\config.json","h_base_reference","aaai2027_path_kinetic","44","3","I:\wikiart_distinct5_latents_512_ema","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\logs\training_20260603_151707.csv","4","3","63.742483615875244","198.706798791885","4972","78.00135353937965","8.86479139328003","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44\full_eval\epoch_0003\summary.json","full_eval","2026-06-03 15:25:31","0.6610099120934805","0.425756811",,,"0.6886810460885365","0.41713832806666673",,"87.37109569995664","18.103386100148782","5.114868900505826","AAAI 2027 Distinct5 path-stability packet base. H queue family, seed 42, remote RTX 3060 formal batch 44. Matches the current H-family executor while preparing weakened-kinetic controls for the bounded path-energy probe."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k000","epoch_0001","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\epoch_0001.pt","67.259","2026-06-03 15:53:47","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\config.json","kinetic_removed_000","aaai2027_path_kinetic","44","3","I:\wikiart_distinct5_latents_512_ema","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\logs\training_20260603_155235.csv","4","3","63.74997162818909","199.110300779343","4972","77.99219157301509","8.862105369567871","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\full_eval\epoch_0001\summary.json","full_eval","2026-06-03 15:57:37","0.6571637350817522","0.5246094292833334",,,"0.676097525715828","0.5198469810933334",,"89.29995969985612","19.35339830000885","5.351113004144281","Matched no-kinetic arm for the Distinct5 path-stability packet. Keeps the H-family queue and tokenizer fixed while removing kinetic regularization."
"I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_path_kinetic_h_base_seed42_b44_k000","epoch_0002","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\epoch_0002.pt","67.259","2026-06-03 15:54:51","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\config.json","kinetic_removed_000","aaai2027_path_kinetic","44","3","I:\wikiart_distinct5_latents_512_ema","factorized","global_vq","False","vq_content_guided","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\logs\training_20260603_155235.csv","4","3","63.74997162818909","199.110300779343","4972","77.99219157301509","8.862105369567871","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_path_kinetic_h_base_seed42_b44_k000\full_eval\epoch_0002\summary.json","full_eval","2026-06-03 15:59:20","0.6564998625715575","0.49055543120000006",,,"0.6775058577855428","0.4862386243466667",,"88.24905449990183","18.565261600073427","5.212147100595757","Matched no-kinetic arm for the Distinct5 path-stability packet. Keeps the H-family queue and tokenizer fixed while removing kinetic regularization."
