"remote_root","archive","run","eval_name","summary_entry","summary_bytes","unrar_p_exit_code","metric_path","metric_value"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.vangogh.delta_kid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.vangogh.delta_kid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.count","30"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.clip_dir","0.4397981231411298"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.clip_style","0.6003704686959584"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.content_lpips","0.7537721403333333"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.clip_content","0.5200957173333333"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.fid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.art_fid_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.art_fid_content_lpips",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.art_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.fid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.delta_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.delta_fid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.kid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.kid_style_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.kid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.kid_baseline_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.delta_kid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.monet.cezanne.delta_kid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.count","30"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.clip_dir","0.588402909040451"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.clip_style","0.6523516555627187"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.content_lpips","0.8100862763333333"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.clip_content","0.538885105"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.fid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.art_fid_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.art_fid_content_lpips",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.art_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.fid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.delta_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.delta_fid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.kid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.kid_style_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.kid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.kid_baseline_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.delta_kid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.photo.delta_kid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.count","30"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.clip_dir","0.6429785331090291"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.clip_style","0.6759409765402477"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.content_lpips","0.7766546026666669"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.clip_content","0.5557501516666666"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.fid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.art_fid_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.art_fid_content_lpips",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.art_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.fid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.delta_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.delta_fid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.kid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.kid_style_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.kid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.kid_baseline_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.delta_kid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.Hayao.delta_kid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.count","30"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.clip_dir","0.3867016524076462"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.clip_style","0.5703756471474966"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.content_lpips","0.7988651523333334"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.clip_content","0.5405940566666666"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.fid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.art_fid_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.art_fid_content_lpips",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.art_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.fid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.delta_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.delta_fid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.kid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.kid_style_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.kid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.kid_baseline_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.delta_kid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.monet.delta_kid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.count","30"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.clip_dir","0.44770644704500834"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.clip_style","0.6240048984686534"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.content_lpips","0.7797148076666666"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.clip_content","0.5408281433333334"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.fid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.art_fid_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.art_fid_content_lpips",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.art_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.fid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.delta_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.delta_fid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.kid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.kid_style_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.kid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.kid_baseline_std",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.delta_kid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.vangogh.delta_kid_ratio",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.count","30"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.clip_dir","0.4074223577976227"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.clip_style","0.5992194414138794"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.content_lpips","0.7849318236666668"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.clip_content","0.5500483256666666"
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.fid_style",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.art_fid_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.art_fid_content_lpips",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.art_fid",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.fid_baseline",""
"I:\Github\Latent_Style","Cycle-NCE\45.rar","45_02_naked_fusion","epoch_0030_tokenized_distill_epochs200","45\45_02_naked_fusion\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json","20452","0","matrix_breakdown.vangogh.cezanne.delta_fid",""
