"remote_root","exp_dir","total_files","total_mb","media_count","media_mb","generated_media_count","generated_media_mb","grid_media_count","grid_media_mb","summary_count","csv_count","weight_count","largest_media_examples"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_120b","169","73.920","151","73.425","150","71.166","1","2.259","1","3","0","exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\grid_first_per_class.png:2.259MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.585MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.565MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.559MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.546MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_g005_120b","168","73.934","151","73.440","150","71.180","1","2.259","1","2","0","exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\grid_first_per_class.png:2.259MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.585MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.569MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.565MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.561MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.558MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png:0.553MB;exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.545MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","temp_anneal_proper","6","0.002","0","0.000","0","0.000","0","0.000","0","0","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_control_probes","4230","1,977.872","4125","1,974.441","4125","1,974.441","0","0.000","52","45","0","exp\tokenizer_control_probes\truegrad_e1_core_n4\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.599MB;exp\tokenizer_control_probes\truegrad_e1_core_n4\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.596MB;exp\tokenizer_control_probes\truegrad_e1_fields_n4\budget_high_150\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.594MB;exp\tokenizer_control_probes\fieldbound_causal_n2\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.594MB;exp\tokenizer_control_probes\fieldbound_or_budget_n6\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.594MB;exp\tokenizer_control_probes\truegrad_e1_core_n4\zero_spatial_prior\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.593MB;exp\tokenizer_control_probes\truegrad_e1_fields_n4\zero_code_zero_spatial\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.591MB;exp\tokenizer_control_probes\truegrad_e1_fields_n4\zero_code_zero_spatial\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.591MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_from_spectral_e120_b16","154","74.401","151","74.303","150","72.031","1","2.272","1","1","0","exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\grid_first_per_class.png:2.272MB;exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.615MB;exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.592MB;exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.581MB;exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.581MB;exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.570MB;exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.567MB;exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\generated\Symbolism__ferdinand-hodler_compositional-study-to-retreat-from-marignano__to__Impressionism.png:0.563MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_metric_e300_b16","154","73.158","151","73.058","150","70.807","1","2.251","1","1","0","exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\grid_first_per_class.png:2.251MB;exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.591MB;exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.572MB;exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.564MB;exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.559MB;exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.559MB;exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\generated\Expressionism__ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen__to__Impressionism.png:0.553MB;exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\generated\Post_Impressionism__amrita-sher-gil_shringaar-1940__to__Impressionism.png:0.544MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_metric_smoke_b16","154","73.943","151","73.846","150","71.583","1","2.263","1","1","0","exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\grid_first_per_class.png:2.263MB;exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.580MB;exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png:0.565MB;exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png:0.564MB;exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\generated\Post_Impressionism__henri-de-toulouse-lautrec_at-the-rat-mort-1899__to__Impressionism.png:0.563MB;exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Symbolism.png:0.554MB;exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\generated\Impressionism__childe-hassam_afternoon-in-nantucket__to__Impressionism.png:0.552MB;exp\tokenizer_directional_metric_smoke_b16\quick_eval_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png:0.546MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_metric_smoke_b24","0","0.000","0","0.000","0","0.000","0","0.000","0","0","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_additive_base","2284","388.860","2253","38.178","0","0.000","3","8.169","3","4","8","exp\tokenizer_t01_additive_base\full_eval\epoch_0006\summary_grid.png:2.740MB;exp\tokenizer_t01_additive_base\full_eval\epoch_0008\summary_grid.png:2.728MB;exp\tokenizer_t01_additive_base\full_eval\epoch_0007\summary_grid.png:2.701MB;exp\tokenizer_t01_additive_base\full_eval\epoch_0006\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_additive_base\full_eval\epoch_0008\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_additive_base\full_eval\epoch_0007\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_additive_base\full_eval\epoch_0006\images\vangogh_00289_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_additive_base\full_eval\epoch_0008\images\vangogh_00289_to_vangogh.jpg:0.020MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_big_tokonly_from_backbone_e16","2286","222.402","2253","37.575","0","0.000","3","8.198","3","4","12","exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0010\summary_grid.png:2.750MB;exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0012\summary_grid.png:2.746MB;exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0008\summary_grid.png:2.702MB;exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0008\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0012\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0010\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0010\images\vangogh_00289_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_big_tokonly_from_backbone_e16\full_eval\epoch_0012\images\vangogh_00289_to_vangogh.jpg:0.020MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b160","19","87.826","0","0.000","0","0.000","0","0.000","0","1","2",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b176","2282","387.371","2253","36.817","0","0.000","3","7.820","3","4","8","exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0008\summary_grid.png:2.636MB;exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0006\summary_grid.png:2.594MB;exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0007\summary_grid.png:2.591MB;exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0007\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0006\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0008\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0007\images\vangogh_00289_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_carrier_base_b176\full_eval\epoch_0008\images\vangogh_00289_to_vangogh.jpg:0.019MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_carrier_base_b176_e16","2290","739.909","2253","39.473","0","0.000","3","8.561","3","4","16","exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0016\summary_grid.png:2.928MB;exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0012\summary_grid.png:2.907MB;exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0014\summary_grid.png:2.725MB;exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0012\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.021MB;exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0016\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.021MB;exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0014\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0012\images\vangogh_00289_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_carrier_base_b176_e16\full_eval\epoch_0016\images\vangogh_00289_to_vangogh.jpg:0.020MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_batch224_mem_smoke","15","0.345","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_batch288_mem_smoke","14","0.336","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_remote_smoke","15","0.341","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_concept_atoms_tokonly_from_backbone_e16","2298","400.253","2253","37.554","0","0.000","3","7.994","3","4","24","exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0016\summary_grid.png:2.684MB;exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0008\summary_grid.png:2.676MB;exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0024\summary_grid.png:2.633MB;exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0024\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0016\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0008\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0024\images\vangogh_00289_to_vangogh.jpg:0.019MB;exp\tokenizer_t01_concept_atoms_tokonly_from_backbone_e16\full_eval\epoch_0016\images\vangogh_00289_to_vangogh.jpg:0.019MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_frozen_tok_fresh_lancet_e16","31","697.454","0","0.000","0","0.000","0","0.000","0","1","16",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_tokonly_from_backbone_e16","25","151.305","0","0.000","0","0.000","0","0.000","0","1","10",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_direct_atom_residual_warmup_e2_from_backbone_e16","17","30.528","0","0.000","0","0.000","0","0.000","0","1","2",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_backbone_e16","773","187.843","751","12.935","0","0.000","1","2.782","1","3","4","exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\summary_grid.png:2.782MB;exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.021MB;exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\images\vangogh_00289_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\images\vangogh_00005_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\images\photo_2013-11-14 14_11_02_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\images\vangogh_00418_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\images\vangogh_00519_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_backbone_e16\full_eval\epoch_0016\images\Hayao_1008_to_vangogh.jpg:0.019MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_base","2284","387.434","2253","36.943","0","0.000","3","8.017","3","4","8","exp\tokenizer_t01_factorized_base\full_eval\epoch_0008\summary_grid.png:2.687MB;exp\tokenizer_t01_factorized_base\full_eval\epoch_0006\summary_grid.png:2.666MB;exp\tokenizer_t01_factorized_base\full_eval\epoch_0007\summary_grid.png:2.663MB;exp\tokenizer_t01_factorized_base\full_eval\epoch_0006\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_base\full_eval\epoch_0008\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_base\full_eval\epoch_0007\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_base\full_eval\epoch_0008\images\vangogh_00289_to_vangogh.jpg:0.019MB;exp\tokenizer_t01_factorized_base\full_eval\epoch_0006\images\vangogh_00289_to_vangogh.jpg:0.019MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_smoke_b16","15","0.510","0","0.000","0","0.000","0","0.000","0","1","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_t01_factorized_tokonly_e12","772","73.518","751","12.281","0","0.000","1","2.632","1","2","4","exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\summary_grid.png:2.632MB;exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\images\photo_2013-11-20 11_21_32_to_vangogh.jpg:0.020MB;exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\images\vangogh_00289_to_vangogh.jpg:0.019MB;exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\images\vangogh_00005_to_vangogh.jpg:0.019MB;exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\images\photo_2013-11-14 14_11_02_to_vangogh.jpg:0.019MB;exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\images\vangogh_00418_to_vangogh.jpg:0.019MB;exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\images\vangogh_00519_to_vangogh.jpg:0.019MB;exp\tokenizer_t01_factorized_tokonly_e12\full_eval\epoch_0012\images\monet_01326_to_vangogh.jpg:0.019MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","weight_sweep_40","972","52.136","0","0.000","0","0.000","0","0.000","320","447","0",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_e2_b80","17","87.691","0","0.000","0","0.000","0","0.000","0","1","2",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48","2274","32.780","2253","31.441","0","0.000","3","6.776","3","4","0","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0016\summary_grid.png:2.343MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0008\summary_grid.png:2.245MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0004\summary_grid.png:2.188MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0004\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Impressionism.jpg:0.021MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0008\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Impressionism.jpg:0.021MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0016\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Early_Renaissance.jpg:0.021MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0008\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Early_Renaissance.jpg:0.021MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\full_eval\epoch_0004\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Ukiyo_e.jpg:0.021MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64","2274","31.128","2253","30.155","0","0.000","3","6.039","3","4","0","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0004\summary_grid.png:2.078MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0006\summary_grid.png:2.015MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0008\summary_grid.png:1.947MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0008\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Impressionism.jpg:0.020MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0006\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Impressionism.jpg:0.020MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0008\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Early_Renaissance.jpg:0.020MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0006\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Early_Renaissance.jpg:0.020MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\full_eval\epoch_0006\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Rococo.jpg:0.019MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48","2274","32.766","2253","31.574","0","0.000","3","6.753","3","4","0","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0014\summary_grid.png:2.368MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0012\summary_grid.png:2.234MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0016\summary_grid.png:2.151MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0016\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Impressionism.jpg:0.021MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0014\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Impressionism.jpg:0.021MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0016\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Early_Renaissance.jpg:0.020MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0012\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Early_Renaissance.jpg:0.020MB;exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\full_eval\epoch_0014\images\Early_Renaissance_antonello-da-messina_painter-self-portrait_to_Early_Renaissance.jpg:0.020MB"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b56","16","44.061","0","0.000","0","0.000","0","0.000","0","1","1",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4","168","4.766","151","4.278","0","0.000","1","2.648","1","2","0","exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\summary_grid.png:2.648MB;exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\images\Expressionism_max-beckmann_night-1918_to_Post_Impressionism.jpg:0.019MB;exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\images\Expressionism_max-beckmann_night-1918_to_Expressionism.jpg:0.019MB;exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\images\Expressionism_max-beckmann_night-1918_to_Impressionism.jpg:0.018MB;exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\images\Expressionism_max-beckmann_night-1918_to_Realism.jpg:0.017MB;exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\images\Expressionism_max-beckmann_night-1918_to_Symbolism.jpg:0.017MB;exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\images\Post_Impressionism_vincent-van-gogh_road-with-cypresses-1890_to_Post_Impressionism.jpg:0.015MB;exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\images\Post_Impressionism_vincent-van-gogh_road-with-cypresses-1890_to_Expressionism.jpg:0.014MB"
