"verify_run","remote_root","relative_path","expected","exists","pass","reason"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments.rar","absent","False","True","deleted resolved duplicate archive"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments","present","True","True","expanded experiments evidence retained"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\config.json","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\a2a88b96561196777ca173b15309ea859f4d2ce0; target_exists=True; target_bytes=4186; archive_bytes=4186"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\merges.txt","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\bbfec752c9a675946c6dce106def6f35c882dcc2; target_exists=True; target_bytes=524657; archive_bytes=524657"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\preprocessor_config.json","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\5a12a1eb250987a4eee0e3e7d7338c4b22724be1; target_exists=True; target_bytes=316; archive_bytes=316"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\pytorch_model.bin","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\a63082132ba4f97a80bea76823f544493bffa8082296d62d71581a4feff1576f; target_exists=True; target_bytes=605247071; archive_bytes=605247071"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\special_tokens_map.json","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\9bfb42aa97dcd61e89f279ccaee988bccb4fabae; target_exists=True; target_bytes=389; archive_bytes=389"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\tokenizer.json","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\564c0ebd5ce29c4ee4864004aee693deadd3128c; target_exists=True; target_bytes=2224041; archive_bytes=2224041"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\tokenizer_config.json","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\4fdaf6842dd5a725b940c92b6b692490ce59d548; target_exists=True; target_bytes=592; archive_bytes=592"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\vocab.json","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\182766ce89b439768edadda342519f33802f5364; target_exists=True; target_bytes=862328; archive_bytes=862328"
"2026-06-05T12:49:41","I:\Github\Latent_Style","experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\c237dc49a33fc61debc9276459120b7eac67e7ef\model.safetensors","symlink target same-size","True","True","link_type=SymbolicLink; attrs=Archive, ReparsePoint; target=I:\Github\Latent_Style\experiments\eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\99d28a652e6ec46629ab7047a0ac82c69b1fe11e0ce672c43af65d3a9a3fc05d; target_exists=True; target_bytes=605157884; archive_bytes=605157884"
