epoch,loss,flow,kinetic_energy,kinetic_low_band,kinetic_high_band,curvature,ot_cost,terminal_swd,terminal_swd_aux,aux_target_ratio,semantic_attn_mean,semantic_k_abs,plan_entropy,barycentric_entropy,teacher_alignment,teacher_abs,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,base_endpoint_abs,final_endpoint_abs,proximal_residual_abs,proximal_clamp_scale,proximal_residual_energy,base_transport_abs,proximal_to_transport_ratio,proximal_trust_penalty,velocity_max,endpoint_max,base_endpoint_max,final_endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,cuda_peak_allocated_gb,cuda_peak_reserved_gb
1,8.214329719543457,0.5944726467132568,0.11703556776046753,0.08755467087030411,0.02948087267577648,0.0,0.0,3.8125,0.0,0.0,0.0009765625,0.07075534015893936,0.0,0.0,0.015990259125828743,0.18633094429969788,0.0,0.19682028889656067,1.0,0.26522091031074524,0.5054864883422852,0.5370116829872131,0.5054864883422852,0.22204214334487915,0.6028676629066467,0.0026232448872178793,0.26522091031074524,1.0239403247833252,0.014825555495917797,7.371118545532227,3.73193359375,3.96393084526062,3.73193359375,0.0002,2.53039210499956,353.65122292199965,17.891507381999993,6.6032653070002105,378.1459956109998,419.40853476524353,9435,22.4959656705152,6.992388725280762,8.71875
2,8.102187156677246,0.5959680080413818,0.11655654013156891,0.09050703048706055,0.026049457490444183,0.0,0.0,3.71875,0.0,0.0,0.0009765625,0.07075608521699905,0.0,0.0,0.015289719216525555,0.18086375296115875,0.0,0.19819806516170502,1.0,0.2651345431804657,0.5002894401550293,0.5357681512832642,0.5002894401550293,0.24387584626674652,0.1298132985830307,0.0030029474291950464,0.2651345431804657,1.09999680519104,0.018768420442938805,7.489436626434326,3.7275803089141846,3.9728736877441406,3.7275803089141846,0.00019979659770766735,11.452961469997774,463.58988057299825,30.062911543999803,10.526399002000232,504.1791911189983,560.5487949848175,9435,16.83171935148937,6.992388725280762,8.638671875
3,8.019746780395508,0.5981642603874207,0.11447655409574509,0.08988059312105179,0.02459602616727352,0.0,0.0,3.59375,0.0,0.0,0.0009765625,0.07075956463813782,0.0,0.0,0.015667621046304703,0.17952850461006165,0.0,0.20296770334243774,1.0,0.2605997323989868,0.505702555179596,0.5388514399528503,0.505702555179596,0.23926085233688354,0.049788571894168854,0.002945898100733757,0.2605997323989868,1.09999680519104,0.018411878496408463,7.468135356903076,3.768876552581787,3.974860906600952,3.768876552581787,0.00019918726183051203,16.876278597003306,506.77490103099774,40.13174604200401,13.609887949999916,560.5165350230017,616.1253571510315,9435,15.313442127471452,6.992388725280762,8.640625
4,8.046342849731445,0.5996095538139343,0.11505435407161713,0.09147058427333832,0.023583687841892242,0.0,0.0,3.609375,0.0,0.0,0.0009765625,0.07075809687376022,0.0,0.0,0.015453411266207695,0.18128488957881927,0.0,0.20646515488624573,1.0,0.2615441083908081,0.5059497356414795,0.536324143409729,0.5059497356414795,0.23817771673202515,0.02637277916073799,0.0029648018535226583,0.2615441083908081,1.09999680519104,0.01852998696267605,7.346035480499268,3.7803735733032227,3.97438907623291,3.7803735733032227,0.00019817460163830693,7.155982981000079,417.85074904499925,17.67234771800031,6.723935136999444,442.247031899999,496.81720781326294,9435,18.990888100531137,6.992388725280762,8.640625
5,8.09189224243164,0.5988318920135498,0.11399027705192566,0.0916120633482933,0.02237818017601967,0.0,0.0,3.765625,0.0,0.0,0.0009765625,0.07075382024049759,0.0,0.0,0.01577782817184925,0.18155436217784882,0.0,0.19406448304653168,1.0,0.25949856638908386,0.5099641680717468,0.5398485064506531,0.5099641680717468,0.23604638874530792,0.015503293834626675,0.0029362235218286514,0.25949856638908386,1.09999680519104,0.018351400271058083,7.40809440612793,3.799464702606201,3.9762520790100098,3.799464702606201,0.00019676295349746153,4.2162346030122535,417.00617908299,17.240942527993866,6.457341207993522,440.7044628189774,492.886203289032,9435,19.142349566776673,6.992510795593262,8.640625
6,7.946619987487793,0.6051114797592163,0.10814084857702255,0.0866512656211853,0.021489640697836876,0.0,0.0,3.796875,0.0,0.0,0.0009765625,0.07074993848800659,0.0,0.0,0.01603894867002964,0.17669904232025146,0.0,0.20211979746818542,1.0,0.2537228465080261,0.5092567801475525,0.5406716465950012,0.5092567801475525,0.2387743592262268,0.009802565909922123,0.00301230582408607,0.2537228465080261,1.1437429189682007,0.02029476687312126,7.485114097595215,3.8085930347442627,3.9794564247131348,3.8085930347442627,0.0001949583623020351,3.8809505069980332,418.3813467650066,16.98556776699752,6.581924190997597,441.9488387230017,493.7408127784729,9435,19.109216325273092,6.992388725280762,8.640625
7,7.933614253997803,0.602571427822113,0.10841231793165207,0.0879979133605957,0.020414356142282486,0.0,0.0,3.5625,0.0,0.0,0.0009765625,0.07073979824781418,0.0,0.0,0.015875453129410744,0.183805450797081,0.0,0.19851605594158173,1.0,0.2538062334060669,0.5137803554534912,0.5442935228347778,0.5137803554534912,0.24872581660747528,0.0069074747152626514,0.003253018716350198,0.2538062334060669,1.1875,0.023437947034835815,7.37852144241333,3.8274803161621094,3.9805991649627686,3.8274803161621094,0.00019276855558857228,4.809220526005447,421.287956486,17.087046472000566,6.686374716997761,445.0613776749983,497.3650481700897,9435,18.96996991387582,6.992388725280762,8.640625
8,7.969768047332764,0.6075173616409302,0.10615573823451996,0.08596992492675781,0.020185815170407295,0.0,0.0,3.65625,0.0,0.0,0.0009765625,0.07073965668678284,0.0,0.0,0.016014430671930313,0.17996682226657867,0.0,0.1940646767616272,1.0,0.25067806243896484,0.512553334236145,0.5441969633102417,0.512553334236145,0.25559186935424805,0.005040399264544249,0.003421726170927286,0.25067806243896484,1.231257438659668,0.02618819661438465,7.380279064178467,3.8448283672332764,3.983058452606201,3.8448283672332764,0.00019020291044560543,4.070246590997613,418.0592968010005,17.432238450001933,6.41415477999999,441.90569003100245,493.9379189014435,9435,19.101590784898995,6.992022514343262,8.640625
9,7.960353851318359,0.6080026626586914,0.10500804334878922,0.08520428836345673,0.019803859293460846,0.0,0.0,3.59375,0.0,0.0,0.0009765625,0.07073577493429184,0.0,0.0,0.016133397817611694,0.17941439151763916,0.0,0.19342872500419617,1.0,0.2494877129793167,0.5146058201789856,0.5449325442314148,0.5146058201789856,0.26345694065093994,0.003926826640963554,0.0036320581566542387,0.2494877129793167,1.2750060558319092,0.02935948222875595,7.382800102233887,3.8577041625976562,3.9835801124572754,3.8577041625976562,0.00018727241335952173,3.302584907001801,418.4023197330116,17.740895325994643,6.394142506999742,442.537357566006,493.4303014278412,9435,19.12124158710542,6.992388725280762,8.640625
10,7.990325927734375,0.6155582666397095,0.1038692444562912,0.08439997583627701,0.01946929842233658,0.0,0.0,3.515625,0.0,0.0,0.0009765625,0.070741206407547,0.0,0.0,0.01629234477877617,0.18171153962612152,0.0,0.1935347020626068,1.0,0.24921974539756775,0.5171839594841003,0.5469819903373718,0.5171839594841003,0.2699161171913147,0.003193064359948039,0.003844375256448984,0.24921974539756775,1.318743348121643,0.03265960514545441,7.327261924743652,3.8965485095977783,3.984375,3.8965485095977783,0.00018398961316874184,3.0355134990077204,418.60925544398833,16.910173300004317,6.385814611001479,441.9052433549941,492.97411489486694,9435,19.13893592975391,6.992877006530762,8.640625
