index,timestamp,minutes_from_start,progress_epoch,epoch,epoch_total,step,step_total,loss,tswd,memory_used_mib,memory_total_mib,util_pct,band_status,formal_status
0,2026-06-10T18:09:54.971456+08:00,0.0,0.05244755244755245,1.0,24.0,45.0,858.0,10.3638,8.6875,9984.0,12288.0,85.0,in_band,formal_in_band
1,2026-06-10T18:12:59.430840+08:00,3.0743230666666665,0.5,1.0,24.0,429.0,858.0,9.7265,6.0938,9992.0,12288.0,97.0,in_band,formal_in_band
2,2026-06-10T18:16:03.931035+08:00,6.149326316666667,0.9522144522144522,1.0,24.0,817.0,858.0,9.0526,3.3125,10032.0,12288.0,77.0,in_band,formal_in_band
3,2026-06-10T18:19:05.518271+08:00,9.17578025,-1.0,,,,,,,,,,,
4,2026-06-10T18:32:48.801216+08:00,22.897162666666667,1.1779661016949152,2.0,24.0,168.0,944.0,8.2172,5.6562,10253.0,12288.0,95.0,in_band,formal_in_band
5,2026-06-10T18:33:34.090409+08:00,23.65198255,1.2531779661016949,2.0,24.0,239.0,944.0,8.1869,5.8125,11947.0,12288.0,91.0,above_hard_cap,nonformal_above_hard_cap
6,2026-06-10T18:34:41.574070+08:00,24.776710233333333,-1.0,,,,,,,,,,,
7,2026-06-10T18:35:50.407173+08:00,25.923928616666668,-1.0,,,,,,,,,,,
8,2026-06-10T18:37:39.793028+08:00,27.7470262,1.2531779661016949,2.0,24.0,239.0,944.0,8.1869,5.8125,1507.0,12288.0,57.0,under_band,nonformal_under_band
9,2026-06-10T18:38:52.004665+08:00,28.950553483333334,-1.0,,,,,,,,,,,
10,2026-06-10T18:40:53.558037+08:00,30.976443016666668,0.13877118644067796,1.0,24.0,131.0,944.0,9.9521,8.1875,10246.0,12288.0,93.0,in_band,formal_in_band
11,2026-06-10T18:41:40.985067+08:00,31.766893516666666,0.21504237288135594,1.0,24.0,203.0,944.0,9.9689,8.125,10246.0,12288.0,98.0,in_band,formal_in_band
12,2026-06-10T18:41:56.865221+08:00,32.03156275,0.24046610169491525,1.0,24.0,227.0,944.0,9.9652,8.125,10246.0,12288.0,93.0,in_band,formal_in_band
13,2026-06-10T18:45:01.629507+08:00,35.11096751666666,0.5413135593220338,1.0,24.0,511.0,944.0,9.5037,5.75,10241.0,12288.0,92.0,in_band,formal_in_band
14,2026-06-10T18:46:31.569889+08:00,36.60997388333333,0.6864406779661016,1.0,24.0,648.0,944.0,9.2651,4.6875,10241.0,12288.0,92.0,in_band,formal_in_band
15,2026-06-10T18:48:06.304599+08:00,38.18888571666666,0.840042372881356,1.0,24.0,793.0,944.0,9.073,3.875,10241.0,12288.0,91.0,in_band,formal_in_band
16,2026-06-10T18:50:20.845003+08:00,40.43122578333334,1.0572033898305084,2.0,24.0,54.0,944.0,8.175,5.7812,10271.0,12288.0,95.0,in_band,formal_in_band
17,2026-06-10T18:51:11.026888+08:00,41.26759053333333,1.138771186440678,2.0,24.0,131.0,944.0,8.2773,5.8125,10271.0,12288.0,92.0,in_band,formal_in_band
18,2026-06-10T18:51:32.387658+08:00,41.623603366666664,1.1726694915254237,2.0,24.0,163.0,944.0,8.2172,5.6562,10271.0,12288.0,93.0,in_band,formal_in_band
19,2026-06-10T18:53:18.491262+08:00,43.391996766666665,1.2966101694915255,2.0,24.0,280.0,944.0,8.1938,6.25,2282.0,12288.0,86.0,under_band,nonformal_under_band
20,2026-06-10T18:54:12.690387+08:00,44.29531551666666,-1.0,,,,,,,,,,,
21,2026-06-10T18:56:32.910070+08:00,46.632310233333335,1.2966101694915255,2.0,24.0,280.0,944.0,8.1938,6.25,2307.0,12288.0,96.0,under_band,nonformal_under_band
22,2026-06-10T18:57:14.375705+08:00,47.32340415,-1.0,,,,,,,,,,,
23,2026-06-10T21:53:43.383347+08:00,223.80686484999998,3.9004024144869214,4.0,4.0,895.0,994.0,8.0759,2.4844,10028.0,12288.0,89.0,in_band,formal_in_band
24,2026-06-10T21:55:44.433843+08:00,225.82437311666666,-1.0,,,,,,,,,,,
25,2026-06-10T21:57:45.401782+08:00,227.84050543333333,-1.0,,,,,,,,,,,
26,2026-06-10T21:59:46.369784+08:00,229.85663879999998,-1.0,,,,,,,,,,,
27,2026-06-10T22:01:47.315962+08:00,231.87240843333333,-1.0,,,,,,,,,,,
28,2026-06-10T22:03:48.601112+08:00,233.89382759999998,-1.0,,,,,,,,,,,
29,2026-06-10T22:05:51.303067+08:00,235.93886018333333,4.154929577464789,5.0,5.0,154.0,994.0,8.0682,5.375,10015.0,12288.0,92.0,in_band,formal_in_band
30,2026-06-10T22:07:55.089053+08:00,238.00195995,4.353118712273642,5.0,5.0,351.0,994.0,8.072,6.0625,10015.0,12288.0,97.0,in_band,formal_in_band
31,2026-06-10T22:09:57.819105+08:00,240.04746081666664,4.554325955734407,5.0,5.0,551.0,994.0,8.088,3.9688,10015.0,12288.0,91.0,in_band,formal_in_band
32,2026-06-10T22:12:00.653340+08:00,242.09469806666667,4.755533199195171,5.0,5.0,751.0,994.0,8.0667,2.9844,9373.0,12288.0,81.0,in_band,formal_in_band
33,2026-06-10T22:14:03.352610+08:00,244.13968590000002,4.881287726358149,5.0,5.0,876.0,994.0,8.0541,2.5938,10620.0,12288.0,92.0,in_band,formal_in_band
