epoch,loss,flow,kinetic_energy,kinetic_low_band,kinetic_high_band,curvature,ot_cost,terminal_swd,terminal_swd_aux,aux_target_ratio,semantic_attn_mean,semantic_k_abs,plan_entropy,barycentric_entropy,teacher_alignment,teacher_abs,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,base_endpoint_abs,final_endpoint_abs,proximal_residual_abs,proximal_clamp_scale,proximal_residual_energy,base_transport_abs,proximal_to_transport_ratio,proximal_trust_penalty,velocity_max,endpoint_max,base_endpoint_max,final_endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,cuda_peak_allocated_gb,cuda_peak_reserved_gb
1,8.955190658569336,0.5834587216377258,0.1005450189113617,0.06512009352445602,0.03542490303516388,0.0,0.0,3.3125,0.0,0.0,0.0009765625,0.07095908373594284,0.0,0.0,0.02150266058743,0.18134500086307526,0.0,0.19682186841964722,1.0,0.24516162276268005,0.5532902479171753,0.5550119280815125,0.5532902479171753,0.1232813149690628,0.9999440312385559,0.0012261087540537119,0.24516162276268005,0.7756888270378113,0.002886619186028838,7.933138370513916,4.114002227783203,3.9617650508880615,4.114002227783203,0.0002,4.2457514090128825,341.99603193398434,9.824409842978639,2.6951785089695477,354.5156202859325,403.5444757938385,18880,46.78542547970686,6.5544610023498535,8.337890625
