epoch,loss,semigroup,swd,moment,identity,identity_ratio,delta_tv,delta_l2,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,oom_skipped_batches
13,0.24653373658657074,3.6629437545343535e-06,0.0005217421567067504,0.43029606342315674,3.3770727441151394e-06,0.19967782497406006,2.4932537598942872e-06,3.098973508364189e-11,1.2413206100463867,0.9999999403953552,0.9999999403953552,0.7985121607780457,0.00019925089662487544,1.5027522001764737,0.02300250018015504,79.71996609974303,5.272350099898176,0.43708630005130544,70.09060670022154,85.45240499987267,157.04866194725037,31040,197.64574632559265,363.24314102155756,0.0
14,0.24308030307292938,3.1772210604685824e-06,0.0004099355428479612,0.4302673637866974,2.5984784315369325e-06,0.19732607901096344,1.967684966075467e-06,1.6855416368199982e-11,1.241129755973816,0.9999999403953552,0.9999999403953552,0.7961522340774536,0.00019912104484478716,1.5178315998928156,0.023109299974748865,79.71494359962526,5.281216399715049,0.4402884998708032,70.05473340078606,85.45955779918586,157.0357859134674,31040,197.6619521432153,363.21273827484873,0.0
15,0.23890352249145508,3.462735776338377e-06,0.0003286348073743284,0.4292928874492645,3.3945407267310657e-06,0.20038661360740662,2.4098442281683674e-06,3.1848471776507736e-11,1.24137282371521,0.9999999403953552,0.9999999403953552,0.7977752685546875,0.00019898087163148392,1.5143164999317378,0.02345160022377968,79.70038049985305,5.285936699830927,0.43267870001727715,70.06625039989012,85.44244749992504,157.02674078941345,31040,197.67333795475858,363.28547353500414,0.0
16,0.23623089492321014,3.424027681830921e-06,0.00026362304924987257,0.4293292462825775,2.825183401000686e-06,0.20215849578380585,1.972642621694831e-06,2.0010420404004137e-11,1.240968942642212,0.9999999403953552,0.9999999403953552,0.8035063147544861,0.00019883039235653812,1.5019182001124136,0.022800699836807325,79.93728919990826,5.272399300039979,0.4406220999371726,70.29900510027073,85.67311129972222,157.47732543945312,31040,197.10774178682794,362.3073742636523,0.0
17,0.23563681542873383,3.600956915761344e-06,0.0002313544973731041,0.4300430417060852,3.5495745578373317e-06,0.19993555545806885,2.453319893902517e-06,3.4856402486571625e-11,1.2406586408615112,0.9999999403953552,0.9999999403953552,0.8037580251693726,0.000198669623521698,1.5036227997625247,0.023364000080619007,79.99732750008116,5.290045199770248,0.4392429998260923,70.35130320032476,85.74997969975811,157.60758447647095,31040,196.94483677994523,361.98259298348916,0.0
18,0.23286409676074982,3.502577101244242e-06,0.00019351016089785844,0.42663630843162537,3.118504082522122e-06,0.19890467822551727,2.1016176106058992e-06,2.4008902504979446e-11,1.2400895357131958,0.9999999403953552,0.9999999403953552,0.7938936948776245,0.000198498582757078,1.520942000002833,0.023350900126388296,79.71540240012109,5.305624600150622,0.4383655998390168,70.02431019998039,85.48274350023712,157.0308928489685,31040,197.66811126683277,363.11422316381197,0.0
19,0.23317836225032806,3.1890926948108245e-06,0.00017156367539428174,0.429056316614151,2.9379680199781433e-06,0.19800251722335815,2.1351513623812934e-06,2.7075159822476103e-11,1.2401835918426514,0.9999999403953552,0.9999999403953552,0.8053364753723145,0.00019831728881922547,1.5042071999341715,0.02322559998719953,79.72558479988948,5.249947999807773,0.43867270002374426,70.10680770024192,85.43743109970819,157.0523397922516,31040,197.64111786592693,363.3068035926237,0.0
20,0.23250079154968262,3.3555206755409017e-06,0.00014531704073306173,0.42954084277153015,2.4316946110047866e-06,0.20518679916858673,1.6526331592103816e-06,1.4090106685571424e-11,1.2410091161727905,0.9999999403953552,0.9999999403953552,0.8015653491020203,0.00019812576158906363,1.5013201000110712,0.023538100300356746,79.73695270015742,5.264597200206481,0.4335831998032518,70.08741259964881,85.4586712004675,157.0503511428833,31040,197.64362049569712,363.2165064582726,0.0
21,0.2318655252456665,3.2088048556033755e-06,0.00013020219921600074,0.42888161540031433,2.5024496608239133e-06,0.2053156942129135,1.8284704310644884e-06,1.7482796460521755e-11,1.2413915395736694,0.9999999403953552,0.9999999403953552,0.7950811386108398,0.00019792402206971158,1.5062210999021772,0.02316159979091026,79.69419819957693,5.2651050996501,0.42931799980578944,70.06451140099671,85.41178289882373,156.98606848716736,31040,197.724551605911,363.4159005528437,0.0
22,0.2315392792224884,3.069033709834912e-06,0.00011149601778015494,0.4300059676170349,2.3640220661036437e-06,0.19861461222171783,1.7354075225739507e-06,1.463816047542199e-11,1.240199327468872,0.9999999403953552,0.9999999403953552,0.8004956245422363,0.00019771209238418104,1.4994693001790438,0.022782699816161767,79.68380950010032,5.27572369997506,0.43721729997196235,70.07252320009866,85.41953319986351,156.99466633796692,31040,197.71372317311278,363.3829270334809,0.0
23,0.23010557889938354,3.2131156331161037e-06,9.951901301974431e-05,0.42808976769447327,2.7215960471949074e-06,0.19774477183818817,2.0269931155780796e-06,2.0949067133790855e-11,1.240770936012268,0.9999999403953552,0.9999999403953552,0.7935740947723389,0.00019748999577295025,1.510559400107013,0.023189700121292844,79.69060399997397,5.266211200039834,0.43426000003819354,70.08088250007131,85.4142649001733,157.00898218154907,31040,197.69569593227814,363.4053402704754,0.0
24,0.22963465750217438,2.9148636713216547e-06,7.710751378908753e-05,0.427983820438385,2.3731940927973483e-06,0.20215846598148346,1.7507767324786982e-06,1.6583753467691587e-11,1.2413370609283447,0.9999999403953552,0.9999999403953552,0.7979894280433655,0.00019725775659141547,1.5188479999196716,0.023311200115131214,79.70740430007572,5.333832300151698,0.43616870045661926,70.00439729931531,85.50071650079917,157.0272250175476,31040,197.67272838535686,363.0378933691143,0.0
25,0.2296713888645172,3.1082802252058173e-06,6.896963895997033e-05,0.42868855595588684,2.582956085461774e-06,0.19996772706508636,1.936406988534145e-06,1.8460330486469445e-11,1.240709900856018,0.9999999403953552,0.9999999403953552,0.7973518371582031,0.00019701540030722,1.5082399997627363,0.023437000199919567,79.70837279973784,5.302769500063732,0.4368640002794564,70.04594969953177,85.47144330028095,157.02884006500244,31040,197.67069531400043,363.16223058208226,0.0
26,0.22954727709293365,2.5858885237539653e-06,6.477427086792886e-05,0.4291945695877075,2.4861567453626776e-06,0.19697168469429016,1.8907704770754208e-06,2.0005554504654022e-11,1.2411131858825684,0.9999999403953552,0.9999999403953552,0.799211323261261,0.00019676295349746153,1.507775400124956,0.023243799951160327,79.69510240032105,5.257679500529775,0.437347400264116,70.08194309903774,85.4133731010661,157.00622844696045,31040,197.69916332004544,363.4091345774585,0.0
27,0.2290789932012558,2.725194462982472e-06,5.5771510233171284e-05,0.4281587302684784,2.790588951029349e-06,0.19829252362251282,2.0459676761674928e-06,2.3029019663445283e-11,1.2417259216308594,0.9999999403953552,0.9999999403953552,0.8016057014465332,0.00019650044384577757,1.5008108000038192,0.023479700117604807,79.72909130016342,5.295840500300983,0.4349998998804949,70.04091939979116,85.4834114004625,157.02814078330994,31040,197.67157558614585,363.11138607451574,0.0
28,0.22944504022598267,2.699644937820267e-06,4.8703906941227615e-05,0.42910876870155334,2.321554802620085e-06,0.20041880011558533,1.7550930806464748e-06,1.8487752995177686e-11,1.24056875705719,0.9999999403953552,0.9999999403953552,0.7990109920501709,0.00019622790013930965,1.5091321000945754,0.02299500026856549,79.69809890017495,5.2596159997629,0.44109850039239973,70.07236329920124,85.42180840059882,157.0067117214203,31040,197.6985547921977,363.37324836806437,0.0
29,0.22850148379802704,2.7909898108191555e-06,4.3359919800423086e-05,0.42803844809532166,2.485835238985601e-06,0.1947164386510849,1.8597467033032444e-06,1.8277027460933404e-11,1.2415902614593506,0.9999999403953552,0.9999999403953552,0.8036817312240601,0.00019594535226554643,1.5095726000727154,0.023238800262333825,79.71460789983394,5.2673284000193235,0.44154750008601695,70.064480400295,85.44672260020161,157.02475666999817,31040,197.6758356978918,363.2672975092758,0.0
30,0.22903753817081451,2.4711841888347408e-06,4.309062205720693e-05,0.4284593462944031,2.3884683741925983e-06,0.20054765045642853,1.7702199102132e-06,1.542012004196458e-11,1.242060899734497,0.9999999403953552,0.9999999403953552,0.8025879263877869,0.00019565283120904635,1.52465380038484,0.023043199762469158,79.69489859978785,5.267762000235962,0.44047419977141544,70.03847240059986,85.4261779995577,156.99270844459534,31040,197.71618890793516,363.35466161392253,0.0
31,0.2285313457250595,2.4327687242475804e-06,3.423641464905813e-05,0.42933449149131775,1.9309329672978492e-06,0.20019330084323883,1.4970569282013457e-06,9.843984134783046e-12,1.241901159286499,0.9999999403953552,0.9999999403953552,0.7985645532608032,0.00019535036904803966,1.5100431000755634,0.022586000035516918,79.67518189994735,5.2870056998799555,0.4377951998903882,70.04337240022141,85.42256879975321,156.9789354801178,31040,197.73353606370569,363.37001375788265,0.0
32,0.22837409377098083,2.0207746729283826e-06,3.528210800141096e-05,0.4290202260017395,1.8009856148637482e-06,0.20260953903198242,1.5038035598990973e-06,9.070027714996876e-12,1.2411348819732666,0.9999999403953552,0.9999999403953552,0.792778491973877,0.00019503799895091072,1.5097607001371216,0.022944599768379703,79.6820753000502,5.271898500039242,0.43019200014532544,70.07468930011964,85.40711040000315,156.9946095943451,31040,197.71379463411878,363.43578250832445,0.0
33,0.2282617837190628,2.477759380781208e-06,3.143023423035629e-05,0.4285753667354584,2.09257655114925e-06,0.20212635397911072,1.714956511023047e-06,1.354337995917998e-11,1.240424394607544,0.9999999403953552,0.9999999403953552,0.8013859987258911,0.00019471575517256078,1.5066569001646712,0.023135700030252337,79.67672369981301,5.251492199866334,0.4337099999829661,70.08060060007847,85.38506159969256,156.9751260280609,31040,197.73833463558603,363.52963174663523,0.0
34,0.2277907133102417,2.16938906305586e-06,2.6428668206790462e-05,0.4281948506832123,1.9634003365354147e-06,0.19977454841136932,1.6469506363137043e-06,1.1839433079752215e-11,1.2416887283325195,0.9999999403953552,0.9999999403953552,0.8098078370094299,0.0001943836730506515,1.5058613001019694,0.022489700058940798,79.69245760000194,5.261791000055382,0.44001700007356703,70.09091529983561,85.41675530018983,157.01749181747437,31040,197.6849817221802,363.39474487075273,0.0
35,0.22809892892837524,2.031968278970453e-06,2.1747091523138806e-05,0.4292413592338562,1.93380606106075e-06,0.20173966884613037,1.5893670024524909e-06,1.14397605971428e-11,1.2399579286575317,0.9999999403953552,0.9999999403953552,0.7984972596168518,0.00019404178900172975,1.5217070998915005,0.022995800100034103,79.69512710007257,5.299189900135389,0.43880150027689524,70.02289169945288,85.45611430058489,157.00408625602722,31040,197.7018607616552,363.2273741211699,0.0
36,0.22767849266529083,2.23466713578091e-06,2.2252041162573732e-05,0.4285116195678711,1.8752655250864336e-06,0.20019330084323883,1.5099960819497937e-06,9.368844242074736e-12,1.2410343885421753,0.9999999403953552,0.9999999403953552,0.7975012063980103,0.0001936901405172342,1.5207454000774305,0.023017800005618483,79.69051320015569,5.313675899844384,0.4440972998563666,70.02004570007557,85.47130419986206,157.01474833488464,31040,197.68843582640517,363.16282161106994,0.0
37,0.2285071611404419,2.2615772650169674e-06,1.9280412743682973e-05,0.43048667907714844,2.1849853055755375e-06,0.19732600450515747,1.5894772786850808e-06,1.572395165461149e-11,1.241739273071289,0.9999999403953552,0.9999999403953552,0.7998507618904114,0.00019332876615938395,1.5212916000164114,0.02316490007797256,79.68805799997062,5.281478599848924,0.44094829994719476,70.06223609994049,85.43364979984472,157.02175211906433,31040,197.67961814910464,363.32288357949113,0.0
38,0.2271842509508133,2.6262625851813937e-06,2.0238234355929308e-05,0.4277936518192291,2.397742491666577e-06,0.20141752064228058,1.830350811360404e-06,2.1545683639989655e-11,1.2416356801986694,0.9999999403953552,0.9999999403953552,0.7958245277404785,0.0001929577055569496,1.4990844001295045,0.023411099857185036,79.68158949972712,5.264701699576108,0.43337049992987886,70.08161740071955,85.4030727990903,156.98753333091736,31040,197.72270664684007,363.45296466113376,0.0
39,0.22666975855827332,2.1411503894341877e-06,1.696428080322221e-05,0.4269709885120392,1.912008201543358e-06,0.20418813824653625,1.5029784208309138e-06,1.1119632124800827e-11,1.241612434387207,0.9999999403953552,0.9999999403953552,0.7982771992683411,0.00019257699940090765,1.4952706996700726,0.0226666999515146,79.67317120003281,5.253632399835624,0.43071469996357337,70.0837547002302,85.38018499978352,156.96373414993286,31040,197.7526857914222,363.5503952126445,0.0
40,0.2283221036195755,2.425333832434262e-06,1.5152022569964174e-05,0.4305998980998993,2.3734307887934847e-06,0.20315715670585632,1.7767716826710966e-06,2.102032263529008e-11,1.2402933835983276,0.9999999403953552,0.9999999403953552,0.7978399991989136,0.0001921866894399783,1.5067266001424287,0.023618000122951344,79.63494169985643,5.2645630002371036,0.4347480997967068,70.08109130020603,85.35787080001319,156.9492015838623,31040,197.77099651835098,363.64543432350007,0.0
41,0.22733955085277557,2.366198259551311e-06,1.7884773114928976e-05,0.4284209609031677,2.2364868073054822e-06,0.20006448030471802,1.6012127161957324e-06,1.6185958823244917e-11,1.240526795387268,0.9999999403953552,0.9999999403953552,0.8009626865386963,0.0001917868184760472,1.5106040999526158,0.02308670009369962,79.67656609995174,5.282681700162357,0.44120650010881945,70.04746659955708,85.42354100031662,156.98544573783875,31040,197.72533596417546,363.36587826398994,0.0
42,0.22810380160808563,2.2586095838050824e-06,1.7132648281403817e-05,0.43014466762542725,1.9631986560852965e-06,0.20402705669403076,1.505472710050526e-06,1.2006558941513035e-11,1.2408632040023804,0.9999999403953552,0.9999999403953552,0.8045346736907959,0.00019137743035947162,1.499620299844537,0.023186700011137873,79.6757593001239,5.283132000127807,0.4346064002602361,70.05643619954935,85.41668440052308,156.9770667552948,31040,197.735889971667,363.39504650463715,0.0
43,0.2275841385126114,2.203028543590335e-06,1.4092042874835897e-05,0.4292541742324829,2.2640929273620714e-06,0.2009664624929428,1.6651822534186067e-06,1.7698937801458037e-11,1.2411381006240845,0.9999999403953552,0.9999999403953552,0.8058229684829712,0.00019095856998427196,1.5027931999065913,0.023044500092510134,79.68533840010059,5.269828800141113,0.4374524001905229,70.07189329940593,85.41566410052474,156.99481844902039,31040,197.71353160983054,363.3993873005468,0.0
44,0.22776176035404205,2.5284198272856884e-06,1.2607303688128013e-05,0.42967239022254944,2.5969820853788406e-06,0.19616617262363434,1.8209001382274437e-06,3.10852038554188e-11,1.2419021129608154,0.9999999403953552,0.9999999403953552,0.8009312748908997,0.0001905302832832085,1.5395298000366893,0.023250800179084763,79.69554699986475,5.3752913000644185,0.4467407001648098,69.95752439997159,85.54082980027306,157.04142260551453,31040,197.65485745739818,362.86765130142464,0.0
45,0.22712229192256927,2.700940740396618e-06,1.2202514881209936e-05,0.428350567817688,2.383899982305593e-06,0.19987113773822784,1.6877897905942518e-06,2.082820894921955e-11,1.2418274879455566,0.9999999403953552,0.9999999403953552,0.8000957369804382,0.00019009261722274432,1.5006211998697836,0.02364280028268695,79.65937930010841,5.261203000147361,0.43430479991366155,70.09285149929929,85.37852990045212,156.9746527671814,31040,197.73893079437036,363.557442792601,0.0
46,0.22731849551200867,2.679224962776061e-06,1.185364271805156e-05,0.4288293123245239,2.596543708932586e-06,0.19710050523281097,1.7824775113695068e-06,2.888835871905915e-11,1.2411962747573853,0.9999999403953552,0.9999999403953552,0.7977842092514038,0.00018964561979789503,1.50448299976415,0.02312259975587949,79.68281970010139,5.268207699933555,0.4381489000224974,70.07871450000675,85.41229889981332,156.99903416633606,31040,197.70822263221055,363.4137050497752,0.0
47,0.2276977002620697,2.2485730823973427e-06,1.1417208042985294e-05,0.4297497868537903,1.8938221728603821e-06,0.20425255596637726,1.252210495295003e-06,9.689190422212945e-12,1.2401461601257324,0.9999999403953552,0.9999999403953552,0.8006801605224609,0.00018918934002696547,1.4926558998704422,0.023088199930498376,79.66832949998206,5.272440499975346,0.4364666998735629,70.07214010000462,85.40032489976147,156.96852946281433,31040,197.7466445422319,363.46465937258625,0.0
48,0.2266642302274704,2.4740086246310966e-06,1.1391860425646883e-05,0.4276699423789978,2.1386090338637587e-06,0.20231957733631134,1.4719953469466418e-06,1.45844135379658e-11,1.2401329278945923,0.9999999403953552,0.9999999403953552,0.8029636144638062,0.0001887238279461743,1.5133892998564988,0.023112499940907583,79.68077599993558,5.2939061998040415,0.43561870005214587,70.04317539994372,85.43341339973267,156.99438881874084,31040,197.71407267196975,363.3238889188188,0.0
49,0.22751809656620026,2.4977866814879235e-06,1.151506421592785e-05,0.4292397201061249,2.1044827462901594e-06,0.19706827402114868,1.4454612937697675e-06,1.4632824466009886e-11,1.2412331104278564,0.9999999403953552,0.9999999403953552,0.7974902987480164,0.0001882491346041671,1.5191452001454309,0.023136200004955754,79.71096609998494,5.273222799936775,0.4500814998173155,70.06846770003904,85.45740659974399,157.04944324493408,31040,197.64476306732308,363.22188134472344,0.0
50,0.22703728079795837,2.114269818775938e-06,1.1373579582141247e-05,0.42832040786743164,2.1214341359154787e-06,0.197712704539299,1.3346655123314122e-06,1.594291365591971e-11,1.2405353784561157,0.9999999403953552,0.9999999403953552,0.7991597652435303,0.00018776531205641806,1.497813099907944,0.022586999752093107,79.65611469995929,5.249540600081673,0.43662270027562045,70.10027480026474,85.36486500006868,156.96670699119568,31040,197.748940491827,363.6156397596954,0.0
51,0.22634494304656982,2.4318419491464738e-06,1.0990757800755091e-05,0.42664769291877747,2.258163704027538e-06,0.19990333914756775,1.4036473885425949e-06,2.1633106764284982e-11,1.2417010068893433,0.9999999403953552,0.9999999403953552,0.7944326400756836,0.00018727241335952173,1.5074368000496179,0.0243072000448592,79.55875079982798,5.293851900176378,0.44324660004349425,77.91680460012867,85.32015650009271,164.75398969650269,31040,188.40211431103754,363.8061774999941,0.0
52,0.22781607508659363,2.6840175451070536e-06,1.1117802387161646e-05,0.4295828342437744,2.8106851459597237e-06,0.20119203627109528,1.7012880562106147e-06,2.924007216908997e-11,1.2403584718704224,0.9999999403953552,0.9999999403953552,0.7998116612434387,0.0001867704925653747,1.5059032003046013,0.023804400116205215,79.5616025000345,5.2785860000003595,0.4456312000111211,69.927163799759,85.30962410016218,156.74672961235046,31040,198.0264601166791,363.85109332513156,0.0
53,0.22740577161312103,2.649943326105131e-06,1.1401692063373048e-05,0.42893078923225403,2.631815277709393e-06,0.198743537068367,1.526274900243152e-06,2.53449709136655e-11,1.2409459352493286,0.9999999403953552,0.9999999403953552,0.7966808676719666,0.00018625960471524818,1.5029679999570362,0.023782200179994106,79.70338960003573,5.308252999995602,0.4422240994463209,70.09095930046169,85.47764889965765,157.07542490959167,31040,197.61207087528666,363.1358653352516,0.0
54,0.22721409797668457,2.7650344236462843e-06,1.1539182196429465e-05,0.42845097184181213,2.704200824155123e-06,0.2032860815525055,1.5031492921480094e-06,2.7682533348949434e-11,1.2411593198776245,0.9999999403953552,0.9999999403953552,0.8032795786857605,0.00018573980583375214,1.5103723000211176,0.02399729995522648,79.67503580026096,5.30831319995923,0.4443910998525098,70.04522569995606,85.45173740002792,157.01082730293274,31040,197.69337270042024,363.2459788932256,0.0
55,0.2259710729122162,2.8643041787290713e-06,1.1769612683565356e-05,0.4259409010410309,2.6515158424444962e-06,0.19813141226768494,1.365301159239607e-06,2.235273598161225e-11,1.24102783203125,0.9999999403953552,0.9999999403953552,0.7953792214393616,0.0001852111529226915,1.5101915998966433,0.023421100078849122,79.72241179991397,5.283301099872915,0.4464548001415096,70.09295850017224,85.47558880000724,157.08308053016663,31040,197.60244002879102,363.14461749571905,0.0
56,0.22788749635219574,2.4781838874332607e-06,1.2009413694613613e-05,0.42981740832328796,2.5718409233377315e-06,0.20103098452091217,1.4774261671846034e-06,2.6398714811359802e-11,1.240638256072998,0.9999999403953552,0.9999999403953552,0.8008784651756287,0.00018467370395481536,1.5046865000622347,0.023210100189317018,79.6896775997011,5.265046100161271,0.43634350009961054,70.11926489986945,85.4142773001513,157.04149746894836,31040,197.65476323312254,363.40528751327406,0.0
57,0.22755254805088043,2.478521082593943e-06,1.1740578884200659e-05,0.4284009635448456,2.4521909836039413e-06,0.19539304077625275,1.3698736438527703e-06,1.9610538887215867e-11,1.2410039901733398,0.9999999403953552,0.9999999403953552,0.800191342830658,0.00018412751786745952,1.5040534998406656,0.02303730000858195,79.70047940022778,5.2714976001298055,0.4344050996587612,70.13016900030198,85.42941940002493,157.06699466705322,31040,197.62267729001778,363.34087505212455,0.0
58,0.22817423939704895,3.3270443964283913e-06,1.0977700185321737e-05,0.43046116828918457,2.712046580199967e-06,0.19848580658435822,1.4583830534320441e-06,3.307350227021999e-11,1.240869402885437,0.9999999403953552,0.9999999403953552,0.7995768785476685,0.00018357265455608342,1.495217999763554,0.02310020010918379,79.72921559988754,5.27176169960876,0.4381478000432253,70.15253700045287,85.46222529964871,157.1136713027954,31040,197.56396590197767,363.20140145154386,0.0
59,0.2267315834760666,2.5901408662321046e-06,2.7249921913607977e-05,0.42673903703689575,2.07043331101886e-06,0.1961984485387802,1.1774549193432904e-06,1.270459518837308e-11,1.2417014837265015,0.9999999403953552,0.9999999403953552,0.7973958849906921,0.00018300917486770195,1.5051228000083938,0.023308499745326117,79.70079219987383,5.270255199924577,0.43962090017157607,70.1202835002332,85.43397679971531,157.0628960132599,31040,197.62783437648747,363.32149295552205,0.0
60,0.22804118692874908,2.313181767021888e-06,1.0879691217269283e-05,0.430359810590744,2.1178350380068878e-06,0.202996164560318,1.072852683137171e-06,1.232443574278319e-11,1.2408188581466675,0.9999999403953552,0.9999999403953552,0.799618661403656,0.0001824371405942127,1.4982431998068932,0.022903099947143346,79.69956260014442,5.267702400276903,0.4410570001346059,70.10163619951345,85.43122510050307,157.0348517894745,31040,197.6631279380779,363.3331953683668,0.0
61,0.22709110379219055,3.3067074127757223e-06,1.0048144758911803e-05,0.4285832345485687,2.9412542517093243e-06,0.20228733122348785,1.56925864303048e-06,3.441854440344727e-11,1.2399123907089233,0.9999999403953552,0.9999999403953552,0.7980527877807617,0.00018185661446562008,1.5039705000526737,0.023209999781101942,79.66087520000292,5.261460600362625,0.4412345001474023,70.07821189970127,85.38678030029405,156.97247886657715,31040,197.74166926664424,363.52231447112086,0.0
