experiment_id,epoch,epoch_num,k_value,recipe_id,description,content_weights,target_weights,balance_target_styles_per_batch,summary_path,checkpoint,all_clip_style,all_clip_content,all_content_lpips,transfer_clip_style,transfer_clip_content,transfer_content_lpips,photo_clip_style,photo_clip_content,photo_content_lpips,identity_clip_style,identity_clip_content,identity_content_lpips,score_ec_all,score_65_35_all,score_ec_transfer,score_65_35_transfer,score_ec_photo,score_65_35_photo,primary_score,weighted_score_65_35,photo_primary_score
K2_r14_soft_art,epoch_0006,6,2.0,R14_soft_art,Soft version of art target emphasis.,"1.25,1.1,0.95,0.95,0.95","0.85,1.15,1.15,1.15,1.15",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r14_soft_art\full_eval\epoch_0006\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r14_soft_art\epoch_0006.pt,0.7040144370396932,0.8482754788533334,0.3996112746,0.6748135260740916,0.8423716822333333,0.4088714317666667,0.6466007893284162,0.8132815803333333,0.4178846533333333,0.8208180809020996,0.8718906653333335,0.36257064593333327,0.42268233051745996,0.6677454379658005,0.398901553492665,0.6455237908298262,0.37639624263485133,0.6240308843968039,0.42268233051745996,0.6677454379658005,0.37639624263485133
K2_r03_hayao_strong,epoch_0001,1,2.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r03_hayao_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r03_hayao_strong\epoch_0001.pt,0.694622051358223,0.8554842730000002,0.39200929839999993,0.6637050602336724,0.8519785622666667,0.39850393818333335,0.6350780022641023,0.8124489531666668,0.41104012975,0.818290015856425,0.8695071159333334,0.3660307392666667,0.4223237483521173,0.664301078942845,0.3992159799383475,0.6419319107877204,0.3740354578120949,0.6189366560591665,0.4223237483521173,0.664301078942845,0.3740354578120949
K2_r05_vangogh_strong,epoch_0001,1,2.0,R05_vangogh_strong,Van Gogh target emphasis.,"1.35,1.05,0.85,1.25,0.85","0.75,1.1,1,1.6,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r05_vangogh_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r05_vangogh_strong\epoch_0001.pt,0.6945451379617056,0.8561538103733334,0.3921505302266667,0.6633812234799066,0.8526035611333332,0.39945460531666666,0.637885254373153,0.8107003228333334,0.4196642730833333,0.8192007958889007,0.8703548073333334,0.3629342298666667,0.42217889384366936,0.6642016540957753,0.39839053868025304,0.641388683401106,0.3701876027860666,0.6177429197633828,0.42217889384366936,0.6642016540957753,0.3701876027860666
K2_r17_art_content_art_target,epoch_0002,2,2.0,R17_art_content_art_target,More art content and more art target; less photo dominance.,"0.85,1.15,1.15,1.15,1.15","0.55,1.3,1.3,1.3,1.3",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r17_art_content_art_target\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r17_art_content_art_target\epoch_0002.pt,0.6977256402174631,0.8556646972133334,0.39532552115999997,0.6669355418284735,0.8509641889666666,0.4033059613333333,0.6380774068335692,0.8195209772500001,0.41153447908333335,0.8208860337734223,0.8744667302,0.3634037604666666,0.42189688787179985,0.665157733735351,0.39795646198397344,0.6423510157218411,0.37548655359747213,0.6207132467626533,0.42189688787179985,0.665157733735351,0.37548655359747213
K2_r13_monet_vangogh,epoch_0001,1,2.0,R13_monet_vangogh,Joint Monet plus Van Gogh target pressure.,"1.35,1.05,1.1,1.1,0.8","0.65,1.1,1.45,1.45,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r13_monet_vangogh\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r13_monet_vangogh\epoch_0001.pt,0.6973537485599518,0.8561769916266665,0.39506803015999997,0.6666165931026141,0.85265441505,0.4022668013333333,0.6402010187506676,0.8123574126666666,0.42151197375000005,0.8203023703893025,0.8702672979333332,0.36627294546666667,0.42185157679167967,0.6650061260079687,0.3984588684795014,0.6425074050500326,0.3703486237403129,0.6186014713754339,0.42185157679167967,0.6650061260079687,0.3703486237403129
K2_r19_hayao_fix_prev,epoch_0002,2,2.0,R19_hayao_fix_prev,Previous manual recipe plus extra Hayao target.,"1.35,1.35,0.8,0.8,0.8","0.75,1.6,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r19_hayao_fix_prev\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r19_hayao_fix_prev\epoch_0002.pt,0.6986411150693894,0.8567200977066665,0.3971130864933333,0.6676003675162792,0.8523856967166665,0.40409695433333326,0.6357166036963463,0.8229464815,0.4094442943333333,0.8228041052818298,0.8740577016666666,0.3691776151333333,0.42120158551304016,0.6651271445224365,0.3978250922911368,0.6425063048689148,0.3754260674999125,0.6199102893859585,0.42120158551304016,0.6651271445224365,0.3754260674999125
K2_r04_cezanne_strong,epoch_0002,2,2.0,R04_cezanne_strong,Repair Cezanne style drop by target emphasis.,"1.35,1.05,0.85,0.85,1.25","0.75,1.1,1,1,1.6",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r04_cezanne_strong\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r04_cezanne_strong\epoch_0002.pt,0.6976648773352305,0.8572032088266667,0.3985264863066667,0.6667661717534066,0.8526937737333332,0.40707007650000004,0.640421632428964,0.8161483087500001,0.41761496825,0.8212596996625263,0.8752409492,0.3643521255333334,0.4196269451512495,0.6639979000605665,0.39534561521013517,0.6409234848647143,0.372971972735529,0.6201088221913266,0.4196269451512495,0.6639979000605665,0.372971972735529
K2_r01_uniform_unbalanced,epoch_0002,2,2.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r01_uniform_unbalanced\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r01_uniform_unbalanced\epoch_0002.pt,0.6988696349859238,0.8571870921599999,0.40025675561333335,0.6677925601104895,0.85244085555,0.40839751071666663,0.6382591895759107,0.8184417991666666,0.4084826813333333,0.8231779344876606,0.8761720386,0.36769373520000004,0.41914234228978337,0.6641753982761838,0.3950677408862556,0.6411260353209849,0.37754136443230235,0.6218995347576752,0.41914234228978337,0.6641753982761838,0.37754136443230235
K2_r07_art_balanced,epoch_0001,1,2.0,R07_art_balanced,"All art targets boosted equally, photo target suppressed.","1.4,1,0.9,0.9,0.9","0.7,1.2,1.2,1.2,1.2",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r07_art_balanced\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r07_art_balanced\epoch_0001.pt,0.6960533035198847,0.8460555954,0.40543677409333334,0.6666362007955711,0.84295471545,0.41233687276666664,0.6428801280756791,0.8019010335833333,0.4357382516666667,0.8137217144171398,0.8584591152000002,0.37783637940000003,0.4138476975437748,0.6605317763552584,0.39175751448647367,0.6389956250487878,0.3627526650367399,0.6153636951658581,0.4138476975437748,0.6605317763552584,0.3627526650367399
K2_r09_photo_content_low,epoch_0003,3,2.0,R09_photo_content_low,Less photo as content; stress art-to-art content retention.,"0.9,1.2,1.1,1.1,1.1","0.7,1.25,1.25,1.25,1.25",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r09_photo_content_low\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r09_photo_content_low\epoch_0003.pt,0.7003298234144846,0.8476069467733331,0.4097081520133333,0.6701596774657568,0.8426722118166665,0.41810371548333325,0.6417962859074274,0.80988702625,0.424080506,0.8210104072093964,0.8673458865999999,0.37612589813333336,0.413398985663512,0.6618165320147483,0.38996342635021164,0.6392674899335753,0.3696229922308849,0.6187394087398278,0.413398985663512,0.6618165320147483,0.3696229922308849
K1_r10_no_photo_target,epoch_0001,1,1.0,R10_no_photo_target,Nearly remove photo target to focus transfer style.,"1.5,1.1,0.9,0.9,0.9","0.3,1.35,1.35,1.35,1.35",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r10_no_photo_target\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r10_no_photo_target\epoch_0001.pt,0.699666321516037,0.8362037033333334,0.4129661141066667,0.670788864394029,0.8323279404833335,0.4192594274,0.6495388261973858,0.7811036855,0.4472661536666667,0.8151761500040691,0.8517067547333333,0.3877928609333333,0.41072783954825354,0.6602449690480907,0.38955430920189216,0.6392719622661188,0.35902209374691957,0.6156570832449675,0.41072783954825354,0.6602449690480907,0.35902209374691957
K1_r18_cezanne_fix_prev,epoch_0001,1,1.0,R18_cezanne_fix_prev,Previous manual recipe plus extra Cezanne target.,"1.35,1.25,0.85,0.85,0.95","0.75,1.3,1.05,1.05,1.45",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r18_cezanne_fix_prev\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r18_cezanne_fix_prev\epoch_0001.pt,0.697909984230995,0.8324789742933334,0.4115282069733333,0.6696100995441278,0.8297307327333335,0.4176328976666667,0.6484958303471406,0.7828184700833333,0.4538545428333334,0.8111095229784647,0.8434719405333334,0.3871094442,0.41070033979162635,0.6596066173094801,0.3899588933646485,0.6390750505203497,0.3541730517356162,0.6126731997339747,0.41070033979162635,0.6596066173094801,0.3541730517356162
K1_r12_hayao_cezanne,epoch_0001,1,1.0,R12_hayao_cezanne,Joint Hayao plus Cezanne target repair.,"1.35,1.25,0.8,0.8,1.1","0.65,1.45,1,1,1.45",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r12_hayao_cezanne\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r12_hayao_cezanne\epoch_0001.pt,0.6997731294234594,0.8316838451466667,0.4171125375733334,0.6712158084412415,0.82847962635,0.42360802895000005,0.6487972393631934,0.7817255444166668,0.45013275475000003,0.8140024133523307,0.8445007203333335,0.39113057206666657,0.4078889836840076,0.658863145974582,0.3868834028273664,0.638027465354307,0.356752350734444,0.6141717414235757,0.4078889836840076,0.658863145974582,0.356752350734444
K1_r15_hard_art,epoch_0001,1,1.0,R15_hard_art,Hard version of art target emphasis.,"1.6,1.1,0.75,0.75,0.75","0.45,1.45,1.45,1.45,1.45",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r15_hard_art\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r15_hard_art\epoch_0001.pt,0.7017197131315868,0.8321615309466667,0.41878839706666665,0.673775831758976,0.8281722441833332,0.4259304765833334,0.6524804612000783,0.7778467040000001,0.4565641960833333,0.8134952386220297,0.848118678,0.390220079,0.4078476392791284,0.6595418745621981,0.3867941706275435,0.6388786238391677,0.354581243972182,0.6143148311508841,0.4078476392791284,0.6595418745621981,0.354581243972182
K1_r08_photo_content_high,epoch_0001,1,1.0,R08_photo_content_high,"Content-heavy recipe: frequent photo content, moderate art target.","1.8,1.1,0.75,0.75,0.75","0.7,1.2,1.2,1.2,1.2",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r08_photo_content_high\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r08_photo_content_high\epoch_0001.pt,0.7013249075015386,0.8323725668533332,0.41950541453333334,0.6731409686307113,0.8290723518166665,0.42683397433333325,0.6556525314847628,0.7836563249999999,0.46572127175,0.8140606629848481,0.845573427,0.39019117533333336,0.40711531145755403,0.6590342947893334,0.38582153370347516,0.6381497385932957,0.35030120069557213,0.6131717003525958,0.40711531145755403,0.6590342947893334,0.35030120069557213
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0003.pt,0.7060842641194661,0.8373556124666667,0.4237331203333333,0.677822347978751,0.83187906275,0.4319835058333334,0.6573898690442245,0.7984930186666668,0.4574522914166666,0.8191319286823273,0.8592618113333333,0.39073157833333333,0.40689297566585925,0.6606481795609863,0.38501427376670844,0.6393902991445215,0.3566653670958416,0.6171951128829126,0.40689297566585925,0.6606481795609863,0.3566653670958416
K1_r11_photo_target_some,epoch_0001,1,1.0,R11_photo_target_some,Keep more photo target for identity/content stability.,"1.5,1.1,0.9,0.9,0.9","1,1.2,1.2,1.2,1.2",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r11_photo_target_some\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r11_photo_target_some\epoch_0001.pt,0.6969444436629613,0.8328099080533334,0.41671915049333336,0.6679871263603367,0.8295717149499999,0.4229388779166666,0.6430014051496983,0.78665689075,0.4397059214166667,0.8127737128734587,0.8457626804666667,0.3918402408,0.4065143471586832,0.6571621857082581,0.3854694006747173,0.6361630248633856,0.36026987982613873,0.6140538408514705,0.4065143471586832,0.6571621857082581,0.36026987982613873
K1_r16_photo_hayao_content_art_target,epoch_0001,1,1.0,R16_photo_hayao_content_art_target,Photo/Hayao content anchors with uniform art target pressure.,"1.55,1.35,0.75,0.75,0.75","0.6,1.25,1.25,1.25,1.25",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r16_photo_hayao_content_art_target\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r16_photo_hayao_content_art_target\epoch_0001.pt,0.7017434862454732,0.8298616400400001,0.42212409816000007,0.6743521725138029,0.8263229787166667,0.4294269472333333,0.6545244979361693,0.7756472025833333,0.46483945916666664,0.8113087411721546,0.8440162853333334,0.3929127018666666,0.4055206499744484,0.6583898317035576,0.38476717771103436,0.6380294806023052,0.3502756843041863,0.6127471129501767,0.4055206499744484,0.6583898317035576,0.3502756843041863
K1_r03_hayao_strong,epoch_0001,1,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0001.pt,0.698182141661644,0.8295229528666667,0.41925600210666664,0.6699232490360737,0.82621003015,0.42564047006666667,0.6462586005528768,0.7805592866666667,0.44506568558333326,0.811217712163925,0.8427746437333333,0.3937181302666667,0.4054650882063128,0.6570787913427353,0.3847768024077707,0.6364759473501145,0.35863107343368517,0.6142951004052033,0.4054650882063128,0.6570787913427353,0.35863107343368517
K1_r02_prev_manual,epoch_0002,2,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0002.pt,0.7034420397281649,0.82486145524,0.42413556927999996,0.675909675359726,0.8203299345666666,0.4309164325666667,0.6524725298086803,0.7852137494166666,0.4449792420833333,0.8135714972019196,0.8429875379333334,0.3970121161333333,0.4050872497525753,0.6587898765753072,0.38464908931641906,0.6385205375854885,0.3621357980142187,0.6183644096464755,0.4050872497525753,0.6587898765753072,0.3621357980142187
K1_r06_monet_strong,epoch_0001,1,1.0,R06_monet_strong,Monet target emphasis.,"1.35,1.05,1.25,0.85,0.85","0.75,1.1,1.6,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r06_monet_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r06_monet_strong\epoch_0001.pt,0.7026404649019241,0.8323520828533334,0.4242476030933333,0.675006543348233,0.8286911944166666,0.4320702596166666,0.6516107201576232,0.7788287304166667,0.4599547208333333,0.813176151116689,0.8469956366,0.392956977,0.4045469318308974,0.6582296411035841,0.38335629092081325,0.6375296623105181,0.35189929327551644,0.6125628158107885,0.4045469318308974,0.6582296411035841,0.35189929327551644
K1_r05_vangogh_strong,epoch_0001,1,1.0,R05_vangogh_strong,Van Gogh target emphasis.,"1.35,1.05,0.85,1.25,0.85","0.75,1.1,1,1.6,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r05_vangogh_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r05_vangogh_strong\epoch_0001.pt,0.6997199793656668,0.8299059644533334,0.4231373640933333,0.6717604151368141,0.8265689759833332,0.4304948345833333,0.6484018102288246,0.7813919078333332,0.45475101125,0.8115582362810771,0.8432539183333333,0.3937074821333333,0.40364231169343695,0.6567199091550167,0.38257102634286,0.6359710777347625,0.35354043133093604,0.612298322711236,0.40364231169343695,0.6567199091550167,0.35354043133093604
K1_r04_cezanne_strong,epoch_0001,1,1.0,R04_cezanne_strong,Repair Cezanne style drop by target emphasis.,"1.35,1.05,0.85,0.85,1.25","0.75,1.1,1,1,1.6",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\epoch_0001.pt,0.6999448766311009,0.8359025357066666,0.4235026066133333,0.6717508026460807,0.8328452090499999,0.4309167859166666,0.6521494363745054,0.7842061434999998,0.45373931008333335,0.8127211725711823,0.8481318423333333,0.3938458894,0.4035163968921817,0.6567382574955489,0.3822821058328906,0.6358171466491191,0.35624360104270264,0.6150883751142618,0.4035163968921817,0.6567382574955489,0.35624360104270264
