experiment_id,epoch,epoch_time_sec,samples_per_sec,loss,terminal_swd,kinetic_energy
K1_r00_balanced_default,epoch_0001,,,7.998201370239258,0.0,0.2646501660346985
K1_r00_balanced_default,epoch_0002,,,7.516974449157715,0.0,0.23638053238391876
K1_r00_balanced_default,epoch_0003,,,7.39349889755249,0.0,0.23494519293308258
K1_r00_balanced_default,epoch_0004,,,7.279889106750488,0.0,0.23745685815811157
K1_r00_balanced_default,epoch_0005,,,7.164109230041504,0.0,0.2437146157026291
K1_r00_balanced_default,epoch_0006,,,7.0284013748168945,0.0,0.2520868480205536
K1_r00_balanced_default,epoch_0007,,,6.864380836486816,0.0,0.26372066140174866
K1_r00_balanced_default,epoch_0008,,,6.677713394165039,0.0,0.2800155282020569
K1_r01_uniform_unbalanced,epoch_0001,,,8.059344291687012,0.0,0.25638169050216675
K1_r01_uniform_unbalanced,epoch_0002,,,7.585910797119141,0.0,0.22999076545238495
K1_r01_uniform_unbalanced,epoch_0003,,,7.4721245765686035,0.0,0.23034536838531494
K1_r01_uniform_unbalanced,epoch_0004,,,7.373005390167236,0.0,0.23287324607372284
K1_r01_uniform_unbalanced,epoch_0005,,,7.256838321685791,0.0,0.23611459136009216
K1_r01_uniform_unbalanced,epoch_0006,,,7.134352207183838,0.0,0.24224752187728882
K1_r01_uniform_unbalanced,epoch_0007,,,7.006929397583008,0.0,0.2500229477882385
K1_r01_uniform_unbalanced,epoch_0008,,,6.872050762176514,0.0,0.2585641145706177
K1_r02_prev_manual,epoch_0001,,,7.934901714324951,0.0,0.25957393646240234
K1_r02_prev_manual,epoch_0002,,,7.465075969696045,0.0,0.23448212444782257
K1_r02_prev_manual,epoch_0003,,,7.348147392272949,0.0,0.23531785607337952
K1_r02_prev_manual,epoch_0004,,,7.256359577178955,0.0,0.23859766125679016
K1_r02_prev_manual,epoch_0005,,,7.167172431945801,0.0,0.24184243381023407
K1_r02_prev_manual,epoch_0006,,,7.047019004821777,0.0,0.24734830856323242
K1_r02_prev_manual,epoch_0007,,,6.918298721313477,0.0,0.25382331013679504
K1_r02_prev_manual,epoch_0008,,,6.802615642547607,0.0,0.2595219910144806
K1_r03_hayao_strong,epoch_0001,,,7.8839898109436035,0.0,0.26096275448799133
K1_r03_hayao_strong,epoch_0002,,,7.439426422119141,0.0,0.2351517379283905
K1_r03_hayao_strong,epoch_0003,,,7.335391521453857,0.0,0.23703539371490479
K1_r03_hayao_strong,epoch_0004,,,7.255465030670166,0.0,0.23836152255535126
K1_r03_hayao_strong,epoch_0005,,,7.156402111053467,0.0,0.24159984290599823
K1_r03_hayao_strong,epoch_0006,,,7.033348083496094,0.0,0.2471642792224884
K1_r03_hayao_strong,epoch_0007,,,6.911661148071289,0.0,0.2527786195278168
K1_r03_hayao_strong,epoch_0008,,,6.799820423126221,0.0,0.2583725154399872
K1_r04_cezanne_strong,epoch_0001,,,8.008904457092285,0.0,0.2562732696533203
K1_r04_cezanne_strong,epoch_0002,,,7.531012058258057,0.0,0.22805270552635193
K1_r04_cezanne_strong,epoch_0003,,,7.411744117736816,0.0,0.228520005941391
K1_r04_cezanne_strong,epoch_0004,,,7.304133892059326,0.0,0.23176589608192444
K1_r04_cezanne_strong,epoch_0005,,,7.201597690582275,0.0,0.23745250701904297
K1_r04_cezanne_strong,epoch_0006,,,7.073148250579834,0.0,0.24452941119670868
K1_r04_cezanne_strong,epoch_0007,,,6.925723552703857,0.0,0.25204089283943176
K1_r04_cezanne_strong,epoch_0008,,,6.750854015350342,0.0,0.26335564255714417
K1_r05_vangogh_strong,epoch_0001,,,7.785029888153076,0.0,0.2600295841693878
K1_r05_vangogh_strong,epoch_0002,,,7.32702112197876,0.0,0.23590275645256042
K1_r05_vangogh_strong,epoch_0003,,,7.207456111907959,0.0,0.23541423678398132
K1_r05_vangogh_strong,epoch_0004,,,7.107519626617432,0.0,0.238767609000206
K1_r05_vangogh_strong,epoch_0005,,,7.011309623718262,0.0,0.2435453087091446
K1_r05_vangogh_strong,epoch_0006,,,6.8811469078063965,0.0,0.2505538761615753
K1_r05_vangogh_strong,epoch_0007,,,6.760446071624756,0.0,0.2568272650241852
K1_r05_vangogh_strong,epoch_0008,,,6.630550861358643,0.0,0.26377519965171814
K1_r06_monet_strong,epoch_0001,,,7.8417181968688965,0.0,0.2614549398422241
K1_r06_monet_strong,epoch_0002,,,7.415279865264893,0.0,0.23501597344875336
K1_r06_monet_strong,epoch_0003,,,7.294151306152344,0.0,0.23394975066184998
K1_r06_monet_strong,epoch_0004,,,7.1964030265808105,0.0,0.23686474561691284
K1_r06_monet_strong,epoch_0005,,,7.1036529541015625,0.0,0.24115097522735596
K1_r06_monet_strong,epoch_0006,,,6.970686912536621,0.0,0.24864627420902252
K1_r06_monet_strong,epoch_0007,,,6.843119144439697,0.0,0.2546323239803314
K1_r06_monet_strong,epoch_0008,,,6.719313621520996,0.0,0.26207679510116577
K1_r07_art_balanced,epoch_0001,,,7.870887279510498,0.0,0.26233169436454773
K1_r07_art_balanced,epoch_0002,,,7.411508560180664,0.0,0.23453576862812042
K1_r07_art_balanced,epoch_0003,,,7.293522357940674,0.0,0.23463831841945648
K1_r07_art_balanced,epoch_0004,,,7.197721004486084,0.0,0.2368663251399994
K1_r07_art_balanced,epoch_0005,,,7.095888614654541,0.0,0.2422701120376587
K1_r07_art_balanced,epoch_0006,,,6.985964775085449,0.0,0.2481359839439392
K1_r07_art_balanced,epoch_0007,,,6.863117218017578,0.0,0.2529199719429016
K1_r07_art_balanced,epoch_0008,,,6.736212253570557,0.0,0.2592385709285736
K1_r08_photo_content_high,epoch_0001,,,7.85365104675293,0.0,0.26614928245544434
K1_r08_photo_content_high,epoch_0002,,,7.442699432373047,0.0,0.23710784316062927
K1_r08_photo_content_high,epoch_0003,,,7.3126654624938965,0.0,0.23733510076999664
K1_r08_photo_content_high,epoch_0004,,,7.2049713134765625,0.0,0.23950989544391632
K1_r08_photo_content_high,epoch_0005,,,7.1039628982543945,0.0,0.24540922045707703
K1_r08_photo_content_high,epoch_0006,,,6.988373279571533,0.0,0.2515300512313843
K1_r08_photo_content_high,epoch_0007,,,6.858539581298828,0.0,0.2578800916671753
K1_r08_photo_content_high,epoch_0008,,,6.728825092315674,0.0,0.2650096118450165
K1_r09_photo_content_low,epoch_0001,,,7.787352561950684,0.0,0.2547866702079773
K1_r09_photo_content_low,epoch_0002,,,7.376743793487549,0.0,0.22411181032657623
K1_r09_photo_content_low,epoch_0003,,,7.259361743927002,0.0,0.22350485622882843
K1_r09_photo_content_low,epoch_0004,,,7.171164512634277,0.0,0.22609896957874298
K1_r09_photo_content_low,epoch_0005,,,7.062164306640625,0.0,0.22959747910499573
K1_r09_photo_content_low,epoch_0006,,,6.949115753173828,0.0,0.2349720299243927
K1_r09_photo_content_low,epoch_0007,,,6.808711528778076,0.0,0.24193298816680908
K1_r09_photo_content_low,epoch_0008,,,6.653357028961182,0.0,0.25335606932640076
