experiment_id,epoch,epoch_num,k_value,recipe_id,description,content_weights,target_weights,balance_target_styles_per_batch,src,target,is_identity,is_transfer,is_photo_to_art,count,clip_style,clip_content,content_lpips,clip_dir,score_ec,score_65_35
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,photo,False,True,False,30,0.6807228565216065,0.824498149,0.473949458,0.45291374027729037,0.35809462762497934,0.6265875464390442
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,Hayao,False,True,False,30,0.6288670718669891,0.8183503936666665,0.47013408900000003,0.4729699343442917,0.3332152239327046,0.5942166655635428
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,monet,False,True,False,30,0.7532236794630687,0.842227744,0.44064605933333334,0.34656613916158674,0.4213186333111137,0.685369270884328
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,vangogh,True,False,False,30,0.8240129391352335,0.8741807343333333,0.3995508306666667,0.3754281441370646,0.4947778848236696,0.7457656197045686
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,cezanne,False,True,False,30,0.7903003692626953,0.8439112229999999,0.42520559366666666,0.3973537214100361,0.45426023157536505,0.7148732822374186
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,photo,False,True,False,30,0.6459813038508098,0.8469292723333333,0.41575234833333335,0.44383138219515483,0.377413059795407,0.6243745255863596
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,Hayao,False,True,False,30,0.6265224854151408,0.8191485293333332,0.4540290086666666,0.5260253051916758,0.3420631024547283,0.5983294624865082
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,monet,False,True,False,30,0.7665793299674988,0.8529661130000001,0.4058641463333333,0.3587215614815553,0.45545226461346133,0.7062241132622076
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,vangogh,False,True,False,30,0.797137995560964,0.8585384876666668,0.422157469,0.40523268381754557,0.4606202369112141,0.7203845829646266
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,cezanne,True,False,False,30,0.8172946095466613,0.8512528306666668,0.40360877466666667,0.3962461034456889,0.4874273336458616,0.7399784250719965
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,photo,True,False,False,30,0.7931535263856252,0.8323120249999999,0.4072613386666666,0.4411773999532064,0.47013275946162825,0.7230083236173231
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,Hayao,False,True,True,30,0.6508414347966512,0.7649631276666666,0.49548891933333344,0.5712001482645671,0.32835671561190233,0.5996258108511566
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,monet,False,True,True,30,0.65004969338576,0.8143930976666665,0.409816538,0.44764737288157147,0.3836485785144463,0.629096512400744
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,vangogh,False,True,True,30,0.6771074493726095,0.8189662506666667,0.4675054726666667,0.5058231194814046,0.36055601120754655,0.6264929266588628
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,cezanne,False,True,True,30,0.6416697184244792,0.8091426673333333,0.44830657066666657,0.4832318643728892,0.35400496745695537,0.6101780172425781
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,photo,False,True,False,30,0.5598942975203196,0.8709684913333333,0.39883428966666673,0.33580159495274226,0.33658925308038556,0.5743392920048743
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,Hayao,True,False,False,30,0.8274839778741201,0.8831744293333333,0.32135355133333326,0.35631534283359845,0.5615690629128383,0.7753908426515115
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,monet,False,True,False,30,0.5229343791802724,0.8573078336666669,0.3667106993333333,0.3566556714475155,0.3311687472856322,0.5615586017005104
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,vangogh,False,True,False,30,0.6075331310431162,0.8605637443333334,0.35351768766666664,0.4110911245147387,0.39275942337586384,0.6211653444946923
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,cezanne,False,True,False,30,0.5590831617514292,0.8748247866666665,0.32760863100000004,0.3541616434852282,0.3759226925148919,0.598741034288429
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,photo,False,True,False,30,0.7235309720039368,0.8234023516666668,0.45117038099999995,0.5137919674317042,0.3970952276996203,0.662385498452559
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,Hayao,False,True,False,30,0.61651664574941,0.813688954,0.5002610433333333,0.516510530312856,0.3080973853144431,0.5756444545704499
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,monet,True,False,False,30,0.8310539821783701,0.8498844996666667,0.4304476893333333,0.40568045576413475,0.4733287158384255,0.7395283971492739
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,vangogh,False,True,False,30,0.8166028519471487,0.8602337563333332,0.44527990199999995,0.43818702002366383,0.4529860140592018,0.7249438880656467
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,cezanne,False,True,False,30,0.7923000991344452,0.837999788,0.4506072036666666,0.4199219132463137,0.43528396699865013,0.7072825431540561
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,photo,False,True,False,30,0.6842961470286052,0.8149019323333333,0.4923406513333334,0.46663197726011274,0.3473893362956513,0.6224732676019267
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,Hayao,False,True,False,30,0.621180268128713,0.8184878216666666,0.46350736566666667,0.4586726332704226,0.33325863844425957,0.59153959630033
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,monet,False,True,False,30,0.7538837472597758,0.8446917886666668,0.43600190833333324,0.34042386064926783,0.42518899479302924,0.6874237678021876
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,vangogh,True,False,False,30,0.8291480680306752,0.8792919290000002,0.3963390253333333,0.3792739552756151,0.5005243308903811,0.7502275853532722
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,cezanne,False,True,False,30,0.789365804195404,0.8404697396666666,0.4296012556666667,0.399737986177206,0.4502532635327304,0.7127273332436793
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,photo,False,True,False,30,0.6404157648483912,0.8472202273333331,0.42988446266666663,0.43438209493954977,0.36511097789327823,0.615810685218121
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,Hayao,False,True,False,30,0.6123956243197123,0.8326533546666665,0.4349843576666667,0.499867175022761,0.34601310703712485,0.5958126306244795
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,monet,False,True,False,30,0.7662008861700694,0.854806524,0.40416781966666665,0.35585504174232485,0.45652714458004456,0.7065718391272118
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,vangogh,False,True,False,30,0.7964175621668498,0.8673554326666667,0.4102168616666667,0.39079030056794484,0.46971364923854725,0.724095513825119
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,cezanne,True,False,False,30,0.8167408307393392,0.8566092196666666,0.39696983299999994,0.3831957836945852,0.4925193595564625,0.7419420984305705
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,photo,True,False,False,30,0.7957370479901632,0.8339008666666667,0.40671954700000007,0.4474959780772527,0.4720952363004868,0.7248772397436061
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,Hayao,False,True,True,30,0.6564045449097952,0.7548371723333334,0.5041247746666666,0.5811851491530736,0.32549475161696884,0.6002192830580335
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,monet,False,True,True,30,0.6546815355618795,0.8198015663333336,0.40311847933333333,0.45401347875595094,0.390767310498563,0.634451530348555
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,vangogh,False,True,True,30,0.6788395603497823,0.815932967,0.47023737899999996,0.5112719506025314,0.35962382472938836,0.6266626315773586
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,cezanne,False,True,True,30,0.6396338353554408,0.8034003690000001,0.45232853266666667,0.4841861734787623,0.35030920116516207,0.6074470065477032
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,photo,False,True,False,30,0.5692173133293787,0.8652766753333333,0.400644363,0.35713794603943827,0.34116360542195834,0.5797657266140961
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,Hayao,True,False,False,30,0.8243637522061665,0.8802420576666667,0.326657621,0.3559856836994489,0.5550790500718666,0.7715062715840082
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,monet,False,True,False,30,0.5303358544905981,0.8534119003333333,0.3713765056666667,0.3720714179178079,0.33338157802013396,0.5647365284355554
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,vangogh,False,True,False,30,0.6118165095647176,0.8558907816666667,0.3565665356666667,0.42129641175270083,0.3936632162855541,0.622882443733733
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,cezanne,False,True,False,30,0.5602376212676367,0.8733455826666666,0.33125412733333337,0.3566609884301821,0.37465659693532316,0.5982155092572972
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,photo,False,True,False,30,0.730114201704661,0.8209064959999999,0.44790248633333335,0.5282387326161067,0.40309423545386647,0.667808360891363
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,Hayao,False,True,False,30,0.6290076434612274,0.7961234553333334,0.512640522,0.5402985195318858,0.3065528367752739,0.5794307855497978
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,monet,True,False,False,30,0.8302577455838521,0.8503848033333334,0.42776115700000006,0.3999290799101194,0.47510573172469184,0.7399511296795038
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,vangogh,False,True,False,30,0.8130612274010977,0.8567968563333335,0.44864984566666666,0.4300900896390279,0.4482814332100446,0.7214623518273802
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,cezanne,False,True,False,30,0.7866106708844502,0.8293729283333333,0.45693315200000006,0.41520328720410665,0.42718217764038374,0.7013703328748926
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,photo,False,True,False,30,0.6893297135829926,0.8139300759999999,0.4833752716666666,0.47781077921390536,0.35612477601190806,0.6288829687456119
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,Hayao,False,True,False,30,0.6313105662663777,0.8081167906666666,0.46704636633333335,0.4789795140425364,0.336459260263827,0.5968856398564789
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,monet,False,True,False,30,0.7570394595464071,0.849501578,0.42812816766666667,0.3396849016348521,0.43292954287944024,0.6922307900218313
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,vangogh,True,False,False,30,0.8332736174265544,0.8834849209999999,0.3937640263333334,0.3851794999713699,0.5051604427913327,0.7538104421105936
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,cezanne,False,True,False,30,0.7900465269883473,0.8403450953333332,0.4299530446666667,0.40008103599150974,0.4503636172813816,0.7130466769090924
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,photo,False,True,False,30,0.6422584553559622,0.8422350306666665,0.4275022243333334,0.44215706586837766,0.36769153709439745,0.6178422174647087
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,Hayao,False,True,False,30,0.6258771340052287,0.8157046576666667,0.44016223966666673,0.5255673438310623,0.35038965294533275,0.6027633532200654
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,monet,False,True,False,30,0.7661237915356954,0.8561776656666668,0.3997073886666668,0.3547931522130966,0.4598984514255568,0.7080828784648687
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,vangogh,False,True,False,30,0.7945007940133413,0.8664736103333334,0.40801871033333337,0.38808669423063596,0.47032960468120844,0.7236189674920052
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,cezanne,True,False,False,30,0.8120274802049001,0.848296408,0.3987555403333333,0.38497754484415053,0.48822702357027997,0.7382534230165183
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,photo,True,False,False,30,0.7976509233315786,0.829181383,0.4125857949999999,0.4596467008193334,0.46855148299633526,0.7240680719155261
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,Hayao,False,True,True,30,0.6657539546489716,0.7404390193333332,0.5215634623333333,0.5984391172726949,0.318521017000145,0.6001928587051649
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,monet,False,True,True,30,0.6563762962818146,0.819967364,0.4022744466666667,0.4586146225531896,0.39233288488993157,0.6358485362498462
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,vangogh,False,True,True,30,0.6806474566459656,0.8143865296666668,0.47248025266666666,0.51596686343352,0.3590549743529557,0.6270527583865443
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,cezanne,False,True,True,30,0.640178045630455,0.792010242,0.4632875600000001,0.4909658635656039,0.34359152090475276,0.6039650836597957
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,photo,False,True,False,30,0.5767946422100068,0.8602753513333334,0.39150657233333336,0.37440621554851533,0.35097574889813565,0.5878892171198378
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,Hayao,True,False,False,30,0.8243843734264373,0.8763299003333335,0.33172028966666667,0.3616020166625579,0.550919350276746,0.7697477413438509
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,monet,False,True,False,30,0.5295335789521535,0.8551262479999999,0.35795724166666676,0.3692997549970945,0.3399831996605625,0.5689117917355664
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,vangogh,False,True,False,30,0.6104795177777608,0.8600837153333333,0.3515060163333333,0.4164970467487971,0.3958922944306058,0.6237845808388779
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,cezanne,False,True,False,30,0.5566368808348974,0.8719753973333333,0.3270035853333333,0.3507521430651347,0.37461462507312254,0.5973627176760167
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,photo,False,True,False,30,0.7357178489367168,0.8132384039999999,0.4507698299999999,0.5419234762589137,0.4040784392435473,0.670447161308866
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,Hayao,False,True,False,30,0.6461980601151784,0.7777703999999999,0.5311162836666666,0.570081502199173,0.30299174791419564,0.5841380397915327
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,monet,True,False,False,30,0.8275745809078217,0.8483632743333334,0.4305442299999999,0.3924546773235003,0.4712671202032909,0.737232997090084
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,vangogh,False,True,False,30,0.8083204527695974,0.8518630863333332,0.4588908366666667,0.42221458156903585,0.43738960390337805,0.7147965014669051
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,cezanne,False,True,False,30,0.7808165272076925,0.8193792473333333,0.4720735416666667,0.41295623779296875,0.4122137038168899,0.6923050031016668
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,photo,False,True,False,30,0.6939426839351654,0.8077918816666667,0.4723555786666667,0.49098720848560334,0.3661549859034706,0.6357382920245243
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,Hayao,False,True,False,30,0.6365064601103465,0.7957251106666665,0.4752135416666666,0.4934212769071261,0.33402997090759595,0.5974044594883919
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,monet,False,True,False,30,0.7594814618428548,0.8541899713333332,0.41702923766666655,0.33632352414230504,0.4427554867885636,0.6977027170145224
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,vangogh,True,False,False,30,0.8349750955899556,0.8834745420000001,0.3937099583333333,0.38949106993774574,0.5062370854958633,0.7549353267168045
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,vangogh,cezanne,False,True,False,30,0.7875687698523204,0.8374002153333334,0.431249062,0.39788939418892066,0.4479304765930133,0.7109825287040082
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,photo,False,True,False,30,0.6487149735291798,0.8364033533333333,0.4247579796666667,0.45662504533926646,0.3731681119934102,0.6229994399106336
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,Hayao,False,True,False,30,0.635395473241806,0.8056562733333332,0.453116982,0.5417318900426229,0.3474869940300171,0.6044161139071739
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,monet,False,True,False,30,0.7670672456423442,0.856228671,0.39519280000000007,0.35624335408210756,0.4639277930486584,0.7102762296675238
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,vangogh,False,True,False,30,0.795408296585083,0.8667721596666667,0.410740522,0.3901595965027809,0.46870187764259524,0.7232562100803039
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,cezanne,cezanne,True,False,False,30,0.8069567441940307,0.8396144326666666,0.4055271933333333,0.3879178459445635,0.47971384057962085,0.7325873660594533
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,photo,True,False,False,30,0.7968136429786682,0.816448767,0.4273963913333333,0.47225250204404196,0.4562583674044184,0.7183401309694677
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,Hayao,False,True,True,30,0.6733905375003815,0.729051165,0.5428026756666665,0.6120147009690603,0.30787235197655966,0.5977229128919147
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,monet,False,True,True,30,0.661016407608986,0.8064921153333333,0.4143828666666668,0.47606473565101626,0.3871025337102725,0.6346266616125075
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,vangogh,False,True,True,30,0.6880101720492046,0.8042289736666668,0.4900823153333333,0.533401354153951,0.35082855395844537,0.6256778014653163
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,photo,cezanne,False,True,True,30,0.6458595583836237,0.7764316183333334,0.4838568916666667,0.5064455345273018,0.33335596001091755,0.6004588008660221
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,photo,False,True,False,30,0.5824831614891688,0.8524229050000002,0.40669257166666667,0.3902141322692235,0.3455915865906084,0.5862716548846264
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,Hayao,True,False,False,30,0.8251174628734589,0.8700756903333334,0.3518677523333334,0.3779138170182705,0.5347852358011923,0.7631726375510816
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,monet,False,True,False,30,0.5329364091157913,0.8566624896666667,0.3622594706666667,0.37692186137040457,0.3398751476505107,0.569617851191931
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,vangogh,False,True,False,30,0.6133068323135376,0.8525773596666668,0.36827725,0.4255079577366511,0.3874398787028968,0.6197524035037993
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,Hayao,cezanne,False,True,False,30,0.5582352230946223,0.8672782926666668,0.3394803766666668,0.35893135517835617,0.36872531928985913,0.594034763178171
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,photo,False,True,False,30,0.743406883875529,0.8009959246666667,0.46975127299999997,0.5611215988794963,0.3941905538180361,0.6688015289690938
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,Hayao,False,True,False,30,0.6550774196783702,0.7623205693333334,0.550431886,0.5850925336281458,0.29450192008879134,0.5831491626909406
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,monet,monet,True,False,False,30,0.8220357179641724,0.83976355,0.44120976333333334,0.39338239828745525,0.4593455333896531,0.7298997995100454
