epoch,loss,semigroup,swd,identity,identity_ratio,delta_l1,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,12.39645004272461,0.0,0.2434784173965454,0.1971491575241089,0.20205076038837433,0.0,0.0,0.0,0.0,0.0,0.00014,0.7531444000196643,0.01128229996538721,78.63691350017325,6.478412800031947,0.23801229998935014,10.585770199802937,85.36462090015993,96.70877480506897,10240,105.88491086398577,119.95601798520744
2,11.68807315826416,0.0,0.22832143306732178,0.2851894199848175,0.20400388538837433,0.0,0.0,0.0,0.0,0.0,0.00013991366068953813,0.7229977999522816,0.011842499952763319,79.3699251000653,4.405217499966966,0.16328079995582812,10.589417800074443,83.95026589994086,95.26541924476624,10240,107.4891611371623,121.97698113553221
3,11.29638385772705,0.0,0.2204909771680832,0.28480231761932373,0.20283202826976776,0.0,0.0,0.0,0.0,0.0,0.0001396548794082012,0.7203838001005352,0.012540700001409277,79.31432859998313,4.40686849996564,0.1730198001023382,10.599710599984974,83.90675760005252,95.22922158241272,10240,107.5300189358175,122.04023004690139
4,10.99150562286377,0.0,0.2142520248889923,0.2986052632331848,0.20126952230930328,0.0,0.0,0.0,0.0,0.0,0.00013922436545749366,0.7146161000127904,0.011987300124019384,79.42796559998533,4.403203199966811,0.15284270004485734,10.586631599842804,83.99599880012101,95.29941391944885,10240,107.45081820393236,121.91056891135209
5,10.972167015075684,0.0,0.21387040615081787,0.29663988947868347,0.20097656548023224,0.0,0.0,0.0,0.0,0.0,0.00013862329884622974,0.7939828999806195,0.011079200136009604,79.2712341999868,4.412183199980063,0.15867699999944307,10.592029199906392,83.85317360010231,95.24302625656128,10240,107.51443336560894,122.11821640567587
6,10.79880142211914,0.0,0.21025116741657257,0.30978989601135254,0.19882811605930328,0.0,0.0,0.0,0.0,0.0,0.00013785332705621128,0.7222868999524508,0.01175360006163828,79.36450390005484,4.397301400022116,0.1384270999697037,10.600861299957614,83.9119860001083,95.2380998134613,10240,107.51999483459497,122.03262594674834
7,10.635129928588867,0.0,0.2071422040462494,0.2974870502948761,0.19921875,0.0,0.0,0.0,0.0,0.0,0.00013691656052659465,0.7185457000450697,0.011424299969803542,79.37545630006935,4.428931800008286,0.14524380004149862,10.598862899845699,83.96105620008893,95.28215384483337,10240,107.4702825953725,121.96130519841118
8,10.550349235534668,0.0,0.2051696926355362,0.31695353984832764,0.19453123211860657,0.0,0.0,0.0,0.0,0.0,0.00013581556686932368,0.7143040000228211,0.011873799929162487,79.33026809987496,4.400834900006885,0.17140449999715202,10.59589150029933,83.91438129980816,95.22755765914917,10240,107.53189782155641,122.0291425782509
9,10.627344131469727,0.0,0.20677967369556427,0.31382644176483154,0.20742186903953552,0.0,0.0,0.0,0.0,0.0,0.00013455336383148383,0.7188816000998486,0.011826799978734925,79.40160059998743,4.39932219995535,0.18007519989623688,10.581611200148473,83.99282479981775,95.29570174217224,10240,107.45500387525225,121.91517578323213
10,10.273528099060059,0.0,0.19963884353637695,0.3145928382873535,0.20058593153953552,0.0,0.0,0.0,0.0,0.0,0.00013313341102386714,0.7119063001009636,0.011892700043972582,79.33296239987249,4.424495199957164,0.1521634999953676,10.592209300171817,83.92151379986899,95.22873663902283,10240,107.53056652233117,122.01877130600552
11,10.433354377746582,0.0,0.20281843841075897,0.3178665339946747,0.20185546576976776,0.0,0.0,0.0,0.0,0.0,0.0001315596004384196,0.7875145000289194,0.011047399922972545,79.28884510003263,4.399836299999151,0.16640729995560832,10.579965500161052,83.86613609991036,95.23632502555847,10240,107.52199853629277,122.09934159600498
12,10.386582374572754,0.0,0.201883926987648,0.3190443515777588,0.2011718899011612,0.0,0.0,0.0,0.0,0.0,0.00012983624578056168,0.7245359999651555,0.011615400027949363,79.31023779997486,4.423704700020608,0.16506330017000437,10.587554999801796,83.91062120019342,95.22575616836548,10240,107.53393212121097,122.03461079819054
13,10.365726470947266,0.0,0.20134516060352325,0.32714155316352844,0.2050780951976776,0.0,0.0,0.0,0.0,0.0,0.00012796807064562166,0.7243995000317227,0.012024500087136403,79.3783063001174,4.421541400050046,0.15755299993907101,10.583463599788956,83.96942520019365,95.28013801574707,10240,107.47255632971084,121.94914965282368
14,10.318334579467773,0.0,0.2003994584083557,0.32575738430023193,0.19853514432907104,0.0,0.0,0.0,0.0,0.0,0.00012596019557178914,0.7264679000363685,0.012112399999750778,79.31940110013238,4.439094899978954,0.1589485000295099,10.58795339995413,83.9295569001406,95.24662232398987,10240,107.51037412295554,122.0070780569419
15,10.240668296813965,0.0,0.19909219443798065,0.30879172682762146,0.20283205807209015,0.0,0.0,0.0,0.0,0.0,0.0001238181240050758,0.7256905999674927,0.011198099964531139,79.4103565000114,4.411674800066976,0.15911399995093234,10.582582199916942,83.99234339999384,95.3025062084198,10240,107.44733173759197,121.91587453673486
16,10.37310791015625,0.0,0.20159760117530823,0.3177322745323181,0.20332029461860657,0.0,0.0,0.0,0.0,0.0,0.00012154772721475248,0.7856222999107558,0.012426800065441057,79.25546719995327,4.441134499997133,0.15836880006827414,10.577346200007014,83.86739730008412,95.23315930366516,10240,107.52557276135542,122.09750546282577
17,10.08255386352539,0.0,0.1956724375486374,0.3248266279697418,0.2055663764476776,0.0,0.0,0.0,0.0,0.0,0.00011915522820060805,0.7459523999132216,0.012378099869238213,79.34258690004935,4.438060500018764,0.15771409988519736,10.588069200224709,83.95073959982255,95.28769636154175,10240,107.46403146474721,121.97629286903441
18,10.202144622802734,0.0,0.19827961921691895,0.3116328716278076,0.19912110269069672,0.0,0.0,0.0,0.0,0.0,0.00011664718463613975,0.7649272999551613,0.012303599913138896,79.46987390011782,4.465732599870535,0.1699652999814134,10.648929500079248,84.1178753998829,95.5341408252716,10240,107.18681208143776,121.73393528213451
19,10.093608856201172,0.0,0.1959150731563568,0.32582980394363403,0.20673827826976776,0.0,0.0,0.0,0.0,0.0,0.00011403047089442579,0.730543099984061,0.011866100045153871,79.34300159991835,4.402714599855244,0.1737892999080941,10.582746400265023,83.93137159972684,95.24700689315796,10240,107.50994003923485,122.00444011370507
20,10.097014427185059,0.0,0.19609254598617554,0.31667977571487427,0.19521485269069672,0.0,0.0,0.0,0.0,0.0,0.0001113122592059467,0.7317993999458849,0.011653999943519011,79.39170439989539,4.392851699958555,0.16429400004562922,10.580197500035865,83.96050409984309,95.27606081962585,10240,107.47715545656426,121.96210718104939
21,10.1209135055542,0.0,0.19651579856872559,0.32171115279197693,0.1997070461511612,0.0,0.0,0.0,0.0,0.0,0.0001085,0.7257025999424513,0.01317139994353056,78.99150349997217,4.384590900008334,0.1641231000830885,10.565117300080601,83.55338890000712,94.84719967842102,10240,107.96312421155997,122.55636946401737
22,10.111985206604004,0.0,0.19625143706798553,0.3271245062351227,0.20400390028953552,0.0,0.0,0.0,0.0,0.0,0.00010560140148359144,0.723452000063844,0.012232000008225441,79.35316179998335,4.421456699958071,0.14576290000695735,10.575352600077167,83.93261339995661,95.23434948921204,10240,107.52422896698599,122.00263503299057
23,10.079751968383789,0.0,0.1956101804971695,0.3286842703819275,0.20156250894069672,0.0,0.0,0.0,0.0,0.0,0.00010262440851377542,0.7200396999833174,0.011018100049113855,79.34762189997127,4.408574100030819,0.1677108000149019,10.577184299967485,83.93492490006611,95.23580837249756,10240,107.52258184178056,121.99927517885865
24,10.02192497253418,0.0,0.1945601999759674,0.322547048330307,0.20429690182209015,0.0,0.0,0.0,0.0,0.0,9.957718082135393e-05,0.7117234000470489,0.011895000061485916,79.40727579992381,4.3802070999809075,0.1817447000357788,10.590594999899622,83.98112260000198,95.2862720489502,10240,107.46563780708658,121.93216383606378
25,10.148637771606445,0.0,0.1969534307718277,0.33009073138237,0.19277344644069672,0.0,0.0,0.0,0.0,0.0,9.646807064562169e-05,0.7309974999807309,0.012074499943992123,79.2969851999369,4.437085899931844,0.16738239995902404,10.58505560021149,83.91352799977176,95.2318787574768,10240,107.52701861608544,122.03038346841825
26,10.048015594482422,0.0,0.1950184851884842,0.3251693546772003,0.2041015625,0.0,0.0,0.0,0.0,0.0,9.33055998414588e-05,0.7919534001266584,0.011391300009563565,79.28313189995242,4.378114899853244,0.18848229997092858,10.599284800322494,83.86112039978616,95.25555729866028,10240,107.50028964603014,122.10664430886987
27,9.960943222045898,0.0,0.19322176277637482,0.33079949021339417,0.203125,0.0,0.0,0.0,0.0,0.0,9.009843652151882e-05,0.7251266000093892,0.011266800109297037,79.36758500002907,4.398589499905938,0.17773309999029152,10.575363199983258,83.9551744000346,95.25920629501343,10240,107.49617174309836,121.96984966296229
28,9.986530303955078,0.0,0.19373615086078644,0.3316427171230316,0.20156249403953552,0.0,0.0,0.0,0.0,0.0,8.685537129753454e-05,0.7344914001587313,0.011287099972832948,79.3269856000843,4.398758400086081,0.1687471998448018,10.592384799965657,83.90577829998801,95.23537397384644,10240,107.52307228627161,122.04165443038936
29,10.021385192871094,0.0,0.1944987177848816,0.3240237832069397,0.20439453423023224,0.0,0.0,0.0,0.0,0.0,8.358529318586216e-05,0.7178926000487991,0.012072900048224255,79.38319840014447,4.395542899961583,0.16643539987853728,10.604603799933102,83.95724960003281,95.28309559822083,10240,107.46922038699178,121.96683489255224
30,10.078709602355957,0.0,0.19567932188510895,0.32204127311706543,0.19980467855930328,0.0,0.0,0.0,0.0,0.0,8.029716524330544e-05,0.7218308999727014,0.012469399924157187,79.3484714999795,4.406188399880193,0.15328210004372522,10.588002700154902,83.92041139982757,95.23280763626099,10240,107.52596982241026,122.02037417587111
31,9.943907737731934,0.0,0.192815363407135,0.33212628960609436,0.1997070014476776,0.0,0.0,0.0,0.0,0.0,7.7e-05,0.7874106001399923,0.011696900066453964,79.33077900003991,4.460001799976453,0.14623220000066794,10.567586599907372,83.94870990008349,95.30597472190857,10240,107.44342135820021,121.97924199416215
32,9.94904899597168,0.0,0.19299843907356262,0.32824549078941345,0.19755859673023224,0.0,0.0,0.0,0.0,0.0,7.370283475669453e-05,0.7208847998699639,0.011790999968070537,79.35334439994767,4.40851509993081,0.18446379993110895,10.571137800172437,83.95811429977766,95.25285840034485,10240,107.50333556355436,121.96557873414646
33,9.977039337158203,0.0,0.1935851275920868,0.3248514235019684,0.20107422769069672,0.0,0.0,0.0,0.0,0.0,7.041470681413782e-05,0.7208497001847718,0.010952299984637648,79.38331819992163,4.391767500055721,0.19249009995837696,10.593451600143453,83.97852809992037,95.29584407806396,10240,107.45484337818183,121.93593090624448
34,10.048466682434082,0.0,0.1949617564678192,0.32963305711746216,0.2021484524011612,0.0,0.0,0.0,0.0,0.0,6.714462870246543e-05,0.7270131000259425,0.011455300060333684,79.36440320004476,4.414780300052371,0.13886089992593043,10.580317399959313,83.9294997000834,95.2404637336731,10240,107.51732612972944,122.00716120782292
35,9.741722106933594,0.0,0.18892230093479156,0.3235343396663666,0.1947265863418579,0.0,0.0,0.0,0.0,0.0,6.390156347848113e-05,0.7153511001379229,0.012083600158803165,79.39846699987538,4.406962899985956,0.15495409996947274,10.60867790010525,83.97246759998961,95.29913306236267,10240,107.45113487337876,121.94473132288024
36,9.843978881835938,0.0,0.19091038405895233,0.328543096780777,0.20009765028953552,0.0,0.0,0.0,0.0,0.0,6.0694400158541176e-05,0.7660873999702744,0.01175949999014847,79.37090739989071,4.5007294000533875,0.17326149993459694,10.516079500201158,84.05665779986884,95.34222602844238,10240,107.40256889896,121.82259285612446
37,9.928016662597656,0.0,0.192691370844841,0.3213599920272827,0.203125,0.0,0.0,0.0,0.0,0.0,5.7531929354378293e-05,0.8418178000720218,0.011595399962970987,79.3573581999226,4.438572099985322,0.17278250001254492,10.642926600150531,83.98030819988344,95.46772170066833,10240,107.26138445103706,121.93334627479032
38,10.030010223388672,0.0,0.19460681080818176,0.32884395122528076,0.1993163824081421,0.0,0.0,0.0,0.0,0.0,5.442281917864606e-05,0.729964900034247,0.012804199883248657,79.33536359996651,4.400128100067377,0.16074049993767403,10.576868000207469,83.90903639985481,95.21836948394775,10240,107.54227420084415,122.03691568096374
39,10.006647109985352,0.0,0.19417671859264374,0.3260156512260437,0.19765621423721313,0.0,0.0,0.0,0.0,0.0,5.137559148622457e-05,0.7226294998836238,0.012985799985472113,79.28522869988228,4.387864199990872,0.1882926999242045,10.587292900250759,83.87437139978283,95.18695092201233,10240,107.57777091094913,122.08735313426759
40,9.87667465209961,0.0,0.1917812079191208,0.31278520822525024,0.20283199846744537,0.0,0.0,0.0,0.0,0.0,4.839859851640854e-05,0.715749599825358,0.011899799981620163,79.35662130004494,4.412207800050965,0.16510159996687435,10.562596599891549,83.9458305000444,95.22651362419128,10240,107.53307676905895,121.9834259665176
41,9.943483352661133,0.0,0.19314788281917572,0.30725476145744324,0.20009766519069672,0.0,0.0,0.0,0.0,0.0,4.55e-05,0.7325485998298973,0.013159199937945232,79.41288809996331,4.41029669996351,0.17318699997849762,10.594121700123651,84.00953099984326,95.33917260169983,10240,107.40600867997703,121.89093163749604
42,9.824040412902832,0.0,0.19068628549575806,0.3154672384262085,0.19648437201976776,0.0,0.0,0.0,0.0,0.0,4.2687740794053304e-05,0.7059484999917913,0.011668299994198605,78.8590798000514,4.370934999926249,0.16007370004081167,10.634659499977715,83.40175680001266,94.7461838722229,10240,108.07823156033305,122.77918826763185
43,9.8264799118042,0.0,0.19065865874290466,0.3231099247932434,0.20253907144069672,0.0,0.0,0.0,0.0,0.0,3.996952910557419e-05,0.6955089998664334,0.0121775001171045,80.06638029997703,4.442012699902989,0.18584899997222237,10.647180500032846,84.70641949996934,96.05205392837524,10240,106.60886031271995,120.8881222987321
44,9.856124877929688,0.0,0.19127732515335083,0.3166309893131256,0.2055664211511612,0.0,0.0,0.0,0.0,0.0,3.735281536386024e-05,0.6997184001083951,0.01230480003869161,80.09067799989134,4.458817099919543,0.15266110002994537,10.647079400048824,84.71446099987952,96.06449389457703,10240,106.59505489340908,120.87664702269147
45,9.767355918884277,0.0,0.1894066482782364,0.3264714479446411,0.19599610567092896,0.0,0.0,0.0,0.0,0.0,3.484477179939194e-05,0.7009765999391675,0.012405100016621873,80.0637745000713,4.438604100054363,0.16309440022450872,10.656025399483042,84.6778781003668,96.03741788864136,10240,106.62510743337172,120.92886866936789
