batch_size,checkpoint_dir,elapsed_sec,log_path,max_iter,returncode,stage,status
1,G:\GitHub\Latent_Style\Related_Works\run_511\outputs\aespa_smoke_debug\checkpoints\aespa,8.599,G:\GitHub\Latent_Style\Related_Works\run_511\outputs\aespa_smoke_debug\logs\aespa_train.log,1,1,train,failed
