epoch,loss,semigroup,swd,moment,identity,identity_ratio,delta_tv,delta_l2,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,oom_skipped_batches
1,0.26569345593452454,3.149807525915094e-05,0.014951145276427269,0.4308740198612213,0.0001544679544167593,0.20183633267879486,3.752929114853032e-05,1.8677536672839778e-07,1.2399156093597412,0.9999999403953552,0.9999999403953552,0.795983612537384,0.0002,1.5478593999578152,0.023858599801314995,85.83202699990943,6.352102600008948,0.6688582999340724,74.31646040052874,92.87684649965377,168.7472050189972,31040,183.94378737417063,334.20600687724374,0.0
2,0.23495301604270935,3.3805733892222634e-06,0.0033899680711328983,0.4296030104160309,1.4909697711118497e-05,0.1951674371957779,5.316631813911954e-06,4.5712944540809985e-10,1.2394959926605225,0.9999999403953552,0.9999999403953552,0.8054531812667847,0.00019999479108972367,1.5524258001532871,0.024592700006905943,85.38287580016186,5.507268099696375,0.463350499921944,75.24190110029303,91.37808709978708,168.1762568950653,31040,184.56826530137138,339.68756608029634,0.0
3,0.23248519003391266,5.151579443918308e-06,0.0021849465556442738,0.4302191138267517,7.533551524829818e-06,0.20180413126945496,3.2967093375191325e-06,1.2011246164345124e-10,1.2396045923233032,0.9999999403953552,0.9999999403953552,0.7999856472015381,0.00019997916493011034,1.552153300086502,0.025373800046509132,84.78626240004087,5.425138700084062,0.4594792998104822,74.78503680005088,90.69625419998192,167.03739953041077,31040,185.82664772836617,342.24125653037373,0.0
