epoch,transfer_clip_style,transfer_lpips,allpairs_clip_style,allpairs_lpips,wall_total
epoch_0001,0.7038317524393398,0.43943348520000003,0.726422122478485,0.4352145142266666,89.32449780400202
epoch_0002,0.7037948038180669,0.4396146125333333,0.7259831925233204,0.43535299233333324,88.82082295599685
epoch_0003,0.7034744567175706,0.4389132708333333,0.7258930301268895,0.4346500347199999,88.96143976299936
epoch_0004,0.7033881984651089,0.4394255061666666,0.7256537460088731,0.43519494318666674,89.05682004499977
epoch_0005,0.7035671979188919,0.43986141426666664,0.7257711782455444,0.4356208688933333,89.1554731149954
epoch_0006,0.7035054476062457,0.43993709051666674,0.7257172671953838,0.43569286725333334,88.90394568099873
epoch_0007,0.7036483470598858,0.43922280193333335,0.7258819229602814,0.4350289353466666,92.64037136700063
epoch_0008,0.7037159635623296,0.43997246518333333,0.7258850642045338,0.43576673592,93.3892827669988
epoch_0009,0.7037201580901942,0.4399568809166666,0.725943552295367,0.43574286549333335,89.86688397399848
epoch_0010,0.7037368892629942,0.43987458830000004,0.7259314579168955,0.4356703572666667,89.00268271299865
epoch_0011,0.7035858933627606,0.44001438204999993,0.7258649674654007,0.4358023978799999,89.24694739400002
epoch_0012,0.7035560973485311,0.44002133084999995,0.7258299374580385,0.4358175684266667,89.34075469800155
