method,run,images,transfer_target_style_score,transfer_source_style_score,transfer_best_non_target_score,transfer_style_margin,identity_target_style_score,images_dir,metrics_csv
LBM,epoch_0001,750,0.11197586998343467,0.15243420532594124,0.16228435138861338,-0.050308481405178705,0.15266689290603003,/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_inmortal_knee_e13_spatial_carriergate_bodydecoder_qedgegated_dualpath_spatial_seed42_b8a2/full_eval_fresh_localreview/epoch_0001/images,/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_inmortal_knee_e13_spatial_carriergate_bodydecoder_qedgegated_dualpath_spatial_seed42_b8a2/full_eval_fresh_localreview/epoch_0001/metrics.csv
LBM,epoch_0012,750,0.10755438573658466,0.14281884039441745,0.15428910532345375,-0.04673471958686908,0.14196846922238668,/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_inmortal_knee_e13_spatial_carriergate_bodydecoder_qedgegated_dualpath_spatial_seed42_b8a2/full_eval_fresh_localreview/epoch_0012/images,/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_inmortal_knee_e13_spatial_carriergate_bodydecoder_qedgegated_dualpath_spatial_seed42_b8a2/full_eval_fresh_localreview/epoch_0012/metrics.csv
