method,run,images,transfer_target_style_score,transfer_source_style_score,transfer_best_non_target_score,transfer_style_margin,identity_target_style_score,images_dir,metrics_csv
LBM,epoch_0002,750,0.10528861346965035,0.1281100742518902,0.14567369119574627,-0.04038507772609592,0.1296322917441527,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\hold4twostage_bestfew_localreview_20260609\epoch_0002\images,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\hold4twostage_bestfew_localreview_20260609\epoch_0002\metrics.csv
LBM,epoch_0012,750,0.1045444091099004,0.13405877782652775,0.1486975429331263,-0.044153133823225894,0.13589473381638528,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\hold4twostage_bestfew_localreview_20260609\epoch_0012\images,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\hold4twostage_bestfew_localreview_20260609\epoch_0012\metrics.csv
