method,run,images,transfer_target_style_score,transfer_source_style_score,transfer_best_non_target_score,transfer_style_margin,identity_target_style_score,images_dir,metrics_csv
LBM,epoch_0003,750,0.10980851820359627,0.1453886395941178,0.1532572925587495,-0.04344877435515324,0.14342735931277276,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\knee_spatial_carriergate_bodydecoder_fresh_localreview_20260609\epoch_0003\images,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\knee_spatial_carriergate_bodydecoder_fresh_localreview_20260609\epoch_0003\metrics.csv
LBM,epoch_0008,750,0.11081652333959938,0.1433592478806774,0.15074072030683358,-0.03992419696723421,0.1485501339038213,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\knee_spatial_carriergate_bodydecoder_fresh_localreview_20260609\epoch_0008\images,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\knee_spatial_carriergate_bodydecoder_fresh_localreview_20260609\epoch_0008\metrics.csv
LBM,epoch_0012,750,0.10997022386640311,0.14496756877750158,0.15311101265251637,-0.043140788786113264,0.1510243951777617,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\knee_spatial_carriergate_bodydecoder_fresh_localreview_20260609\epoch_0012\images,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\knee_spatial_carriergate_bodydecoder_fresh_localreview_20260609\epoch_0012\metrics.csv
