epoch,transfer_clip_style,transfer_lpips,allpairs_clip_style,allpairs_lpips,wall_total
epoch_0001,0.7037935669566022,0.43927546827068964,0.7263676817033482,0.43509702603448275,89.16036552700098
epoch_0002,0.7036730260650316,0.4394517209666667,0.7260030789375306,0.43517783206666666,88.44049554900266
epoch_0003,0.703633793046077,0.43873647793333337,0.7259644438028334,0.43447103117333336,88.68634294900403
epoch_0004,0.703668869137764,0.4391559345,0.7259280246098835,0.4349407329333333,88.78431139099848
epoch_0005,0.703643511335055,0.4395216339166666,0.7259269242286683,0.43528247311999996,88.50316196099448
epoch_0006,0.703419131586949,0.4396792095333333,0.7257105913559596,0.4354271756133333,92.47697628600145
epoch_0007,0.7034607092042764,0.43893996528333334,0.7258290336529413,0.4347302926933333,89.16641383800015
epoch_0008,0.7038239671289921,0.4396410860833333,0.7259555629491805,0.43543776349333335,88.70560767200368
epoch_0009,0.7036208515365918,0.439547703,0.7259070859750112,0.4353397257866667,88.56839524699899
epoch_0010,0.70343267912666,0.4394819734833333,0.7256858089367548,0.43528060760000004,88.78374009200343
epoch_0011,0.7035020004212856,0.4396601801666667,0.7258245976368586,0.4354386055733333,88.5520252799979
epoch_0012,0.7035488099853197,0.4396434382333333,0.7259275133609772,0.43543338037333335,88.44742854299693
