method,run,images,transfer_target_style_score,transfer_source_style_score,transfer_best_non_target_score,transfer_style_margin,identity_target_style_score,images_dir,metrics_csv
LBM,epoch_0001,750,0.10877853894606232,0.14465867423762876,0.15319489841659864,-0.044416359470536314,0.14853975534439087,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\edgegated_bestfew_fresh_localreview_20260609\epoch_0001\images,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\edgegated_bestfew_fresh_localreview_20260609\epoch_0001\metrics.csv
LBM,epoch_0003,750,0.10849343483025829,0.14346714939922095,0.15266788814216853,-0.04417445331191023,0.14730717167258262,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\edgegated_bestfew_fresh_localreview_20260609\epoch_0003\images,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\edgegated_bestfew_fresh_localreview_20260609\epoch_0003\metrics.csv
