epoch,loss,semigroup,swd,moment,identity,identity_ratio,delta_tv,delta_l2,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,9.423884391784668,0.007703632581979036,0.4038381278514862,0.5585200190544128,0.004217017441987991,0.5034441351890564,0.0021068602800369263,0.0024308182764798403,1.1457990407943726,1.0,1.0,0.7984630465507507,0.0002,1.2904538998409407,0.03298979999090079,90.46015890003764,14.762624900104129,0.7743572000472341,79.82025249997969,106.0301308001799,187.14788103103638,23808,127.21490550059559,224.5399474689661
2,7.863216876983643,0.04824512079358101,0.33069780468940735,0.46576347947120667,0.005141395144164562,0.4972699284553528,0.01508187036961317,0.03908997029066086,1.145328164100647,1.0,1.0,0.8027921915054321,0.00019986980580168453,1.2507069999846863,0.03330099998856895,84.03739289993246,6.516148799913935,0.5487717999640154,80.63469100011571,91.13561449979898,173.02390956878662,23808,137.59948009113154,261.2370600743852
3,6.694577693939209,0.06567417830228806,0.28105899691581726,0.3978307545185089,0.003974613267928362,0.5007978677749634,0.026571255177259445,0.07787302881479263,1.1456853151321411,1.0,1.0,0.7985706329345703,0.00019947958005998598,1.265024300038931,0.03244620001350995,84.42364210024243,6.548628900025506,0.5542543999617919,80.87844429990218,91.55897160024324,173.70644092559814,23808,137.05882103817572,260.02913296086814
4,6.386327743530273,0.06394589692354202,0.2695342004299164,0.37868013978004456,0.0032127038575708866,0.49924397468566895,0.030735494568943977,0.09293939173221588,1.1473242044448853,1.0,1.0,0.8098997473716736,0.00019883039235653812,1.2720542999886675,0.033951399964280427,84.90714639991347,6.548265899938997,0.5623450999119086,81.16828670016548,92.05170879972866,174.49589085578918,23808,136.43874295971784,258.63724107281513
5,6.330174922943115,0.06359156221151352,0.2676403820514679,0.37482061982154846,0.003005310660228133,0.4980679750442505,0.03432589769363403,0.10046546161174774,1.1450101137161255,1.0,1.0,0.7949409484863281,0.00019792402206971158,1.2631358000362525,0.0322714999638265,84.42945649992907,6.532277699894621,0.5530010999646038,80.90116580025642,91.54700679975213,173.714759349823,23808,137.05225790317544,260.06311765142783
6,6.253724575042725,0.06108042970299721,0.2647284269332886,0.3698088228702545,0.002889068564400077,0.5036542415618896,0.03637831658124924,0.10565357655286789,1.1454615592956543,1.0,1.0,0.8003630042076111,0.00019676295349746153,1.2693867000052705,0.032826800117618404,84.48471169984259,6.587153199856402,0.5614945998677285,80.92281880031805,91.66618629968434,173.86201190948486,23808,136.9361813919121,259.72499741796264
7,6.190152168273926,0.06326869875192642,0.2624186873435974,0.36635828018188477,0.002632384654134512,0.5008401870727539,0.03906809166073799,0.11155401170253754,1.147242784500122,1.0,1.0,0.8044120669364929,0.00019535036904803964,1.2683630000828998,0.033564600147656165,84.47596170012548,6.504227299825288,0.5624937000975478,80.92545419969247,91.57624730019597,173.7759552001953,23808,137.00399443969357,259.980078916698
8,6.15733528137207,0.06188374012708664,0.2618139982223511,0.36382824182510376,0.002345350105315447,0.5001679062843323,0.04021882638335228,0.11497879773378372,1.1465702056884766,1.0,1.0,0.8005509972572327,0.00019369014051723418,1.2894133999507176,0.034335500036831945,87.57109359989408,6.721028099796968,0.568652800124255,83.3289311001572,94.89510999985214,179.51788973808289,23808,132.62187982900167,250.88753256134163
9,6.11900520324707,0.06215459853410721,0.25976240634918213,0.36105918884277344,0.00250367377884686,0.5030660629272461,0.04162360355257988,0.11716914921998978,1.145727276802063,1.0,1.0,0.8018067479133606,0.0001917868184760471,1.3044198999850778,0.03498970015789382,91.01680960005615,6.759531099960441,0.5791064000368351,87.3592992999038,98.39043680021132,187.0580813884735,23808,127.27597665538254,241.9747363084058
10,6.1086201667785645,0.06281113624572754,0.2591742277145386,0.36029210686683655,0.002546759555116296,0.49575772881507874,0.04326527938246727,0.12149768322706223,1.1455674171447754,1.0,1.0,0.7977055907249451,0.00018964561979789498,1.2902390999661293,0.034407699917210266,90.78619910014095,6.742369100058568,0.568600800135755,87.1166200995649,98.13157670025248,186.54077053070068,23808,127.6289356598412,242.61303854031263
