probe_family,left_style_id,right_style_id,encoded_style_code_a_vs_b_mean_abs,first_hires_block_gate1_a_vs_b_mean_abs,skip32_a_vs_b_mean_abs,content16_a_vs_b_mean_abs,adapted_code_a_vs_b_mean_abs,resolved_code_a_vs_b_mean_abs,pre_structured_style_code_map_a_vs_b_mean_abs,post_resolved_style_code_map_a_vs_b_mean_abs,structured_style_map_a_vs_b_mean_abs,style_map_a_vs_b_mean_abs,h_body_a_vs_b_mean_abs,h_fused_a_vs_b_mean_abs,h_dec_pre_mod_a_vs_b_mean_abs,h_dec_post_mod_a_vs_b_mean_abs,delta_a_vs_b_mean_abs,forward_a_vs_b_mean_abs,predict_transport_base_a_vs_b_mean_abs,integrate_a_vs_b_mean_abs,left_style_spatial_source_code_map,right_style_spatial_source_code_map,left_style_spatial_source_structured_map,right_style_spatial_source_structured_map,left_style_spatial_source_legacy_zero,right_style_spatial_source_legacy_zero,left_style_spatial_code_map_primary,right_style_spatial_code_map_primary,left_style_spatial_code_map_residual,right_style_spatial_code_map_residual,first_live_stage,first_live_stage_delta
styleid_pairwise,0,1,0.0,0.0,0.0,0.0,0.0,0.022338204085826874,0.0,0.005024868994951248,0.021483570337295532,0.028167087584733963,0.10204660147428513,0.016315273940563202,0.06847326457500458,0.04455378279089928,0.003870149841532111,0.003870149841532111,0.003870150074362755,0.003983356058597565,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.028167087584733963
styleid_pairwise,0,2,0.0,0.0,0.0,0.0,0.0,0.024372678250074387,0.0,0.007263396866619587,0.022204633802175522,0.029152022674679756,0.09940771013498306,0.012254701927304268,0.0543789342045784,0.04192561283707619,0.003365706419572234,0.003365706419572234,0.003365706652402878,0.022499283775687218,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.029152022674679756
styleid_pairwise,0,3,0.0,0.0,0.0,0.0,0.0,0.024789905175566673,0.0,0.0078010582365095615,0.021229762583971024,0.02702772617340088,0.10254009068012238,0.013119815848767757,0.0578346773982048,0.04531453177332878,0.003071497194468975,0.003071497194468975,0.0030714967288076878,0.007914848625659943,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.02702772617340088
styleid_pairwise,0,4,0.0,0.0,0.0,0.0,0.0,0.027356933802366257,0.0,0.011998103000223637,0.023015832528471947,0.03270731121301651,0.11182765662670135,0.023541439324617386,0.09723465889692307,0.061146385967731476,0.004902015905827284,0.004902015905827284,0.004902016371488571,0.0143321193754673,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.03270731121301651
styleid_pairwise,1,2,0.0,0.0,0.0,0.0,0.0,0.021445993334054947,0.0,0.006709562614560127,0.021209878847002983,0.02744968794286251,0.10331574082374573,0.017851456999778748,0.07515472173690796,0.04646700248122215,0.003686729585751891,0.003686729585751891,0.003686729818582535,0.019275804981589317,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.02744968794286251
styleid_pairwise,1,3,0.0,0.0,0.0,0.0,0.0,0.02180134505033493,0.0,0.0067433626390993595,0.020345401018857956,0.02494235709309578,0.08297017216682434,0.01612844131886959,0.06825683265924454,0.04712986573576927,0.0030470124911516905,0.0030470124911516905,0.0030470124911516905,0.004973654169589281,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.02494235709309578
styleid_pairwise,1,4,0.0,0.0,0.0,0.0,0.0,0.02370651252567768,0.0,0.011872153729200363,0.027300944551825523,0.036134641617536545,0.11865198612213135,0.017101097851991653,0.07170344144105911,0.05632425844669342,0.004270308651030064,0.004270308651030064,0.004270308651030064,0.01755589433014393,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.036134641617536545
styleid_pairwise,2,3,0.0,0.0,0.0,0.0,0.0,0.022140562534332275,0.0,0.004993904381990433,0.023112406954169273,0.02988964132964611,0.09547585248947144,0.013246619142591953,0.057836174964904785,0.040215082466602325,0.002533690305426717,0.002533690305426717,0.0025336898397654295,0.0149815259501338,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.02988964132964611
styleid_pairwise,2,4,0.0,0.0,0.0,0.0,0.0,0.028175901621580124,0.0,0.016659094020724297,0.02919960394501686,0.03960147500038147,0.12987083196640015,0.026520010083913803,0.11076253652572632,0.07490918785333633,0.005151063669472933,0.005151063669472933,0.005151063669472933,0.03643361106514931,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.03960147500038147
styleid_pairwise,3,4,0.0,0.0,0.0,0.0,0.0,0.026060784235596657,0.0,0.01680632494390011,0.027021711692214012,0.036571890115737915,0.12526686489582062,0.025899171829223633,0.10731331259012222,0.07610158622264862,0.005202573258429766,0.005202573258429766,0.005202573724091053,0.021823326125741005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,style_map_a_vs_b_mean_abs,0.036571890115737915
