epoch,loss,swd,color,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,gradcos_swd_color,gradcos_swd_identity,gradcos_color_identity
1,111.4579849243164,0.22845707833766937,1.5228508710861206,0.03489565849304199,0.20185546576976776,4.1666666666666665e-05,3.260488200583495,0.011328799882903695,59.52679419971537,9.512252900167368,0.2394871002761647,7.063480700249784,69.2898630000418,79.69111371040344,10240,128.49613367447765,147.7849653129466,0.5278675881135227,-0.48875585018283824,-0.45726841406675833
2,98.01253509521484,0.21858075261116028,1.2385112047195435,0.10999574512243271,0.20136718451976776,8.333333333333333e-05,0.0853204004233703,0.010956600192002952,52.96976620028727,3.540754099842161,0.2116978996200487,7.066362700192258,56.73317479994148,63.88650107383728,10240,160.28425141275224,180.49404138071543,0.7967926306424165,-0.013059481256695676,0.30690123669569797
3,90.13201141357422,0.20092609524726868,1.1004306077957153,0.16571912169456482,0.20166015625,0.000125,0.08036000013817102,0.011099100229330361,52.91816750005819,3.53159169992432,0.21113249962218106,7.063042800175026,56.67199079983402,63.81643724441528,10240,160.46022689704643,180.68890567419402,0.45683626628670315,-0.06621031422715298,0.03336239419942519
4,84.27693939208984,0.19384542107582092,0.9923332333564758,0.18611560761928558,0.20136718451976776,0.00016666666666666666,0.07741349970456213,0.010963499778881669,52.92642290017102,3.5531738995341584,0.20853059948422015,7.058503800886683,56.69909089896828,63.83667588233948,10240,160.40935494313408,180.60254296222467,0.5140546999697917,-0.5724960507587107,-0.2206588532208649
5,78.35311126708984,0.18273960053920746,0.8977770805358887,0.20177717506885529,0.20136718451976776,0.00020833333333333335,0.07899049972184002,0.010725700412876904,52.87584120046813,3.556819299934432,0.21407300024293363,7.061055599129759,56.65745920105837,63.799185276031494,10240,160.50361702419784,180.7352490633522,0.47562664955770595,-0.19564446217135525,0.10511033331046235
6,76.3639144897461,0.18059875071048737,0.8687757849693298,0.1945103257894516,0.20175781846046448,0.00025,0.07802409993018955,0.010980000253766775,52.93327840033453,3.537941199960187,0.21063619980122894,7.055545699666254,56.69283580034971,63.82797312736511,10240,160.43122628328896,180.62246940797473,0.263758671890113,0.07863698361501423,0.02347141298205373
7,72.85387420654297,0.17508262395858765,0.8119816780090332,0.199746236205101,0.20146484673023224,0.0002916666666666667,0.07771560049150139,0.010967000271193683,52.92854070023168,3.5243434995645657,0.20818540023174137,7.047473599202931,56.67203660029918,63.79899215698242,10240,160.5041028673882,180.68875964739797,0.42171668188806666,-0.1024368471947793,-0.018062823572735795
8,74.38113403320312,0.17735940217971802,0.8506402373313904,0.17484089732170105,0.201171875,0.0003333333333333333,0.0786811999278143,0.01157880004029721,52.936417100252584,3.525319100357592,0.20819549984298646,7.061261199298315,56.68151050049346,63.82330250740051,10240,160.4429667175659,180.65855884187934,0.4658773830060824,-0.3468362232053526,0.06644492405915736
9,77.03667449951172,0.1793382465839386,0.893133282661438,0.18264169991016388,0.20156250894069672,0.000375,0.07863970007747412,0.01041270000860095,52.90220130095258,3.513317400123924,0.20718829962424934,7.075901199132204,56.63311970070936,63.789817571640015,10240,160.52718740729787,180.81292455926172,0.5248141019220308,-0.20545931330990008,-0.10976302724776826
10,76.23497772216797,0.17800769209861755,0.8875895738601685,0.17181138694286346,0.20175781846046448,0.0004166666666666667,0.07874839974101633,0.010971699724905193,52.95090349949896,3.520076400251128,0.2085039997473359,7.103220200515352,56.69045559922233,63.87424445152283,10240,160.31500783968752,180.63005300914304,0.44710145183029987,-0.3319760066301426,-0.18782227457390424
11,73.06990814208984,0.1742471605539322,0.8353273272514343,0.17221517860889435,0.20224609971046448,0.0004583333333333333,0.07793600030709058,0.010860700160264969,52.908982400083914,3.537222099956125,0.21152819995768368,7.05626639991533,56.66859340015799,63.80524969100952,10240,160.488361844666,180.6997383487456,0.3031855968409539,-0.4359516361136485,-0.11535945549181492
12,73.36345672607422,0.1777714341878891,0.8314915895462036,0.17077197134494781,0.201171875,0.0005,0.07937929988838732,0.010576799977570772,52.928365600528196,3.5272736996412277,0.2089770003221929,7.068566999281757,56.67519310046919,63.82431364059448,10240,160.44042490865118,180.6786962657076,0.4662822102827342,-0.22447033366763536,-0.44097422891628935
13,72.95659637451172,0.1762523055076599,0.837837815284729,0.1542283445596695,0.20146484673023224,0.0004955994086622143,0.0785762001760304,0.011468100128695369,52.88133340049535,3.5307713004294783,0.2076286004157737,7.051771798287518,56.6312014014693,63.763619899749756,10240,160.5931409806956,180.81904933301172,0.4654988937134305,-0.3458556450035401,-0.012321042902651264
14,72.56666564941406,0.17622335255146027,0.8314838409423828,0.15196549892425537,0.20068359375,0.0004908460161961514,0.0783864000113681,0.01090569980442524,52.924994199653156,3.5429463997716084,0.20884380012284964,7.059521200833842,56.68769009935204,63.827483892440796,10240,160.4324559817521,180.63886501731082,0.447212449454115,-0.23111514007284104,-0.10506249429680098
15,75.31290435791016,0.17987649142742157,0.8784918785095215,0.14689476788043976,0.20166015625,0.00048574715198846096,0.07863920042291284,0.011471699690446258,52.910613899701275,3.5003737001679838,0.2082545995945111,7.0826466012513265,56.630713899154216,63.79477334022522,10240,160.5147171757919,180.8206059036267,0.5125024808315466,-0.26152305867130554,-0.09894901126040803
