epoch,loss,flow,kinetic_energy,kinetic_low_band,kinetic_high_band,curvature,ot_cost,terminal_swd,terminal_swd_aux,aux_target_ratio,semantic_attn_mean,semantic_k_abs,plan_entropy,barycentric_entropy,teacher_alignment,teacher_abs,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,base_endpoint_abs,final_endpoint_abs,proximal_residual_abs,proximal_clamp_scale,proximal_residual_energy,base_transport_abs,proximal_to_transport_ratio,proximal_trust_penalty,velocity_max,endpoint_max,base_endpoint_max,final_endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,cuda_peak_allocated_gb,cuda_peak_reserved_gb
1,8.086548805236816,0.5756658911705017,0.12111428380012512,0.09262876212596893,0.028485452756285667,0.0,0.0,2.40625,0.0,0.0,0.0009765625,0.07074419409036636,0.0,0.0,0.015305073000490665,0.18452368676662445,0.0,0.20000000298023224,1.0,0.27064386010169983,0.49871116876602173,0.5325695276260376,0.49871116876602173,0.2385219931602478,0.38075605034828186,0.0029141290578991175,0.27064386010169983,1.0576558113098145,0.017372796311974525,7.542469024658203,3.6830930709838867,3.9710805416107178,3.6830930709838867,0.0002,4.807632897900476,414.47011364505306,33.92485108291294,13.006560908026586,461.4015256359926,548.7865171432495,18880,34.40317757491801,7.046459674835205,8.51953125
2,7.992623329162598,0.5792429447174072,0.11711592227220535,0.09248439222574234,0.024631664156913757,0.0,0.0,2.46875,0.0,0.0,0.0009765625,0.07074866443872452,0.0,0.0,0.015142234973609447,0.18108060956001282,0.0,0.1989406794309616,1.0,0.26470375061035156,0.5007701516151428,0.5339941382408142,0.5007701516151428,0.24376541376113892,0.0379614382982254,0.0030177715234458447,0.26470378041267395,1.0999869108200073,0.01886105164885521,7.569173812866211,3.7331645488739014,3.9758474826812744,3.7331645488739014,0.000199187261830512,5.193398206021811,485.5667172590038,35.67341030902753,13.466188994905679,534.706316562937,637.5332350730896,18880,29.614142387158083,7.046459674835205,8.18359375
3,7.935315132141113,0.5815301537513733,0.11358073353767395,0.09084969758987427,0.02273104153573513,0.0,0.0,2.328125,0.0,0.0,0.0009765625,0.07075593620538712,0.0,0.0,0.015462744049727917,0.18029053509235382,0.0,0.19713982939720154,1.0,0.26123273372650146,0.5032596588134766,0.5353732705116272,0.5032596588134766,0.23755311965942383,0.012882856652140617,0.0029262343887239695,0.26123273372650146,1.0999869108200073,0.018288960680365562,7.425380706787109,3.78926682472229,3.978734016418457,3.78926682472229,0.0001967629534974615,7.8365054860769305,505.3796389419949,37.097725108054874,13.743347588031611,556.2207116380814,664.8071241378784,18880,28.399214320218928,7.046459674835205,8.18359375
4,7.855217933654785,0.5804567337036133,0.11543554067611694,0.0936761423945427,0.021759381517767906,0.0,0.0,2.140625,0.0,0.0,0.0009765625,0.07075148820877075,0.0,0.0,0.015197694301605225,0.18228434026241302,0.0,0.20534957945346832,1.0,0.2621951699256897,0.502913773059845,0.5351706147193909,0.502913773059845,0.23961211740970612,0.006113230716437101,0.002971504582092166,0.2621951699256897,1.0999869108200073,0.018571890890598297,7.423698902130127,3.822993516921997,3.981382369995117,3.822993516921997,0.00019276855558857225,6.909025806940917,479.0947187470738,35.40528119884402,13.427309627935756,527.9273095738536,629.4363796710968,18880,29.99508863765625,7.046459674835205,8.18359375
5,7.794222354888916,0.5786567330360413,0.11488154530525208,0.09337519854307175,0.021506240591406822,0.0,0.0,2.234375,0.0,0.0,0.0009765625,0.07072919607162476,0.0,0.0,0.015209346078336239,0.17995817959308624,0.0,0.19835804402828217,1.0,0.26125141978263855,0.5014904141426086,0.533771276473999,0.5014904141426086,0.23956996202468872,0.0035491150338202715,0.0029570814222097397,0.26125141978263855,1.0999869108200073,0.018481753766536713,7.451489448547363,3.853100061416626,3.9830639362335205,3.853100061416626,0.0001872724133595217,5.57334950502991,458.2460705109552,32.370603971030505,12.932176206006261,503.54885068799194,600.1308722496033,18880,31.459804640990924,7.046459674835205,8.18359375
6,7.760611534118652,0.5835651159286499,0.11139439791440964,0.09052270650863647,0.020871557295322418,0.0,0.0,2.171875,0.0,0.0,0.0009765625,0.07071740180253983,0.0,0.0,0.015275340527296066,0.17984873056411743,0.0,0.20291313529014587,1.0,0.2570355236530304,0.5032504796981812,0.5352795720100403,0.5032504796981812,0.2455795556306839,0.0024402779527008533,0.003100599395111203,0.2570355236530304,1.143755316734314,0.020889604464173317,7.35288667678833,3.8790037631988525,3.9845471382141113,3.8790037631988525,0.00018036856732766735,7.340042905045266,458.3152047679905,32.304376784966735,13.229177400040498,503.84875895299774,602.2935564517975,18880,31.346840419852633,7.046459674835205,8.18359375
7,7.786951065063477,0.5877702832221985,0.10881983488798141,0.08854926377534866,0.020270690321922302,0.0,0.0,2.140625,0.0,0.0,0.0009765625,0.07071050256490707,0.0,0.0,0.015566636808216572,0.1826753318309784,0.0,0.1985699087381363,1.0,0.254529744386673,0.5075591802597046,0.5388367772102356,0.5075591802597046,0.25256016850471497,0.0017822491936385632,0.0032651613000780344,0.254529744386673,1.1875,0.023525431752204895,7.496219635009766,3.8876469135284424,3.986625909805298,3.8876469135284424,0.00017217514421272203,6.19589670804271,458.0189194829436,32.95904512202105,13.057647506997455,504.0356121119621,601.303023815155,18880,31.398478391493754,7.046459674835205,8.18359375
8,7.816955089569092,0.5915091037750244,0.10835874080657959,0.08857909590005875,0.019779663532972336,0.0,0.0,2.21875,0.0,0.0,0.0009765625,0.07070460915565491,0.0,0.0,0.015592495910823345,0.18156595528125763,0.0,0.19947034120559692,1.0,0.2534889876842499,0.5090299844741821,0.539699912071228,0.5090299844741821,0.2610996961593628,0.0013429842656478286,0.0034942561760544777,0.2534889876842499,1.2312415838241577,0.026743317022919655,7.532302379608154,3.9080214500427246,3.989393472671509,3.9080214500427246,0.00016283233575582848,5.556504158033931,458.6738628508756,32.238061587078846,12.98278354494687,503.8947079829013,600.3578450679779,18880,31.44791086699673,7.046459674835205,8.18359375
9,7.748282432556152,0.5924404859542847,0.10524122416973114,0.08575832098722458,0.019482892006635666,0.0,0.0,2.203125,0.0,0.0,0.0009765625,0.07069747895002365,0.0,0.0,0.015606451779603958,0.17895561456680298,0.0,0.20079448819160461,1.0,0.249892458319664,0.5087931156158447,0.5389218330383301,0.5087931156158447,0.2662299573421478,0.0010701412102207541,0.0036406172439455986,0.249892458319664,1.2750145196914673,0.029428666457533836,7.520001411437988,3.9247238636016846,3.990413188934326,3.9247238636016846,0.00015250000000000002,7.272972297876549,457.75940164800704,32.64577521789761,12.86868641392357,503.2738632798282,601.4348974227905,18880,31.391593804920056,7.046459674835205,8.18359375
10,7.7391486167907715,0.5984641313552856,0.10530076175928116,0.08619292080402374,0.019107766449451447,0.0,0.0,2.234375,0.0,0.0,0.0009765625,0.0707009807229042,0.0,0.0,0.015871377661824226,0.17874307930469513,0.0,0.20037075877189636,1.0,0.24977566301822662,0.5131760835647583,0.5431964993476868,0.5131760835647583,0.2749302089214325,0.0008747487445361912,0.003897952614352107,0.24977566301822662,1.318735122680664,0.03311477601528168,7.324447154998779,3.9215166568756104,3.9907970428466797,3.9215166568756104,0.00014135492607468355,5.95418490209704,459.00205448902125,33.072230498051795,12.933498397978838,505.0077833850519,601.0716712474823,18880,31.410563670079274,7.046459674835205,8.18359375
