epoch,loss,flow,kinetic_energy,low_freq_anchor,ot_cost,terminal_swd,color,patch_nce,cycle,repulsive,semantic_attn_mean,semantic_k_abs,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,velocity_max,endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,9.18598747253418,0.0,0.3493061661720276,0.0,6.625,0.0,0.0,0.0,0.0,0.19988389313220978,1.0,0.7467674016952515,0.8208964467048645,3.398848533630371,6.870922088623047,0.0002,1.8508645001566038,16.162092199825565,9.547966800135328,0.8809595001803245,26.591018500141217,61.02343010902405,10336,169.3775650030451
