run_name,source,checkpoint,source_style,target_style,top_layer_name,top_layer_stage,top_layer_max_ma_ratio,top_layer_mean_ma_ratio,num_layers,stem_max,stem_mean,hires_max,hires_mean,body_max,body_mean,skip_max,skip_mean,decoder_max,decoder_mean,output_max,output_mean,other_max,other_mean
photo -> Hayao,I:\Github\Latent_Style\Cycle-NCE\45\45_01_golden_funnel\ma_probe_epoch_0030.json,I:\Github\Latent_Style\Cycle-NCE\45\45_01_golden_funnel\epoch_0030.pt,photo,Hayao,dec_post,decoder,168.370361328125,11.140592575073242,25,9.832971572875977,9.354938507080078,15.163997650146484,14.022682666778564,9.831646919250488,9.530077616373697,14.95064926147461,12.193923234939575,168.370361328125,37.11663475036621,,,,
ma_probe_view,I:\Github\Latent_Style\Cycle-NCE\45\45_01_golden_funnel\ma_probe_view.json,,,,,,,,0,,,,,,,,,,,,,,
photo -> Hayao,I:\Github\Latent_Style\Cycle-NCE\45\45_02_naked_fusion\ma_probe_epoch_0030.json,I:\Github\Latent_Style\Cycle-NCE\45\45_02_naked_fusion\epoch_0030.pt,photo,Hayao,dec_post,decoder,693.1995239257812,34.52648162841797,25,10.375500679016113,9.296769142150879,16.671606063842773,12.923567612965902,9.97721004486084,9.321263313293457,15.680575370788574,12.453471660614014,693.1995239257812,109.53301825523377,,,,
ma_probe_view,I:\Github\Latent_Style\Cycle-NCE\45\45_02_naked_fusion\ma_probe_view.json,,,,,,,,0,,,,,,,,,,,,,,
photo -> Hayao,I:\Github\Latent_Style\Cycle-NCE\45\45_03_macro_dictator\ma_probe_epoch_0030.json,I:\Github\Latent_Style\Cycle-NCE\45\45_03_macro_dictator\epoch_0030.pt,photo,Hayao,dec_post,decoder,376.1635437011719,24.932313919067383,25,8.854072570800781,7.724955797195435,17.302261352539062,11.362579822540283,7.3938775062561035,7.099888642628987,12.465076446533203,9.16033136844635,376.1635437011719,61.139685201644895,,,,
ma_probe_view,I:\Github\Latent_Style\Cycle-NCE\45\45_03_macro_dictator\ma_probe_view.json,,,,,,,,0,,,,,,,,,,,,,,
photo -> Hayao,I:\Github\Latent_Style\Cycle-NCE\45\45_04_micro_rebel\ma_probe_epoch_0030.json,I:\Github\Latent_Style\Cycle-NCE\45\45_04_micro_rebel\epoch_0030.pt,photo,Hayao,dec_post,decoder,229.37399291992188,16.668048858642578,25,10.273634910583496,8.972690343856812,15.037968635559082,10.98806349436442,8.025465965270996,6.829850673675537,12.811076164245605,9.75602638721466,229.37399291992188,45.50296330451965,,,,
ma_probe_view,I:\Github\Latent_Style\Cycle-NCE\45\45_04_micro_rebel\ma_probe_view.json,,,,,,,,0,,,,,,,,,,,,,,
