epoch,loss,semigroup,swd,identity,identity_ratio,delta_l1,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,20.36904525756836,0.0,0.2517150640487671,0.23184049129486084,0.20205079019069672,0.0,0.0,0.0,0.0,0.0,0.00023,0.6313499000025331,0.01433049997285707,61.73287920000439,13.282226499999524,0.4213947000243934,8.364675399985572,75.45083090000116,84.45127296447754,10240,121.25335285718212,135.71752461641668
2,18.761398315429688,0.0,0.23073621094226837,0.3025067150592804,0.20400391519069672,0.0,0.0,0.0,0.0,0.0,0.00022997730073964648,0.6452687999844784,0.01367599998775404,52.717106600008265,4.173450300004333,0.3665290999779245,8.406040800029587,57.270761999978276,66.32509088516235,10240,154.39104362073027,178.79978618066727
3,18.110090255737305,0.0,0.22254088521003723,0.30682092905044556,0.20283202826976776,0.0,0.0,0.0,0.0,0.0,0.00022990921291523182,0.6483370000059949,0.014382699999259785,52.85144440003205,4.2214844999907655,0.34093989999382757,8.361746099988522,57.428251500015904,66.44071316719055,10240,154.1223673236649,178.30945105471588
4,17.763896942138672,0.0,0.2182217389345169,0.3061560094356537,0.20126953721046448,0.0,0.0,0.0,0.0,0.0,0.00022979576639232604,0.7719063000113238,0.01483529998222366,52.8015432000102,4.259698700021545,0.2994338000062271,8.45000749995961,57.3755110000202,66.60038042068481,10240,153.75287551390096,178.47335599322847
5,17.514047622680664,0.0,0.21498480439186096,0.31526830792427063,0.20097656548023224,0.0,0.0,0.0,0.0,0.0,0.0002296370109323236,0.6386965999990935,0.014760700032638852,52.812468700016325,4.1331496000348125,0.3698022000025958,8.368787899889867,57.33018120008637,66.33985090255737,10240,154.35669300856466,178.6144712199963
6,17.280324935913086,0.0,0.21207037568092346,0.31469741463661194,0.19882813096046448,0.0,0.0,0.0,0.0,0.0,0.0002294330161706162,0.6348849000278278,0.01393879999523051,52.83564419999311,4.153525499983516,0.32266150000941707,8.412436800012074,57.325769999981276,66.37474036216736,10240,154.275556395798,178.62821554779543
7,17.21417808532715,0.0,0.21109917759895325,0.3262420892715454,0.19921875,0.0,0.0,0.0,0.0,0.0,0.0002291838715860484,0.6289721000066493,0.0137719999984256,52.83663010003511,4.12905000003957,0.4003612999658799,8.391015499953937,57.379813400038984,66.40260529518127,10240,154.21081679671835,178.45997386936506
8,16.917661666870117,0.0,0.20750664174556732,0.31713277101516724,0.19453124701976776,0.0,0.0,0.0,0.0,0.0,0.00022888968646166922,0.6350025000065216,0.014625999960117042,52.796091800002614,4.163604899978964,0.3622104000096442,8.375490700083901,57.33653309995134,66.34931373596191,10240,154.33467843767357,178.5946838144054
9,17.097003936767578,0.0,0.20958328247070312,0.33033809065818787,0.20742188394069672,0.0,0.0,0.0,0.0,0.0,0.0002285505898367972,0.6958892000257038,0.013753899984294549,52.748202100003255,4.163102599995909,0.31360159999894677,8.378569700013031,57.238660199982405,66.31532716751099,10240,154.41377487490934,178.90006447081632
10,16.89510154724121,0.0,0.20705115795135498,0.33100470900535583,0.20058594644069672,0.0,0.0,0.0,0.0,0.0,0.0002281667304504192,0.6261751000129152,0.01400530001410516,52.81494590001239,4.135941099993943,0.41470720000506844,8.393090399971697,57.379599500025506,66.40047478675842,10240,154.2157647650143,178.46063913352077
11,16.91755485534668,0.0,0.20737135410308838,0.3278443217277527,0.20185546576976776,0.0,0.0,0.0,0.0,0.0,0.00022773827667594876,0.6305537999942317,0.01358809999510413,52.77267690001463,4.155266599991592,0.4033258000126807,8.381302499998128,57.34485740001401,66.35900092124939,10240,154.31214843261694,178.5687586346234
12,16.8076171875,0.0,0.20595180988311768,0.3314710855484009,0.201171875,0.0,0.0,0.0,0.0,0.0,0.00022726541644737196,0.6311590999903274,0.014460999984294176,52.84019650003029,4.1618248999802745,0.35218199999508215,8.393158400016546,57.36866439998994,66.39485359191895,10240,154.2288211513781,178.49465569921472
13,16.839027404785156,0.0,0.2063005417585373,0.3349783420562744,0.205078125,0.0,0.0,0.0,0.0,0.0,0.00022674835717681317,0.699405300008948,0.01450229997135466,52.769906000037736,4.149924299985287,0.29192429999966407,8.413288600015221,57.22625689999404,66.34191012382507,10240,154.35190185038937,178.9388395242231
14,16.761695861816406,0.0,0.2052861899137497,0.3387986123561859,0.19853515923023224,0.0,0.0,0.0,0.0,0.0,0.00022618732566355746,0.6246751999933622,0.014963499990699347,52.811562699993374,4.14276520000567,0.3492536000048858,8.386022299993783,57.31854499999463,66.33230137825012,10240,154.37426091411962,178.65073162622951
15,16.517370223999023,0.0,0.20226125419139862,0.3364683985710144,0.20283202826976776,0.0,0.0,0.0,0.0,0.0,0.00022558256799456875,0.6264433000178542,0.014478800032520667,52.82156740000937,4.144121599987557,0.37722120002581505,8.403702099938528,57.357389000055264,66.39070320129395,10240,154.23846270994798,178.5297444412983
16,16.519319534301758,0.0,0.20229823887348175,0.33545970916748047,0.20332030951976776,0.0,0.0,0.0,0.0,0.0,0.0002249343494365482,0.631260900037887,0.013943599980848376,52.857586700003594,4.166110399994068,0.3431217000033939,8.385158000026422,57.380762399981904,66.39951133728027,10240,154.21800241850138,178.45702238357205
17,16.543848037719727,0.0,0.20240449905395508,0.35149049758911133,0.20556640625,0.0,0.0,0.0,0.0,0.0,0.00022424295431957907,0.6249677000159863,0.013871999981347471,52.7694990999662,4.175490000001446,0.32989649997034576,8.41368270006933,57.288757599919336,66.32945418357849,10240,154.38088743590427,178.7436214189155
18,16.423601150512695,0.0,0.20103959739208221,0.34043145179748535,0.19912110269069672,0.0,0.0,0.0,0.0,0.0,0.00022350868591241056,0.6939812999698916,0.014270100022258703,52.76543789997959,4.1806115999715985,0.3255963999617961,8.366760300086753,57.28591599993524,66.34904551506042,10240,154.33530234697415,178.75248778445956
19,16.323612213134766,0.0,0.19976769387722015,0.34219643473625183,0.20673827826976776,0.0,0.0,0.0,0.0,0.0,0.0002227318662894338,0.6230435000179568,0.01453620003303513,52.83163710000372,4.1804908999693,0.3249021000083303,8.405405899975449,57.35156630001438,66.3820104598999,10240,154.25866027642817,178.54786992970813
20,16.50702476501465,0.0,0.20212343335151672,0.33714619278907776,0.19521485269069672,0.0,0.0,0.0,0.0,0.0,0.00022191283618940954,0.6299971000116784,0.01478020003560232,52.749860799980524,4.139027899989742,0.40285700004460523,8.399846399923263,57.306525900050474,66.33930158615112,10240,154.3579711447804,178.68820067473294
21,16.57179832458496,0.0,0.20282946527004242,0.34544047713279724,0.19970703125,0.0,0.0,0.0,0.0,0.0,0.0002210519548660089,0.6331848000118043,0.01425760000711307,52.827327299979515,4.133029199998418,0.3923484000188182,8.401251299968862,57.366962500003865,66.40417289733887,10240,154.2071763446415,178.4999510824599
22,16.53028678894043,0.0,0.20233236253261566,0.34369799494743347,0.20400391519069672,0.0,0.0,0.0,0.0,0.0,0.0002201495999302327,0.6976847000114503,0.013508299976820126,52.77161680001882,4.138544499997806,0.3959089999771095,8.378762000036659,57.319578599970555,66.39825248718262,10240,154.2209262506827,178.64751015467618
23,16.435195922851562,0.0,0.20115749537944794,0.3425944745540619,0.20156250894069672,0.0,0.0,0.0,0.0,0.0,0.00021920616718477888,0.6288171999913175,0.014655800012405962,52.80651629999193,4.143727199989371,0.33040889999392675,8.39921810002852,57.29530819998763,66.32591032981873,10240,154.38913614723978,178.723185574944
24,16.43678092956543,0.0,0.2012048214673996,0.34039732813835144,0.20429687201976776,0.0,0.0,0.0,0.0,0.0,0.00021822207045043033,0.6270717000006698,0.014242099990951829,52.78783239998302,4.169259999987844,0.4114164999919012,8.382716200016148,57.382750999953714,66.39578247070312,10240,154.22666348601825,178.4508379531727
25,16.469030380249023,0.0,0.20148995518684387,0.3498367369174957,0.19277344644069672,0.0,0.0,0.0,0.0,0.0,0.00021719774138453945,0.6276680999872042,0.013485500014212448,52.79748099999415,4.208493799982534,0.38018790000205627,8.37199579996377,57.39964819999295,66.40116000175476,10240,154.21417336277545,178.39830593249624
26,16.225811004638672,0.0,0.19852875173091888,0.3435152769088745,0.2041015625,0.0,0.0,0.0,0.0,0.0,0.000216133629291689,0.6438326999777928,0.013514799997210503,52.761611900008575,4.188335599967104,0.36898110000038287,8.353874500055099,57.33244339997327,66.3328046798706,10240,154.37308959600554,178.60742352391654
27,16.52880859375,0.0,0.20241008698940277,0.3360002636909485,0.203125,0.0,0.0,0.0,0.0,0.0,0.000215030200926612,0.6900214000052074,0.013192699996579904,52.64309869999852,4.145432900033484,0.4143869999825256,8.416579999990063,57.21611130001111,66.32505893707275,10240,154.39111798928678,178.97056908161483
28,16.58406639099121,0.0,0.20300672948360443,0.3435271084308624,0.20156250894069672,0.0,0.0,0.0,0.0,0.0,0.00021388794028945812,0.6225958999930299,0.018878399991081096,52.821521500001836,4.147872799985635,0.41699870000593364,8.434062400032417,57.405271399984485,66.46385884284973,10240,154.0686950514254,178.38083071936782
29,16.40277671813965,0.0,0.20079973340034485,0.3388032615184784,0.20439453423023224,0.0,0.0,0.0,0.0,0.0,0.00021270734841349485,0.6241579999987152,0.01438039998174645,52.82334740000806,4.1398106000051484,0.36047939998388756,8.392317099998763,57.33801779997884,66.3564965724945,10240,154.31797230001126,178.59005931669614
30,16.34160804748535,0.0,0.19988738000392914,0.3506159782409668,0.19980469346046448,0.0,0.0,0.0,0.0,0.0,0.0002114889431453379,0.629194400011329,0.014156500008539297,52.90872390000732,4.174624400002358,0.3256115000331192,8.38003029992251,57.42311630005133,66.43587636947632,10240,154.13358804889228,178.32539680523828
31,16.38192367553711,0.0,0.20037852227687836,0.3516417443752289,0.19970703125,0.0,0.0,0.0,0.0,0.0,0.00021023325891780657,0.6850501999651897,0.015495799969357904,52.79988350002532,4.229344999992463,0.34476010001526447,8.404956900012621,57.3894844000024,66.48228931427002,10240,154.02598354569668,178.42990065266332
32,16.363073348999023,0.0,0.2001190483570099,0.35354891419410706,0.19755859673023224,0.0,0.0,0.0,0.0,0.0,0.00020894084651550381,0.6577464999936637,0.013955399997939821,53.043689700025425,4.252812399965478,0.45998340001824545,8.363334899993788,57.77044090000709,66.79432654380798,10240,153.30643379245623,177.25327763594657
33,16.27129554748535,0.0,0.1989288181066513,0.3569910526275635,0.20107422769069672,0.0,0.0,0.0,0.0,0.0,0.00020761227283322393,0.6419916000086232,0.01498229998833267,52.84354899999744,4.173447300003318,0.37220860000525136,8.39160319999064,57.40418719999434,66.43999218940735,10240,154.12403979229518,178.38419982020073
34,16.228862762451172,0.0,0.19849799573421478,0.3490215241909027,0.2021484375,0.0,0.0,0.0,0.0,0.0,0.0002062481206272937,0.7004619000144885,0.013519000007363502,52.74567559998104,4.163677800010191,0.32607780000398634,8.416490599993267,57.24895020000258,66.36905694007874,10240,154.28876756897688,178.86790874288448
35,16.269357681274414,0.0,0.1991206258535385,0.33971288800239563,0.19472657144069672,0.0,0.0,0.0,0.0,0.0,0.00020484898825995633,0.6362226999917766,0.014150999981211498,52.78499239998928,4.168526499997824,0.4237792000203626,8.38042359999963,57.39144909998868,66.4105772972107,10240,154.19230515302402,178.4237924043291
36,16.14717674255371,0.0,0.1974276602268219,0.35296759009361267,0.20009766519069672,0.0,0.0,0.0,0.0,0.0,0.00020341548943690987,0.6236558999880799,0.015140199975576252,52.776507700000366,4.146833599988895,0.39429660001042066,8.394899600039935,57.33277809997526,66.35358166694641,10240,154.32475147156958,178.60638084105713
37,16.32339096069336,0.0,0.1996946781873703,0.34781715273857117,0.203125,0.0,0.0,0.0,0.0,0.0,0.00020194825293811563,0.6344821000020602,0.014664000023913104,52.83002359996317,4.13154230001237,0.4147037999864551,8.408851800006232,57.39093369998591,66.43684720993042,10240,154.1313356975406,178.42539474144354
38,16.418899536132812,0.0,0.20083020627498627,0.3524862229824066,0.19931641221046448,0.0,0.0,0.0,0.0,0.0,0.0002004479223419947,0.6250639999998384,0.014700600011565257,52.85067120000895,4.1578785000310745,0.3592611000058241,8.389475599949947,57.38251140005741,66.39993047714233,10240,154.21702893988785,178.45158307222076
39,16.24477195739746,0.0,0.1986236423254013,0.35488101840019226,0.19765625894069672,0.0,0.0,0.0,0.0,0.0,0.00019891515574313288,0.6391144000008353,0.013627000036649406,52.72387909999816,4.158984900015639,0.4074741999502294,8.408607200006372,57.303965200000675,66.35376739501953,10240,154.32431950757038,178.6961855826319
40,16.291486740112305,0.0,0.1992996335029602,0.3475174009799957,0.20283202826976776,0.0,0.0,0.0,0.0,0.0,0.00019735062546361883,0.6246119999996154,0.014679699997941498,52.8297706999947,4.161436400012462,0.39663379998819437,8.40593799999624,57.402520599993295,66.43512964248657,10240,154.13532050144926,178.38937895004554
41,16.40888786315918,0.0,0.20081257820129395,0.34387773275375366,0.20009766519069672,0.0,0.0,0.0,0.0,0.0,0.00019575501775814135,0.6262677000049734,0.013408200044068508,52.791023799996765,4.146687200009183,0.3923039999863249,8.38494579995313,57.34342320003634,66.35776162147522,10240,154.31503037145922,178.57322476683797
42,16.288869857788086,0.0,0.19931811094284058,0.34342095255851746,0.19648437201976776,0.0,0.0,0.0,0.0,0.0,0.00019412903251297546,0.7041854000126477,0.014083099988056347,52.76758769997832,4.143359099994996,0.37074130002292804,8.391348900047888,57.2957711999843,66.39367938041687,10240,154.23154877933058,178.72174133512328
43,16.31601333618164,0.0,0.19965338706970215,0.34374257922172546,0.20253907144069672,0.0,0.0,0.0,0.0,0.0,0.00019247338293898892,0.6303234999795677,0.014055000014195684,52.754502499999944,4.163143699988723,0.40271619999111863,8.409845700014557,57.33441739999398,66.3778715133667,10240,154.2682789691131,178.6012741449968
44,16.080507278442383,0.0,0.19658738374710083,0.35351353883743286,0.20556640625,0.0,0.0,0.0,0.0,0.0,0.00019078879525880467,0.6312425000287476,0.013895500022044871,52.84051480000926,4.151813600015885,0.35939139997935854,8.37379029996373,57.36561530002655,66.37264108657837,10240,154.28043592001487,178.50414305580125
45,16.046838760375977,0.0,0.19628779590129852,0.34381425380706787,0.19599609076976776,0.0,0.0,0.0,0.0,0.0,0.00018907600838825536,0.6252383999526501,0.014006300014443696,52.74306140001136,4.141139999992447,0.38372949997574324,8.403601199999684,57.28193719999399,66.31287503242493,10240,154.41948482844333,178.7649039215991
46,16.173686981201172,0.0,0.19789373874664307,0.34218770265579224,0.20039062201976776,0.0,0.0,0.0,0.0,0.0,0.0001873357736122705,0.6936959000013303,0.013275199999043252,52.75105839997559,4.132239500024298,0.38097909999487456,8.361366200049815,57.277552199993806,66.3352587223053,10240,154.36737863444543,178.77858963395275
47,16.1044979095459,0.0,0.19695913791656494,0.3477645814418793,0.20166015625,0.0,0.0,0.0,0.0,0.0,0.00018556885425533823,0.620116499994765,0.014269500003138091,52.774398300025496,4.122219699995185,0.47105089999968186,8.3694191999748,57.3819384000235,66.37426424026489,10240,154.27666305923535,178.45336503996188
48,16.159238815307617,0.0,0.1976226568222046,0.34942448139190674,0.20078125596046448,0.0,0.0,0.0,0.0,0.0,0.00018377602534668566,0.6275955999808502,0.014158800004224759,52.75661979999131,4.143655700027011,0.3776396000102977,8.39411189997918,57.29207390003285,66.31660795211792,10240,154.4107926538328,178.73327500532545
49,16.334102630615234,0.0,0.19975075125694275,0.3540439009666443,0.19941405951976776,0.0,0.0,0.0,0.0,0.0,0.00018195807328032568,0.6239458999989438,0.014010799990501255,52.86854500001209,4.14321360001486,0.38107719998515677,8.371982100012247,57.40684660000261,66.40492558479309,10240,154.2054284350405,178.37593608563643
50,16.108938217163086,0.0,0.19703464210033417,0.34616804122924805,0.1943359375,0.0,0.0,0.0,0.0,0.0,0.0001801157954701185,0.637239400013641,0.014147599998977967,52.83489929998905,4.182147399995301,0.3330208999977913,8.385450700028741,57.36421519998112,66.39006042480469,10240,154.2399560186893,178.5084998426575
