epoch,loss,swd,color,identity,delta_tv,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,24.272459030151367,0.2825366258621216,0.32865068316459656,0.31634825468063354,0.09440246969461441,0.20205076038837433,0.00014,0.6325734000420198,0.01117640023585409,58.084493499598466,7.613817299949005,0.08521549997385591,6.271022900240496,65.79470269975718,72.7028181552887,10240,140.84735997617034,155.63562991884743
2,22.631345748901367,0.2536810338497162,0.25652164220809937,0.37515074014663696,0.11448707431554794,0.20400388538837433,0.00013995142928316555,0.6210918998112902,0.010375600075349212,58.067086699418724,6.335905899642967,0.06906400085426867,6.271594500052743,64.48243219999131,71.37790608406067,10240,143.46175955260594,158.80294292003117
3,22.09844398498535,0.2429763674736023,0.25085899233818054,0.3912665843963623,0.12704423069953918,0.20283202826976776,0.00013980579202518706,0.5989632999990135,0.01086839975323528,58.020585200283676,6.356187800061889,0.06637040001805872,6.280895299976692,64.45401180011686,71.33585715293884,10240,143.5463231071324,158.87296560772705
4,21.703004837036133,0.23865291476249695,0.2558504641056061,0.3963380455970764,0.14747552573680878,0.20126952230930328,0.00013956331278816035,0.5969500002684072,0.010226599522866309,58.047831700067036,6.38326169969514,0.06687560037244111,6.25800490018446,64.50819559965748,71.36496329307556,10240,143.4877778602259,158.73951991387543
5,21.345476150512695,0.23143517971038818,0.25210288166999817,0.39498934149742126,0.1597192883491516,0.20097656548023224,0.00013922436545749366,0.6025486999424174,0.010613100021146238,58.06978539994452,6.292631099931896,0.06778310041408986,6.2728353993734345,64.44081270031165,71.31823825836182,10240,143.58178567036316,158.90550678840953
6,21.31513214111328,0.23071913421154022,0.25132548809051514,0.39087265729904175,0.16752956807613373,0.19882811605930328,0.0001387894726654035,0.6069632001454011,0.010434100171551108,57.94841810001526,6.3838331998558715,0.06617309991270304,6.26254290016368,64.40885849995539,71.28085660934448,10240,143.65708392255206,158.98434219272949
7,21.09320068359375,0.22767823934555054,0.25171154737472534,0.40232083201408386,0.1792609840631485,0.19921875,0.0001382593049850536,0.5775394001975656,0.010434699826873839,58.01183319988195,6.377815400133841,0.06360770028550178,6.258882800117135,64.46369100012816,71.30301237106323,10240,143.61244580678726,158.84911088909942
8,20.96536636352539,0.22577553987503052,0.25071269273757935,0.4079500138759613,0.19253528118133545,0.19453123211860657,0.00013763467989657977,0.5777764001395553,0.011322300182655454,58.014886600198224,6.383801200077869,0.06710190000012517,6.25354379939381,64.47711200045887,71.3111412525177,10240,143.59607517343537,158.8160462262504
9,20.84697723388672,0.22544419765472412,0.2504453957080841,0.3949543535709381,0.19847658276557922,0.20742186903953552,0.00013691656052659468,0.5863381994422525,0.010247400146909058,58.07198230060749,6.335176899447106,0.06700689985882491,6.263947500381619,64.48441350006033,71.33658742904663,10240,143.5448536164558,158.7980636590642
10,20.934463500976562,0.2259574681520462,0.25165483355522156,0.3703826367855072,0.20018687844276428,0.20058593153953552,0.0001361060541631165,0.5800508997635916,0.010678600054234266,58.06150659976993,6.369864199776202,0.07006989954970777,6.262455200776458,64.51211929915007,71.35677313804626,10240,143.50424703468266,158.72986519813352
11,20.553539276123047,0.21871940791606903,0.24096190929412842,0.3732437789440155,0.21167603135108948,0.20185546576976776,0.00013520441054821106,0.607738699647598,0.011833199998363853,58.047075399779715,6.369969699764624,0.06778509996365756,6.255122300470248,64.49666339950636,71.36239528656006,10240,143.49294132968288,158.76790302424195
12,20.962034225463867,0.22557634115219116,0.2545410990715027,0.3683260977268219,0.22510230541229248,0.2011718899011612,0.0001342130199509801,0.6028342997888103,0.01120089995674789,58.11412799975369,6.380107399891131,0.0676995994290337,6.249381201108918,64.5731358990306,71.42799830436707,10240,143.36115029243277,158.5798777995189
13,20.780263900756836,0.22552664577960968,0.24459394812583923,0.36054179072380066,0.23329958319664001,0.2050780951976776,0.00013313341102386714,0.592829099856317,0.010963499895296991,58.02076470002066,6.35101070033852,0.06942689989227802,6.28215440036729,64.45216580014676,71.32955622673035,10240,143.55900333167386,158.8775159511658
14,20.7070255279541,0.22181293368339539,0.23741066455841064,0.3470250964164734,0.23967765271663666,0.19853514432907104,0.00013196724844558619,0.5940487002953887,0.01101699995342642,58.057970700319856,6.3276733997045085,0.06609760026913136,6.274399999761954,64.46275870024692,71.33308482170105,10240,143.55190197641323,158.85140826219055
15,20.641056060791016,0.2218586951494217,0.23858436942100525,0.3419422209262848,0.2492860108613968,0.20283205807209015,0.00013071633035430775,0.5942866997793317,0.010747799766249955,58.11865389999002,6.375596500118263,0.07076850009616464,6.27601999999024,64.5757666999707,71.44800853729248,10240,143.32099955809412,158.57341729408606
