experiment_id,epoch,epoch_num,k_value,recipe_id,description,content_weights,target_weights,balance_target_styles_per_batch,summary_path,checkpoint,all_clip_style,all_clip_content,all_content_lpips,transfer_clip_style,transfer_clip_content,transfer_content_lpips,photo_clip_style,photo_clip_content,photo_content_lpips,identity_clip_style,identity_clip_content,identity_content_lpips,score_ec_all,score_65_35_all,score_ec_transfer,score_65_35_transfer,score_ec_photo,score_65_35_photo
K1_r00_balanced_default,epoch_0001,1,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0001.pt,0.7035196035703022,0.8390958239599999,0.42717730256,0.674639656841755,0.8353307415166666,0.4352980873333333,0.6572267398238182,0.78758403375,0.4744249211666667,0.8190393904844921,0.8541561537333333,0.39469416346666664,0.4029919970190599,0.6577756864246964,0.3809703045793227,0.6361614463804741,0.3454219955942779,0.6111486584771485
K1_r00_balanced_default,epoch_0002,2,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0002.pt,0.703192000945409,0.84113255092,0.42272733834666665,0.6741109819213549,0.8363520835166666,0.43079060105,0.654917073994875,0.8018662858333332,0.4552793751666667,0.819516077041626,0.8602544205333335,0.39047428753333324,0.40593351803908956,0.6591202321931826,0.38371030684504875,0.6373954278813807,0.35674683776050664,0.6163483167883353
K1_r00_balanced_default,epoch_0003,3,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0003.pt,0.7060842641194661,0.8373556124666667,0.4237331203333333,0.677822347978751,0.83187906275,0.4319835058333334,0.6573898690442245,0.7984930186666668,0.4574522914166666,0.8191319286823273,0.8592618113333333,0.39073157833333333,0.40689297566585925,0.6606481795609863,0.38501427376670844,0.6393902991445215,0.3566653670958416,0.6171951128829126
K1_r00_balanced_default,epoch_0004,4,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0004\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0004.pt,0.7081232137680056,0.8325458469333334,0.42616691197333334,0.6805769313375155,0.8268341320499999,0.43400426664999997,0.6607389383018017,0.79170078875,0.4649014304166667,0.8183083434899647,0.8553927064666667,0.3948174932666666,0.406344530459862,0.6611216697585369,0.38520363935346974,0.6404735120418852,0.3535604607533044,0.6167648092503377
K1_r00_balanced_default,epoch_0005,5,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0005\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0005.pt,0.7105774656534194,0.82135594252,0.4423938884,0.6843250079452992,0.8154700150166668,0.4505500852666667,0.667069168885549,0.7790509680833334,0.4827811873333333,0.8155872964859009,0.8448996525333332,0.4097691009333334,0.3962223376135857,0.6570374917347226,0.3760023172654323,0.6371187253211111,0.34502072349752383,0.6146215442089402
K1_r00_balanced_default,epoch_0006,6,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0006\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0006.pt,0.7139864968458811,0.812631368,0.44959631438666664,0.6885439748565356,0.8062122263999999,0.4583707934,0.6710070364177226,0.7673592487500001,0.4908713469166667,0.8157565848032634,0.8383079344000001,0.41449839833333335,0.3929807993421256,0.6567325129144894,0.37293552681075576,0.6371238059667482,0.3416289086607943,0.6143496022506864
K1_r00_balanced_default,epoch_0007,7,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0007.pt,0.7154792241255443,0.8091849916533335,0.45050537709333327,0.6904635274410247,0.8025417228166667,0.4599017141499999,0.6716701681415239,0.7656732119999999,0.486654599,0.815542010863622,0.8357580669999999,0.4129200288666667,0.3931519864584205,0.6573846136989372,0.3729181676128419,0.6378356928841661,0.344798791804348,0.6162564996419906
K1_r00_balanced_default,epoch_0008,8,1.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r00_balanced_default\epoch_0008.pt,0.7161262236833571,0.7983647554,0.4605040954,0.6918478428820769,0.79169388355,0.4700672647166667,0.6725038136045138,0.7590614128333333,0.49305298791666663,0.8132397468884787,0.8250482428,0.42225141813333333,0.38634716485383475,0.6543056120041821,0.3666328197783728,0.6351775552225166,0.34092379892145525,0.6145589330721006
K1_r01_uniform_unbalanced,epoch_0001,1,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0001.pt,0.6980126713911692,0.8314255859066667,0.42905101760000003,0.6692872741818428,0.8277698860000001,0.43631446883333336,0.6458066537976265,0.7842982281666666,0.44785324441666663,0.812914260228475,0.8460483855333333,0.39999721266666666,0.39852962443309364,0.65354038024426,0.3772675526502825,0.632326664126531,0.35658004862848847,0.6130256894226239
K1_r01_uniform_unbalanced,epoch_0002,2,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0002.pt,0.7032122289339702,0.8264034884,0.43505020872000005,0.6752167066931725,0.82162558945,0.4428383468,0.6532963405052821,0.7801602930833332,0.45062045900000003,0.8151943178971608,0.8455150842,0.4038976564,0.39727960196178996,0.6548203757550806,0.3762048565694275,0.6338974379705621,0.35890764368377154,0.6169254606784333
K1_r01_uniform_unbalanced,epoch_0003,3,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0003.pt,0.7026379004716873,0.8167385207733333,0.4478274159066667,0.6756702134509881,0.8111648817833335,0.4555801887333333,0.6517625503242016,0.7742293386666667,0.4551584605,0.8105086485544841,0.8390330767333334,0.41681632459999995,0.38797738518536595,0.6499750397392634,0.3678482500854954,0.6297325726864755,0.35510731130708423,0.614340196535731
K1_r01_uniform_unbalanced,epoch_0004,4,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0004\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0004.pt,0.7036123778820037,0.8114839668399999,0.45283685116,0.6774287105600039,0.8055883186499999,0.46092880755000004,0.65268574655056,0.7746722420833334,0.45916854591666667,0.8083470471700032,0.8350665595999999,0.4204690256,0.38499076424471707,0.6488551477173023,0.3651823028014472,0.6290035792215025,0.35299298136640533,0.6135367441870306
K1_r01_uniform_unbalanced,epoch_0005,5,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0005\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0005.pt,0.7067087287505468,0.8067046853200001,0.4558750260933333,0.6812528274953367,0.8005977385666666,0.4647234774166667,0.6574294197062651,0.7711281933333334,0.46736506841666664,0.8085323337713877,0.8311324723333335,0.4204812208,0.38453786859100486,0.6498044145551888,0.36465864450176727,0.6301611207761355,0.3501698739861171,0.613751348863239
K1_r01_uniform_unbalanced,epoch_0006,6,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0006\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0006.pt,0.7107686897516251,0.8057463565066668,0.45838227903999995,0.6858526116112867,0.7995034147333334,0.4681595626499999,0.6622686887780824,0.7675138119166668,0.4809786896666667,0.810433002312978,0.8307181236,0.4192731446000001,0.3849649178730005,0.6515658506745563,0.3647641529169865,0.6319483506198365,0.34373156264233884,0.6121321063224203
K1_r01_uniform_unbalanced,epoch_0007,7,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0007.pt,0.7119486356576284,0.80199751564,0.46248738982666665,0.6873596227169037,0.7957688120166667,0.4725133398666667,0.6659496118625005,0.7647458354166666,0.49108464883333336,0.8103046874205273,0.8269123301333334,0.42238358966666667,0.3826813694616754,0.6508960267381252,0.36257303169744753,0.631404085812654,0.33891198058030975,0.6109876206189586
K1_r01_uniform_unbalanced,epoch_0008,8,1.0,R01_uniform_unbalanced,"Uniform content and target weights, unbalanced sampler.","1,1,1,1,1","1,1,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r01_uniform_unbalanced\epoch_0008.pt,0.7108004620075224,0.79442442988,0.46915228831999994,0.686647696197033,0.7880836747666666,0.4791840512,0.6669583966334661,0.7603432848333334,0.4933821520833333,0.8074115252494811,0.8197874503333333,0.4290252368,0.37732679871778013,0.6478169993928896,0.35761707138619186,0.6286065846080715,0.33789302755239725,0.6108392045825863
K1_r02_prev_manual,epoch_0001,1,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0001.pt,0.6997296789487203,0.8268765782399999,0.4215209616799999,0.6713398312528929,0.8230582224,0.4280468196,0.650013846407334,0.7794329286666667,0.44925241708333336,0.8132890697320303,0.8421500016,0.39541753,0.40477895176221806,0.6572919547286682,0.3839749516142914,0.6365545034543804,0.35799355477120454,0.6152706541856003
K1_r02_prev_manual,epoch_0002,2,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0002.pt,0.7034420397281649,0.82486145524,0.42413556927999996,0.675909675359726,0.8203299345666666,0.4309164325666667,0.6524725298086803,0.7852137494166666,0.4449792420833333,0.8135714972019196,0.8429875379333334,0.3970121161333333,0.4050872497525753,0.6587898765753072,0.38464908931641906,0.6385205375854885,0.3621357980142187,0.6183644096464755
K1_r02_prev_manual,epoch_0003,3,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0003.pt,0.7038328718344371,0.8240395015466666,0.4302117906933334,0.6762906666596731,0.8188665490666667,0.4376374311666667,0.6519035339355469,0.7886431124166666,0.4415579364166667,0.814001692533493,0.8447313114666667,0.4005092288,0.4010356716937125,0.6569172399497174,0.3803205565807413,0.6364158324204542,0.3640503547482344,0.6191920193122722
K1_r02_prev_manual,epoch_0004,4,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0004\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0004.pt,0.703599727789561,0.81689213684,0.44292488387999995,0.6771497038006782,0.8116169947666666,0.4506772955333333,0.6551829114556313,0.7820187445,0.4507916473333333,0.8093998237450917,0.8379927051333335,0.4119152372666667,0.3919579000603701,0.6523161137052147,0.3719737066205908,0.6324102540337742,0.3598319274958978,0.6180918158794937
K1_r02_prev_manual,epoch_0005,5,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0005\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0005.pt,0.7074077742894489,0.8159570457733332,0.44284847806666666,0.6812036369244258,0.8104307574333334,0.45144982364999997,0.6613918920358022,0.7759585371666667,0.46410627775,0.8122243237495423,0.8380621991333334,0.40844309573333326,0.39413331807283847,0.6548180859648085,0.3736743751651551,0.6347749257233768,0.35443576288903617,0.6174675326107715
K1_r02_prev_manual,epoch_0006,6,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0006\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0006.pt,0.7096127532720565,0.8139320828133333,0.44142262738666666,0.6839020291467508,0.8085089795333333,0.45015642091666663,0.6649801144997278,0.7715558223333333,0.47474399258333333,0.8124556497732799,0.8356244959333333,0.4064874532666667,0.3963736272956189,0.6567503700415035,0.3760391394484036,0.6369815716245547,0.3492847999536049,0.6160766770206565
K1_r02_prev_manual,epoch_0007,7,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0007.pt,0.7099221814076105,0.8053986141066667,0.45111378284,0.6851683244605858,0.79986301125,0.4603175613000001,0.6659043172995249,0.7670605389166667,0.4829478346666667,0.8089376091957092,0.8275410255333334,0.414298669,0.3896665006307986,0.6535595939209469,0.36977331226488175,0.6342482644443808,0.3443072691645344,0.6138060641113579
K1_r02_prev_manual,epoch_0008,8,1.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r02_prev_manual\epoch_0008.pt,0.7089839634895325,0.7992943454666667,0.46065545925333334,0.6847692368427911,0.7938780727666666,0.4701165921,0.6666327593227228,0.7624411399166666,0.4843615058333333,0.8058428700764975,0.8209594362666666,0.42281092786666674,0.38238663018501334,0.6496101655295294,0.36284785684334037,0.6305591967128142,0.34374151217933874,0.6137847665181032
K1_r03_hayao_strong,epoch_0001,1,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0001.pt,0.698182141661644,0.8295229528666667,0.41925600210666664,0.6699232490360737,0.82621003015,0.42564047006666667,0.6462586005528768,0.7805592866666667,0.44506568558333326,0.811217712163925,0.8427746437333333,0.3937181302666667,0.4054650882063128,0.6570787913427353,0.3847768024077707,0.6364759473501145,0.35863107343368517,0.6142951004052033
K1_r03_hayao_strong,epoch_0002,2,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0002.pt,0.7023085174957912,0.8305758925599999,0.4305113081066667,0.6740002368390561,0.8261181134166666,0.4376360414833333,0.648955074697733,0.7892726680833333,0.44209277324999996,0.8155416401227316,0.8484070091333333,0.40201237459999994,0.3999567589342243,0.655821578534931,0.37903344122998245,0.6349275394262198,0.3620567260099513,0.6170883279160264
K1_r03_hayao_strong,epoch_0003,3,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0003.pt,0.7036811527013781,0.8274787071466666,0.43753512713333337,0.675921071022749,0.8225630900500001,0.4449425370666667,0.6508709641794365,0.7844253460833333,0.4452543691666667,0.8147214794158936,0.8471411755333331,0.4079054874,0.39579593009285,0.6542554547592291,0.3751750348250685,0.6336188081914536,0.36106782361482137,0.6172270975083004
K1_r03_hayao_strong,epoch_0004,4,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0004\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0004.pt,0.7032077637910844,0.8175026386133334,0.45320929789333336,0.6764409334957598,0.8124249817666668,0.4604349508333333,0.6547955006361008,0.7738499204166667,0.4542649156666667,0.8102750849723815,0.8378132660000001,0.42430668613333333,0.38450746689018606,0.6484617922015382,0.36498388553998556,0.6285343739805772,0.35734487776072965,0.6166243549301322
K1_r03_hayao_strong,epoch_0005,5,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0005\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0005.pt,0.7056594719092051,0.8089671223066667,0.45428604905333336,0.6800026905536651,0.8031553257999999,0.46255940640000004,0.6607294907172521,0.7621778615833332,0.46777293775,0.808286597331365,0.8322143083333333,0.4211926196666667,0.3850882184385106,0.6496785395723166,0.3654610496607589,0.6301059566198823,0.35165811578638173,0.6157536407537139
K1_r03_hayao_strong,epoch_0006,6,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0006\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0006.pt,0.7084775675137839,0.80662179808,0.45275805002666664,0.6832921003301939,0.8004848480333335,0.4616633699666666,0.6640704073011876,0.7598029400833334,0.47811195158333336,0.8092194362481434,0.8311695982666667,0.4171367702666666,0.38770864555860707,0.6520451013746262,0.367841166620155,0.6325576857262928,0.3465704088776777,0.6143065816916052
K1_r03_hayao_strong,epoch_0007,7,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0007.pt,0.7084161084493001,0.8023511435200001,0.45624059240000003,0.6835234140356381,0.7965840963333333,0.4648860957333333,0.6638012821475664,0.75851982225,0.4833436450833333,0.8079868861039479,0.8254193322666667,0.42165857906666665,0.3852079234646888,0.6507862631520451,0.36576288274229163,0.6315800856164981,0.34295715082337147,0.6123005576167515
K1_r03_hayao_strong,epoch_0008,8,1.0,R03_hayao_strong,Strong Hayao target pressure.,"1.3,1.4,0.85,0.85,0.85","0.75,1.7,1,1,1",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r03_hayao_strong\epoch_0008.pt,0.7075290372371674,0.8007032558266667,0.46097319846666673,0.6828317359089852,0.7951407439166667,0.46973262369999996,0.662860810259978,0.7605384062499999,0.4799899525833333,0.8063182425498964,0.8229533034666666,0.4259354975333333,0.381377113933909,0.6485532547408255,0.3620833930548321,0.6294342100458403,0.34469428137394126,0.612863043264819
K1_r04_cezanne_strong,epoch_0001,1,1.0,R04_cezanne_strong,Repair Cezanne style drop by target emphasis.,"1.35,1.05,0.85,0.85,1.25","0.75,1.1,1,1,1.6",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\epoch_0001.pt,0.6999448766311009,0.8359025357066666,0.4235026066133333,0.6717508026460807,0.8328452090499999,0.4309167859166666,0.6521494363745054,0.7842061434999998,0.45373931008333335,0.8127211725711823,0.8481318423333333,0.3938458894,0.4035163968921817,0.6567382574955489,0.3822821058328906,0.6358171466491191,0.35624360104270264,0.6150883751142618
K1_r04_cezanne_strong,epoch_0002,2,1.0,R04_cezanne_strong,Repair Cezanne style drop by target emphasis.,"1.35,1.05,0.85,0.85,1.25","0.75,1.1,1,1,1.6",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\epoch_0002.pt,0.7031759576400121,0.8307202849066667,0.4287523870933333,0.6752798807124298,0.8263197865833332,0.4364604115333333,0.6542014151811599,0.7860129229999999,0.4525788800833333,0.8147602653503417,0.8483222782000001,0.39792028933333334,0.40168758725521625,0.6570010369833412,0.3805469460765025,0.6361707784264128,0.3581236713495388,0.6168283118385873
K1_r04_cezanne_strong,epoch_0003,3,1.0,R04_cezanne_strong,Repair Cezanne style drop by target emphasis.,"1.35,1.05,0.85,0.85,1.25","0.75,1.1,1,1,1.6",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\epoch_0003.pt,0.7050977194706597,0.8237733854666667,0.4375814540666667,0.6779899100959301,0.81862054205,0.4455728223333334,0.6563947533567747,0.7808676407499999,0.45237211458333326,0.8135289569695789,0.8443847591333334,0.40561598099999996,0.39656003412559776,0.6551600087325955,0.3758960323409636,0.6347429537456879,0.35946007077936504,0.6183263495777369
K1_r04_cezanne_strong,epoch_0004,4,1.0,R04_cezanne_strong,Repair Cezanne style drop by target emphasis.,"1.35,1.05,0.85,0.85,1.25","0.75,1.1,1,1,1.6",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\full_eval\epoch_0004\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\epoch_0004.pt,0.7060071869691212,0.82086966992,0.44865291816,0.6792697029312451,0.8155270263000001,0.4570684935666667,0.6581481384734313,0.7826238752500001,0.4544027049166667,0.8129571231206258,0.8422402443999999,0.41499061653333336,0.3892550022934922,0.6518761501739287,0.3687969230869837,0.631551334156976,0.35908384411523525,0.6187553432868971
K1_r04_cezanne_strong,epoch_0005,5,1.0,R04_cezanne_strong,Repair Cezanne style drop by target emphasis.,"1.35,1.05,0.85,0.85,1.25","0.75,1.1,1,1,1.6",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\full_eval\epoch_0005\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K1_r04_cezanne_strong\epoch_0005.pt,0.7081275292237601,0.8123788408800001,0.4533594851466667,0.6824804189801216,0.8068440894666666,0.4624421817499999,0.6623070339361827,0.7741246819166665,0.4685662765,0.8107159701983134,0.8345178465333334,0.4170286987333333,0.38709119715669504,0.6516070741941107,0.36687268502530007,0.631757508724579,0.35197229314494644,0.6165013752835188
