[Epoch 1/100] loss=20.8430 semigroup=0.0000 swd=0.5192 idt=0.1455 idr=0.20 dtv=0.0453 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=3.8s transfer=0.0s fwd=55.2s bwd=20.8s opt=0.3s overhead=5.5s compute=76.3s total=85.8s | samples=10176 sps=118.6 compute_sps=133.3
[Epoch 2/100] loss=14.4035 semigroup=0.0000 swd=0.3582 idt=0.1519 idr=0.20 dtv=0.0394 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.5s opt=0.2s overhead=5.5s compute=62.3s total=67.9s | samples=10176 sps=149.8 compute_sps=163.4
[Epoch 3/100] loss=13.8318 semigroup=0.0000 swd=0.3439 idt=0.1534 idr=0.20 dtv=0.0391 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.4s opt=0.2s overhead=5.5s compute=62.2s total=67.9s | samples=10176 sps=149.8 compute_sps=163.5
[Epoch 4/100] loss=13.4459 semigroup=0.0000 swd=0.3344 idt=0.1424 idr=0.20 dtv=0.0385 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.2s total=67.8s | samples=10176 sps=150.0 compute_sps=163.6
[Epoch 5/100] loss=13.1352 semigroup=0.0000 swd=0.3265 idt=0.1467 idr=0.20 dtv=0.0401 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.4s opt=0.2s overhead=5.5s compute=62.2s total=67.9s | samples=10176 sps=149.8 compute_sps=163.5
[Epoch 6/100] loss=13.0396 semigroup=0.0000 swd=0.3242 idt=0.1416 idr=0.20 dtv=0.0411 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.1s total=67.8s | samples=10176 sps=150.1 compute_sps=163.8
[Epoch 7/100] loss=13.3837 semigroup=0.0000 swd=0.3328 idt=0.1432 idr=0.20 dtv=0.0424 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.5s opt=0.2s overhead=5.5s compute=62.1s total=67.8s | samples=10176 sps=150.1 compute_sps=163.8
[Epoch 8/100] loss=12.9456 semigroup=0.0000 swd=0.3218 idt=0.1462 idr=0.20 dtv=0.0428 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.5s opt=0.2s overhead=5.5s compute=62.3s total=68.0s | samples=10176 sps=149.7 compute_sps=163.4
[Epoch 9/100] loss=12.5938 semigroup=0.0000 swd=0.3130 idt=0.1498 idr=0.20 dtv=0.0451 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.1s total=67.8s | samples=10176 sps=150.1 compute_sps=163.8
[Epoch 10/100] loss=13.2091 semigroup=0.0000 swd=0.3283 idt=0.1514 idr=0.20 dtv=0.0429 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.1s transfer=0.0s fwd=49.5s bwd=12.5s opt=0.2s overhead=5.5s compute=62.3s total=67.9s | samples=10176 sps=149.8 compute_sps=163.4
[Epoch 11/100] loss=12.0270 semigroup=0.0000 swd=0.2988 idt=0.1504 idr=0.20 dtv=0.0430 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.4s opt=0.2s overhead=5.5s compute=62.3s total=67.9s | samples=10176 sps=149.8 compute_sps=163.4
[Epoch 12/100] loss=12.3750 semigroup=0.0000 swd=0.3074 idt=0.1598 idr=0.20 dtv=0.0473 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.5s opt=0.2s overhead=5.5s compute=62.2s total=67.9s | samples=10176 sps=149.8 compute_sps=163.5
[Epoch 13/100] loss=13.0115 semigroup=0.0000 swd=0.3233 idt=0.1601 idr=0.20 dtv=0.0468 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.5s opt=0.2s overhead=5.5s compute=62.2s total=67.9s | samples=10176 sps=149.8 compute_sps=163.5
[Epoch 14/100] loss=12.6292 semigroup=0.0000 swd=0.3137 idt=0.1582 idr=0.20 dtv=0.0465 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.2s total=67.8s | samples=10176 sps=150.0 compute_sps=163.7
[Epoch 15/100] loss=12.4452 semigroup=0.0000 swd=0.3091 idt=0.1600 idr=0.20 dtv=0.0488 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.1s transfer=0.0s fwd=49.6s bwd=12.4s opt=0.2s overhead=5.5s compute=62.2s total=67.9s | samples=10176 sps=149.9 compute_sps=163.5
[Epoch 16/100] loss=12.3506 semigroup=0.0000 swd=0.3066 idt=0.1710 idr=0.20 dtv=0.0514 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.5s opt=0.2s overhead=5.5s compute=62.3s total=68.0s | samples=10176 sps=149.7 compute_sps=163.4
[Epoch 17/100] loss=12.3012 semigroup=0.0000 swd=0.3054 idt=0.1684 idr=0.20 dtv=0.0503 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.5s opt=0.2s overhead=5.5s compute=62.2s total=67.8s | samples=10176 sps=150.0 compute_sps=163.7
[Epoch 18/100] loss=11.8814 semigroup=0.0000 swd=0.2949 idt=0.1667 idr=0.20 dtv=0.0499 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.1s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.2s total=67.8s | samples=10176 sps=150.0 compute_sps=163.6
[Epoch 19/100] loss=12.1121 semigroup=0.0000 swd=0.3007 idt=0.1688 idr=0.20 dtv=0.0523 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.5s opt=0.2s overhead=5.5s compute=62.2s total=67.8s | samples=10176 sps=150.0 compute_sps=163.6
[Epoch 20/100] loss=12.4698 semigroup=0.0000 swd=0.3096 idt=0.1711 idr=0.20 dtv=0.0501 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.1s total=67.8s | samples=10176 sps=150.1 compute_sps=163.8
[Epoch 21/100] loss=12.4962 semigroup=0.0000 swd=0.3102 idt=0.1749 idr=0.20 dtv=0.0523 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.6s bwd=12.5s opt=0.2s overhead=5.5s compute=62.3s total=68.0s | samples=10176 sps=149.7 compute_sps=163.3
[Epoch 22/100] loss=11.9024 semigroup=0.0000 swd=0.2953 idt=0.1772 idr=0.20 dtv=0.0540 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.1s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.1s total=67.8s | samples=10176 sps=150.1 compute_sps=163.8
[Epoch 23/100] loss=12.3011 semigroup=0.0000 swd=0.3052 idt=0.1825 idr=0.20 dtv=0.0550 dl1=0.0000 otv=0.0000 steps=1.0 h=1.00 s=1.00 | data=0.2s transfer=0.0s fwd=49.5s bwd=12.4s opt=0.2s overhead=5.5s compute=62.2s total=67.8s | samples=10176 sps=150.0 compute_sps=163.6
