experiment_id,epoch,source_file,updated_at,clip_style,clip_content,content_lpips,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
NumFix_01_baseline_burn,30,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0030\summary.json,2026-04-09 18:23:33,0.6930707316795984,0.8401361094533333,0.3945434469333333,0.6930707316795984,0.8401361094533333,0.3945434469333333,,,0.0,0.6634623745580515,0.8330065628333333,0.40207827335,,,0.0,0.6256227709352971,0.82096706375,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0030\summary.json
NumFix_01_baseline_burn_distill_epochs50_tokenized,30,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,2026-04-09 18:25:53,0.7021909936666489,0.8018014770533334,0.46390599699999996,0.7021909936666489,0.8018014770533334,0.46390599699999996,,,0.0,0.6759248243272304,0.78711196605,0.48198927003333336,,,0.0,0.6348311434189479,0.7769369245833334,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json
NumFix_01_baseline_burn,60,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0060\summary.json,2026-04-09 18:27:14,0.7009901561339695,0.81645770232,0.42298690475999995,0.7009901561339695,0.81645770232,0.42298690475999995,,,0.0,0.6740990970035395,0.8063684995500001,0.43377879640000006,,,0.0,0.6460833601653576,0.792228738,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0060\summary.json
NumFix_01_baseline_burn_distill_epochs50_tokenized,60,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,2026-04-09 18:29:32,0.7145059861342112,0.7608009889066668,0.49935091818666666,0.7145059861342112,0.7608009889066668,0.49935091818666666,,,0.0,0.6922104303042095,0.7415086960500001,0.5207872769833333,,,0.0,0.6505525981386502,0.750152428,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_01_baseline_burn\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json
NumFix_02_baseline_shielded,30,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0030\summary.json,2026-04-09 18:30:53,0.6949904981056849,0.8369901472666667,0.3951015617866666,0.6949904981056849,0.8369901472666667,0.3951015617866666,,,0.0,0.6658899561067423,0.8302187775500001,0.4021489231666667,,,0.0,0.6289461776614189,0.8192332064999999,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0030\summary.json
NumFix_02_baseline_shielded_distill_epochs50_tokenized,30,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,2026-04-09 18:33:12,0.7026846978267034,0.8017731980133334,0.4558188454666666,0.7026846978267034,0.8017731980133334,0.4558188454666666,,,0.0,0.6768896139164766,0.7876330072,0.4731478407,,,0.0,0.6364884917934736,0.7767537534166667,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json
NumFix_02_baseline_shielded,60,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0060\summary.json,2026-04-09 18:34:33,0.7003384743531547,0.8089851513733334,0.4290617778,0.7003384743531547,0.8089851513733334,0.4290617778,,,0.0,0.6735085205237071,0.7992620124666667,0.4402850062166667,,,0.0,0.6462522645791372,0.7965028025833333,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0060\summary.json
NumFix_02_baseline_shielded_distill_epochs50_tokenized,60,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json,2026-04-09 18:36:52,0.7168163731495538,0.7466917392133334,0.5104861256400001,0.7168163731495538,0.7466917392133334,0.5104861256400001,,,0.0,0.6965149103105068,0.7286945868333333,0.5308783863,,,0.0,0.657818045715491,0.7425652908333333,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_02_baseline_shielded\full_eval\epoch_0060_tokenized_distill_epochs50\summary.json
NumFix_03_shielded_relax_idt,30,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_03_shielded_relax_idt\full_eval\epoch_0030\summary.json,2026-04-09 18:38:12,0.6997954775889714,0.8063253453199999,0.4265151821866667,0.6997954775889714,0.8063253453199999,0.4265151821866667,,,0.0,0.6736137848595778,0.8013184180999999,0.4309607526833334,,,0.0,0.6442198460300764,0.788741315,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_03_shielded_relax_idt\full_eval\epoch_0030\summary.json
NumFix_03_shielded_relax_idt_distill_epochs50_tokenized,30,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_03_shielded_relax_idt\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json,2026-04-09 18:40:31,0.7095805881420771,0.74298321116,0.50801971328,0.7095805881420771,0.74298321116,0.50801971328,,,0.0,0.6880217325190704,0.7288491769166667,0.5240901600166668,,,0.0,0.662270830074946,0.7305493059166666,,,0.0,I:\Github\Latent_Style\Cycle-NCE\NumFix\NumFix_03_shielded_relax_idt\full_eval\epoch_0030_tokenized_distill_epochs50\summary.json
