batch_size,checkpoint_dir,elapsed_sec,log_path,n_epochs,returncode,stage,status
1,G:\GitHub\Latent_Style\run_511\outputs\cast_smoke\checkpoints\run511_cast,8.554,G:\GitHub\Latent_Style\run_511\outputs\cast_smoke\logs\cast_train.log,1,1,train,failed
