15, 7, 2075, 8188, 13.27
6, 4, 2071, 8188, 14.14
6, 4, 2081, 8188, 13.93
13, 6, 2069, 8188, 13.42
17, 6, 2090, 8188, 15.98
4, 3, 2082, 8188, 15.07
5, 4, 2083, 8188, 15.56
8, 4, 2088, 8188, 13.84
24, 6, 2382, 8188, 14.99
10, 5, 2602, 8188, 15.20
45, 32, 2723, 8188, 43.32
77, 54, 6878, 8188, 48.01
6, 4, 6876, 8188, 25.44
65, 36, 6905, 8188, 64.07
73, 40, 6906, 8188, 67.03
86, 42, 6900, 8188, 67.37
31, 24, 6931, 8188, 50.75
75, 58, 6936, 8188, 80.09
67, 45, 6937, 8188, 74.37
67, 35, 6936, 8188, 65.47
68, 38, 6935, 8188, 65.46
88, 42, 6918, 8188, 63.84
41, 31, 6910, 8188, 53.65
100, 72, 6910, 8188, 78.88
80, 37, 6910, 8188, 61.18
57, 35, 6927, 8188, 62.97
74, 39, 6952, 8188, 66.33
79, 37, 6951, 8188, 73.50
42, 32, 6942, 8188, 61.01
100, 73, 6926, 8188, 55.97
69, 59, 7436, 8188, 73.12
81, 37, 7434, 8188, 67.38
65, 38, 7434, 8188, 66.50
89, 42, 7425, 8188, 75.57
38, 28, 7451, 8188, 52.44
80, 62, 7450, 8188, 63.31
84, 70, 7450, 8188, 77.66
82, 38, 7449, 8188, 54.67
74, 41, 7447, 8188, 70.31
84, 41, 7447, 8188, 71.36
71, 35, 7446, 8188, 57.86
44, 34, 7431, 8188, 68.25
73, 64, 7431, 8188, 72.00
79, 37, 7423, 8188, 59.71
75, 40, 7423, 8188, 70.58
86, 41, 7423, 8188, 68.76
41, 32, 7417, 8188, 53.57
100, 75, 7422, 8188, 67.25
75, 65, 7423, 8188, 68.44
82, 38, 7423, 8188, 52.85
77, 41, 7423, 8188, 73.92
80, 40, 7423, 8188, 76.93
38, 30, 7418, 8188, 55.08
49, 40, 7432, 8188, 84.81
100, 77, 7431, 8188, 77.80
63, 37, 7431, 8188, 71.65
84, 41, 7431, 8188, 69.09
82, 41, 7431, 8188, 73.12
80, 37, 7434, 8188, 46.78
78, 61, 7469, 8188, 83.45
93, 72, 7467, 8188, 70.76
83, 38, 7445, 8188, 69.08
64, 38, 7467, 8188, 71.50
86, 41, 7466, 8188, 85.78
60, 35, 7470, 8188, 64.94
66, 50, 7470, 8188, 83.91
65, 45, 7464, 8188, 64.78
68, 36, 7444, 8188, 66.43
82, 38, 7448, 8188, 65.36
81, 40, 7441, 8188, 69.05
42, 31, 7451, 8188, 51.82
97, 71, 7452, 8188, 85.14
85, 70, 7452, 8188, 74.16
81, 38, 7452, 8188, 65.72
75, 40, 7451, 8188, 68.82
87, 42, 7435, 8188, 73.27
81, 38, 7434, 8188, 55.10
43, 32, 7432, 8188, 71.53
100, 81, 7425, 8188, 79.39
78, 41, 7442, 8188, 66.80
80, 37, 7466, 8188, 66.68
73, 40, 7466, 8188, 67.81
81, 38, 7448, 8188, 72.17
46, 35, 7441, 8188, 59.15
100, 74, 7440, 8188, 79.62
74, 37, 7438, 8188, 59.14
82, 38, 7438, 8188, 71.78
65, 37, 7439, 8188, 66.07
84, 39, 7438, 8188, 91.86
44, 33, 7416, 8188, 54.49
100, 75, 7416, 8188, 76.89
83, 38, 7416, 8188, 74.12
80, 41, 7415, 8188, 71.85
67, 39, 7415, 8188, 71.33
84, 39, 7406, 8188, 73.41
42, 32, 7416, 8188, 55.55
100, 75, 7416, 8188, 76.86
75, 36, 7416, 8188, 77.54
82, 38, 7416, 8188, 64.14
86, 42, 7416, 8188, 75.68
82, 38, 7405, 8188, 71.94
42, 32, 7415, 8188, 54.15
100, 79, 7416, 8188, 78.71
74, 37, 7416, 8188, 65.03
83, 39, 7416, 8188, 54.70
74, 40, 7416, 8188, 71.58
86, 43, 7410, 8188, 73.03
5, 4, 7419, 8188, 25.58
5, 4, 7415, 8188, 19.65
5, 4, 7419, 8188, 15.84
6, 5, 7419, 8188, 13.97
8, 5, 7420, 8188, 12.60
13, 4, 7407, 8188, 15.80
6, 4, 7406, 8188, 14.19
7, 4, 7407, 8188, 15.49
6, 4, 7406, 8188, 15.95
6, 4, 7406, 8188, 15.53
17, 4, 2224, 8188, 14.47
8, 5, 2224, 8188, 14.90
5, 4, 2224, 8188, 14.19
6, 4, 2224, 8188, 15.80
5, 4, 2224, 8188, 15.59
6, 4, 2224, 8188, 15.56
5, 4, 2223, 8188, 14.04
5, 4, 2024, 8188, 13.94
8, 6, 2025, 8188, 13.47
5, 4, 2025, 8188, 13.90
6, 4, 2025, 8188, 15.47
6, 4, 2020, 8188, 15.61
6, 4, 2010, 8188, 15.62
6, 4, 2009, 8188, 14.74
6, 4, 2009, 8188, 15.28
5, 4, 2009, 8188, 15.23
9, 6, 2010, 8188, 13.57
6, 4, 2011, 8188, 13.94
5, 4, 2011, 8188, 15.39
6, 4, 2011, 8188, 15.38
