label,run_dir,train_epoch,eval_checkpoint,transfer_clip_style,transfer_content_lpips,wall_total_sec,training_target_projection_active,training_target_projection_mode_source_low_target_high,training_target_projection_mode_wavelet_source_low_target_high,training_target_projection_mode_pure_vertical_flow,training_target_projection_low_anchor,training_target_projection_low_drift,training_target_projection_target_delta,training_target_projection_high_energy_ratio,base_structural_drift,fiber_energy_ratio,low_freq_leak,target_base_shift,ot_plan_entropy,ot_barycentric_entropy,ot_target_gini,ot_target_mass_entropy,ot_target_max_mass,ot_structure_cost_mean,structured_style_tokenizer_spatial_svd_entropy,structured_style_tokenizer_style_value_offdiag_cosine,structured_style_tokenizer_translation_delta_offdiag_cosine
preview,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\phase2_fiber_bundle\616\csv,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
