epoch,loss,gram,moment,code,cycle,nce,idt,lr,epoch_time_sec
1,11.932331826402732,0.017315251685177106,0.3762475627382802,0.0018207924942657294,0.0015627185375564805,0.0,0.0029103496168421763,0.0001,129.5689733028412
2,11.070639165571935,0.016274084727921634,0.3449017087412622,0.0003401237825556644,0.0027021381236767214,0.0,0.009685720401512063,9.999911173852618e-05,116.04263973236084
3,10.582933870621913,0.015481941816951944,0.32534002887152635,0.00029794902237942876,0.004190768804063374,0.0,0.014575682565994522,9.999644698917175e-05,116.74180054664612
4,10.22946877553673,0.014871974012433247,0.3110843569503547,0.0002696642477530986,0.005068618408524929,0.0,0.019465128442398005,9.999200585713642e-05,117.00805878639221
5,9.924677596808715,0.01435665774202563,0.2996667271451011,0.0002349739980376012,0.005134742441611277,0.0,0.024488910424662995,9.998578851774852e-05,116.76171159744263
6,9.704124808929127,0.013933029918511605,0.29028607565195447,0.000206900802151411,0.005621293162772615,0.0,0.02944179738201008,9.997779521645794e-05,116.58513736724854
7,9.506294280136187,0.013535410503572133,0.2817795977691295,0.00019453455314916013,0.006070031668662716,0.0,0.03413970549373738,9.996802626882654e-05,116.41444659233093
8,9.336340074094466,0.013190449302330844,0.2738280355775912,0.00018533032034328352,0.006592065863156874,0.0,0.03943289117646341,9.995648206051564e-05,116.76930832862854
9,9.183654350320293,0.01289893386142396,0.26744067529940235,0.0001792227351734019,0.006795163464206488,0.0,0.04319156798982867,9.994316304727081e-05,116.48939275741577
10,9.052634300963248,0.012647984959571163,0.26144830434742367,0.00016694354666083318,0.007111255984290122,0.0,0.04725134150737925,9.992806975490389e-05,116.50907325744629
11,8.929480458788303,0.012416577150012546,0.25625784509849053,0.0001711149961920455,0.00721441052728598,0.0,0.05068161191872365,9.991120277927223e-05,116.8700304031372
12,8.828820885771915,0.012204016631208554,0.25110137624752954,0.0001572152726965054,0.007679193992399335,0.0,0.05441272882213864,9.989256278625514e-05,116.36523985862732
13,8.746437875718033,0.012035063274899603,0.2469590245287653,0.0001546494073748415,0.008024819236287336,0.0,0.05738277849138092,9.987215051172763e-05,116.54958128929138
14,8.65244514089792,0.011886903022082977,0.24347656162291612,0.00015505103812398573,0.007923576049506664,0.0,0.059381187927228796,9.984996676153134e-05,117.10608196258545
15,8.587764344684818,0.01176320018314327,0.23986007041572907,0.0001462052564255512,0.008583904492519216,0.0,0.06084089272612117,9.982601241144277e-05,117.37437224388123
16,8.432736278197925,0.01168599883046175,0.23694899392560356,0.0001476795688257046,0.009744259171728335,0.0,0.048499673238226786,9.980028840713861e-05,117.52884101867676
17,8.000823092584165,0.011642188856793191,0.23223826196527234,0.00016586476854902783,0.009934054960260274,0.0,0.018604812989194777,9.977279576415853e-05,117.12467336654663
18,7.811624027904451,0.011522000935411206,0.2271829244386347,0.0001832719875223346,0.01056854319975861,0.0,0.012021634751843974,9.974353556786496e-05,116.84754371643066
19,7.6564719936390615,0.011394733070863961,0.22310154194041237,0.00018822757341450206,0.01044949054129306,0.0,0.009722692889542623,9.971250897340038e-05,116.9749071598053
20,7.547598151962992,0.011270718007237491,0.2195567714117969,0.00019877940600911647,0.01089331261340741,0.0,0.007612008229863149,9.967971720564162e-05,117.53387236595154
21,7.4410880414933125,0.011177503962282072,0.21636867878350569,0.00022880105184719277,0.010897808479039008,0.0,0.0067524143360154654,9.964516155915151e-05,117.46201157569885
22,7.34842629506798,0.011084210224102197,0.213499366310594,0.00023527437015171188,0.011011945045133328,0.0,0.005796899930682574,9.96088433981278e-05,117.25734543800354
23,7.302616245388367,0.011006225773900593,0.21087731081278213,0.00024462881069171964,0.011774111872085326,0.0,0.0054958293361015076,9.95707641563493e-05,117.16113233566284
24,7.216405243453584,0.010927821856976482,0.20854122890400764,0.000235823345753012,0.011704129509512006,0.0,0.004476898530174838,9.95309253371193e-05,116.52137064933777
25,7.150197777723402,0.010834548511383138,0.20647331300177105,0.00029729506677351987,0.01178042497485876,0.0,0.0038967704451841985,9.948932851320614e-05,116.69007921218872
26,7.112333060546242,0.010766935800178063,0.2045567615507798,0.00043028283220657913,0.012269233816684528,0.0,0.0034857573039851447,9.94459753267812e-05,117.27543902397156
27,7.05319823378726,0.010705453570488204,0.20270767977818308,0.0005175114563760381,0.012300613080513292,0.0,0.0030598447417901887,9.940086748935406e-05,116.58127546310425
28,7.005221356999689,0.010637518848471073,0.2009524178782893,0.0005137641516687841,0.01250897759060168,0.0,0.002693666428477754,9.935400678170493e-05,116.76831555366516
29,6.922844118404883,0.010553175503860947,0.1988275231011791,0.0005120357457509776,0.01236200203800603,0.0,0.0018202710329054933,9.930539505381426e-05,117.41400074958801
30,6.862148561625901,0.010493440206109551,0.19730591550083357,0.00047896184217802445,0.012128063178394434,0.0,0.0016975065983845152,9.925503422478986e-05,116.71759080886841
31,6.831981169745094,0.010445370001071784,0.19555324771552507,0.0005510214523477432,0.0125411225077479,0.0,0.001945629865774062,9.920292628279102e-05,116.91589426994324
32,6.777752816985926,0.01037867978659164,0.1941234110396143,0.0005708028181755211,0.012458470505252095,0.0,0.0014058518341613978,9.914907328495006e-05,120.43445038795471
33,6.801885187317053,0.010346304577017695,0.19286185186452817,0.00047388716982050264,0.013794686862417145,0.0,0.0011167297379870433,9.909347735729114e-05,122.31301426887512
