dataset,dataset_title,scope,method,label,clip_style,content_lpips,one_minus_lpips,aggregate_art_fid,aggregate_art_fid_fid,aggregate_art_fid_content_lpips,summary_path,artfid_path,source_type,point_order,train_time_label
distinct5_512,Distinct5-512 / 1000 per style,transfer,idt,idt,0.6399224616587161,0.0,1.0,323.66084570519234,322.66084570519234,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\distinct5_512\idt_5x5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\distinct5_512\idt_5x5\aggregate_targetwise_artfid.json,targetwise_local,0,ref
legacy256_overfit50,Legacy256 / overfit50,full,LANCET,LANCET archive e7,0.703508348663648,0.4426572581466667,0.5573427418533333,287.8303786488108,205.72016742171817,0.3939118266105652,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0007\aggregate_targetwise_artfid.json,targetwise_archive_proxy,4,5.2m
legacy256_overfit50,Legacy256 / overfit50,full,LANCET,LANCET archive e8,0.7036010053555171,0.44816957577333333,0.5518304242266667,293.018483138329,208.24250822979752,0.40219072699546815,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0008\aggregate_targetwise_artfid.json,targetwise_archive_proxy,5,5.9m
legacy256_overfit50,Legacy256 / overfit50,full,SaMAM,SaMAM best-content (25k),0.6938233523368835,0.39395823450666667,0.6060417654933333,248.70793080820545,191.53220675609083,0.290424519777298,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_continue17k_to25k\formal_eval_750\step_025000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_continue17k_to25k\formal_eval_750\step_025000\aggregate_targetwise_artfid.json,targetwise_local,3,3.9h
legacy256_overfit50,Legacy256 / overfit50,full,SaMAM,SaMAM best-style (14k),0.6968672373692193,0.43627805274666664,0.5637219472533334,285.8129778113213,212.61751282774404,0.33688645362854003,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_formal_750_eval\step_014000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_formal_750_eval\step_014000\aggregate_targetwise_artfid.json,targetwise_local,2,2.2h
legacy256_overfit50,Legacy256 / overfit50,full,SaMST,SaMST,0.7253123044570288,0.53903856028,0.46096143972000003,273.7965843550592,183.8895877568293,0.4805033266544342,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst\protocol_a_800\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst\protocol_a_800\aggregate_targetwise_artfid.json,targetwise_local,1,1.9h
legacy256_overfit50,Legacy256 / overfit50,full,idt,idt,0.6593609295606613,0.0,1.0,182.7174038755024,181.7174038755024,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\aggregate_targetwise_artfid.json,targetwise_local,0,ref
legacy256_overfit50,Legacy256 / overfit50,transfer,LANCET,LANCET archive e7,0.6752455333371958,0.45385478981666666,0.5461452101833333,310.06004445072676,220.1142993870075,0.4039080858230591,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0007\aggregate_targetwise_artfid.json,targetwise_archive_proxy,4,5.2m
legacy256_overfit50,Legacy256 / overfit50,transfer,LANCET,LANCET archive e8,0.6759850123027961,0.4594570128666667,0.5405429871333334,313.84374996766155,221.5358377208032,0.4121687650680542,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\archives\old_experiment_dirs\grid_search_3epoch\S-none_K-1_C-0_W-20_Col-0\full_eval\epoch_0008\aggregate_targetwise_artfid.json,targetwise_archive_proxy,5,5.9m
legacy256_overfit50,Legacy256 / overfit50,transfer,SaMAM,SaMAM best-content (25k),0.6669773708780606,0.4021742742833333,0.5978257257166667,277.2721633527835,212.2865906033747,0.2998263597488403,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_continue17k_to25k\formal_eval_750\step_025000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_continue17k_to25k\formal_eval_750\step_025000\aggregate_targetwise_artfid.json,targetwise_local,3,3.9h
legacy256_overfit50,Legacy256 / overfit50,transfer,SaMAM,SaMAM best-style (14k),0.671752924968799,0.4392484994666666,0.5607515005333334,304.32280945149495,225.85327039521172,0.34035760164260864,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_formal_750_eval\step_014000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_256_formal_750_eval\step_014000\aggregate_targetwise_artfid.json,targetwise_local,2,2.2h
legacy256_overfit50,Legacy256 / overfit50,transfer,SaMST,SaMST,0.7034510732193787,0.5571298963833333,0.4428701036166667,302.48498753747083,200.69496764021508,0.4994563102722168,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst\protocol_a_800\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst\protocol_a_800\aggregate_targetwise_artfid.json,targetwise_local,1,1.9h
legacy256_overfit50,Legacy256 / overfit50,transfer,idt,idt,0.613607810229063,0.0,1.0,265.57669131867476,264.57669131867476,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\aggregate_targetwise_artfid.json,targetwise_local,0,ref
wikiart512_5style,WikiArt512 / 3600 per style,full,LANCET,LANCET hist b32 e8,0.7922978092034658,0.3550378331343333,0.6449621668656667,350.2084875218386,244.12116471086114,0.42881656885147096,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8\full_eval_epoch_0008_b2_opt_nocls\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8\full_eval_epoch_0008_b2_opt_nocls\aggregate_targetwise_artfid.json,targetwise_local,6,0.7m
wikiart512_5style,WikiArt512 / 3600 per style,full,SaMAM,SaMAM best-content (10k),0.7850886265436807,0.16433595481733335,0.8356640451826667,254.39062778771137,224.6961306698845,0.1270085722208023,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_010000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_010000\aggregate_targetwise_artfid.json,targetwise_local,5,4.4h
wikiart512_5style,WikiArt512 / 3600 per style,full,SaMAM,SaMAM best-style (5k),0.7912443998654684,0.28329175086666664,0.7167082491333334,289.12667544442655,231.8651696763564,0.2415346086025238,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_005000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_005000\aggregate_targetwise_artfid.json,targetwise_local,4,2.1h
wikiart512_5style,WikiArt512 / 3600 per style,full,SaMST,SaMST e10,0.7745031952063244,0.6108974266133333,0.38910257338666665,426.19807589160456,277.69582736866334,0.5258884191513061,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0010\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0010\aggregate_targetwise_artfid.json,targetwise_local,2,8.3h
wikiart512_5style,WikiArt512 / 3600 per style,full,SaMST,SaMST e15,0.7767400147120159,0.6088616661733334,0.39113833382666663,421.3698495410816,275.21751436417696,0.5217884063720704,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_epoch15_generate750_png\epoch_0015\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_epoch15_generate750_png\epoch_0015\aggregate_targetwise_artfid.json,targetwise_local,3,12.3h
wikiart512_5style,WikiArt512 / 3600 per style,full,SaMST,SaMST e5,0.773973307609558,0.6123956792533333,0.38760432074666673,426.6529968076026,277.1446330073166,0.5303690016269684,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0005\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0005\aggregate_targetwise_artfid.json,targetwise_local,1,4.2h
wikiart512_5style,WikiArt512 / 3600 per style,full,idt,idt,0.7815262297789255,0.0,1.0,211.60215436533116,210.60215436533116,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\wikiart512_5style\idt_5x5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\wikiart512_5style\idt_5x5\aggregate_targetwise_artfid.json,targetwise_local,0,ref
wikiart512_5style,WikiArt512 / 3600 per style,transfer,LANCET,LANCET hist b32 e8,0.7852639506260554,0.3557362271596988,0.6442637728403011,404.2144887592864,281.9369774761958,0.4288938581943512,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8\full_eval_epoch_0008_b2_opt_nocls\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8\full_eval_epoch_0008_b2_opt_nocls\aggregate_targetwise_artfid.json,targetwise_local,6,0.7m
wikiart512_5style,WikiArt512 / 3600 per style,transfer,SaMAM,SaMAM best-content (10k),0.7773564200599988,0.16439261076166667,0.8356073892383333,328.58145188042766,290.50495357493577,0.12708002030849458,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_010000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_010000\aggregate_targetwise_artfid.json,targetwise_local,5,4.4h
wikiart512_5style,WikiArt512 / 3600 per style,transfer,SaMAM,SaMAM best-style (5k),0.7845889044801393,0.2833103877333334,0.7166896122666666,343.37426300387875,275.5669637410815,0.24152885675430297,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_005000\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_wsl_mamba_512_scratch_clean_silent_b1_20k\formal_eval_750\step_005000\aggregate_targetwise_artfid.json,targetwise_local,4,2.1h
wikiart512_5style,WikiArt512 / 3600 per style,transfer,SaMST,SaMST e10,0.7688595057527224,0.6106467537666668,0.38935324623333323,444.65943001870994,290.1660113942539,0.5252555072307586,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0010\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0010\aggregate_targetwise_artfid.json,targetwise_local,2,8.3h
wikiart512_5style,WikiArt512 / 3600 per style,transfer,SaMST,SaMST e15,0.7710875839988389,0.6085886559,0.3914113441,441.68304609634197,288.9649257888858,0.5212089359760285,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_epoch15_generate750_png\epoch_0015\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_epoch15_generate750_png\epoch_0015\aggregate_targetwise_artfid.json,targetwise_local,3,12.3h
wikiart512_5style,WikiArt512 / 3600 per style,transfer,SaMST,SaMST e5,0.7687445387244225,0.6121340467499999,0.38786595325000006,444.2399203067613,288.99177259251275,0.5297609210014343,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0005\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\timing_20260602\samst_wikiart512_curve_midpoints\epoch_0005\aggregate_targetwise_artfid.json,targetwise_local,1,4.2h
wikiart512_5style,WikiArt512 / 3600 per style,transfer,idt,idt,0.7730244772632916,0.0,1.0,312.6146369027132,311.6146369027132,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\wikiart512_5style\idt_5x5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\wikiart512_5style\idt_5x5\aggregate_targetwise_artfid.json,targetwise_local,0,ref
